Date,Time,Day,Is_Holiday,Weather,Station,From_Station,To_Station,Passenger_Entries,Passenger_Exits,Passenger_Count,Occupancy_Percent,Crowd_Level,Train_Speed_kmph,Number_of_Trips,Delay_Minutes,Congestion_Level,Peak_Hour,Train_Frequency_Per_Hour,AI_Recommendation,Recommended_Frequency
2026-01-05,23:30,Monday,0,Cloudy,Tech Park,Central,Rail Hub,175,126,301,12.0,Low,60,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-05,23:45,Monday,0,Rainy,Rail Hub,Airport,University,98,180,278,11.1,Low,62,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,00:00,Tuesday,0,Rainy,South Gate,University,Rail Hub,185,73,258,10.3,Low,50,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,00:15,Tuesday,0,Cloudy,City Center,Tech Park,City Center,160,106,266,10.6,Low,61,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,00:30,Tuesday,0,Cloudy,Central,City Center,Stadium,81,175,256,10.2,Low,66,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,00:45,Tuesday,0,Sunny,City Center,University,Stadium,237,171,408,16.3,Low,52,5,3,Low,0,5,Normal Operation,Every 7 Minutes
2026-01-06,01:00,Tuesday,0,Cloudy,Central,Market,North Gate,89,196,285,11.4,Low,49,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,01:15,Tuesday,0,Sunny,Central,Tech Park,South Gate,240,123,363,14.5,Low,72,3,2,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,01:30,Tuesday,0,Sunny,Airport,South Gate,Stadium,178,188,366,14.6,Low,49,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,01:45,Tuesday,0,Rainy,Market,City Center,Tech Park,232,194,426,17.0,Low,57,4,0,Low,0,6,Normal Operation,Every 7 Minutes
2026-01-06,02:00,Tuesday,0,Cloudy,Tech Park,North Gate,North Gate,128,102,230,9.2,Low,27,5,4,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,02:15,Tuesday,0,Rainy,City Center,Tech Park,Central,134,65,199,8.0,Low,37,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,02:30,Tuesday,0,Cloudy,South Gate,Central,Central,216,219,435,17.4,Low,65,2,6,Low,0,8,Normal Operation,Every 7 Minutes
2026-01-06,02:45,Tuesday,0,Rainy,Airport,Market,South Gate,186,173,359,14.4,Low,35,5,2,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,03:00,Tuesday,0,Cloudy,City Center,Rail Hub,City Center,132,62,194,7.8,Low,69,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-06,03:15,Tuesday,0,Cloudy,Airport,Airport,Airport,210,218,428,17.1,Low,45,2,3,Low,0,8,Normal Operation,Every 7 Minutes
2026-01-06,03:30,Tuesday,0,Cloudy,North Gate,University,South Gate,235,111,346,13.8,Low,51,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,03:45,Tuesday,0,Sunny,Central,Stadium,Tech Park,220,187,407,16.3,Low,74,3,0,Low,0,7,Normal Operation,Every 7 Minutes
2026-01-06,04:00,Tuesday,0,Sunny,Central,Airport,Market,83,82,165,6.6,Low,36,5,3,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,04:15,Tuesday,0,Sunny,Airport,South Gate,Stadium,145,119,264,10.6,Low,48,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,04:30,Tuesday,0,Sunny,Airport,Airport,Airport,124,70,194,7.8,Low,56,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-06,04:45,Tuesday,0,Sunny,Central,Stadium,Rail Hub,115,103,218,8.7,Low,52,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-06,05:00,Tuesday,0,Cloudy,Airport,University,Stadium,175,147,322,12.9,Low,46,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,05:15,Tuesday,0,Cloudy,City Center,Airport,University,108,93,201,8.0,Low,38,2,2,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,05:30,Tuesday,0,Rainy,Stadium,Central,City Center,225,172,397,15.9,Low,68,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-06,05:45,Tuesday,0,Cloudy,Stadium,Airport,South Gate,108,165,273,10.9,Low,30,5,2,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,06:00,Tuesday,0,Rainy,Tech Park,Tech Park,Market,83,194,277,11.1,Low,72,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,06:15,Tuesday,0,Rainy,Rail Hub,Tech Park,University,104,170,274,11.0,Low,60,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,06:30,Tuesday,0,Sunny,Market,City Center,Airport,236,73,309,12.4,Low,56,5,5,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,06:45,Tuesday,0,Cloudy,Tech Park,Market,North Gate,141,144,285,11.4,Low,33,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-06,07:00,Tuesday,0,Rainy,University,Airport,Stadium,912,690,1602,64.1,Medium,55,8,3,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-06,07:15,Tuesday,0,Cloudy,Tech Park,University,University,621,959,1580,63.2,Medium,33,4,3,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-01-06,07:30,Tuesday,0,Sunny,Market,South Gate,Market,1062,450,1512,60.5,Medium,67,8,3,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-06,07:45,Tuesday,0,Rainy,North Gate,Central,North Gate,1170,917,2087,83.5,High,53,6,0,High,1,4,Increase Train Frequency,Every 3 Minutes
2026-01-06,08:00,Tuesday,0,Cloudy,Tech Park,Stadium,Airport,1073,1084,2157,86.3,High,75,6,0,High,1,4,Increase Train Frequency,Every 3 Minutes
2026-01-06,08:15,Tuesday,0,Sunny,North Gate,South Gate,Market,502,799,1301,52.0,Medium,70,6,0,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-01-06,08:30,Tuesday,0,Rainy,Tech Park,South Gate,Rail Hub,608,496,1104,44.2,Low,33,7,3,Low,1,3,Normal Operation,Every 3 Minutes
2026-01-06,08:45,Tuesday,0,Sunny,North Gate,North Gate,Tech Park,623,852,1475,59.0,Medium,59,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-01-06,09:00,Tuesday,0,Sunny,University,Rail Hub,Market,547,1098,1645,65.8,Medium,56,7,3,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-06,09:15,Tuesday,0,Sunny,Stadium,University,Rail Hub,504,993,1497,59.9,Medium,65,4,0,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-01-06,09:30,Tuesday,0,Cloudy,Market,Rail Hub,Rail Hub,681,1042,1723,68.9,Medium,51,4,3,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-01-06,09:45,Tuesday,0,Cloudy,Market,North Gate,South Gate,893,878,1771,70.8,Medium,69,8,5,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-06,10:00,Tuesday,0,Cloudy,Tech Park,Market,South Gate,801,913,1714,68.6,Medium,72,8,2,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-06,10:15,Tuesday,0,Rainy,Market,North Gate,Rail Hub,821,1016,1837,73.5,Medium,42,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-01-06,10:30,Tuesday,0,Rainy,South Gate,Market,Tech Park,853,585,1438,57.5,Medium,58,5,4,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-01-06,10:45,Tuesday,0,Rainy,Airport,Rail Hub,University,860,1025,1885,75.4,Medium,66,7,1,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-06,11:00,Tuesday,0,Rainy,Market,City Center,Central,153,168,321,12.8,Low,53,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,11:15,Tuesday,0,Rainy,Central,South Gate,City Center,131,128,259,10.4,Low,48,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,11:30,Tuesday,0,Sunny,South Gate,Market,North Gate,132,198,330,13.2,Low,65,2,4,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,11:45,Tuesday,0,Rainy,Market,Central,University,179,120,299,12.0,Low,73,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-06,12:00,Tuesday,0,Cloudy,University,Stadium,North Gate,160,201,361,14.4,Low,66,3,3,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,12:15,Tuesday,0,Rainy,Tech Park,North Gate,South Gate,230,199,429,17.2,Low,78,3,1,Low,0,7,Normal Operation,Every 7 Minutes
2026-01-06,12:30,Tuesday,0,Cloudy,City Center,Central,University,99,107,206,8.2,Low,51,2,3,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,12:45,Tuesday,0,Cloudy,Market,South Gate,Central,147,93,240,9.6,Low,67,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,13:00,Tuesday,0,Cloudy,Stadium,Rail Hub,South Gate,119,70,189,7.6,Low,78,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,13:15,Tuesday,0,Cloudy,Rail Hub,Tech Park,Market,220,151,371,14.8,Low,79,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,13:30,Tuesday,0,Sunny,City Center,Tech Park,North Gate,213,77,290,11.6,Low,35,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,13:45,Tuesday,0,Sunny,Tech Park,Rail Hub,Market,164,152,316,12.6,Low,43,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-06,14:00,Tuesday,0,Cloudy,Market,Rail Hub,Rail Hub,246,62,308,12.3,Low,70,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,14:15,Tuesday,0,Sunny,Central,South Gate,Market,162,157,319,12.8,Low,53,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,14:30,Tuesday,0,Rainy,South Gate,Central,South Gate,86,192,278,11.1,Low,60,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,14:45,Tuesday,0,Rainy,North Gate,City Center,Market,162,191,353,14.1,Low,36,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,15:00,Tuesday,0,Rainy,Central,University,Airport,240,76,316,12.6,Low,72,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,15:15,Tuesday,0,Sunny,Market,Stadium,Tech Park,191,78,269,10.8,Low,28,3,3,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,15:30,Tuesday,0,Sunny,Airport,North Gate,South Gate,98,73,171,6.8,Low,65,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,15:45,Tuesday,0,Cloudy,University,Central,University,195,163,358,14.3,Low,49,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,16:00,Tuesday,0,Rainy,Airport,Airport,Tech Park,216,61,277,11.1,Low,74,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,16:15,Tuesday,0,Rainy,Airport,Stadium,University,154,137,291,11.6,Low,48,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,16:30,Tuesday,0,Cloudy,Central,Market,South Gate,201,100,301,12.0,Low,80,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,16:45,Tuesday,0,Rainy,City Center,Market,City Center,156,155,311,12.4,Low,65,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,17:00,Tuesday,0,Sunny,Central,North Gate,Tech Park,505,1036,1541,61.6,Medium,49,4,0,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-01-06,17:15,Tuesday,0,Sunny,University,City Center,North Gate,1161,974,2135,85.4,High,40,5,0,High,1,5,Increase Train Frequency,Every 3 Minutes
2026-01-06,17:30,Tuesday,0,Rainy,South Gate,Market,Stadium,698,567,1265,50.6,Medium,75,4,3,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-01-06,17:45,Tuesday,0,Rainy,Market,Airport,North Gate,574,747,1321,52.8,Medium,41,4,5,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-01-06,18:00,Tuesday,0,Rainy,Rail Hub,South Gate,Rail Hub,998,788,1786,71.4,Medium,36,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-01-06,18:15,Tuesday,0,Sunny,North Gate,Rail Hub,South Gate,825,947,1772,70.9,Medium,47,7,4,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-06,18:30,Tuesday,0,Rainy,Rail Hub,Central,Tech Park,656,1029,1685,67.4,Medium,40,7,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-06,18:45,Tuesday,0,Sunny,North Gate,City Center,Tech Park,1156,896,2052,82.1,High,53,6,0,High,1,4,Increase Train Frequency,Every 3 Minutes
2026-01-06,19:00,Tuesday,0,Cloudy,Stadium,Rail Hub,Airport,956,817,1773,70.9,Medium,39,4,2,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-01-06,19:15,Tuesday,0,Cloudy,City Center,Airport,Airport,1051,651,1702,68.1,Medium,76,6,0,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-01-06,19:30,Tuesday,0,Sunny,Market,Central,Market,1146,481,1627,65.1,Medium,40,8,3,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-06,19:45,Tuesday,0,Cloudy,Market,University,North Gate,1052,933,1985,79.4,Medium,53,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-01-06,20:00,Tuesday,0,Rainy,South Gate,Central,North Gate,637,925,1562,62.5,Medium,61,6,1,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-01-06,20:15,Tuesday,0,Rainy,City Center,City Center,Rail Hub,1026,593,1619,64.8,Medium,39,7,1,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-06,20:30,Tuesday,0,Rainy,City Center,South Gate,Tech Park,995,817,1812,72.5,Medium,29,5,5,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-01-06,20:45,Tuesday,0,Sunny,Central,Tech Park,University,1184,661,1845,73.8,Medium,78,8,2,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-06,21:00,Tuesday,0,Cloudy,Stadium,South Gate,Rail Hub,91,70,161,6.4,Low,75,4,2,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-06,21:15,Tuesday,0,Rainy,Rail Hub,Rail Hub,Airport,124,156,280,11.2,Low,53,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,21:30,Tuesday,0,Rainy,South Gate,Stadium,Rail Hub,176,117,293,11.7,Low,61,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-06,21:45,Tuesday,0,Sunny,Market,Airport,Market,115,172,287,11.5,Low,44,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,22:00,Tuesday,0,Rainy,South Gate,North Gate,University,134,98,232,9.3,Low,71,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-06,22:15,Tuesday,0,Cloudy,Airport,Rail Hub,City Center,203,182,385,15.4,Low,41,5,2,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-06,22:30,Tuesday,0,Rainy,University,Market,Central,85,122,207,8.3,Low,35,3,3,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,22:45,Tuesday,0,Rainy,City Center,Market,University,94,102,196,7.8,Low,40,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-06,23:00,Tuesday,0,Rainy,Rail Hub,North Gate,Stadium,243,64,307,12.3,Low,33,4,2,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-06,23:15,Tuesday,0,Rainy,Stadium,Rail Hub,City Center,203,103,306,12.2,Low,56,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-06,23:30,Tuesday,0,Rainy,City Center,Rail Hub,Rail Hub,239,190,429,17.2,Low,59,4,0,Low,0,6,Normal Operation,Every 7 Minutes
2026-01-06,23:45,Tuesday,0,Sunny,North Gate,Central,North Gate,176,158,334,13.4,Low,33,3,3,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-07,00:00,Wednesday,0,Rainy,Market,Market,Market,187,98,285,11.4,Low,80,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-07,00:15,Wednesday,0,Sunny,Airport,University,Market,203,93,296,11.8,Low,79,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-07,00:30,Wednesday,0,Cloudy,Tech Park,University,Tech Park,91,195,286,11.4,Low,80,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-07,00:45,Wednesday,0,Rainy,Rail Hub,Stadium,North Gate,105,168,273,10.9,Low,44,3,2,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-07,01:00,Wednesday,0,Sunny,South Gate,Market,Airport,233,199,432,17.3,Low,66,2,0,Low,0,8,Normal Operation,Every 7 Minutes
2026-01-07,01:15,Wednesday,0,Rainy,Central,Tech Park,Airport,176,112,288,11.5,Low,55,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,01:30,Wednesday,0,Sunny,University,Tech Park,Rail Hub,246,209,455,18.2,Low,66,5,0,Low,0,5,Normal Operation,Every 7 Minutes
2026-01-07,01:45,Wednesday,0,Cloudy,University,Tech Park,Market,132,165,297,11.9,Low,37,5,4,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-07,02:00,Wednesday,0,Rainy,Stadium,City Center,Airport,144,138,282,11.3,Low,77,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-07,02:15,Wednesday,0,Rainy,North Gate,Market,University,194,101,295,11.8,Low,43,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-07,02:30,Wednesday,0,Cloudy,Market,City Center,Stadium,237,73,310,12.4,Low,32,2,3,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-07,02:45,Wednesday,0,Rainy,University,Tech Park,Airport,102,76,178,7.1,Low,40,4,4,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,03:00,Wednesday,0,Rainy,Central,City Center,Stadium,178,162,340,13.6,Low,79,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-07,03:15,Wednesday,0,Cloudy,Central,Central,Rail Hub,131,192,323,12.9,Low,42,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,03:30,Wednesday,0,Rainy,Market,Central,City Center,139,217,356,14.2,Low,71,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-07,03:45,Wednesday,0,Sunny,South Gate,Rail Hub,North Gate,182,150,332,13.3,Low,55,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-07,04:00,Wednesday,0,Rainy,Central,South Gate,North Gate,97,83,180,7.2,Low,52,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,04:15,Wednesday,0,Rainy,North Gate,City Center,University,196,163,359,14.4,Low,46,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-07,04:30,Wednesday,0,Rainy,Airport,South Gate,Market,223,78,301,12.0,Low,62,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-07,04:45,Wednesday,0,Rainy,South Gate,North Gate,Tech Park,193,156,349,14.0,Low,79,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-07,05:00,Wednesday,0,Cloudy,Stadium,North Gate,North Gate,230,67,297,11.9,Low,70,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-07,05:15,Wednesday,0,Cloudy,University,South Gate,North Gate,170,192,362,14.5,Low,74,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-07,05:30,Wednesday,0,Cloudy,Airport,Tech Park,North Gate,182,147,329,13.2,Low,46,5,4,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-07,05:45,Wednesday,0,Rainy,South Gate,North Gate,North Gate,126,108,234,9.4,Low,75,5,2,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-07,06:00,Wednesday,0,Rainy,North Gate,Airport,Airport,147,112,259,10.4,Low,39,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,06:15,Wednesday,0,Sunny,Stadium,Tech Park,Rail Hub,237,61,298,11.9,Low,56,2,4,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-07,06:30,Wednesday,0,Cloudy,Stadium,North Gate,Rail Hub,227,130,357,14.3,Low,55,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,06:45,Wednesday,0,Sunny,Central,Central,Market,214,168,382,15.3,Low,64,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-07,07:00,Wednesday,0,Cloudy,University,Central,Central,678,918,1596,63.8,Medium,45,7,5,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-07,07:15,Wednesday,0,Rainy,North Gate,Tech Park,Rail Hub,888,1044,1932,77.3,Medium,49,4,1,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-01-07,07:30,Wednesday,0,Cloudy,City Center,Tech Park,City Center,1061,719,1780,71.2,Medium,49,8,2,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-07,07:45,Wednesday,0,Cloudy,University,University,South Gate,715,879,1594,63.8,Medium,49,6,4,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-01-07,08:00,Wednesday,0,Cloudy,City Center,South Gate,North Gate,1085,584,1669,66.8,Medium,71,4,5,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-01-07,08:15,Wednesday,0,Rainy,University,City Center,Stadium,890,650,1540,61.6,Medium,76,5,1,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-01-07,08:30,Wednesday,0,Sunny,City Center,Tech Park,Stadium,931,961,1892,75.7,Medium,60,8,4,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-07,08:45,Wednesday,0,Cloudy,South Gate,Airport,City Center,1075,1031,2106,84.2,High,50,4,5,High,1,6,Increase Train Frequency,Every 3 Minutes
2026-01-07,09:00,Wednesday,0,Sunny,North Gate,Tech Park,Tech Park,760,937,1697,67.9,Medium,44,6,2,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-01-07,09:15,Wednesday,0,Rainy,Market,Airport,Tech Park,763,802,1565,62.6,Medium,55,4,1,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-01-07,09:30,Wednesday,0,Rainy,Rail Hub,South Gate,Tech Park,703,1040,1743,69.7,Medium,79,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-01-07,09:45,Wednesday,0,Cloudy,Market,Rail Hub,South Gate,999,907,1906,76.2,Medium,54,4,0,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-01-07,10:00,Wednesday,0,Cloudy,City Center,Airport,City Center,671,795,1466,58.6,Medium,34,7,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-07,10:15,Wednesday,0,Cloudy,North Gate,South Gate,Rail Hub,821,774,1595,63.8,Medium,72,6,3,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-01-07,10:30,Wednesday,0,Rainy,University,Stadium,University,777,905,1682,67.3,Medium,61,8,2,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-01-07,10:45,Wednesday,0,Sunny,City Center,South Gate,Airport,523,578,1101,44.0,Low,72,5,0,Low,1,5,Normal Operation,Every 3 Minutes
2026-01-07,11:00,Wednesday,0,Sunny,City Center,Central,Central,181,86,267,10.7,Low,61,5,4,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-07,11:15,Wednesday,0,Cloudy,Market,City Center,Airport,101,86,187,7.5,Low,66,4,3,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,11:30,Wednesday,0,Rainy,University,Market,City Center,159,118,277,11.1,Low,38,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-07,11:45,Wednesday,0,Sunny,Central,Stadium,Market,249,151,400,16.0,Low,58,4,2,Low,0,6,Normal Operation,Every 7 Minutes
2026-01-07,12:00,Wednesday,0,Cloudy,Market,Rail Hub,Stadium,193,94,287,11.5,Low,64,3,3,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-07,12:15,Wednesday,0,Rainy,Rail Hub,Stadium,Market,191,194,385,15.4,Low,52,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,12:30,Wednesday,0,Sunny,Airport,Central,Market,193,138,331,13.2,Low,30,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,12:45,Wednesday,0,Sunny,Tech Park,Stadium,Stadium,153,180,333,13.3,Low,73,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-07,13:00,Wednesday,0,Cloudy,Central,University,Market,190,134,324,13.0,Low,42,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,13:15,Wednesday,0,Cloudy,University,North Gate,South Gate,143,101,244,9.8,Low,54,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-07,13:30,Wednesday,0,Sunny,University,Market,South Gate,240,121,361,14.4,Low,48,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,13:45,Wednesday,0,Cloudy,North Gate,Airport,Stadium,97,106,203,8.1,Low,48,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-07,14:00,Wednesday,0,Rainy,Stadium,Market,Central,149,219,368,14.7,Low,33,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-07,14:15,Wednesday,0,Sunny,Airport,Stadium,Central,152,128,280,11.2,Low,75,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-07,14:30,Wednesday,0,Sunny,Airport,Stadium,Tech Park,118,63,181,7.2,Low,80,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,14:45,Wednesday,0,Cloudy,Central,South Gate,University,164,80,244,9.8,Low,33,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-07,15:00,Wednesday,0,Sunny,Market,Airport,North Gate,200,106,306,12.2,Low,29,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-01-07,15:15,Wednesday,0,Cloudy,Stadium,Airport,Market,143,68,211,8.4,Low,55,3,4,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-07,15:30,Wednesday,0,Rainy,North Gate,Central,Market,201,159,360,14.4,Low,40,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,15:45,Wednesday,0,Rainy,Airport,Tech Park,Central,144,183,327,13.1,Low,42,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,16:00,Wednesday,0,Rainy,North Gate,South Gate,Rail Hub,108,120,228,9.1,Low,80,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-07,16:15,Wednesday,0,Sunny,University,Stadium,Rail Hub,142,62,204,8.2,Low,67,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-01-07,16:30,Wednesday,0,Sunny,Tech Park,Central,Central,102,123,225,9.0,Low,78,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-01-07,16:45,Wednesday,0,Cloudy,City Center,North Gate,Tech Park,217,87,304,12.2,Low,60,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-01-07,17:00,Wednesday,0,Rainy,Tech Park,Central,Stadium,949,647,1596,63.8,Medium,43,5,3,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
