Trip_ID,Route_ID,Service_ID,Shape_ID
12493,23,weekday,shp_1_28
12494,23,weekday,shp_1_28
12495,23,weekday,shp_1_28
12496,23,weekday,shp_1_28
12497,23,weekday,shp_1_28
12498,23,weekday,shp_1_28
12499,23,weekday,shp_1_28
12500,23,weekday,shp_1_28
12501,23,weekday,shp_1_28
12502,23,weekday,shp_1_28
12503,23,weekday,shp_1_28
12504,23,weekday,shp_1_28
12505,23,weekday,shp_1_28
12506,23,weekday,shp_1_28
12507,23,weekday,shp_1_28
12508,23,weekday,shp_1_28
12509,23,weekday,shp_1_28
12510,23,weekday,shp_1_28
12511,23,weekday,shp_1_28
12512,23,weekday,shp_1_28
12513,23,weekday,shp_1_28
12514,23,weekday,shp_1_28
12515,23,weekday,shp_1_28
12516,23,weekday,shp_1_28
12517,23,weekday,shp_1_28
12518,23,weekday,shp_1_28
12519,23,weekday,shp_1_28
12520,23,weekday,shp_1_28
12521,23,weekday,shp_1_28
12522,23,weekday,shp_1_28
12523,23,weekday,shp_1_28
12524,23,weekday,shp_1_28
12525,23,weekday,shp_1_28
12526,23,weekday,shp_1_28
12527,23,weekday,shp_1_28
12528,23,weekday,shp_1_28
12529,23,weekday,shp_1_28
12530,23,weekday,shp_1_28
12531,23,weekday,shp_1_28
12532,23,weekday,shp_1_28
12533,23,weekday,shp_1_28
12534,23,weekday,shp_1_28
12535,23,weekday,shp_1_28
12536,23,weekday,shp_1_28
12537,23,weekday,shp_1_28
12538,23,weekday,shp_1_28
12539,23,weekday,shp_1_28
12540,23,weekday,shp_1_28
12541,23,weekday,shp_1_28
12542,23,weekday,shp_1_28
12543,23,weekday,shp_1_28
12544,23,weekday,shp_1_28
12545,23,weekday,shp_1_28
12546,23,weekday,shp_1_28
12547,23,weekday,shp_1_28
12548,23,weekday,shp_1_28
12549,23,weekday,shp_1_28
12550,23,weekday,shp_1_28
12551,23,weekday,shp_1_28
12552,23,weekday,shp_1_28
12553,23,weekday,shp_1_28
12554,23,weekday,shp_1_28
12555,23,weekday,shp_1_28
12556,23,weekday,shp_1_28
12557,23,weekday,shp_1_28
12558,23,weekday,shp_1_28
12559,23,weekday,shp_1_28
12560,23,weekday,shp_1_28
12561,23,weekday,shp_1_28
12562,23,weekday,shp_1_28
12563,23,weekday,shp_1_28
12564,23,weekday,shp_1_28
12565,23,weekday,shp_1_28
12566,23,weekday,shp_1_28
12567,23,weekday,shp_1_28
12568,23,weekday,shp_1_28
12569,23,weekday,shp_1_28
12570,23,weekday,shp_1_28
12571,23,weekday,shp_1_28
12572,23,weekday,shp_1_28
12573,23,weekday,shp_1_28
12574,23,weekday,shp_1_28
12575,23,weekday,shp_1_28
12576,23,weekday,shp_1_28
12577,23,weekday,shp_1_28
12578,23,weekday,shp_1_28
12579,23,weekday,shp_1_28
12580,23,weekday,shp_1_28
12581,23,weekday,shp_1_28
12582,23,weekday,shp_1_28
12583,23,weekday,shp_1_28
12584,23,weekday,shp_1_28
12585,23,weekday,shp_1_28
12586,23,weekday,shp_1_28
12587,23,weekday,shp_1_28
12588,23,weekday,shp_1_28
12589,23,weekday,shp_1_28
12590,23,weekday,shp_1_28
12591,23,weekday,shp_1_28
12592,23,weekday,shp_1_28
12593,23,weekday,shp_1_28
12594,23,weekday,shp_1_28
12595,23,weekday,shp_1_28
12596,23,weekday,shp_1_28
12597,23,weekday,shp_1_28
12598,23,weekday,shp_1_28
12599,23,weekday,shp_1_28
12600,23,weekday,shp_1_28
12601,23,weekday,shp_1_28
12602,23,weekday,shp_1_28
12603,23,weekday,shp_1_28
12604,23,weekday,shp_1_28
12605,23,weekday,shp_1_28
12606,23,weekday,shp_1_28
12607,23,weekday,shp_1_28
12608,23,weekday,shp_1_28
12942,24,weekday,shp_1_36
12943,24,weekday,shp_1_36
12944,24,weekday,shp_1_36
12945,24,weekday,shp_1_36
12946,24,weekday,shp_1_36
12947,24,weekday,shp_1_36
12948,24,weekday,shp_1_36
12949,24,weekday,shp_1_36
12950,24,weekday,shp_1_36
12951,24,weekday,shp_1_36
12952,24,weekday,shp_1_36
12953,24,weekday,shp_1_36
12954,24,weekday,shp_1_36
12955,24,weekday,shp_1_36
12956,24,weekday,shp_1_36
12957,24,weekday,shp_1_36
12958,24,weekday,shp_1_36
12959,24,weekday,shp_1_36
12960,24,weekday,shp_1_36
12961,24,weekday,shp_1_36
12962,24,weekday,shp_1_36
12963,24,weekday,shp_1_36
12964,24,weekday,shp_1_36
12965,24,weekday,shp_1_36
12966,24,weekday,shp_1_36
12967,24,weekday,shp_1_36
12968,24,weekday,shp_1_36
12969,24,weekday,shp_1_36
12970,24,weekday,shp_1_36
12971,24,weekday,shp_1_36
12972,24,weekday,shp_1_36
12973,24,weekday,shp_1_36
12974,24,weekday,shp_1_36
12975,24,weekday,shp_1_36
12976,24,weekday,shp_1_36
12977,24,weekday,shp_1_36
12978,24,weekday,shp_1_36
12979,24,weekday,shp_1_36
12980,24,weekday,shp_1_36
12981,24,weekday,shp_1_36
12982,24,weekday,shp_1_36
12983,24,weekday,shp_1_36
12984,24,weekday,shp_1_36
12985,24,weekday,shp_1_36
12986,24,weekday,shp_1_36
12987,24,weekday,shp_1_36
12988,24,weekday,shp_1_36
12989,24,weekday,shp_1_36
12990,24,weekday,shp_1_36
12991,24,weekday,shp_1_36
12992,24,weekday,shp_1_36
12993,24,weekday,shp_1_36
12994,24,weekday,shp_1_36
12995,24,weekday,shp_1_36
12996,24,weekday,shp_1_36
12997,24,weekday,shp_1_36
12998,24,weekday,shp_1_36
12999,24,weekday,shp_1_36
13000,24,weekday,shp_1_36
13001,24,weekday,shp_1_36
13002,24,weekday,shp_1_36
13003,24,weekday,shp_1_36
13004,24,weekday,shp_1_36
13005,24,weekday,shp_1_36
13006,24,weekday,shp_1_36
13007,24,weekday,shp_1_36
13008,24,weekday,shp_1_36
13009,24,weekday,shp_1_36
13010,24,weekday,shp_1_36
13011,24,weekday,shp_1_36
13012,24,weekday,shp_1_36
13013,24,weekday,shp_1_36
13014,24,weekday,shp_1_36
13015,24,weekday,shp_1_36
13016,24,weekday,shp_1_36
13017,24,weekday,shp_1_36
13018,24,weekday,shp_1_36
13019,24,weekday,shp_1_36
13020,24,weekday,shp_1_36
13021,24,weekday,shp_1_36
13022,24,weekday,shp_1_36
13023,24,weekday,shp_1_36
13024,24,weekday,shp_1_36
13025,24,weekday,shp_1_36
13026,24,weekday,shp_1_36
13027,24,weekday,shp_1_36
13028,24,weekday,shp_1_36
13029,24,weekday,shp_1_36
13030,24,weekday,shp_1_36
13031,24,weekday,shp_1_36
13032,24,weekday,shp_1_36
13033,24,weekday,shp_1_36
13034,24,weekday,shp_1_36
13035,24,weekday,shp_1_36
13036,24,weekday,shp_1_36
13037,24,weekday,shp_1_36
13038,24,weekday,shp_1_36
13039,24,weekday,shp_1_36
13040,24,weekday,shp_1_36
13041,24,weekday,shp_1_36
13042,24,weekday,shp_1_36
13043,24,weekday,shp_1_36
13044,24,weekday,shp_1_36
13045,24,weekday,shp_1_36
13046,24,weekday,shp_1_36
13047,24,weekday,shp_1_36
13048,24,weekday,shp_1_36
13049,24,weekday,shp_1_36
13050,24,weekday,shp_1_36
13051,24,weekday,shp_1_36
13052,24,weekday,shp_1_36
13053,24,weekday,shp_1_36
13054,24,weekday,shp_1_36
13055,24,weekday,shp_1_36
13056,24,weekday,shp_1_36
13057,24,weekday,shp_1_36
13058,24,weekday,shp_1_36
13059,24,weekday,shp_1_36
13060,24,weekday,shp_1_36
13061,24,weekday,shp_1_36
13062,24,weekday,shp_1_36
13063,24,weekday,shp_1_36
13064,24,weekday,shp_1_36
13065,24,weekday,shp_1_36
13066,24,weekday,shp_1_36
13067,24,weekday,shp_1_36
13068,24,weekday,shp_1_36
13069,24,weekday,shp_1_36
13070,24,weekday,shp_1_36
13071,24,weekday,shp_1_36
13072,24,weekday,shp_1_36
13073,24,weekday,shp_1_36
13074,24,weekday,shp_1_36
13075,24,weekday,shp_1_36
13076,24,weekday,shp_1_36
13077,24,weekday,shp_1_36
13078,24,weekday,shp_1_36
13079,24,weekday,shp_1_36
13080,24,weekday,shp_1_36
13081,24,weekday,shp_1_36
13082,24,weekday,shp_1_36
13083,24,weekday,shp_1_36
13084,24,weekday,shp_1_36
13085,24,weekday,shp_1_36
13086,24,weekday,shp_1_36
13087,24,weekday,shp_1_36
13088,24,weekday,shp_1_36
13089,24,weekday,shp_1_36
13090,24,weekday,shp_1_36
13091,24,weekday,shp_1_36
13092,24,weekday,shp_1_36
13093,24,weekday,shp_1_36
13094,24,weekday,shp_1_36
13095,24,weekday,shp_1_36
13096,24,weekday,shp_1_36
13097,24,weekday,shp_1_36
13098,24,weekday,shp_1_36
13099,24,weekday,shp_1_36
13100,24,weekday,shp_1_36
13101,24,weekday,shp_1_36
13102,24,weekday,shp_1_36
13103,24,weekday,shp_1_36
13104,24,weekday,shp_1_36
13105,24,weekday,shp_1_36
13106,24,weekday,shp_1_36
13107,24,weekday,shp_1_36
13108,24,weekday,shp_1_36
13109,24,weekday,shp_1_36
13110,24,weekday,shp_1_36
13111,24,weekday,shp_1_36
13112,24,weekday,shp_1_36
13113,24,weekday,shp_1_36
13114,24,weekday,shp_1_36
13115,24,weekday,shp_1_36
13116,24,weekday,shp_1_36
13117,24,weekday,shp_1_36
13118,24,weekday,shp_1_36
13119,24,weekday,shp_1_36
13120,24,weekday,shp_1_36
13121,24,weekday,shp_1_36
13122,24,weekday,shp_1_36
13123,24,weekday,shp_1_36
13124,24,weekday,shp_1_36
13125,24,weekday,shp_1_36
13455,25,weekday,shp_1_4
13456,25,weekday,shp_1_4
13457,25,weekday,shp_1_4
13458,25,weekday,shp_1_4
13459,25,weekday,shp_1_4
13460,25,weekday,shp_1_4
13461,25,weekday,shp_1_4
13462,25,weekday,shp_1_4
13463,25,weekday,shp_1_4
13464,25,weekday,shp_1_4
13465,25,weekday,shp_1_4
13466,25,weekday,shp_1_4
13467,25,weekday,shp_1_4
13468,25,weekday,shp_1_4
13469,25,weekday,shp_1_4
13470,25,weekday,shp_1_4
13471,25,weekday,shp_1_4
13472,25,weekday,shp_1_4
13473,25,weekday,shp_1_4
13474,25,weekday,shp_1_4
13475,25,weekday,shp_1_4
13476,25,weekday,shp_1_4
13477,25,weekday,shp_1_4
13478,25,weekday,shp_1_4
13479,25,weekday,shp_1_4
13480,25,weekday,shp_1_4
13481,25,weekday,shp_1_4
13482,25,weekday,shp_1_4
13483,25,weekday,shp_1_4
13484,25,weekday,shp_1_4
13485,25,weekday,shp_1_4
13486,25,weekday,shp_1_4
13487,25,weekday,shp_1_4
13488,25,weekday,shp_1_4
13489,25,weekday,shp_1_4
13490,25,weekday,shp_1_4
13491,25,weekday,shp_1_4
13492,25,weekday,shp_1_4
13493,25,weekday,shp_1_4
13494,25,weekday,shp_1_4
13495,25,weekday,shp_1_4
13496,25,weekday,shp_1_4
13497,25,weekday,shp_1_4
13498,25,weekday,shp_1_4
13499,25,weekday,shp_1_4
13500,25,weekday,shp_1_4
13501,25,weekday,shp_1_4
13502,25,weekday,shp_1_4
13503,25,weekday,shp_1_4
13504,25,weekday,shp_1_4
13505,25,weekday,shp_1_4
13506,25,weekday,shp_1_4
13507,25,weekday,shp_1_4
13508,25,weekday,shp_1_4
13509,25,weekday,shp_1_4
13510,25,weekday,shp_1_4
13511,25,weekday,shp_1_4
13512,25,weekday,shp_1_4
13513,25,weekday,shp_1_4
13514,25,weekday,shp_1_4
13515,25,weekday,shp_1_4
13516,25,weekday,shp_1_4
13517,25,weekday,shp_1_4
13518,25,weekday,shp_1_4
13519,25,weekday,shp_1_4
13520,25,weekday,shp_1_4
13521,25,weekday,shp_1_4
13522,25,weekday,shp_1_4
13523,25,weekday,shp_1_4
13524,25,weekday,shp_1_4
13525,25,weekday,shp_1_4
13526,25,weekday,shp_1_4
13527,25,weekday,shp_1_4
13528,25,weekday,shp_1_4
13529,25,weekday,shp_1_4
13530,25,weekday,shp_1_4
13531,25,weekday,shp_1_4
13532,25,weekday,shp_1_4
13533,25,weekday,shp_1_4
13534,25,weekday,shp_1_4
13535,25,weekday,shp_1_4
13536,25,weekday,shp_1_4
13537,25,weekday,shp_1_4
13538,25,weekday,shp_1_4
13539,25,weekday,shp_1_4
13540,25,weekday,shp_1_4
13541,25,weekday,shp_1_4
13542,25,weekday,shp_1_4
13543,25,weekday,shp_1_4
13544,25,weekday,shp_1_4
13545,25,weekday,shp_1_4
13546,25,weekday,shp_1_4
13547,25,weekday,shp_1_4
13548,25,weekday,shp_1_4
13549,25,weekday,shp_1_4
13550,25,weekday,shp_1_4
13551,25,weekday,shp_1_4
13552,25,weekday,shp_1_4
13553,25,weekday,shp_1_4
13554,25,weekday,shp_1_4
13555,25,weekday,shp_1_4
13556,25,weekday,shp_1_4
13557,25,weekday,shp_1_4
13558,25,weekday,shp_1_4
13559,25,weekday,shp_1_4
13560,25,weekday,shp_1_4
13561,25,weekday,shp_1_4
13772,26,weekday,shp_1_3
13773,26,weekday,shp_1_3
13774,26,weekday,shp_1_3
13775,26,weekday,shp_1_3
13776,26,weekday,shp_1_3
13777,26,weekday,shp_1_3
13778,26,weekday,shp_1_3
13779,26,weekday,shp_1_3
13780,26,weekday,shp_1_3
13781,26,weekday,shp_1_3
13782,26,weekday,shp_1_3
13783,26,weekday,shp_1_3
13784,26,weekday,shp_1_3
13785,26,weekday,shp_1_3
13786,26,weekday,shp_1_3
13787,26,weekday,shp_1_3
13788,26,weekday,shp_1_3
13789,26,weekday,shp_1_3
13790,26,weekday,shp_1_3
13791,26,weekday,shp_1_3
13792,26,weekday,shp_1_3
13793,26,weekday,shp_1_3
13794,26,weekday,shp_1_3
13795,26,weekday,shp_1_3
13796,26,weekday,shp_1_3
13797,26,weekday,shp_1_3
13798,26,weekday,shp_1_3
13799,26,weekday,shp_1_3
13800,26,weekday,shp_1_3
13801,26,weekday,shp_1_3
13802,26,weekday,shp_1_3
13803,26,weekday,shp_1_3
13804,26,weekday,shp_1_3
13805,26,weekday,shp_1_3
13806,26,weekday,shp_1_3
13807,26,weekday,shp_1_3
13808,26,weekday,shp_1_3
13809,26,weekday,shp_1_3
13810,26,weekday,shp_1_3
13811,26,weekday,shp_1_3
13812,26,weekday,shp_1_3
13813,26,weekday,shp_1_3
13814,26,weekday,shp_1_3
13815,26,weekday,shp_1_3
13816,26,weekday,shp_1_3
13817,26,weekday,shp_1_3
13818,26,weekday,shp_1_3
13819,26,weekday,shp_1_3
13820,26,weekday,shp_1_3
13821,26,weekday,shp_1_3
13822,26,weekday,shp_1_3
13823,26,weekday,shp_1_3
13824,26,weekday,shp_1_3
13825,26,weekday,shp_1_3
13826,26,weekday,shp_1_3
13827,26,weekday,shp_1_3
13828,26,weekday,shp_1_3
13829,26,weekday,shp_1_3
13830,26,weekday,shp_1_3
13831,26,weekday,shp_1_3
13832,26,weekday,shp_1_3
13833,26,weekday,shp_1_3
13834,26,weekday,shp_1_3
13835,26,weekday,shp_1_3
13836,26,weekday,shp_1_3
13837,26,weekday,shp_1_3
13838,26,weekday,shp_1_3
13839,26,weekday,shp_1_3
13840,26,weekday,shp_1_3
13841,26,weekday,shp_1_3
13842,26,weekday,shp_1_3
13843,26,weekday,shp_1_3
13844,26,weekday,shp_1_3
13845,26,weekday,shp_1_3
13846,26,weekday,shp_1_3
13847,26,weekday,shp_1_3
13848,26,weekday,shp_1_3
13849,26,weekday,shp_1_3
13850,26,weekday,shp_1_3
13851,26,weekday,shp_1_3
13852,26,weekday,shp_1_3
13853,26,weekday,shp_1_3
13854,26,weekday,shp_1_3
13855,26,weekday,shp_1_3
13856,26,weekday,shp_1_3
13857,26,weekday,shp_1_3
13858,26,weekday,shp_1_3
13859,26,weekday,shp_1_3
13860,26,weekday,shp_1_3
13861,26,weekday,shp_1_3
13862,26,weekday,shp_1_3
13863,26,weekday,shp_1_3
13864,26,weekday,shp_1_3
13865,26,weekday,shp_1_3
13866,26,weekday,shp_1_3
13867,26,weekday,shp_1_3
13868,26,weekday,shp_1_3
13869,26,weekday,shp_1_3
13870,26,weekday,shp_1_3
13871,26,weekday,shp_1_3
13872,26,weekday,shp_1_3
13873,26,weekday,shp_1_3
13874,26,weekday,shp_1_3
13875,26,weekday,shp_1_3
13876,26,weekday,shp_1_3
13877,26,weekday,shp_1_3
14087,27,weekday,shp_1_5
14088,27,weekday,shp_1_5
14089,27,weekday,shp_1_5
14090,27,weekday,shp_1_5
14091,27,weekday,shp_1_5
14092,27,weekday,shp_1_5
14093,27,weekday,shp_1_5
14094,27,weekday,shp_1_5
14095,27,weekday,shp_1_5
14096,27,weekday,shp_1_5
14097,27,weekday,shp_1_5
14098,27,weekday,shp_1_5
14099,27,weekday,shp_1_5
14100,27,weekday,shp_1_5
14101,27,weekday,shp_1_5
14102,27,weekday,shp_1_5
14103,27,weekday,shp_1_5
14104,27,weekday,shp_1_5
14105,27,weekday,shp_1_5
14106,27,weekday,shp_1_5
14107,27,weekday,shp_1_5
14108,27,weekday,shp_1_5
14109,27,weekday,shp_1_5
14110,27,weekday,shp_1_5
14111,27,weekday,shp_1_5
14112,27,weekday,shp_1_5
14113,27,weekday,shp_1_5
14114,27,weekday,shp_1_5
14115,27,weekday,shp_1_5
14116,27,weekday,shp_1_5
14117,27,weekday,shp_1_5
14118,27,weekday,shp_1_5
14119,27,weekday,shp_1_5
14120,27,weekday,shp_1_5
14121,27,weekday,shp_1_5
14122,27,weekday,shp_1_5
14123,27,weekday,shp_1_5
14124,27,weekday,shp_1_5
14125,27,weekday,shp_1_5
14126,27,weekday,shp_1_5
14127,27,weekday,shp_1_5
14128,27,weekday,shp_1_5
14129,27,weekday,shp_1_5
14130,27,weekday,shp_1_5
14131,27,weekday,shp_1_5
14132,27,weekday,shp_1_5
14133,27,weekday,shp_1_5
14134,27,weekday,shp_1_5
14135,27,weekday,shp_1_5
14136,27,weekday,shp_1_5
14137,27,weekday,shp_1_5
14138,27,weekday,shp_1_5
14139,27,weekday,shp_1_5
14140,27,weekday,shp_1_5
14141,27,weekday,shp_1_5
14142,27,weekday,shp_1_5
14143,27,weekday,shp_1_5
14144,27,weekday,shp_1_5
14145,27,weekday,shp_1_5
14146,27,weekday,shp_1_5
14147,27,weekday,shp_1_5
14148,27,weekday,shp_1_5
14149,27,weekday,shp_1_5
14150,27,weekday,shp_1_5
14151,27,weekday,shp_1_5
14152,27,weekday,shp_1_5
14153,27,weekday,shp_1_5
14154,27,weekday,shp_1_5
14155,27,weekday,shp_1_5
14156,27,weekday,shp_1_5
14157,27,weekday,shp_1_5
14158,27,weekday,shp_1_5
14159,27,weekday,shp_1_5
14160,27,weekday,shp_1_5
14161,27,weekday,shp_1_5
14162,27,weekday,shp_1_5
14163,27,weekday,shp_1_5
14164,27,weekday,shp_1_5
14165,27,weekday,shp_1_5
14166,27,weekday,shp_1_5
14167,27,weekday,shp_1_5
14168,27,weekday,shp_1_5
14169,27,weekday,shp_1_5
14170,27,weekday,shp_1_5
14171,27,weekday,shp_1_5
14172,27,weekday,shp_1_5
14173,27,weekday,shp_1_5
14174,27,weekday,shp_1_5
14175,27,weekday,shp_1_5
14176,27,weekday,shp_1_5
14177,27,weekday,shp_1_5
14178,27,weekday,shp_1_5
14179,27,weekday,shp_1_5
14180,27,weekday,shp_1_5
14181,27,weekday,shp_1_5
14182,27,weekday,shp_1_5
14183,27,weekday,shp_1_5
14184,27,weekday,shp_1_5
14185,27,weekday,shp_1_5
14186,27,weekday,shp_1_5
14187,27,weekday,shp_1_5
14188,27,weekday,shp_1_5
14189,27,weekday,shp_1_5
14190,27,weekday,shp_1_5
14191,27,weekday,shp_1_5
14192,27,weekday,shp_1_5
14193,27,weekday,shp_1_5
14194,27,weekday,shp_1_5
14195,27,weekday,shp_1_5
14196,27,weekday,shp_1_5
14197,27,weekday,shp_1_5
14198,27,weekday,shp_1_5
14199,27,weekday,shp_1_5
1420,3,weekday,shp_1_25
14200,27,weekday,shp_1_5
14201,27,weekday,shp_1_5
14202,27,weekday,shp_1_5
14203,27,weekday,shp_1_5
14204,27,weekday,shp_1_5
14205,27,weekday,shp_1_5
14206,27,weekday,shp_1_5
14207,27,weekday,shp_1_5
14208,27,weekday,shp_1_5
14209,27,weekday,shp_1_5
1421,3,weekday,shp_1_25
14210,27,weekday,shp_1_5
14211,27,weekday,shp_1_5
14212,27,weekday,shp_1_5
14213,27,weekday,shp_1_5
14214,27,weekday,shp_1_5
14215,27,weekday,shp_1_5
14216,27,weekday,shp_1_5
14217,27,weekday,shp_1_5
1422,3,weekday,shp_1_25
1423,3,weekday,shp_1_25
1424,3,weekday,shp_1_25
1425,3,weekday,shp_1_25
1426,3,weekday,shp_1_25
1427,3,weekday,shp_1_25
1428,3,weekday,shp_1_25
1429,3,weekday,shp_1_25
1430,3,weekday,shp_1_25
1431,3,weekday,shp_1_25
1432,3,weekday,shp_1_25
1433,3,weekday,shp_1_25
1434,3,weekday,shp_1_25
1435,3,weekday,shp_1_25
1436,3,weekday,shp_1_25
1437,3,weekday,shp_1_25
1438,3,weekday,shp_1_25
1439,3,weekday,shp_1_25
1440,3,weekday,shp_1_25
1441,3,weekday,shp_1_25
1442,3,weekday,shp_1_25
1443,3,weekday,shp_1_25
1444,3,weekday,shp_1_25
14446,28,weekday,shp_1_27
14447,28,weekday,shp_1_27
14448,28,weekday,shp_1_27
14449,28,weekday,shp_1_27
1445,3,weekday,shp_1_25
14450,28,weekday,shp_1_27
14451,28,weekday,shp_1_27
14452,28,weekday,shp_1_27
14453,28,weekday,shp_1_27
14454,28,weekday,shp_1_27
14455,28,weekday,shp_1_27
14456,28,weekday,shp_1_27
14457,28,weekday,shp_1_27
14458,28,weekday,shp_1_27
14459,28,weekday,shp_1_27
1446,3,weekday,shp_1_25
14460,28,weekday,shp_1_27
14461,28,weekday,shp_1_27
14462,28,weekday,shp_1_27
14463,28,weekday,shp_1_27
14464,28,weekday,shp_1_27
14465,28,weekday,shp_1_27
14466,28,weekday,shp_1_27
14467,28,weekday,shp_1_27
14468,28,weekday,shp_1_27
14469,28,weekday,shp_1_27
1447,3,weekday,shp_1_25
14470,28,weekday,shp_1_27
14471,28,weekday,shp_1_27
14472,28,weekday,shp_1_27
14473,28,weekday,shp_1_27
14474,28,weekday,shp_1_27
14475,28,weekday,shp_1_27
14476,28,weekday,shp_1_27
14477,28,weekday,shp_1_27
14478,28,weekday,shp_1_27
14479,28,weekday,shp_1_27
1448,3,weekday,shp_1_25
14480,28,weekday,shp_1_27
14481,28,weekday,shp_1_27
14482,28,weekday,shp_1_27
14483,28,weekday,shp_1_27
14484,28,weekday,shp_1_27
14485,28,weekday,shp_1_27
14486,28,weekday,shp_1_27
14487,28,weekday,shp_1_27
14488,28,weekday,shp_1_27
14489,28,weekday,shp_1_27
1449,3,weekday,shp_1_25
14490,28,weekday,shp_1_27
14491,28,weekday,shp_1_27
14492,28,weekday,shp_1_27
14493,28,weekday,shp_1_27
14494,28,weekday,shp_1_27
14495,28,weekday,shp_1_27
14496,28,weekday,shp_1_27
14497,28,weekday,shp_1_27
14498,28,weekday,shp_1_27
14499,28,weekday,shp_1_27
1450,3,weekday,shp_1_25
14500,28,weekday,shp_1_27
14501,28,weekday,shp_1_27
14502,28,weekday,shp_1_27
14503,28,weekday,shp_1_27
14504,28,weekday,shp_1_27
14505,28,weekday,shp_1_27
14506,28,weekday,shp_1_27
14507,28,weekday,shp_1_27
14508,28,weekday,shp_1_27
14509,28,weekday,shp_1_27
1451,3,weekday,shp_1_25
14510,28,weekday,shp_1_27
14511,28,weekday,shp_1_27
14512,28,weekday,shp_1_27
14513,28,weekday,shp_1_27
14514,28,weekday,shp_1_27
14515,28,weekday,shp_1_27
14516,28,weekday,shp_1_27
14517,28,weekday,shp_1_27
14518,28,weekday,shp_1_27
14519,28,weekday,shp_1_27
1452,3,weekday,shp_1_25
14520,28,weekday,shp_1_27
14521,28,weekday,shp_1_27
14522,28,weekday,shp_1_27
14523,28,weekday,shp_1_27
14524,28,weekday,shp_1_27
14525,28,weekday,shp_1_27
14526,28,weekday,shp_1_27
14527,28,weekday,shp_1_27
14528,28,weekday,shp_1_27
14529,28,weekday,shp_1_27
1453,3,weekday,shp_1_25
14530,28,weekday,shp_1_27
14531,28,weekday,shp_1_27
14532,28,weekday,shp_1_27
14533,28,weekday,shp_1_27
14534,28,weekday,shp_1_27
14535,28,weekday,shp_1_27
14536,28,weekday,shp_1_27
14537,28,weekday,shp_1_27
14538,28,weekday,shp_1_27
14539,28,weekday,shp_1_27
1454,3,weekday,shp_1_25
14540,28,weekday,shp_1_27
14541,28,weekday,shp_1_27
14542,28,weekday,shp_1_27
14543,28,weekday,shp_1_27
14544,28,weekday,shp_1_27
14545,28,weekday,shp_1_27
14546,28,weekday,shp_1_27
14547,28,weekday,shp_1_27
14548,28,weekday,shp_1_27
14549,28,weekday,shp_1_27
1455,3,weekday,shp_1_25
14550,28,weekday,shp_1_27
14551,28,weekday,shp_1_27
14552,28,weekday,shp_1_27
14553,28,weekday,shp_1_27
14554,28,weekday,shp_1_27
14555,28,weekday,shp_1_27
14556,28,weekday,shp_1_27
14557,28,weekday,shp_1_27
14558,28,weekday,shp_1_27
14559,28,weekday,shp_1_27
1456,3,weekday,shp_1_25
14560,28,weekday,shp_1_27
14561,28,weekday,shp_1_27
14562,28,weekday,shp_1_27
14563,28,weekday,shp_1_27
14564,28,weekday,shp_1_27
14565,28,weekday,shp_1_27
14566,28,weekday,shp_1_27
14567,28,weekday,shp_1_27
14568,28,weekday,shp_1_27
14569,28,weekday,shp_1_27
1457,3,weekday,shp_1_25
14570,28,weekday,shp_1_27
14571,28,weekday,shp_1_27
14572,28,weekday,shp_1_27
14573,28,weekday,shp_1_27
14574,28,weekday,shp_1_27
14575,28,weekday,shp_1_27
14576,28,weekday,shp_1_27
14577,28,weekday,shp_1_27
14578,28,weekday,shp_1_27
1458,3,weekday,shp_1_25
1459,3,weekday,shp_1_25
1460,3,weekday,shp_1_25
1461,3,weekday,shp_1_25
1462,3,weekday,shp_1_25
1463,3,weekday,shp_1_25
1464,3,weekday,shp_1_25
1465,3,weekday,shp_1_25
1466,3,weekday,shp_1_25
1467,3,weekday,shp_1_25
1468,3,weekday,shp_1_25
1469,3,weekday,shp_1_25
1470,3,weekday,shp_1_25
1471,3,weekday,shp_1_25
1472,3,weekday,shp_1_25
1473,3,weekday,shp_1_25
1474,3,weekday,shp_1_25
1475,3,weekday,shp_1_25
1476,3,weekday,shp_1_25
1477,3,weekday,shp_1_25
1478,3,weekday,shp_1_25
1479,3,weekday,shp_1_25
1480,3,weekday,shp_1_25
1481,3,weekday,shp_1_25
14810,29,weekday,shp_1_35
14811,29,weekday,shp_1_35
14812,29,weekday,shp_1_35
14813,29,weekday,shp_1_35
14814,29,weekday,shp_1_35
14815,29,weekday,shp_1_35
14816,29,weekday,shp_1_35
14817,29,weekday,shp_1_35
14818,29,weekday,shp_1_35
14819,29,weekday,shp_1_35
1482,3,weekday,shp_1_25
14820,29,weekday,shp_1_35
14821,29,weekday,shp_1_35
14822,29,weekday,shp_1_35
14823,29,weekday,shp_1_35
14824,29,weekday,shp_1_35
14825,29,weekday,shp_1_35
14826,29,weekday,shp_1_35
14827,29,weekday,shp_1_35
14828,29,weekday,shp_1_35
14829,29,weekday,shp_1_35
1483,3,weekday,shp_1_25
14830,29,weekday,shp_1_35
14831,29,weekday,shp_1_35
14832,29,weekday,shp_1_35
14833,29,weekday,shp_1_35
14834,29,weekday,shp_1_35
14835,29,weekday,shp_1_35
14836,29,weekday,shp_1_35
14837,29,weekday,shp_1_35
14838,29,weekday,shp_1_35
14839,29,weekday,shp_1_35
1484,3,weekday,shp_1_25
14840,29,weekday,shp_1_35
