Date,station,passenger_demand,day_of_week,day,month,year,is_weekend,day_type,median_demand,p80_demand,p90_demand,crowd_level,line,latitude,longitude
2022-07-02,Shivaji Park,19.0,5,2,7,2022,1,Weekend,43.0,69.80000000000001,91.0,Low,Green line,28.6749,77.13056
2022-07-03,AIIMS,93.0,6,3,7,2022,1,Weekend,105.0,151.0,180.80000000000007,Low,Yellow line,28.56892,77.20771
2022-07-03,Barakhamba Road,32.0,6,3,7,2022,1,Weekend,43.0,71.0,88.0,Low,Blue line,28.63003,77.22436
2022-07-03,Central Secretariat,195.0,6,3,7,2022,1,Weekend,113.5,156.60000000000002,180.3,High,Yellow line / Voilet line,28.61474,77.21191
2022-07-03,Chandni Chowk,90.0,6,3,7,2022,1,Weekend,112.0,155.4000000000001,175.10000000000002,Low,Yellow line,28.65785,77.23014
2022-07-03,Dilshad Garden,64.0,6,3,7,2022,1,Weekend,105.0,151.0,174.90000000000003,Low,Red line,28.67592,77.32142
2022-07-03,Hauz Khas,105.0,6,3,7,2022,1,Weekend,112.0,156.0,177.0,Low,Magenta line / Yellow line,28.5442564,77.2067072
2022-07-03,Inderlok,134.0,6,3,7,2022,1,Weekend,108.0,153.0,179.0,Medium,Green line / Red line,28.67319,77.16994
2022-07-03,Janakpuri West,149.0,6,3,7,2022,1,Weekend,117.0,157.0,176.2,Medium,Blue line / Magenta line,28.62943,77.07767
2022-07-03,Jasola Vihar,147.0,6,3,7,2022,1,Weekend,104.0,148.0,170.0,Medium,Magenta line,28.5458279,77.2966578
2022-07-03,Kalkaji Mandir,97.0,6,3,7,2022,1,Weekend,114.0,153.20000000000005,179.20000000000005,Low,Magenta line / Voilet line,28.5497752,77.2606671
2022-07-03,Kashmere Gate,73.0,6,3,7,2022,1,Weekend,109.0,150.0,172.90000000000003,Low,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-07-03,Kirti Nagar,46.0,6,3,7,2022,1,Weekend,43.0,67.0,79.40000000000003,Medium,Green line branch / Blue line,28.65575,77.15057
2022-07-03,Laxmi Nagar,133.0,6,3,7,2022,1,Weekend,112.0,159.0,180.0,Medium,Blue line branch,28.63064,77.27749
2022-07-03,Mandi House,184.0,6,3,7,2022,1,Weekend,177.5,228.8,261.0,Medium,Blue line / Voilet line,28.62588,77.2341
2022-07-03,Model Town,74.0,6,3,7,2022,1,Weekend,113.0,154.0,182.2,Low,Yellow line,28.70278,77.19363
2022-07-03,Netaji Subhash Place,97.0,6,3,7,2022,1,Weekend,46.0,74.0,94.0,High,Pink line / Red line,28.69605175,77.15264042
2022-07-03,New Delhi,283.0,6,3,7,2022,1,Weekend,168.5,220.8,246.0,High,Yellow line,28.64307,77.22144
2022-07-03,Noida City Centre,222.0,6,3,7,2022,1,Weekend,250.0,311.0,341.0,Low,Blue line,28.57466,77.35608
2022-07-03,Rajiv Chowk,427.0,6,3,7,2022,1,Weekend,312.0,382.0,420.90000000000003,High,Yellow line / Blue line,28.63282,77.21826
2022-07-03,Rajouri Garden,177.0,6,3,7,2022,1,Weekend,114.0,153.0,175.0,High,Pink line / Blue line,28.6421518,77.11606038
2022-07-04,AIIMS,170.0,0,4,7,2022,0,Weekday,105.0,151.0,180.80000000000007,High,Yellow line,28.56892,77.20771
2022-07-04,Barakhamba Road,49.0,0,4,7,2022,0,Weekday,43.0,71.0,88.0,Medium,Blue line,28.63003,77.22436
2022-07-04,Central Secretariat,151.0,0,4,7,2022,0,Weekday,113.5,156.60000000000002,180.3,Medium,Yellow line / Voilet line,28.61474,77.21191
2022-07-04,Chandni Chowk,202.0,0,4,7,2022,0,Weekday,112.0,155.4000000000001,175.10000000000002,High,Yellow line,28.65785,77.23014
2022-07-04,Dilshad Garden,111.0,0,4,7,2022,0,Weekday,105.0,151.0,174.90000000000003,Medium,Red line,28.67592,77.32142
2022-07-04,Hauz Khas,65.0,0,4,7,2022,0,Weekday,112.0,156.0,177.0,Low,Magenta line / Yellow line,28.5442564,77.2067072
2022-07-04,Inderlok,260.0,0,4,7,2022,0,Weekday,108.0,153.0,179.0,High,Green line / Red line,28.67319,77.16994
2022-07-04,Janakpuri West,144.0,0,4,7,2022,0,Weekday,117.0,157.0,176.2,Medium,Blue line / Magenta line,28.62943,77.07767
2022-07-04,Jasola Vihar,50.0,0,4,7,2022,0,Weekday,104.0,148.0,170.0,Low,Magenta line,28.5458279,77.2966578
2022-07-04,Kalkaji Mandir,208.0,0,4,7,2022,0,Weekday,114.0,153.20000000000005,179.20000000000005,High,Magenta line / Voilet line,28.5497752,77.2606671
2022-07-04,Kashmere Gate,135.0,0,4,7,2022,0,Weekday,109.0,150.0,172.90000000000003,Medium,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-07-04,Kirti Nagar,102.0,0,4,7,2022,0,Weekday,43.0,67.0,79.40000000000003,High,Green line branch / Blue line,28.65575,77.15057
2022-07-04,Laxmi Nagar,131.0,0,4,7,2022,0,Weekday,112.0,159.0,180.0,Medium,Blue line branch,28.63064,77.27749
2022-07-04,Mandi House,239.0,0,4,7,2022,0,Weekday,177.5,228.8,261.0,High,Blue line / Voilet line,28.62588,77.2341
2022-07-04,Model Town,134.0,0,4,7,2022,0,Weekday,113.0,154.0,182.2,Medium,Yellow line,28.70278,77.19363
2022-07-04,Netaji Subhash Place,35.0,0,4,7,2022,0,Weekday,46.0,74.0,94.0,Low,Pink line / Red line,28.69605175,77.15264042
2022-07-04,New Delhi,90.0,0,4,7,2022,0,Weekday,168.5,220.8,246.0,Low,Yellow line,28.64307,77.22144
2022-07-04,Noida City Centre,374.0,0,4,7,2022,0,Weekday,250.0,311.0,341.0,High,Blue line,28.57466,77.35608
2022-07-04,Pragati Maidan,99.0,0,4,7,2022,0,Weekday,48.0,77.0,95.20000000000005,High,Blue line,28.62342,77.2425
2022-07-04,Punjabi Bagh,89.0,0,4,7,2022,0,Weekday,44.0,69.0,85.0,High,Green line,28.67289,77.14614
2022-07-04,Rajiv Chowk,404.0,0,4,7,2022,0,Weekday,312.0,382.0,420.90000000000003,High,Yellow line / Blue line,28.63282,77.21826
2022-07-04,Rajouri Garden,142.0,0,4,7,2022,0,Weekday,114.0,153.0,175.0,Medium,Pink line / Blue line,28.6421518,77.11606038
2022-07-04,Shivaji Park,14.0,0,4,7,2022,0,Weekday,43.0,69.80000000000001,91.0,Low,Green line,28.6749,77.13056
2022-07-05,AIIMS,28.0,1,5,7,2022,0,Weekday,105.0,151.0,180.80000000000007,Low,Yellow line,28.56892,77.20771
2022-07-05,Barakhamba Road,44.0,1,5,7,2022,0,Weekday,43.0,71.0,88.0,Medium,Blue line,28.63003,77.22436
2022-07-05,Central Secretariat,143.0,1,5,7,2022,0,Weekday,113.5,156.60000000000002,180.3,Medium,Yellow line / Voilet line,28.61474,77.21191
2022-07-05,Chandni Chowk,59.0,1,5,7,2022,0,Weekday,112.0,155.4000000000001,175.10000000000002,Low,Yellow line,28.65785,77.23014
2022-07-05,Dilshad Garden,100.0,1,5,7,2022,0,Weekday,105.0,151.0,174.90000000000003,Low,Red line,28.67592,77.32142
2022-07-05,Hauz Khas,193.0,1,5,7,2022,0,Weekday,112.0,156.0,177.0,High,Magenta line / Yellow line,28.5442564,77.2067072
2022-07-05,Inderlok,79.0,1,5,7,2022,0,Weekday,108.0,153.0,179.0,Low,Green line / Red line,28.67319,77.16994
2022-07-05,Janakpuri West,101.0,1,5,7,2022,0,Weekday,117.0,157.0,176.2,Low,Blue line / Magenta line,28.62943,77.07767
2022-07-05,Jasola Vihar,123.0,1,5,7,2022,0,Weekday,104.0,148.0,170.0,Medium,Magenta line,28.5458279,77.2966578
2022-07-05,Kalkaji Mandir,91.0,1,5,7,2022,0,Weekday,114.0,153.20000000000005,179.20000000000005,Low,Magenta line / Voilet line,28.5497752,77.2606671
2022-07-05,Kashmere Gate,288.0,1,5,7,2022,0,Weekday,109.0,150.0,172.90000000000003,High,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-07-05,Kirti Nagar,15.0,1,5,7,2022,0,Weekday,43.0,67.0,79.40000000000003,Low,Green line branch / Blue line,28.65575,77.15057
2022-07-05,Laxmi Nagar,93.0,1,5,7,2022,0,Weekday,112.0,159.0,180.0,Low,Blue line branch,28.63064,77.27749
2022-07-05,Mandi House,199.0,1,5,7,2022,0,Weekday,177.5,228.8,261.0,Medium,Blue line / Voilet line,28.62588,77.2341
2022-07-05,Model Town,63.0,1,5,7,2022,0,Weekday,113.0,154.0,182.2,Low,Yellow line,28.70278,77.19363
2022-07-05,Netaji Subhash Place,74.0,1,5,7,2022,0,Weekday,46.0,74.0,94.0,Medium,Pink line / Red line,28.69605175,77.15264042
2022-07-05,New Delhi,71.0,1,5,7,2022,0,Weekday,168.5,220.8,246.0,Low,Yellow line,28.64307,77.22144
2022-07-05,Noida City Centre,188.0,1,5,7,2022,0,Weekday,250.0,311.0,341.0,Low,Blue line,28.57466,77.35608
2022-07-05,Pragati Maidan,47.0,1,5,7,2022,0,Weekday,48.0,77.0,95.20000000000005,Low,Blue line,28.62342,77.2425
2022-07-05,Punjabi Bagh,22.0,1,5,7,2022,0,Weekday,44.0,69.0,85.0,Low,Green line,28.67289,77.14614
2022-07-05,Rajiv Chowk,244.0,1,5,7,2022,0,Weekday,312.0,382.0,420.90000000000003,Low,Yellow line / Blue line,28.63282,77.21826
2022-07-05,Rajouri Garden,147.0,1,5,7,2022,0,Weekday,114.0,153.0,175.0,Medium,Pink line / Blue line,28.6421518,77.11606038
2022-07-05,Shivaji Park,75.0,1,5,7,2022,0,Weekday,43.0,69.80000000000001,91.0,High,Green line,28.6749,77.13056
2022-07-06,AIIMS,96.0,2,6,7,2022,0,Weekday,105.0,151.0,180.80000000000007,Low,Yellow line,28.56892,77.20771
2022-07-06,Barakhamba Road,17.0,2,6,7,2022,0,Weekday,43.0,71.0,88.0,Low,Blue line,28.63003,77.22436
2022-07-06,Central Secretariat,98.0,2,6,7,2022,0,Weekday,113.5,156.60000000000002,180.3,Low,Yellow line / Voilet line,28.61474,77.21191
2022-07-06,Chandni Chowk,151.0,2,6,7,2022,0,Weekday,112.0,155.4000000000001,175.10000000000002,Medium,Yellow line,28.65785,77.23014
2022-07-06,Dilshad Garden,54.0,2,6,7,2022,0,Weekday,105.0,151.0,174.90000000000003,Low,Red line,28.67592,77.32142
2022-07-06,Hauz Khas,129.0,2,6,7,2022,0,Weekday,112.0,156.0,177.0,Medium,Magenta line / Yellow line,28.5442564,77.2067072
2022-07-06,Inderlok,130.0,2,6,7,2022,0,Weekday,108.0,153.0,179.0,Medium,Green line / Red line,28.67319,77.16994
2022-07-06,Janakpuri West,81.0,2,6,7,2022,0,Weekday,117.0,157.0,176.2,Low,Blue line / Magenta line,28.62943,77.07767
2022-07-06,Jasola Vihar,114.0,2,6,7,2022,0,Weekday,104.0,148.0,170.0,Medium,Magenta line,28.5458279,77.2966578
2022-07-06,Kalkaji Mandir,47.0,2,6,7,2022,0,Weekday,114.0,153.20000000000005,179.20000000000005,Low,Magenta line / Voilet line,28.5497752,77.2606671
2022-07-06,Kashmere Gate,63.0,2,6,7,2022,0,Weekday,109.0,150.0,172.90000000000003,Low,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-07-06,Kirti Nagar,57.0,2,6,7,2022,0,Weekday,43.0,67.0,79.40000000000003,Medium,Green line branch / Blue line,28.65575,77.15057
2022-07-06,Laxmi Nagar,35.0,2,6,7,2022,0,Weekday,112.0,159.0,180.0,Low,Blue line branch,28.63064,77.27749
2022-07-06,Mandi House,265.0,2,6,7,2022,0,Weekday,177.5,228.8,261.0,High,Blue line / Voilet line,28.62588,77.2341
2022-07-06,Model Town,68.0,2,6,7,2022,0,Weekday,113.0,154.0,182.2,Low,Yellow line,28.70278,77.19363
2022-07-06,Netaji Subhash Place,80.0,2,6,7,2022,0,Weekday,46.0,74.0,94.0,High,Pink line / Red line,28.69605175,77.15264042
2022-07-06,New Delhi,163.0,2,6,7,2022,0,Weekday,168.5,220.8,246.0,Low,Yellow line,28.64307,77.22144
2022-07-06,Noida City Centre,326.0,2,6,7,2022,0,Weekday,250.0,311.0,341.0,High,Blue line,28.57466,77.35608
2022-07-06,Pragati Maidan,34.0,2,6,7,2022,0,Weekday,48.0,77.0,95.20000000000005,Low,Blue line,28.62342,77.2425
2022-07-06,Punjabi Bagh,34.0,2,6,7,2022,0,Weekday,44.0,69.0,85.0,Low,Green line,28.67289,77.14614
2022-07-06,Rajiv Chowk,285.0,2,6,7,2022,0,Weekday,312.0,382.0,420.90000000000003,Low,Yellow line / Blue line,28.63282,77.21826
2022-07-06,Rajouri Garden,24.0,2,6,7,2022,0,Weekday,114.0,153.0,175.0,Low,Pink line / Blue line,28.6421518,77.11606038
2022-07-06,Shivaji Park,17.0,2,6,7,2022,0,Weekday,43.0,69.80000000000001,91.0,Low,Green line,28.6749,77.13056
2022-07-07,AIIMS,97.0,3,7,7,2022,0,Weekday,105.0,151.0,180.80000000000007,Low,Yellow line,28.56892,77.20771
2022-07-07,Barakhamba Road,83.0,3,7,7,2022,0,Weekday,43.0,71.0,88.0,High,Blue line,28.63003,77.22436
2022-07-07,Central Secretariat,108.0,3,7,7,2022,0,Weekday,113.5,156.60000000000002,180.3,Low,Yellow line / Voilet line,28.61474,77.21191
2022-07-07,Chandni Chowk,112.0,3,7,7,2022,0,Weekday,112.0,155.4000000000001,175.10000000000002,Medium,Yellow line,28.65785,77.23014
2022-07-07,Dilshad Garden,95.0,3,7,7,2022,0,Weekday,105.0,151.0,174.90000000000003,Low,Red line,28.67592,77.32142
2022-07-07,Hauz Khas,108.0,3,7,7,2022,0,Weekday,112.0,156.0,177.0,Low,Magenta line / Yellow line,28.5442564,77.2067072
2022-07-07,Inderlok,260.0,3,7,7,2022,0,Weekday,108.0,153.0,179.0,High,Green line / Red line,28.67319,77.16994
2022-07-07,Janakpuri West,183.0,3,7,7,2022,0,Weekday,117.0,157.0,176.2,High,Blue line / Magenta line,28.62943,77.07767
2022-07-07,Jasola Vihar,100.0,3,7,7,2022,0,Weekday,104.0,148.0,170.0,Low,Magenta line,28.5458279,77.2966578
2022-07-07,Kalkaji Mandir,119.0,3,7,7,2022,0,Weekday,114.0,153.20000000000005,179.20000000000005,Medium,Magenta line / Voilet line,28.5497752,77.2606671
2022-07-07,Kashmere Gate,108.0,3,7,7,2022,0,Weekday,109.0,150.0,172.90000000000003,Low,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-07-07,Kirti Nagar,53.0,3,7,7,2022,0,Weekday,43.0,67.0,79.40000000000003,Medium,Green line branch / Blue line,28.65575,77.15057
2022-07-07,Laxmi Nagar,213.0,3,7,7,2022,0,Weekday,112.0,159.0,180.0,High,Blue line branch,28.63064,77.27749
2022-07-07,Mandi House,224.0,3,7,7,2022,0,Weekday,177.5,228.8,261.0,Medium,Blue line / Voilet line,28.62588,77.2341
2022-07-07,Model Town,79.0,3,7,7,2022,0,Weekday,113.0,154.0,182.2,Low,Yellow line,28.70278,77.19363
2022-07-07,Netaji Subhash Place,66.0,3,7,7,2022,0,Weekday,46.0,74.0,94.0,Medium,Pink line / Red line,28.69605175,77.15264042
2022-07-07,New Delhi,106.0,3,7,7,2022,0,Weekday,168.5,220.8,246.0,Low,Yellow line,28.64307,77.22144
2022-07-07,Noida City Centre,114.0,3,7,7,2022,0,Weekday,250.0,311.0,341.0,Low,Blue line,28.57466,77.35608
2022-07-07,Pragati Maidan,16.0,3,7,7,2022,0,Weekday,48.0,77.0,95.20000000000005,Low,Blue line,28.62342,77.2425
2022-07-07,Punjabi Bagh,51.0,3,7,7,2022,0,Weekday,44.0,69.0,85.0,Medium,Green line,28.67289,77.14614
2022-07-07,Rajiv Chowk,367.0,3,7,7,2022,0,Weekday,312.0,382.0,420.90000000000003,Medium,Yellow line / Blue line,28.63282,77.21826
2022-07-07,Rajouri Garden,113.0,3,7,7,2022,0,Weekday,114.0,153.0,175.0,Low,Pink line / Blue line,28.6421518,77.11606038
2022-07-07,Shivaji Park,54.0,3,7,7,2022,0,Weekday,43.0,69.80000000000001,91.0,Medium,Green line,28.6749,77.13056
2022-07-08,AIIMS,62.0,4,8,7,2022,0,Weekday,105.0,151.0,180.80000000000007,Low,Yellow line,28.56892,77.20771
2022-07-08,Barakhamba Road,41.0,4,8,7,2022,0,Weekday,43.0,71.0,88.0,Low,Blue line,28.63003,77.22436
2022-07-08,Central Secretariat,84.0,4,8,7,2022,0,Weekday,113.5,156.60000000000002,180.3,Low,Yellow line / Voilet line,28.61474,77.21191
2022-07-08,Chandni Chowk,131.0,4,8,7,2022,0,Weekday,112.0,155.4000000000001,175.10000000000002,Medium,Yellow line,28.65785,77.23014
2022-07-08,Dilshad Garden,86.0,4,8,7,2022,0,Weekday,105.0,151.0,174.90000000000003,Low,Red line,28.67592,77.32142
2022-07-08,Hauz Khas,124.0,4,8,7,2022,0,Weekday,112.0,156.0,177.0,Medium,Magenta line / Yellow line,28.5442564,77.2067072
2022-07-08,Inderlok,73.0,4,8,7,2022,0,Weekday,108.0,153.0,179.0,Low,Green line / Red line,28.67319,77.16994
2022-07-08,Janakpuri West,83.0,4,8,7,2022,0,Weekday,117.0,157.0,176.2,Low,Blue line / Magenta line,28.62943,77.07767
2022-07-08,Jasola Vihar,66.0,4,8,7,2022,0,Weekday,104.0,148.0,170.0,Low,Magenta line,28.5458279,77.2966578
2022-07-08,Kalkaji Mandir,83.0,4,8,7,2022,0,Weekday,114.0,153.20000000000005,179.20000000000005,Low,Magenta line / Voilet line,28.5497752,77.2606671
2022-07-08,Kashmere Gate,210.0,4,8,7,2022,0,Weekday,109.0,150.0,172.90000000000003,High,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-07-08,Kirti Nagar,44.0,4,8,7,2022,0,Weekday,43.0,67.0,79.40000000000003,Medium,Green line branch / Blue line,28.65575,77.15057
2022-07-08,Laxmi Nagar,84.0,4,8,7,2022,0,Weekday,112.0,159.0,180.0,Low,Blue line branch,28.63064,77.27749
2022-07-08,Mandi House,276.0,4,8,7,2022,0,Weekday,177.5,228.8,261.0,High,Blue line / Voilet line,28.62588,77.2341
2022-07-08,Model Town,140.0,4,8,7,2022,0,Weekday,113.0,154.0,182.2,Medium,Yellow line,28.70278,77.19363
2022-07-08,Netaji Subhash Place,64.0,4,8,7,2022,0,Weekday,46.0,74.0,94.0,Medium,Pink line / Red line,28.69605175,77.15264042
2022-07-08,New Delhi,143.0,4,8,7,2022,0,Weekday,168.5,220.8,246.0,Low,Yellow line,28.64307,77.22144
2022-07-08,Noida City Centre,232.0,4,8,7,2022,0,Weekday,250.0,311.0,341.0,Low,Blue line,28.57466,77.35608
2022-07-08,Pragati Maidan,85.0,4,8,7,2022,0,Weekday,48.0,77.0,95.20000000000005,High,Blue line,28.62342,77.2425
2022-07-08,Punjabi Bagh,49.0,4,8,7,2022,0,Weekday,44.0,69.0,85.0,Medium,Green line,28.67289,77.14614
2022-07-08,Rajiv Chowk,308.0,4,8,7,2022,0,Weekday,312.0,382.0,420.90000000000003,Low,Yellow line / Blue line,28.63282,77.21826
2022-07-08,Rajouri Garden,170.0,4,8,7,2022,0,Weekday,114.0,153.0,175.0,High,Pink line / Blue line,28.6421518,77.11606038
2022-07-08,Shivaji Park,60.0,4,8,7,2022,0,Weekday,43.0,69.80000000000001,91.0,Medium,Green line,28.6749,77.13056
2022-07-09,AIIMS,105.0,5,9,7,2022,1,Weekend,105.0,151.0,180.80000000000007,Medium,Yellow line,28.56892,77.20771
2022-07-09,Barakhamba Road,22.0,5,9,7,2022,1,Weekend,43.0,71.0,88.0,Low,Blue line,28.63003,77.22436
2022-07-09,Central Secretariat,100.0,5,9,7,2022,1,Weekend,113.5,156.60000000000002,180.3,Low,Yellow line / Voilet line,28.61474,77.21191
2022-07-09,Chandni Chowk,100.0,5,9,7,2022,1,Weekend,112.0,155.4000000000001,175.10000000000002,Low,Yellow line,28.65785,77.23014
2022-07-09,Dilshad Garden,39.0,5,9,7,2022,1,Weekend,105.0,151.0,174.90000000000003,Low,Red line,28.67592,77.32142
2022-07-09,Hauz Khas,69.0,5,9,7,2022,1,Weekend,112.0,156.0,177.0,Low,Magenta line / Yellow line,28.5442564,77.2067072
2022-07-09,Inderlok,90.0,5,9,7,2022,1,Weekend,108.0,153.0,179.0,Low,Green line / Red line,28.67319,77.16994
2022-07-09,Janakpuri West,78.0,5,9,7,2022,1,Weekend,117.0,157.0,176.2,Low,Blue line / Magenta line,28.62943,77.07767
2022-07-09,Jasola Vihar,32.0,5,9,7,2022,1,Weekend,104.0,148.0,170.0,Low,Magenta line,28.5458279,77.2966578
2022-07-09,Kalkaji Mandir,124.0,5,9,7,2022,1,Weekend,114.0,153.20000000000005,179.20000000000005,Medium,Magenta line / Voilet line,28.5497752,77.2606671
2022-07-09,Kashmere Gate,108.0,5,9,7,2022,1,Weekend,109.0,150.0,172.90000000000003,Low,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-07-09,Kirti Nagar,98.0,5,9,7,2022,1,Weekend,43.0,67.0,79.40000000000003,High,Green line branch / Blue line,28.65575,77.15057
2022-07-09,Laxmi Nagar,140.0,5,9,7,2022,1,Weekend,112.0,159.0,180.0,Medium,Blue line branch,28.63064,77.27749
2022-07-09,Mandi House,103.0,5,9,7,2022,1,Weekend,177.5,228.8,261.0,Low,Blue line / Voilet line,28.62588,77.2341
2022-07-09,Model Town,105.0,5,9,7,2022,1,Weekend,113.0,154.0,182.2,Low,Yellow line,28.70278,77.19363
2022-07-09,Netaji Subhash Place,53.0,5,9,7,2022,1,Weekend,46.0,74.0,94.0,Medium,Pink line / Red line,28.69605175,77.15264042
2022-07-09,New Delhi,81.0,5,9,7,2022,1,Weekend,168.5,220.8,246.0,Low,Yellow line,28.64307,77.22144
2022-07-09,Noida City Centre,313.0,5,9,7,2022,1,Weekend,250.0,311.0,341.0,High,Blue line,28.57466,77.35608
2022-07-09,Pragati Maidan,22.0,5,9,7,2022,1,Weekend,48.0,77.0,95.20000000000005,Low,Blue line,28.62342,77.2425
2022-07-09,Punjabi Bagh,76.0,5,9,7,2022,1,Weekend,44.0,69.0,85.0,High,Green line,28.67289,77.14614
2022-07-09,Rajiv Chowk,338.0,5,9,7,2022,1,Weekend,312.0,382.0,420.90000000000003,Medium,Yellow line / Blue line,28.63282,77.21826
2022-07-09,Rajouri Garden,108.0,5,9,7,2022,1,Weekend,114.0,153.0,175.0,Low,Pink line / Blue line,28.6421518,77.11606038
2022-07-09,Shivaji Park,48.0,5,9,7,2022,1,Weekend,43.0,69.80000000000001,91.0,Medium,Green line,28.6749,77.13056
2022-07-10,AIIMS,97.0,6,10,7,2022,1,Weekend,105.0,151.0,180.80000000000007,Low,Yellow line,28.56892,77.20771
2022-07-10,Barakhamba Road,34.0,6,10,7,2022,1,Weekend,43.0,71.0,88.0,Low,Blue line,28.63003,77.22436
2022-07-10,Central Secretariat,153.0,6,10,7,2022,1,Weekend,113.5,156.60000000000002,180.3,Medium,Yellow line / Voilet line,28.61474,77.21191
2022-07-10,Chandni Chowk,130.0,6,10,7,2022,1,Weekend,112.0,155.4000000000001,175.10000000000002,Medium,Yellow line,28.65785,77.23014
2022-07-10,Dilshad Garden,67.0,6,10,7,2022,1,Weekend,105.0,151.0,174.90000000000003,Low,Red line,28.67592,77.32142
2022-07-10,Hauz Khas,58.0,6,10,7,2022,1,Weekend,112.0,156.0,177.0,Low,Magenta line / Yellow line,28.5442564,77.2067072
2022-07-10,Inderlok,85.0,6,10,7,2022,1,Weekend,108.0,153.0,179.0,Low,Green line / Red line,28.67319,77.16994
2022-07-10,Janakpuri West,125.0,6,10,7,2022,1,Weekend,117.0,157.0,176.2,Medium,Blue line / Magenta line,28.62943,77.07767
2022-07-10,Jasola Vihar,59.0,6,10,7,2022,1,Weekend,104.0,148.0,170.0,Low,Magenta line,28.5458279,77.2966578
2022-07-10,Kalkaji Mandir,88.0,6,10,7,2022,1,Weekend,114.0,153.20000000000005,179.20000000000005,Low,Magenta line / Voilet line,28.5497752,77.2606671
2022-07-10,Kashmere Gate,36.0,6,10,7,2022,1,Weekend,109.0,150.0,172.90000000000003,Low,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-07-10,Kirti Nagar,70.0,6,10,7,2022,1,Weekend,43.0,67.0,79.40000000000003,High,Green line branch / Blue line,28.65575,77.15057
2022-07-10,Laxmi Nagar,127.0,6,10,7,2022,1,Weekend,112.0,159.0,180.0,Medium,Blue line branch,28.63064,77.27749
2022-07-10,Mandi House,181.0,6,10,7,2022,1,Weekend,177.5,228.8,261.0,Medium,Blue line / Voilet line,28.62588,77.2341
2022-07-10,Model Town,91.0,6,10,7,2022,1,Weekend,113.0,154.0,182.2,Low,Yellow line,28.70278,77.19363
2022-07-10,Netaji Subhash Place,25.0,6,10,7,2022,1,Weekend,46.0,74.0,94.0,Low,Pink line / Red line,28.69605175,77.15264042
2022-07-10,New Delhi,127.0,6,10,7,2022,1,Weekend,168.5,220.8,246.0,Low,Yellow line,28.64307,77.22144
2022-07-10,Noida City Centre,164.0,6,10,7,2022,1,Weekend,250.0,311.0,341.0,Low,Blue line,28.57466,77.35608
2022-07-10,Pragati Maidan,49.0,6,10,7,2022,1,Weekend,48.0,77.0,95.20000000000005,Medium,Blue line,28.62342,77.2425
2022-07-10,Punjabi Bagh,20.0,6,10,7,2022,1,Weekend,44.0,69.0,85.0,Low,Green line,28.67289,77.14614
2022-07-10,Rajiv Chowk,429.0,6,10,7,2022,1,Weekend,312.0,382.0,420.90000000000003,High,Yellow line / Blue line,28.63282,77.21826
2022-07-10,Rajouri Garden,156.0,6,10,7,2022,1,Weekend,114.0,153.0,175.0,High,Pink line / Blue line,28.6421518,77.11606038
2022-07-11,AIIMS,149.0,0,11,7,2022,0,Weekday,105.0,151.0,180.80000000000007,Medium,Yellow line,28.56892,77.20771
2022-07-11,Barakhamba Road,106.0,0,11,7,2022,0,Weekday,43.0,71.0,88.0,High,Blue line,28.63003,77.22436
2022-07-11,Central Secretariat,153.0,0,11,7,2022,0,Weekday,113.5,156.60000000000002,180.3,Medium,Yellow line / Voilet line,28.61474,77.21191
2022-07-11,Chandni Chowk,104.0,0,11,7,2022,0,Weekday,112.0,155.4000000000001,175.10000000000002,Low,Yellow line,28.65785,77.23014
2022-07-11,Dilshad Garden,147.0,0,11,7,2022,0,Weekday,105.0,151.0,174.90000000000003,Medium,Red line,28.67592,77.32142
2022-07-11,Hauz Khas,83.0,0,11,7,2022,0,Weekday,112.0,156.0,177.0,Low,Magenta line / Yellow line,28.5442564,77.2067072
2022-07-11,Inderlok,98.0,0,11,7,2022,0,Weekday,108.0,153.0,179.0,Low,Green line / Red line,28.67319,77.16994
2022-07-11,Janakpuri West,126.0,0,11,7,2022,0,Weekday,117.0,157.0,176.2,Medium,Blue line / Magenta line,28.62943,77.07767
2022-07-11,Jasola Vihar,79.0,0,11,7,2022,0,Weekday,104.0,148.0,170.0,Low,Magenta line,28.5458279,77.2966578
2022-07-11,Kalkaji Mandir,89.0,0,11,7,2022,0,Weekday,114.0,153.20000000000005,179.20000000000005,Low,Magenta line / Voilet line,28.5497752,77.2606671
2022-07-11,Kashmere Gate,132.0,0,11,7,2022,0,Weekday,109.0,150.0,172.90000000000003,Medium,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-07-11,Kirti Nagar,47.0,0,11,7,2022,0,Weekday,43.0,67.0,79.40000000000003,Medium,Green line branch / Blue line,28.65575,77.15057
2022-07-11,Laxmi Nagar,191.0,0,11,7,2022,0,Weekday,112.0,159.0,180.0,High,Blue line branch,28.63064,77.27749
2022-07-11,Mandi House,86.0,0,11,7,2022,0,Weekday,177.5,228.8,261.0,Low,Blue line / Voilet line,28.62588,77.2341
