station_name,station_code,capacity,recorded_at,passenger_count,inflow_rate,outflow_rate,hour_of_day,day_of_week,month,is_holiday,is_special_event,weather,weather_code,lag_passenger_count
North Terminal,NTH,3000,2026-02-11 13:06:49,1145,135,92,13,2,2,0,0,Clear,0,1159
North Terminal,NTH,3000,2026-02-11 14:06:49,1099,93,122,14,2,2,0,0,Clear,0,1145
North Terminal,NTH,3000,2026-02-11 15:06:49,1066,55,122,15,2,2,0,0,Clear,0,1099
North Terminal,NTH,3000,2026-02-11 16:06:49,1434,166,166,16,2,2,0,0,Snowy,2,1066
North Terminal,NTH,3000,2026-02-11 17:06:49,2606,469,232,17,2,2,0,0,Rainy,1,1434
North Terminal,NTH,3000,2026-02-11 18:06:49,2320,503,242,18,2,2,0,0,Clear,0,2606
North Terminal,NTH,3000,2026-02-11 19:06:49,2434,377,203,19,2,2,0,0,Rainy,1,2320
North Terminal,NTH,3000,2026-02-11 20:06:49,350,22,38,20,2,2,0,0,Clear,0,2434
North Terminal,NTH,3000,2026-02-11 21:06:49,588,55,44,21,2,2,0,0,Clear,0,350
North Terminal,NTH,3000,2026-02-11 22:06:49,675,67,72,22,2,2,0,0,Clear,0,588
North Terminal,NTH,3000,2026-02-11 23:06:49,201,12,20,23,2,2,0,0,Clear,0,675
North Terminal,NTH,3000,2026-02-12 00:06:49,1186,77,85,0,3,2,0,1,Clear,0,201
North Terminal,NTH,3000,2026-02-12 01:06:49,781,59,43,1,3,2,0,0,Snowy,2,1186
North Terminal,NTH,3000,2026-02-12 02:06:49,343,31,24,2,3,2,1,0,Clear,0,781
North Terminal,NTH,3000,2026-02-12 03:06:49,437,25,34,3,3,2,0,0,Rainy,1,343
North Terminal,NTH,3000,2026-02-12 04:06:49,298,20,23,4,3,2,0,0,Clear,0,437
North Terminal,NTH,3000,2026-02-12 05:06:49,189,16,16,5,3,2,0,0,Clear,0,298
North Terminal,NTH,3000,2026-02-12 06:06:49,500,54,44,6,3,2,0,0,Clear,0,189
North Terminal,NTH,3000,2026-02-12 07:06:49,232,22,27,7,3,2,0,0,Clear,0,500
North Terminal,NTH,3000,2026-02-12 08:06:49,2128,442,219,8,3,2,0,0,Clear,0,232
North Terminal,NTH,3000,2026-02-12 09:06:49,2281,497,306,9,3,2,0,0,Clear,0,2128
North Terminal,NTH,3000,2026-02-12 10:06:49,2300,398,328,10,3,2,0,0,Clear,0,2281
North Terminal,NTH,3000,2026-02-12 11:06:49,1136,97,64,11,3,2,0,0,Clear,0,2300
North Terminal,NTH,3000,2026-02-12 12:06:49,960,55,75,12,3,2,0,0,Clear,0,1136
North Terminal,NTH,3000,2026-02-12 13:06:49,1502,111,175,13,3,2,0,0,Rainy,1,960
North Terminal,NTH,3000,2026-02-12 14:06:49,1182,62,131,14,3,2,0,0,Clear,0,1502
North Terminal,NTH,3000,2026-02-12 15:06:49,1416,120,117,15,3,2,0,0,Rainy,1,1182
North Terminal,NTH,3000,2026-02-12 16:06:49,1200,88,104,16,3,2,0,0,Clear,0,1416
North Terminal,NTH,3000,2026-02-12 17:06:49,2312,415,308,17,3,2,0,0,Clear,0,1200
North Terminal,NTH,3000,2026-02-12 18:06:49,2201,405,327,18,3,2,0,0,Snowy,2,2312
North Terminal,NTH,3000,2026-02-12 19:06:49,2882,481,411,19,3,2,0,1,Clear,0,2201
North Terminal,NTH,3000,2026-02-12 20:06:49,264,18,26,20,3,2,0,0,Clear,0,2882
North Terminal,NTH,3000,2026-02-12 21:06:49,490,55,53,21,3,2,0,0,Clear,0,264
North Terminal,NTH,3000,2026-02-12 22:06:49,272,20,15,22,3,2,0,0,Clear,0,490
North Terminal,NTH,3000,2026-02-12 23:06:49,342,22,39,23,3,2,0,0,Clear,0,272
North Terminal,NTH,3000,2026-02-13 00:06:49,689,65,41,0,4,2,0,0,Rainy,1,342
North Terminal,NTH,3000,2026-02-13 01:06:49,486,28,52,1,4,2,0,0,Clear,0,689
North Terminal,NTH,3000,2026-02-13 02:06:49,369,27,30,2,4,2,0,0,Stormy,3,486
North Terminal,NTH,3000,2026-02-13 03:06:49,570,33,48,3,4,2,0,0,Clear,0,369
North Terminal,NTH,3000,2026-02-13 04:06:49,1407,91,156,4,4,2,0,1,Rainy,1,570
North Terminal,NTH,3000,2026-02-13 05:06:49,530,38,53,5,4,2,0,0,Clear,0,1407
North Terminal,NTH,3000,2026-02-13 06:06:49,690,79,52,6,4,2,0,0,Rainy,1,530
North Terminal,NTH,3000,2026-02-13 07:06:49,539,60,27,7,4,2,0,0,Clear,0,690
North Terminal,NTH,3000,2026-02-13 08:06:49,2613,454,241,8,4,2,0,0,Clear,0,539
North Terminal,NTH,3000,2026-02-13 09:06:49,2426,488,270,9,4,2,0,0,Rainy,1,2613
North Terminal,NTH,3000,2026-02-13 10:06:49,2576,309,272,10,4,2,0,0,Clear,0,2426
North Terminal,NTH,3000,2026-02-13 11:06:49,1167,83,96,11,4,2,0,0,Clear,0,2576
North Terminal,NTH,3000,2026-02-13 12:06:49,1492,171,80,12,4,2,0,0,Clear,0,1167
North Terminal,NTH,3000,2026-02-13 13:06:49,1677,119,197,13,4,2,0,0,Rainy,1,1492
North Terminal,NTH,3000,2026-02-13 14:06:49,1234,112,147,14,4,2,0,0,Clear,0,1677
North Terminal,NTH,3000,2026-02-13 15:06:49,1358,134,87,15,4,2,0,0,Rainy,1,1234
North Terminal,NTH,3000,2026-02-13 16:06:49,1202,88,89,16,4,2,0,0,Clear,0,1358
North Terminal,NTH,3000,2026-02-13 17:06:49,2400,498,241,17,4,2,0,0,Rainy,1,1202
North Terminal,NTH,3000,2026-02-13 18:06:49,2488,535,362,18,4,2,0,0,Stormy,3,2400
North Terminal,NTH,3000,2026-02-13 19:06:49,2501,356,245,19,4,2,0,0,Rainy,1,2488
North Terminal,NTH,3000,2026-02-13 20:06:49,224,11,26,20,4,2,0,0,Clear,0,2501
North Terminal,NTH,3000,2026-02-13 21:06:49,495,40,55,21,4,2,0,0,Snowy,2,224
North Terminal,NTH,3000,2026-02-13 22:06:49,94,6,7,22,4,2,0,0,Clear,0,495
North Terminal,NTH,3000,2026-02-13 23:06:49,769,68,42,23,4,2,0,0,Clear,0,94
North Terminal,NTH,3000,2026-02-14 00:06:49,621,31,45,0,5,2,0,0,Clear,0,769
North Terminal,NTH,3000,2026-02-14 01:06:49,653,44,47,1,5,2,0,0,Snowy,2,621
North Terminal,NTH,3000,2026-02-14 02:06:49,576,59,49,2,5,2,0,0,Clear,0,653
North Terminal,NTH,3000,2026-02-14 03:06:49,693,54,75,3,5,2,0,0,Rainy,1,576
North Terminal,NTH,3000,2026-02-14 04:06:49,573,35,65,4,5,2,0,0,Clear,0,693
North Terminal,NTH,3000,2026-02-14 05:06:49,706,40,46,5,5,2,0,0,Clear,0,573
North Terminal,NTH,3000,2026-02-14 06:06:49,513,55,30,6,5,2,0,0,Clear,0,706
North Terminal,NTH,3000,2026-02-14 07:06:49,709,81,74,7,5,2,0,0,Clear,0,513
North Terminal,NTH,3000,2026-02-14 08:06:49,664,53,38,8,5,2,0,0,Clear,0,709
North Terminal,NTH,3000,2026-02-14 09:06:49,599,55,58,9,5,2,0,0,Clear,0,664
North Terminal,NTH,3000,2026-02-14 10:06:49,544,48,35,10,5,2,0,0,Clear,0,599
North Terminal,NTH,3000,2026-02-14 11:06:49,444,32,50,11,5,2,0,0,Snowy,2,544
North Terminal,NTH,3000,2026-02-14 12:06:49,1436,112,75,12,5,2,0,0,Rainy,1,444
North Terminal,NTH,3000,2026-02-14 13:06:49,1327,120,125,13,5,2,0,0,Clear,0,1436
North Terminal,NTH,3000,2026-02-14 14:06:49,986,50,56,14,5,2,0,0,Clear,0,1327
North Terminal,NTH,3000,2026-02-14 15:06:49,1366,140,146,15,5,2,0,0,Clear,0,986
North Terminal,NTH,3000,2026-02-14 16:06:49,1274,129,87,16,5,2,0,0,Clear,0,1366
North Terminal,NTH,3000,2026-02-14 17:06:49,1329,93,157,17,5,2,0,1,Stormy,3,1274
North Terminal,NTH,3000,2026-02-14 18:06:49,571,60,53,18,5,2,0,0,Stormy,3,1329
North Terminal,NTH,3000,2026-02-14 19:06:49,577,42,63,19,5,2,0,0,Clear,0,571
North Terminal,NTH,3000,2026-02-14 20:06:49,654,76,55,20,5,2,0,0,Clear,0,577
North Terminal,NTH,3000,2026-02-14 21:06:49,787,65,73,21,5,2,0,0,Snowy,2,654
North Terminal,NTH,3000,2026-02-14 22:06:49,458,53,45,22,5,2,0,0,Clear,0,787
North Terminal,NTH,3000,2026-02-14 23:06:49,560,42,32,23,5,2,0,0,Clear,0,458
North Terminal,NTH,3000,2026-02-15 00:06:49,738,51,50,0,6,2,1,0,Rainy,1,560
North Terminal,NTH,3000,2026-02-15 01:06:49,544,56,61,1,6,2,1,0,Snowy,2,738
North Terminal,NTH,3000,2026-02-15 02:06:49,647,69,57,2,6,2,1,0,Clear,0,544
North Terminal,NTH,3000,2026-02-15 03:06:49,888,46,91,3,6,2,1,0,Clear,0,647
North Terminal,NTH,3000,2026-02-15 04:06:49,589,48,35,4,6,2,1,0,Clear,0,888
North Terminal,NTH,3000,2026-02-15 05:06:49,589,47,61,5,6,2,1,0,Rainy,1,589
North Terminal,NTH,3000,2026-02-15 06:06:49,314,33,17,6,6,2,1,0,Clear,0,589
North Terminal,NTH,3000,2026-02-15 07:06:49,1446,79,76,7,6,2,1,1,Clear,0,314
North Terminal,NTH,3000,2026-02-15 08:06:49,611,57,47,8,6,2,1,0,Clear,0,1446
North Terminal,NTH,3000,2026-02-15 09:06:49,798,78,46,9,6,2,1,0,Rainy,1,611
North Terminal,NTH,3000,2026-02-15 10:06:49,380,28,37,10,6,2,1,0,Snowy,2,798
North Terminal,NTH,3000,2026-02-15 11:06:49,681,73,52,11,6,2,1,0,Clear,0,380
North Terminal,NTH,3000,2026-02-15 12:06:49,1135,77,111,12,6,2,1,0,Clear,0,681
North Terminal,NTH,3000,2026-02-15 13:06:49,1135,57,78,13,6,2,1,0,Clear,0,1135
North Terminal,NTH,3000,2026-02-15 14:06:49,1278,109,82,14,6,2,1,0,Clear,0,1135
North Terminal,NTH,3000,2026-02-15 15:06:49,1440,130,171,15,6,2,1,0,Rainy,1,1278
North Terminal,NTH,3000,2026-02-15 16:06:49,1169,129,120,16,6,2,1,0,Stormy,3,1440
North Terminal,NTH,3000,2026-02-15 17:06:49,605,39,53,17,6,2,1,0,Clear,0,1169
North Terminal,NTH,3000,2026-02-15 18:06:49,536,48,47,18,6,2,1,0,Clear,0,605
North Terminal,NTH,3000,2026-02-15 19:06:49,777,56,62,19,6,2,1,0,Snowy,2,536
North Terminal,NTH,3000,2026-02-15 20:06:49,626,43,47,20,6,2,1,0,Clear,0,777
North Terminal,NTH,3000,2026-02-15 21:06:49,877,65,63,21,6,2,1,0,Clear,0,626
North Terminal,NTH,3000,2026-02-15 22:06:49,763,45,51,22,6,2,1,0,Clear,0,877
North Terminal,NTH,3000,2026-02-15 23:06:49,591,30,39,23,6,2,1,0,Clear,0,763
North Terminal,NTH,3000,2026-02-16 00:06:49,435,23,35,0,0,2,0,0,Clear,0,591
North Terminal,NTH,3000,2026-02-16 01:06:49,350,40,25,1,0,2,0,0,Snowy,2,435
North Terminal,NTH,3000,2026-02-16 02:06:49,598,71,66,2,0,2,0,0,Clear,0,350
North Terminal,NTH,3000,2026-02-16 03:06:49,634,40,40,3,0,2,0,0,Clear,0,598
North Terminal,NTH,3000,2026-02-16 04:06:49,1379,156,69,4,0,2,0,1,Clear,0,634
North Terminal,NTH,3000,2026-02-16 05:06:49,489,46,47,5,0,2,0,0,Rainy,1,1379
North Terminal,NTH,3000,2026-02-16 06:06:49,345,27,31,6,0,2,0,0,Clear,0,489
North Terminal,NTH,3000,2026-02-16 07:06:49,508,43,31,7,0,2,0,0,Clear,0,345
North Terminal,NTH,3000,2026-02-16 08:06:49,2120,447,171,8,0,2,0,0,Clear,0,508
North Terminal,NTH,3000,2026-02-16 09:06:49,2212,442,220,9,0,2,0,0,Clear,0,2120
North Terminal,NTH,3000,2026-02-16 10:06:49,2080,335,200,10,0,2,0,0,Clear,0,2212
North Terminal,NTH,3000,2026-02-16 11:06:49,1275,139,93,11,0,2,0,0,Clear,0,2080
North Terminal,NTH,3000,2026-02-16 12:06:49,1387,89,141,12,0,2,0,0,Rainy,1,1275
North Terminal,NTH,3000,2026-02-16 13:06:49,1194,113,118,13,0,2,0,0,Snowy,2,1387
North Terminal,NTH,3000,2026-02-16 14:06:49,1157,136,107,14,0,2,0,0,Clear,0,1194
North Terminal,NTH,3000,2026-02-16 15:06:49,1484,145,115,15,0,2,0,0,Clear,0,1157
North Terminal,NTH,3000,2026-02-16 16:06:49,1525,180,105,16,0,2,0,0,Rainy,1,1484
North Terminal,NTH,3000,2026-02-16 17:06:49,2281,429,218,17,0,2,0,0,Clear,0,1525
North Terminal,NTH,3000,2026-02-16 18:06:49,2321,409,299,18,0,2,0,0,Clear,0,2281
North Terminal,NTH,3000,2026-02-16 19:06:49,2499,333,308,19,0,2,0,0,Stormy,3,2321
North Terminal,NTH,3000,2026-02-16 20:06:49,407,33,26,20,0,2,0,0,Clear,0,2499
North Terminal,NTH,3000,2026-02-16 21:06:49,587,52,34,21,0,2,0,0,Rainy,1,407
North Terminal,NTH,3000,2026-02-16 22:06:49,467,55,47,22,0,2,0,0,Clear,0,587
North Terminal,NTH,3000,2026-02-16 23:06:49,342,24,20,23,0,2,0,0,Clear,0,467
North Terminal,NTH,3000,2026-02-17 00:06:49,743,40,52,0,1,2,0,0,Rainy,1,342
North Terminal,NTH,3000,2026-02-17 01:06:49,1204,61,85,1,1,2,0,1,Clear,0,743
North Terminal,NTH,3000,2026-02-17 02:06:49,263,18,19,2,1,2,0,0,Snowy,2,1204
North Terminal,NTH,3000,2026-02-17 03:06:49,650,41,72,3,1,2,0,0,Clear,0,263
North Terminal,NTH,3000,2026-02-17 04:06:49,534,53,29,4,1,2,0,0,Rainy,1,650
North Terminal,NTH,3000,2026-02-17 05:06:49,605,55,39,5,1,2,0,0,Clear,0,534
North Terminal,NTH,3000,2026-02-17 06:06:49,490,48,49,6,1,2,0,0,Clear,0,605
North Terminal,NTH,3000,2026-02-17 07:06:49,438,39,43,7,1,2,0,0,Clear,0,490
North Terminal,NTH,3000,2026-02-17 08:06:49,2416,437,212,8,1,2,0,0,Rainy,1,438
North Terminal,NTH,3000,2026-02-17 09:06:49,2191,427,305,9,1,2,0,0,Clear,0,2416
North Terminal,NTH,3000,2026-02-17 10:06:49,2359,342,346,10,1,2,0,0,Clear,0,2191
North Terminal,NTH,3000,2026-02-17 11:06:49,1825,103,185,11,1,2,0,1,Clear,0,2359
North Terminal,NTH,3000,2026-02-17 12:06:49,1614,162,103,12,1,2,0,0,Rainy,1,1825
North Terminal,NTH,3000,2026-02-17 13:06:49,1371,106,69,13,1,2,0,0,Clear,0,1614
North Terminal,NTH,3000,2026-02-17 14:06:49,1148,97,133,14,1,2,0,0,Clear,0,1371
North Terminal,NTH,3000,2026-02-17 15:06:49,1130,69,118,15,1,2,0,0,Snowy,2,1148
North Terminal,NTH,3000,2026-02-17 16:06:49,1129,66,98,16,1,2,0,0,Clear,0,1130
North Terminal,NTH,3000,2026-02-17 17:06:49,2212,326,256,17,1,2,0,0,Clear,0,1129
North Terminal,NTH,3000,2026-02-17 18:06:49,2140,283,227,18,1,2,0,0,Snowy,2,2212
North Terminal,NTH,3000,2026-02-17 19:06:49,2209,419,190,19,1,2,0,0,Snowy,2,2140
North Terminal,NTH,3000,2026-02-17 20:06:49,592,69,51,20,1,2,1,0,Clear,0,2209
North Terminal,NTH,3000,2026-02-17 21:06:49,523,47,50,21,1,2,1,0,Clear,0,592
North Terminal,NTH,3000,2026-02-17 22:06:49,278,24,25,22,1,2,0,0,Clear,0,523
North Terminal,NTH,3000,2026-02-17 23:06:49,348,34,32,23,1,2,0,0,Clear,0,278
North Terminal,NTH,3000,2026-02-18 00:06:49,363,25,41,0,2,2,0,0,Rainy,1,348
North Terminal,NTH,3000,2026-02-18 01:06:49,327,22,38,1,2,2,0,0,Clear,0,363
North Terminal,NTH,3000,2026-02-18 02:06:49,418,30,26,2,2,2,0,0,Clear,0,327
North Terminal,NTH,3000,2026-02-18 03:06:49,357,28,28,3,2,2,0,0,Rainy,1,418
North Terminal,NTH,3000,2026-02-18 04:06:49,268,22,28,4,2,2,0,0,Clear,0,357
North Terminal,NTH,3000,2026-02-18 05:06:49,480,50,28,5,2,2,0,0,Rainy,1,268
North Terminal,NTH,3000,2026-02-18 06:06:49,461,53,49,6,2,2,0,0,Clear,0,480
North Terminal,NTH,3000,2026-02-18 07:06:49,679,69,44,7,2,2,0,0,Clear,0,461
North Terminal,NTH,3000,2026-02-18 08:06:49,2475,484,257,8,2,2,0,0,Clear,0,679
North Terminal,NTH,3000,2026-02-18 09:06:49,2090,452,269,9,2,2,0,0,Clear,0,2475
North Terminal,NTH,3000,2026-02-18 10:06:49,2041,442,292,10,2,2,0,0,Clear,0,2090
North Terminal,NTH,3000,2026-02-18 11:06:49,1170,77,77,11,2,2,0,0,Clear,0,2041
North Terminal,NTH,3000,2026-02-18 12:06:49,1324,112,127,12,2,2,0,0,Clear,0,1170
North Terminal,NTH,3000,2026-02-18 13:06:49,994,93,88,13,2,2,0,0,Clear,0,1324
North Terminal,NTH,3000,2026-02-18 14:06:49,1221,86,115,14,2,2,0,0,Clear,0,994
North Terminal,NTH,3000,2026-02-18 15:06:49,1117,109,129,15,2,2,0,0,Rainy,1,1221
North Terminal,NTH,3000,2026-02-18 16:06:49,1237,84,74,16,2,2,0,0,Clear,0,1117
North Terminal,NTH,3000,2026-02-18 17:06:49,2151,446,256,17,2,2,0,0,Clear,0,1237
North Terminal,NTH,3000,2026-02-18 18:06:49,2229,344,223,18,2,2,0,0,Clear,0,2151
North Terminal,NTH,3000,2026-02-18 19:06:49,2337,461,297,19,2,2,0,0,Clear,0,2229
North Terminal,NTH,3000,2026-02-18 20:06:49,150,13,16,20,2,2,0,0,Clear,0,2337
North Terminal,NTH,3000,2026-02-18 21:06:49,465,44,30,21,2,2,0,0,Clear,0,150
North Terminal,NTH,3000,2026-02-18 22:06:49,330,31,37,22,2,2,0,0,Clear,0,465
North Terminal,NTH,3000,2026-02-18 23:06:49,1157,103,102,23,2,2,0,1,Clear,0,330
North Terminal,NTH,3000,2026-02-19 00:06:49,475,51,23,0,3,2,0,0,Clear,0,1157
North Terminal,NTH,3000,2026-02-19 01:06:49,555,29,60,1,3,2,0,0,Clear,0,475
North Terminal,NTH,3000,2026-02-19 02:06:49,372,40,22,2,3,2,0,0,Rainy,1,555
North Terminal,NTH,3000,2026-02-19 03:06:49,487,49,27,3,3,2,0,0,Clear,0,372
North Terminal,NTH,3000,2026-02-19 04:06:49,715,50,84,4,3,2,0,0,Clear,0,487
North Terminal,NTH,3000,2026-02-19 05:06:49,1277,94,144,5,3,2,0,1,Rainy,1,715
North Terminal,NTH,3000,2026-02-19 06:06:49,467,47,47,6,3,2,0,0,Clear,0,1277
North Terminal,NTH,3000,2026-02-19 07:06:49,666,42,55,7,3,2,0,0,Clear,0,467
North Terminal,NTH,3000,2026-02-19 08:06:49,2281,310,306,8,3,2,0,0,Clear,0,666
North Terminal,NTH,3000,2026-02-19 09:06:49,2293,369,331,9,3,2,0,0,Clear,0,2281
North Terminal,NTH,3000,2026-02-19 10:06:49,2261,380,237,10,3,2,0,0,Rainy,1,2293
North Terminal,NTH,3000,2026-02-19 11:06:49,1248,132,89,11,3,2,0,0,Clear,0,2261
North Terminal,NTH,3000,2026-02-19 12:06:49,945,78,51,12,3,2,0,0,Clear,0,1248
North Terminal,NTH,3000,2026-02-19 13:06:49,1094,77,123,13,3,2,0,0,Clear,0,945
North Terminal,NTH,3000,2026-02-19 14:06:49,1733,192,132,14,3,2,0,0,Clear,0,1094
North Terminal,NTH,3000,2026-02-19 15:06:49,1242,134,121,15,3,2,0,0,Rainy,1,1733
North Terminal,NTH,3000,2026-02-19 16:06:49,1244,73,117,16,3,2,0,0,Clear,0,1242
North Terminal,NTH,3000,2026-02-19 17:06:49,2378,442,317,17,3,2,0,0,Clear,0,1244
North Terminal,NTH,3000,2026-02-19 18:06:49,2393,349,344,18,3,2,0,0,Clear,0,2378
North Terminal,NTH,3000,2026-02-19 19:06:49,2456,399,200,19,3,2,0,0,Clear,0,2393
North Terminal,NTH,3000,2026-02-19 20:06:49,329,31,38,20,3,2,0,0,Clear,0,2456
North Terminal,NTH,3000,2026-02-19 21:06:49,148,10,7,21,3,2,0,0,Clear,0,329
North Terminal,NTH,3000,2026-02-19 22:06:49,461,37,29,22,3,2,0,0,Clear,0,148
North Terminal,NTH,3000,2026-02-19 23:06:49,534,61,49,23,3,2,0,0,Clear,0,461
North Terminal,NTH,3000,2026-02-20 00:06:49,1246,126,71,0,4,2,0,1,Clear,0,534
North Terminal,NTH,3000,2026-02-20 01:06:49,558,65,56,1,4,2,0,0,Clear,0,1246
North Terminal,NTH,3000,2026-02-20 02:06:49,584,39,67,2,4,2,0,0,Clear,0,558
North Terminal,NTH,3000,2026-02-20 03:06:49,407,24,43,3,4,2,0,0,Clear,0,584
North Terminal,NTH,3000,2026-02-20 04:06:49,541,58,36,4,4,2,0,0,Clear,0,407
North Terminal,NTH,3000,2026-02-20 05:06:49,657,49,35,5,4,2,0,0,Rainy,1,541
North Terminal,NTH,3000,2026-02-20 06:06:49,681,42,51,6,4,2,0,0,Rainy,1,657
North Terminal,NTH,3000,2026-02-20 07:06:49,237,14,13,7,4,2,0,0,Clear,0,681
North Terminal,NTH,3000,2026-02-20 08:06:49,2462,303,365,8,4,2,0,0,Rainy,1,237
North Terminal,NTH,3000,2026-02-20 09:06:49,2277,291,278,9,4,2,0,0,Clear,0,2462
North Terminal,NTH,3000,2026-02-20 10:06:49,2333,291,317,10,4,2,0,0,Rainy,1,2277
North Terminal,NTH,3000,2026-02-20 11:06:49,1148,131,66,11,4,2,0,0,Clear,0,2333
North Terminal,NTH,3000,2026-02-20 12:06:49,1265,111,66,12,4,2,0,0,Rainy,1,1148
North Terminal,NTH,3000,2026-02-20 13:06:49,1286,108,141,13,4,2,0,0,Clear,0,1265
North Terminal,NTH,3000,2026-02-20 14:06:49,1321,150,144,14,4,2,0,0,Clear,0,1286
North Terminal,NTH,3000,2026-02-20 15:06:49,1227,119,109,15,4,2,0,0,Clear,0,1321
North Terminal,NTH,3000,2026-02-20 16:06:49,1397,125,95,16,4,2,0,0,Clear,0,1227
North Terminal,NTH,3000,2026-02-20 17:06:49,2154,327,300,17,4,2,0,0,Clear,0,1397
North Terminal,NTH,3000,2026-02-20 18:06:49,2884,561,266,18,4,2,0,1,Clear,0,2154
North Terminal,NTH,3000,2026-02-20 19:06:49,2466,348,279,19,4,2,0,0,Clear,0,2884
North Terminal,NTH,3000,2026-02-20 20:06:49,731,45,37,20,4,2,0,0,Rainy,1,2466
North Terminal,NTH,3000,2026-02-20 21:06:49,354,28,31,21,4,2,0,0,Clear,0,731
North Terminal,NTH,3000,2026-02-20 22:06:49,802,92,75,22,4,2,0,0,Clear,0,354
North Terminal,NTH,3000,2026-02-20 23:06:49,1039,53,97,23,4,2,0,1,Clear,0,802
North Terminal,NTH,3000,2026-02-21 00:06:49,627,56,39,0,5,2,0,0,Clear,0,1039
North Terminal,NTH,3000,2026-02-21 01:06:49,1371,121,131,1,5,2,0,1,Clear,0,627
North Terminal,NTH,3000,2026-02-21 02:06:49,572,62,67,2,5,2,0,0,Rainy,1,1371
North Terminal,NTH,3000,2026-02-21 03:06:49,660,36,35,3,5,2,0,0,Snowy,2,572
North Terminal,NTH,3000,2026-02-21 04:06:49,757,63,81,4,5,2,0,0,Rainy,1,660
North Terminal,NTH,3000,2026-02-21 05:06:49,838,95,47,5,5,2,0,0,Clear,0,757
North Terminal,NTH,3000,2026-02-21 06:06:49,1287,135,92,6,5,2,0,1,Rainy,1,838
North Terminal,NTH,3000,2026-02-21 07:06:49,462,29,50,7,5,2,0,0,Clear,0,1287
North Terminal,NTH,3000,2026-02-21 08:06:49,592,55,37,8,5,2,0,0,Clear,0,462
North Terminal,NTH,3000,2026-02-21 09:06:49,670,76,73,9,5,2,0,0,Rainy,1,592
North Terminal,NTH,3000,2026-02-21 10:06:49,765,77,43,10,5,2,0,0,Clear,0,670
North Terminal,NTH,3000,2026-02-21 11:06:49,385,32,25,11,5,2,0,0,Clear,0,765
North Terminal,NTH,3000,2026-02-21 12:06:49,1399,152,72,12,5,2,0,0,Stormy,3,385
North Terminal,NTH,3000,2026-02-21 13:06:49,1136,110,108,13,5,2,0,0,Snowy,2,1399
North Terminal,NTH,3000,2026-02-21 14:06:49,1233,127,69,14,5,2,0,0,Clear,0,1136
North Terminal,NTH,3000,2026-02-21 15:06:49,1101,81,67,15,5,2,0,0,Clear,0,1233
North Terminal,NTH,3000,2026-02-21 16:06:49,1392,75,151,16,5,2,0,0,Rainy,1,1101
North Terminal,NTH,3000,2026-02-21 17:06:49,439,33,36,17,5,2,0,0,Snowy,2,1392
North Terminal,NTH,3000,2026-02-21 18:06:49,698,67,61,18,5,2,0,0,Clear,0,439
North Terminal,NTH,3000,2026-02-21 19:06:49,828,44,82,19,5,2,0,0,Clear,0,698
North Terminal,NTH,3000,2026-02-21 20:06:49,632,60,32,20,5,2,0,0,Rainy,1,828
North Terminal,NTH,3000,2026-02-21 21:06:49,421,49,40,21,5,2,0,0,Clear,0,632
North Terminal,NTH,3000,2026-02-21 22:06:49,494,56,50,22,5,2,0,0,Clear,0,421
North Terminal,NTH,3000,2026-02-21 23:06:49,416,49,35,23,5,2,0,0,Clear,0,494
North Terminal,NTH,3000,2026-02-22 00:06:49,586,43,64,0,6,2,1,0,Rainy,1,416
North Terminal,NTH,3000,2026-02-22 01:06:49,787,80,89,1,6,2,1,0,Clear,0,586
North Terminal,NTH,3000,2026-02-22 02:06:49,506,41,55,2,6,2,1,0,Clear,0,787
North Terminal,NTH,3000,2026-02-22 03:06:49,823,43,86,3,6,2,1,0,Rainy,1,506
North Terminal,NTH,3000,2026-02-22 04:06:49,549,38,46,4,6,2,1,0,Clear,0,823
North Terminal,NTH,3000,2026-02-22 05:06:49,1014,74,63,5,6,2,1,0,Clear,0,549
North Terminal,NTH,3000,2026-02-22 06:06:49,850,66,72,6,6,2,1,0,Rainy,1,1014
North Terminal,NTH,3000,2026-02-22 07:06:49,639,33,69,7,6,2,1,0,Clear,0,850
North Terminal,NTH,3000,2026-02-22 08:06:49,738,61,86,8,6,2,1,0,Stormy,3,639
North Terminal,NTH,3000,2026-02-22 09:06:49,299,28,19,9,6,2,1,0,Clear,0,738
North Terminal,NTH,3000,2026-02-22 10:06:49,1278,66,90,10,6,2,1,1,Clear,0,299
North Terminal,NTH,3000,2026-02-22 11:06:49,331,39,23,11,6,2,1,0,Clear,0,1278
North Terminal,NTH,3000,2026-02-22 12:06:49,1267,72,86,12,6,2,1,0,Clear,0,331
North Terminal,NTH,3000,2026-02-22 13:06:49,1437,91,108,13,6,2,1,0,Clear,0,1267
North Terminal,NTH,3000,2026-02-22 14:06:49,1256,136,131,14,6,2,1,0,Clear,0,1437
North Terminal,NTH,3000,2026-02-22 15:06:49,1265,97,109,15,6,2,1,0,Clear,0,1256
North Terminal,NTH,3000,2026-02-22 16:06:49,1180,108,139,16,6,2,1,0,Clear,0,1265
North Terminal,NTH,3000,2026-02-22 17:06:49,587,49,44,17,6,2,1,0,Stormy,3,1180
North Terminal,NTH,3000,2026-02-22 18:06:49,1618,161,131,18,6,2,1,1,Stormy,3,587
North Terminal,NTH,3000,2026-02-22 19:06:49,653,56,40,19,6,2,1,0,Clear,0,1618
