TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
139526,2022-12-06,Rajiv Chowk,Old Delhi,5.98,134.97,43.77,18.0,Tourist Card,off-peak
17636,2023-05-17,Jasola Vihar,Kashmere Gate,3.75,47.71,28.63,16.0,Tourist Card,festival
148182,2023-02-08,Rajiv Chowk,Jasola Vihar,12.94,38.55,106.21,19.0,Tourist Card,maintenance
110387,2022-10-11,Model Town,Noida City Centre,1.87,20.42,15.99,17.0,Single,off-peak
83626,2023-09-29,Rajouri Garden,Shivaji Park,4.78,22.35,8.42,17.0,Smart Card,weekend
116467,2024-10-07,Noida City Centre,Rajiv Chowk,8.18,117.73,31.25,20.0,Tourist Card,weekend
46299,2024-10-19,Noida City Centre,Shivaji Park,4.03,165.81,68.69,14.0,Tourist Card,off-peak
135886,2022-01-20,Rajiv Chowk,Central Secretariat,5.63,161.07,10.99,27.0,Tourist Card,Unknown
97702,2024-08-19,Noida City Centre,Punjabi Bagh,5.28,10.26,78.27,23.0,Tourist Card,peak
147104,2023-06-13,Chandni Chowk,Janakpuri West,5.78,109.0,38.47,20.0,Tourist Card,off-peak
130247,2023-05-27,Chandni Chowk,Hauz Khas,1.13,125.26,105.36,14.0,Smart Card,maintenance
2828,2022-04-15,AIIMS,Central Secretariat,1.75,109.33,21.66,20.0,Single,weekend
68968,2023-08-11,Rajiv Chowk,Kalkaji Mandir,0.76,37.16,111.26,17.0,Tourist Card,Unknown
19243,2023-08-12,Noida City Centre,Netaji Subhash Place,3.95,146.01,84.78,23.0,Tourist Card,Unknown
13837,2024-11-20,Mandi House,Netaji Subhash Place,4.37,16.22,74.2,21.0,Tourist Card,Unknown
40316,2023-09-05,Rajouri Garden,Netaji Subhash Place,5.12,155.64,15.82,21.0,Single,weekend
98997,2022-04-01,Laxmi Nagar,Kirti Nagar,10.49,32.22,66.56,20.0,Tourist Card,festival
143021,2024-05-04,Rajiv Chowk,Dilshad Garden,1.88,193.14,54.27,21.0,Smart Card,Unknown
122109,2024-05-03,  Mandi House  ,Shivaji Park,4.81,32.91,86.95,18.0,Smart Card,maintenance
40985,2022-03-26, central secretariat ,Janakpuri West,14.4,74.3,22.07,18.0,Tourist Card,weekend
54106,2024-05-24,Mandi House,Janakpuri West,10.03,106.22,89.4,20.0,Single,maintenance
45633,2024-02-12,Noida City Centre,Laxmi Nagar,0.73,166.04,42.93,18.0,Tourist Card,weekend
84440,2023-11-09,Jasola Vihar,Chandni Chowk,5.11,59.69,68.68,18.0,Tourist Card,weekend
77460,2024-05-17,  HAUZ KHAS  ,Dilshad Garden,0.67,29.97,41.43,24.0,Smart Card,weekend
25868,2024-05-29,  Chandni Chowk  ,Central Secretariat,12.49,128.05,7.13,16.0,Tourist Card,festival
117389,2024-01-04,Kalkaji Mandir,Pragati Maidan,3.04,12.51,53.98,20.0,Tourist Card,Unknown
89009,2024-09-23,Noida City Centre,Chandni Chowk,5.78,11.29,19.32,27.0,Tourist Card,festival
27595,2024-03-13,Mandi House,Mandi House,1.22,82.41,119.29,20.0,Tourist Card,weekend
46508,2024-03-04,Noida City Centre,Kalkaji Mandir,3.69,62.03,15.13,11.0,Tourist Card,Unknown
31907,2024-10-28,Laxmi Nagar,Kashmere Gate,1.25,19.43,67.68,23.0,Single,maintenance
103448,2024-07-30,Hauz Khas,Rajouri Garden,6.38,56.79,26.75,28.0,Tourist Card,festival
95926,2024-06-04,Dilshad Garden,AIIMS,9.89,43.77,39.85,20.0,Smart Card,weekend
105006,2023-09-13,Rajiv Chowk,New Delhi,1.18,98.1,43.14,21.0,Single,off-peak
45455,2023-04-12,Dilshad Garden,Punjabi Bagh,0.94,184.5,20.93,15.0,Smart Card,maintenance
41261,2024-01-01,Hauz Khas,Rajiv Chowk,11.48,107.38,91.08,21.0,Single,weekend
127449,2024-02-24,New Delhi,AIIMS,10.12,179.66,42.23,29.0,Single,peak
20504,2023-06-17,Mandi House,Inderlok,5.11,50.2,45.81,16.0,Tourist Card,festival
9601,2022-01-21,Rajiv Chowk,Dilshad Garden,0.51,98.36,59.37,15.0,Tourist Card,weekend
128333,2023-05-21,Rajiv Chowk,Kalkaji Mandir,4.83,99.69,85.38,24.0,Smart Card,Unknown
5465,2022-10-20,Hauz Khas,Dilshad Garden,2.35,143.77,118.59,22.0,Tourist Card,off-peak
27228,2022-03-22,Inderlok,Noida City Centre,0.6,34.79,62.41,11.0,Tourist Card,peak
137258,2023-08-30,Rajiv Chowk,Rajouri Garden,5.48,126.53,55.08,22.0,Single,peak
126947,2022-11-16,Dilshad Garden,Central Secretariat,10.12,81.85,48.82,23.0,Single,Unknown
17649,2023-01-16, AIIMS  ,Barakhamba Road,5.3,83.97,26.6,25.0,Smart Card,weekend
9689,2023-02-24,  Chandni Chowk   ,Laxmi Nagar,6.66,20.77,39.79,20.0,Smart Card,weekend
8777,2024-12-02,Laxmi Nagar,Model Town,0.94,23.2,55.9,29.0,Tourist Card,maintenance
83439,2024-03-20,Mandi House,New Delhi,8.18,119.67,90.77,21.0,Smart Card,off-peak
67902,2024-10-27,Noida City Centre,Rajiv Chowk,21.6,105.82,62.69,15.0,Tourist Card,maintenance
24857,2024-06-11,Rajouri Garden,Mandi House,3.88,127.41,67.74,20.0,Smart Card,maintenance
31618,2022-08-14,New Delhi,Kalkaji Mandir,9.43,153.42,91.64,20.0,Smart Card,weekend
139025,2024-05-12,  noida city centre   ,Model Town,5.24,136.79,18.23,20.0,Single,maintenance
143209,2022-05-25,Central Secretariat,Laxmi Nagar,5.26,63.47,107.62,10.0,Tourist Card,maintenance
145434,2024-02-10,   Model Town ,Kalkaji Mandir,6.41,32.75,12.98,24.0,Tourist Card,off-peak
79639,2024-12-03,AIIMS,Rajiv Chowk,2.95,18.17,33.2,17.0,Smart Card,weekend
58424,2023-07-22,Noida City Centre,AIIMS,4.86,134.48,105.26,18.0,Single,off-peak
15885,2024-04-01,New Delhi,Kirti Nagar,5.09,191.0,29.96,15.0,Tourist Card,festival
63359,2024-07-17,Dilshad Garden,Kalkaji Mandir,1.44,34.38,14.17,14.0,Tourist Card,off-peak
17893,2024-10-27,Dilshad Garden,Janakpuri West,14.15,162.34,84.69,17.0,Smart Card,off-peak
137871,2024-03-12,Janakpuri West,Hauz Khas,5.19,98.75,70.37,26.0,Smart Card,maintenance
90380,2022-05-23,Kashmere Gate,Shivaji Park,0.55,150.09,119.05,20.0,Smart Card,weekend
24315,2023-02-23,Rajiv Chowk,Laxmi Nagar,2.68,197.41,15.89,14.0,Single,peak
138872,2024-06-07,Rajiv Chowk,Rajiv Chowk,1.14,160.62,54.31,23.0,Single,peak
26493,2022-03-25,Kalkaji Mandir,Rajiv Chowk,3.77,107.13,19.75,19.0,Tourist Card,peak
141389,2024-05-17,Noida City Centre,Model Town,9.79,197.2,31.02,20.0,Smart Card,peak
133325,2022-07-03,   Model Town ,Pragati Maidan,10.75,59.66,89.55,22.0,Smart Card,peak
3119,2022-09-29,  Chandni Chowk  ,Old Delhi,3.36,166.22,45.18,19.0,Tourist Card,festival
62300,2023-08-27,AIIMS,Rajouri Garden,4.86,166.86,100.78,15.0,Smart Card,Unknown
117030,2023-12-26,Kalkaji Mandir,Central Secretariat,2.0,13.28,109.63,17.0,Single,festival
64032,2022-05-14,Rajiv Chowk,Dilshad Garden,0.55,98.7,61.44,20.0,Single,festival
39657,2023-06-14, New Delhi  ,Mandi House,2.88,103.98,87.48,24.0,Tourist Card,weekend
110650,2023-03-27, Kalkaji Mandir   ,Pragati Maidan,4.48,30.73,101.36,20.0,Single,off-peak
127308,2022-06-15,   New Delhi  ,Inderlok,1.65,75.8,59.72,15.0,Tourist Card,off-peak
27577,2024-12-05,   CHANDNI CHOWK  ,Punjabi Bagh,3.9,58.42,64.43,27.0,Single,maintenance
59743,2024-02-14,Mandi House,Hauz Khas,6.61,174.3,102.47,21.0,Tourist Card,weekend
86605,2022-01-25,   CHANDNI CHOWK   ,Laxmi Nagar,3.3,93.31,95.32,20.0,Smart Card,weekend
1414,2022-03-04, laxmi nagar  ,Rajouri Garden,17.46,85.25,47.68,26.0,Single,weekend
90663,2023-07-04,Noida City Centre,Janakpuri West,0.84,198.47,109.29,17.0,Tourist Card,off-peak
23717,2024-05-07,Dilshad Garden,Kirti Nagar,2.3,135.07,110.81,24.0,Smart Card,off-peak
95739,2024-08-14,Hauz Khas,Rajiv Chowk,9.93,175.58,52.2,23.0,Single,off-peak
67055,2023-04-03,Rajiv Chowk,Central Secretariat,1.41,83.58,45.37,21.0,Single,peak
134742,2023-04-02, JASOLA VIHAR   ,Netaji Subhash Place,3.36,184.85,21.08,15.0,Smart Card,peak
123353,2023-09-09,Janakpuri West,Kalkaji Mandir,1.95,138.56,94.45,18.0,Single,maintenance
103754,2022-08-29,Kalkaji Mandir,Inderlok,1.66,116.19,9.09,18.0,Smart Card,off-peak
127974,2024-06-16,Noida City Centre,Janakpuri West,5.96,193.87,38.86,19.0,Smart Card,off-peak
58347,2024-10-31,   Central Secretariat  ,Chandni Chowk,5.57,143.99,77.26,15.0,Single,festival
124156,2023-07-23,Mandi House,Laxmi Nagar,7.9,97.32,83.01,22.0,Tourist Card,weekend
79596,2022-09-04,Noida City Centre,Barakhamba Road,2.13,136.96,38.55,15.0,Single,off-peak
122463,2023-07-01,Mandi House,Rajouri Garden,7.99,184.93,9.54,23.0,Single,peak
96053,2023-05-06,Rajiv Chowk,Kirti Nagar,25.13,38.64,67.03,15.0,Tourist Card,peak
113990,2022-10-28,Rajiv Chowk,Kashmere Gate,5.28,124.41,57.18,22.0,Smart Card,maintenance
70952,2024-07-04,Noida City Centre,Netaji Subhash Place,7.62,140.78,80.73,17.0,Smart Card,weekend
109564,2023-01-18,Rajiv Chowk,Kirti Nagar,7.48,59.17,55.66,17.0,Smart Card,weekend
63695,2023-05-28,  AIIMS  ,Barakhamba Road,0.74,117.72,89.05,16.0,Tourist Card,festival
1631,2024-04-07, Rajouri Garden  ,Kalkaji Mandir,3.84,169.97,35.42,23.0,Tourist Card,peak
71590,2024-01-18,New Delhi,Kirti Nagar,2.14,76.65,17.06,18.0,Single,off-peak
110911,2022-01-20,AIIMS,Old Delhi,0.53,189.33,76.74,18.0,Single,weekend
148333,2024-11-29,Janakpuri West,Old Delhi,8.02,33.31,66.35,18.0,Single,maintenance
45957,2024-06-04,   Inderlok ,New Delhi,0.51,92.72,108.14,28.0,Tourist Card,off-peak
97231,2024-02-07,Rajiv Chowk,Rajiv Chowk,20.77,63.78,39.79,22.0,Tourist Card,festival
128955,2023-08-16,Rajiv Chowk,Inderlok,14.23,173.64,105.79,25.0,Tourist Card,off-peak
4962,2022-08-12,Kashmere Gate,Central Secretariat,1.67,59.68,67.8,24.0,Smart Card,peak
91410,2023-02-10,  Central Secretariat  ,Kashmere Gate,2.54,15.42,27.27,12.0,Smart Card,maintenance
56253,2023-04-16,Mandi House,Kalkaji Mandir,9.14,93.71,107.4,21.0,Tourist Card,peak
56009,2022-04-06,New Delhi,Hauz Khas,1.55,88.64,14.6,18.0,Smart Card,peak
40914,2022-10-26,Chandni Chowk,Kashmere Gate,4.67,57.94,118.66,20.0,Single,maintenance
14386,2024-07-04,Model Town,Kirti Nagar,5.68,157.67,113.95,17.0,Smart Card,peak
16896,2023-12-26,Central Secretariat,AIIMS,3.45,119.42,34.84,25.0,Tourist Card,Unknown
123480,2023-08-05,   janakpuri west   ,Chandni Chowk,5.46,117.99,28.15,21.0,Tourist Card,off-peak
78,2022-03-23,   Kashmere Gate ,Punjabi Bagh,4.02,28.34,83.65,16.0,Single,weekend
112764,2022-09-18,Dilshad Garden,Rajiv Chowk,5.18,166.64,57.02,23.0,Tourist Card,Unknown
16971,2022-11-19,   New Delhi ,Rajiv Chowk,2.97,60.29,95.72,18.0,Tourist Card,maintenance
108259,2023-03-07,Dilshad Garden,Netaji Subhash Place,1.33,75.74,28.76,16.0,Tourist Card,Unknown
4405,2024-12-19,Mandi House,Chandni Chowk,3.01,129.28,104.86,30.0,Tourist Card,peak
133726,2023-08-15,Noida City Centre,Hauz Khas,12.39,26.24,14.36,22.0,Smart Card,maintenance
61118,2022-12-16,Dilshad Garden,Jasola Vihar,2.82,147.94,71.06,22.0,Smart Card,weekend
69741,2024-05-31, aiims   ,Pragati Maidan,2.68,86.99,41.77,16.0,Smart Card,weekend
26170,2023-01-19,Inderlok,Rajouri Garden,4.16,113.2,83.91,16.0,Smart Card,festival
83715,2023-08-17,Rajouri Garden,Janakpuri West,13.68,50.16,39.85,19.0,Single,weekend
141282,2022-11-08,Model Town,Hauz Khas,5.2,146.62,29.34,20.0,Single,peak
49364,2022-03-16,Noida City Centre,New Delhi,4.05,87.75,26.91,22.0,Smart Card,off-peak
104296,2022-02-23,Janakpuri West,AIIMS,3.33,181.87,25.11,22.0,Smart Card,off-peak
937,2022-01-21,Rajiv Chowk,Kalkaji Mandir,7.11,168.65,103.83,17.0,Tourist Card,peak
95112,2022-08-04,Central Secretariat,Laxmi Nagar,5.75,101.04,15.72,12.0,Tourist Card,festival
131293,2022-02-11,AIIMS,Rajouri Garden,0.79,180.47,60.54,19.0,Single,festival
134708,2022-03-18,   Janakpuri West   ,Model Town,3.03,155.87,49.73,20.0,Tourist Card,maintenance
146186,2023-04-09,AIIMS,Punjabi Bagh,0.97,60.39,118.81,18.0,Single,festival
126292,2024-07-16,Rajiv Chowk,Pragati Maidan,7.34,116.09,40.16,18.0,Smart Card,maintenance
36650,2022-01-31,Model Town,Old Delhi,3.17,22.03,108.33,13.0,Smart Card,peak
40350,2022-03-15,Rajiv Chowk,Kalkaji Mandir,12.68,82.15,107.88,20.0,Tourist Card,off-peak
129168,2023-08-03,Rajiv Chowk,Barakhamba Road,2.35,56.87,104.54,19.0,Tourist Card,maintenance
12470,2023-10-25,  AIIMS   ,Mandi House,1.0,136.16,103.22,29.0,Single,Unknown
124782,2022-02-21,Rajiv Chowk,AIIMS,7.92,60.44,26.64,30.0,Tourist Card,peak
132468,2024-04-10,Kalkaji Mandir,Jasola Vihar,0.69,19.03,88.64,16.0,Smart Card,weekend
126488,2022-11-12,Chandni Chowk,Barakhamba Road,23.94,71.78,73.07,10.0,Tourist Card,maintenance
117001,2023-08-16,AIIMS,Jasola Vihar,5.12,16.64,105.44,19.0,Smart Card,peak
119752,2022-09-29,Central Secretariat,Kashmere Gate,3.21,162.02,36.87,18.0,Smart Card,Unknown
23749,2024-10-16,Noida City Centre,Central Secretariat,11.0,193.17,110.63,19.0,Smart Card,weekend
75798,2022-12-04,Dilshad Garden,Laxmi Nagar,3.15,91.98,119.1,18.0,Single,off-peak
1458,2024-01-11,Rajiv Chowk,Noida City Centre,0.86,29.21,95.81,16.0,Single,weekend
62104,2022-07-11, AIIMS  ,Kalkaji Mandir,2.64,161.89,101.14,20.0,Tourist Card,Unknown
100940,2023-04-05,Hauz Khas,Laxmi Nagar,4.1,30.28,38.78,17.0,Tourist Card,festival
111866,2022-11-03,Kalkaji Mandir,Jasola Vihar,1.13,73.48,30.74,19.0,Tourist Card,peak
107452,2024-01-27,   Laxmi Nagar   ,Noida City Centre,6.47,134.32,28.88,12.0,Tourist Card,maintenance
69665,2022-02-09,  Chandni Chowk  ,Rajouri Garden,2.34,58.02,25.24,19.0,Tourist Card,festival
132807,2023-01-12, Noida City Centre  ,Mandi House,6.62,142.84,10.72,18.0,Single,peak
74643,2023-11-22, MANDI HOUSE   ,Rajiv Chowk,2.15,170.84,111.44,17.0,Single,weekend
134633,2022-12-20,New Delhi,Kalkaji Mandir,5.87,109.44,47.8,17.0,Smart Card,peak
144022,2022-04-25,Laxmi Nagar,Netaji Subhash Place,3.97,107.11,38.04,20.0,Tourist Card,weekend
21476,2023-07-09,Rajiv Chowk,Pragati Maidan,8.71,81.1,83.72,16.0,Single,off-peak
101526,2023-07-13,Noida City Centre,Punjabi Bagh,6.72,28.68,96.08,27.0,Smart Card,festival
52451,2024-11-25,Rajiv Chowk,Mandi House,7.92,147.72,118.5,23.0,Smart Card,festival
18528,2022-07-29,Central Secretariat,Kashmere Gate,5.25,173.97,6.13,25.0,Tourist Card,peak
128829,2022-11-18,Mandi House,Kalkaji Mandir,3.5,116.47,105.65,18.0,Smart Card,off-peak
124287,2023-06-06,   JASOLA VIHAR   ,Old Delhi,7.69,176.1,31.92,19.0,Single,weekend
63539,2023-07-03,AIIMS,Rajouri Garden,2.78,120.66,17.13,20.0,Tourist Card,Unknown
97986,2022-09-19,  Noida City Centre ,Rajiv Chowk,5.96,183.27,81.25,19.0,Single,Unknown
16247,2023-03-04,Noida City Centre,Jasola Vihar,7.66,187.96,65.5,18.0,Single,weekend
56206,2022-02-18, JASOLA VIHAR   ,Rajouri Garden,7.87,27.84,21.83,23.0,Tourist Card,off-peak
105541,2024-01-14,Noida City Centre,New Delhi,2.23,105.68,119.8,14.0,Tourist Card,off-peak
70716,2024-10-27,New Delhi,Janakpuri West,11.87,42.46,47.32,25.0,Smart Card,festival
131561,2022-08-30,AIIMS,Chandni Chowk,2.65,56.71,36.13,23.0,Tourist Card,festival
71168,2024-05-09,Rajouri Garden,Dilshad Garden,1.25,85.76,39.3,20.0,Tourist Card,festival
145296,2023-05-30,Jasola Vihar,Shivaji Park,0.65,12.16,47.26,25.0,Tourist Card,Unknown
19648,2024-07-01,Rajiv Chowk,Kashmere Gate,4.72,24.23,47.49,12.0,Tourist Card,Unknown
42730,2023-01-14,Dilshad Garden,Inderlok,10.12,23.58,116.17,25.0,Smart Card,Unknown
82885,2024-11-10,Rajiv Chowk,Shivaji Park,2.81,148.7,90.39,19.0,Tourist Card,off-peak
102703,2024-04-29,Rajiv Chowk,Kirti Nagar,14.27,144.34,117.78,13.0,Single,festival
1333,2022-09-08,Noida City Centre,Kashmere Gate,5.24,113.36,62.5,25.0,Tourist Card,weekend
114866,2022-06-16,New Delhi,Chandni Chowk,1.82,103.63,60.78,22.0,Single,Unknown
100778,2023-03-25,   Kashmere Gate   ,Kirti Nagar,10.91,30.65,9.26,26.0,Single,peak
106679,2023-06-24,Kashmere Gate,Punjabi Bagh,8.64,139.6,53.33,18.0,Single,weekend
21921,2022-06-15,Noida City Centre,Mandi House,2.17,83.08,23.92,29.0,Tourist Card,weekend
73394,2023-06-10, Dilshad Garden ,Rajiv Chowk,10.34,89.31,5.2,25.0,Single,maintenance
46163,2022-08-22,Janakpuri West,Kirti Nagar,4.87,154.9,60.4,18.0,Tourist Card,weekend
97726,2023-06-29,Janakpuri West,Inderlok,3.13,82.73,18.93,17.0,Single,festival
18601,2023-01-01,Dilshad Garden,Hauz Khas,3.03,77.36,53.88,21.0,Single,off-peak
33999,2024-04-08,Janakpuri West,Old Delhi,1.53,124.54,40.24,23.0,Tourist Card,festival
6966,2022-05-19,Rajiv Chowk,Netaji Subhash Place,3.66,74.76,109.45,16.0,Tourist Card,maintenance
40813,2022-12-20,New Delhi,Kirti Nagar,2.72,14.73,69.76,19.0,Single,peak
72078,2022-11-17,Jasola Vihar,Kalkaji Mandir,9.37,170.73,18.05,18.0,Tourist Card,Unknown
69984,2024-10-06,Rajiv Chowk,Janakpuri West,9.68,17.8,17.6,21.0,Single,Unknown
56565,2022-08-09,Hauz Khas,Mandi House,6.51,113.6,8.11,15.0,Tourist Card,maintenance
89558,2023-10-20,Jasola Vihar,Janakpuri West,2.08,104.06,12.13,21.0,Single,maintenance
138659,2022-04-25,New Delhi,Old Delhi,1.37,89.36,46.18,18.0,Smart Card,maintenance
103911,2022-06-23,Mandi House,AIIMS,1.48,46.59,25.47,12.0,Tourist Card,maintenance
113801,2023-09-13,  Janakpuri West   ,Netaji Subhash Place,11.0,26.04,24.75,23.0,Single,weekend
96862,2023-01-11,Noida City Centre,Jasola Vihar,1.6,189.12,43.82,17.0,Smart Card,Unknown
131562,2023-02-03,AIIMS,Hauz Khas,12.71,19.48,35.52,22.0,Smart Card,Unknown
78043,2023-02-12,Laxmi Nagar,Kirti Nagar,1.49,192.62,79.28,19.0,Tourist Card,festival
134026,2023-09-04,   KALKAJI MANDIR  ,Central Secretariat,2.84,78.99,77.4,19.0,Tourist Card,off-peak
12800,2023-04-22,Mandi House,Laxmi Nagar,5.48,18.05,15.6,17.0,Tourist Card,festival
147014,2023-06-25,Laxmi Nagar,Janakpuri West,6.56,152.2,20.17,20.0,Single,Unknown
79211,2022-12-10,Rajouri Garden,Shivaji Park,1.27,88.92,79.15,23.0,Tourist Card,Unknown
25367,2024-12-14,Mandi House,Punjabi Bagh,12.42,165.23,67.41,16.0,Tourist Card,off-peak
33635,2023-01-08,Kashmere Gate,Netaji Subhash Place,7.52,28.62,26.78,21.0,Single,peak
137666,2024-11-06,   Laxmi Nagar   ,Noida City Centre,3.03,34.46,101.11,20.0,Smart Card,festival
106224,2024-02-03,Jasola Vihar,Pragati Maidan,0.59,78.23,97.96,12.0,Single,festival
88562,2023-10-31,Mandi House,New Delhi,3.75,140.77,19.7,13.0,Single,maintenance
140878,2022-06-29,Kashmere Gate,Model Town,3.99,77.46,5.02,22.0,Single,festival
149879,2023-07-12,   inderlok ,Kashmere Gate,5.96,156.5,49.53,20.0,Tourist Card,off-peak
92028,2024-02-07,Rajiv Chowk,Rajiv Chowk,4.16,119.17,39.7,20.0,Smart Card,off-peak
142836,2024-09-29,Rajiv Chowk,Shivaji Park,8.58,197.12,47.11,17.0,Single,maintenance
94279,2024-03-29,Central Secretariat,Punjabi Bagh,1.99,188.59,65.12,19.0,Tourist Card,peak
116113,2022-04-09,AIIMS,Punjabi Bagh,0.87,32.67,12.89,21.0,Single,weekend
16317,2023-04-16,Rajiv Chowk,Rajiv Chowk,6.26,174.97,63.1,24.0,Single,peak
43122,2022-06-30,Rajiv Chowk,New Delhi,2.05,71.21,99.93,26.0,Smart Card,peak
25004,2024-11-23,New Delhi,Barakhamba Road,1.77,130.62,40.04,31.0,Smart Card,Unknown
87728,2024-03-01,Mandi House,Rajiv Chowk,16.2,12.96,115.35,19.0,Single,peak
110382,2024-02-26,New Delhi,AIIMS,0.54,190.21,113.63,14.0,Tourist Card,Unknown
38405,2024-08-24,Model Town,Punjabi Bagh,2.07,61.2,66.34,28.0,Smart Card,festival
144681,2024-07-08,Chandni Chowk,Hauz Khas,1.51,45.75,116.59,23.0,Tourist Card,maintenance
16413,2024-02-15,Inderlok,Rajiv Chowk,8.22,99.17,89.15,26.0,Tourist Card,weekend
71732,2024-06-08,   Hauz Khas ,Shivaji Park,1.64,115.17,9.42,21.0,Single,peak
127665,2022-11-27,New Delhi,Pragati Maidan,2.39,101.23,109.69,20.0,Smart Card,festival
99036,2023-07-16,Noida City Centre,Noida City Centre,1.98,174.37,69.66,23.0,Single,off-peak
133682,2022-02-19,Mandi House,Barakhamba Road,1.97,88.8,84.77,29.0,Tourist Card,peak
101118,2022-01-22,Rajouri Garden,Chandni Chowk,5.11,49.47,52.78,23.0,Tourist Card,weekend
137967,2023-07-18,Rajouri Garden,Laxmi Nagar,0.89,72.61,42.64,16.0,Tourist Card,off-peak
21591,2023-10-23,Dilshad Garden,Jasola Vihar,3.01,118.25,42.73,17.0,Tourist Card,peak
96993,2024-05-12,  Kashmere Gate  ,Hauz Khas,1.91,189.37,108.85,22.0,Tourist Card,festival
148917,2023-08-06,Laxmi Nagar,Barakhamba Road,4.1,17.65,90.58,11.0,Single,Unknown
148133,2023-12-15,New Delhi,Rajouri Garden,0.57,117.61,92.33,26.0,Smart Card,peak
41404,2024-02-24,Rajiv Chowk,AIIMS,5.4,112.01,98.56,20.0,Tourist Card,off-peak
125097,2024-05-25,Kalkaji Mandir,Mandi House,0.94,101.92,73.68,18.0,Smart Card,weekend
115126,2023-07-24,Mandi House,Jasola Vihar,12.85,192.6,28.36,18.0,Single,Unknown
141324,2022-10-31,   AIIMS   ,Barakhamba Road,9.96,54.99,78.7,20.0,Smart Card,festival
138363,2022-01-28,Hauz Khas,Kashmere Gate,7.24,36.1,42.43,17.0,Tourist Card,festival
38591,2022-10-23, Rajouri Garden ,Chandni Chowk,7.23,115.39,29.11,16.0,Tourist Card,off-peak
13514,2024-03-10,Rajiv Chowk,AIIMS,1.57,54.42,8.31,24.0,Tourist Card,Unknown
88009,2024-05-11,Laxmi Nagar,AIIMS,5.31,140.56,73.17,19.0,Tourist Card,peak
66360,2022-05-06,AIIMS,Janakpuri West,1.3,64.8,82.22,19.0,Tourist Card,weekend
26846,2022-02-20,Noida City Centre,Chandni Chowk,3.15,152.45,97.77,29.0,Tourist Card,peak
64833,2022-12-09,New Delhi,AIIMS,0.71,175.04,113.95,13.0,Smart Card,peak
44848,2024-05-28,Dilshad Garden,Kalkaji Mandir,1.56,13.02,49.2,20.0,Smart Card,off-peak
66517,2024-02-06,Noida City Centre,Dilshad Garden,5.48,78.17,35.1,19.0,Tourist Card,Unknown
37871,2024-08-17,Noida City Centre,Punjabi Bagh,2.56,183.71,85.98,16.0,Tourist Card,festival
56037,2023-10-23,Janakpuri West,AIIMS,1.85,123.88,12.93,17.0,Tourist Card,maintenance
79349,2024-09-28,Jasola Vihar,Dilshad Garden,4.44,165.97,111.45,23.0,Tourist Card,festival
50275,2024-11-20,   RAJIV CHOWK   ,Noida City Centre,1.82,34.8,88.09,18.0,Tourist Card,peak
84951,2024-09-08,  Kalkaji Mandir ,AIIMS,2.67,99.29,49.61,20.0,Smart Card,weekend
119734,2023-04-09,Rajouri Garden,Old Delhi,0.86,98.1,47.87,22.0,Tourist Card,off-peak
48712,2023-04-01,Noida City Centre,Netaji Subhash Place,1.7,97.21,35.34,26.0,Tourist Card,Unknown
33817,2022-03-16,Rajiv Chowk,Hauz Khas,4.11,80.01,81.51,22.0,Tourist Card,peak
119226,2022-03-08,Rajiv Chowk,Jasola Vihar,23.36,47.44,21.28,15.0,Tourist Card,weekend
103323,2024-02-03, AIIMS  ,Janakpuri West,1.13,32.26,84.96,15.0,Single,maintenance
40234,2024-11-17,Rajiv Chowk,Punjabi Bagh,11.29,93.31,65.87,25.0,Single,Unknown
33426,2024-10-20,Kashmere Gate,AIIMS,6.21,174.52,53.32,21.0,Single,peak
84327,2022-12-23,Rajiv Chowk,Model Town,1.43,52.55,111.66,19.0,Smart Card,maintenance
34216,2024-03-06,Rajiv Chowk,Old Delhi,2.81,142.64,82.16,20.0,Single,festival
58305,2023-10-03,  Rajiv Chowk ,Hauz Khas,2.87,157.55,86.32,20.0,Single,festival
132543,2024-08-27,Rajiv Chowk,Dilshad Garden,2.35,26.62,61.28,24.0,Tourist Card,Unknown
68928,2024-10-03, RAJIV CHOWK   ,Jasola Vihar,0.76,87.24,116.56,14.0,Tourist Card,peak
19084,2024-06-26,Janakpuri West,Kirti Nagar,2.31,167.09,60.89,22.0,Smart Card,maintenance
91469,2024-12-24,Inderlok,Noida City Centre,10.19,94.16,10.58,18.0,Smart Card,weekend
140797,2024-11-28,Noida City Centre,Old Delhi,19.27,24.15,90.55,18.0,Smart Card,festival
26515,2022-06-05,Mandi House,Old Delhi,13.93,175.0,30.57,18.0,Single,Unknown
13813,2022-12-09,  chandni chowk   ,Dilshad Garden,0.61,24.01,54.35,23.0,Tourist Card,weekend
111731,2022-04-18,Noida City Centre,Kalkaji Mandir,0.76,88.85,103.81,21.0,Tourist Card,festival
45236,2024-09-16,Rajiv Chowk,Kalkaji Mandir,1.13,46.15,93.68,10.0,Tourist Card,off-peak
90701,2023-05-16,Rajiv Chowk,Dilshad Garden,3.77,197.11,107.54,20.0,Tourist Card,peak
100934,2024-11-01, chandni chowk   ,Rajouri Garden,2.83,111.29,100.67,20.0,Smart Card,off-peak
120610,2022-02-19,Dilshad Garden,Hauz Khas,2.41,40.06,63.49,16.0,Smart Card,off-peak
