id,entry_station,entry_time,entry_gate,exit_station,exit_time,exit_gate,travel_duration_mins
PID-0A40A51D,Dwarka Sector 21,2026-07-19 08:17:00,Gate 5,Yamuna Bank,2026-07-19 09:46:00,Gate 4,89
PID-F095F1B6,Kashmere Gate,2026-07-19 08:18:00,Gate 1,Yamuna Bank,2026-07-19 09:23:00,Gate 4,65
PID-ED07E03B,Botanical Garden,2026-07-19 08:18:00,Gate 3,Dwarka Sector 21,2026-07-19 09:10:00,Gate 3,52
PID-22E23898,Mandi House,2026-07-19 08:18:00,Gate 1,Yamuna Bank,2026-07-19 08:38:00,Gate 3,20
PID-AD53268C,Botanical Garden,2026-07-19 08:19:00,Gate 4,Mandi House,2026-07-19 09:18:00,Gate 1,59
PID-A2A9E6C0,INA,2026-07-19 08:20:00,Gate 3,Rajiv Chowk,2026-07-19 09:21:00,Gate 4,61
PID-67054704,Rajiv Chowk,2026-07-19 08:20:00,Gate 2,Yamuna Bank,2026-07-19 08:56:00,Gate 3,36
PID-1FF24349,Hauz Khas,2026-07-19 08:20:00,Gate 2,Yamuna Bank,2026-07-19 08:38:00,Gate 1,18
PID-836B44EF,Mandi House,2026-07-19 08:21:00,Gate 1,INA,2026-07-19 09:32:00,Gate 4,71
PID-DD5B3A9F,Hauz Khas,2026-07-19 08:21:00,Gate 3,Mandi House,2026-07-19 08:36:00,Gate 2,15
PID-D3C5E4FF,Yamuna Bank,2026-07-19 08:22:00,Gate 3,Rajiv Chowk,2026-07-19 09:44:00,Gate 1,82
PID-47FD7573,Botanical Garden,2026-07-19 08:24:00,Gate 5,Hauz Khas,2026-07-19 08:36:00,Gate 2,12
PID-3F10ECB1,Botanical Garden,2026-07-19 08:24:00,Gate 1,INA,2026-07-19 09:41:00,Gate 5,77
PID-115A8EA0,Botanical Garden,2026-07-19 08:24:00,Gate 1,Mandi House,2026-07-19 09:33:00,Gate 4,69
PID-F8523C37,Rajiv Chowk,2026-07-19 08:24:00,Gate 5,Dwarka Sector 21,2026-07-19 09:36:00,Gate 3,72
PID-C736A8E9,Mandi House,2026-07-19 08:25:00,Gate 1,Rajiv Chowk,2026-07-19 09:32:00,Gate 4,67
PID-19A4FFD5,Kashmere Gate,2026-07-19 08:25:00,Gate 2,Hauz Khas,2026-07-19 09:37:00,Gate 4,72
PID-10459F75,Hauz Khas,2026-07-19 08:25:00,Gate 3,INA,2026-07-19 09:02:00,Gate 1,37
PID-FF470E99,Rajiv Chowk,2026-07-19 08:25:00,Gate 1,Botanical Garden,2026-07-19 09:04:00,Gate 5,39
PID-A46B7F1F,Mandi House,2026-07-19 08:28:00,Gate 1,Kashmere Gate,2026-07-19 09:31:00,Gate 2,63
PID-E62463F4,Dwarka Sector 21,2026-07-19 08:32:00,Gate 1,Kashmere Gate,2026-07-19 09:58:00,Gate 3,86
PID-4523E37F,Rajiv Chowk,2026-07-19 08:33:00,Gate 5,Dwarka Sector 21,2026-07-19 09:51:00,Gate 2,78
PID-CB60EFDE,Botanical Garden,2026-07-19 08:34:00,Gate 2,Dwarka Sector 21,2026-07-19 08:45:00,Gate 5,11
PID-A6901EFD,Botanical Garden,2026-07-19 08:36:00,Gate 3,Yamuna Bank,2026-07-19 09:25:00,Gate 1,49
PID-CA94AB46,Botanical Garden,2026-07-19 08:37:00,Gate 4,INA,2026-07-19 09:52:00,Gate 3,75
PID-C8412214,Kashmere Gate,2026-07-19 08:37:00,Gate 4,Dwarka Sector 21,2026-07-19 09:47:00,Gate 2,70
PID-09387749,Hauz Khas,2026-07-19 08:38:00,Gate 2,Botanical Garden,2026-07-19 09:37:00,Gate 2,59
PID-0849942A,Dwarka Sector 21,2026-07-19 08:38:00,Gate 4,Rajiv Chowk,2026-07-19 08:49:00,Gate 5,11
PID-556A018E,Botanical Garden,2026-07-19 08:41:00,Gate 5,Dwarka Sector 21,2026-07-19 09:17:00,Gate 4,36
PID-3E9A2F8C,Mandi House,2026-07-19 08:41:00,Gate 5,Rajiv Chowk,2026-07-19 10:09:00,Gate 2,88
PID-91FB4961,Kashmere Gate,2026-07-19 08:42:00,Gate 4,Mandi House,2026-07-19 09:05:00,Gate 1,23
PID-2D18A2C8,Hauz Khas,2026-07-19 08:42:00,Gate 5,Rajiv Chowk,2026-07-19 08:55:00,Gate 2,13
PID-AAE056BC,Botanical Garden,2026-07-19 08:42:00,Gate 3,INA,2026-07-19 09:47:00,Gate 2,65
PID-301B8C46,Hauz Khas,2026-07-19 08:42:00,Gate 4,Dwarka Sector 21,2026-07-19 10:01:00,Gate 1,79
PID-58A58EED,INA,2026-07-19 08:43:00,Gate 3,Hauz Khas,2026-07-19 09:58:00,Gate 4,75
PID-F67ED98E,Mandi House,2026-07-19 08:43:00,Gate 2,Botanical Garden,2026-07-19 10:01:00,Gate 3,78
PID-9DE60DD2,Dwarka Sector 21,2026-07-19 08:44:00,Gate 4,Mandi House,2026-07-19 08:59:00,Gate 4,15
PID-22DFD157,INA,2026-07-19 08:44:00,Gate 2,Kashmere Gate,2026-07-19 10:05:00,Gate 3,81
PID-D1DE7DCB,Rajiv Chowk,2026-07-19 08:44:00,Gate 4,Hauz Khas,2026-07-19 10:07:00,Gate 1,83
PID-0D30F9B0,Botanical Garden,2026-07-19 08:45:00,Gate 5,Hauz Khas,2026-07-19 09:42:00,Gate 5,57
PID-CA80892B,Kashmere Gate,2026-07-19 08:46:00,Gate 5,Hauz Khas,2026-07-19 09:53:00,Gate 3,67
PID-3A8328A8,Dwarka Sector 21,2026-07-19 08:46:00,Gate 5,Mandi House,2026-07-19 09:01:00,Gate 5,15
PID-BD731D02,INA,2026-07-19 08:47:00,Gate 5,Yamuna Bank,2026-07-19 09:45:00,Gate 4,58
PID-FA86DCAC,Botanical Garden,2026-07-19 08:47:00,Gate 3,Yamuna Bank,2026-07-19 09:01:00,Gate 3,14
PID-EC897FEA,Mandi House,2026-07-19 08:48:00,Gate 5,Kashmere Gate,2026-07-19 10:07:00,Gate 3,79
PID-CB86CAFB,Rajiv Chowk,2026-07-19 08:49:00,Gate 4,Mandi House,2026-07-19 09:54:00,Gate 3,65
PID-70099213,Botanical Garden,2026-07-19 08:50:00,Gate 1,INA,2026-07-19 10:02:00,Gate 5,72
PID-9FA5E8EA,Kashmere Gate,2026-07-19 08:50:00,Gate 4,Mandi House,2026-07-19 09:25:00,Gate 4,35
PID-62E21A6A,Dwarka Sector 21,2026-07-19 08:50:00,Gate 4,INA,2026-07-19 10:17:00,Gate 3,87
PID-5E44091D,Kashmere Gate,2026-07-19 08:51:00,Gate 3,Rajiv Chowk,2026-07-19 09:15:00,Gate 1,24
PID-B7AA7EC0,Botanical Garden,2026-07-19 08:54:00,Gate 1,Mandi House,2026-07-19 09:43:00,Gate 5,49
PID-993B21E8,Hauz Khas,2026-07-19 08:56:00,Gate 1,Rajiv Chowk,2026-07-19 10:21:00,Gate 1,85
PID-22E9C857,Mandi House,2026-07-19 08:57:00,Gate 4,Hauz Khas,2026-07-19 10:07:00,Gate 1,70
PID-28F654D6,Hauz Khas,2026-07-19 08:59:00,Gate 2,INA,2026-07-19 10:11:00,Gate 1,72
PID-12FBD81C,Yamuna Bank,2026-07-19 08:59:00,Gate 5,Mandi House,2026-07-19 09:50:00,Gate 2,51
PID-D4581824,INA,2026-07-19 09:01:00,Gate 5,Dwarka Sector 21,2026-07-19 10:12:00,Gate 2,71
PID-01D0086B,Hauz Khas,2026-07-19 09:01:00,Gate 3,Dwarka Sector 21,2026-07-19 10:28:00,Gate 5,87
PID-B7F8A841,INA,2026-07-19 09:02:00,Gate 2,Yamuna Bank,2026-07-19 09:59:00,Gate 4,57
PID-4F9BD092,Mandi House,2026-07-19 09:03:00,Gate 5,Botanical Garden,2026-07-19 10:28:00,Gate 3,85
PID-81015B58,Yamuna Bank,2026-07-19 09:03:00,Gate 5,Hauz Khas,2026-07-19 10:06:00,Gate 5,63
PID-FF283360,Rajiv Chowk,2026-07-19 09:04:00,Gate 3,Dwarka Sector 21,2026-07-19 09:20:00,Gate 4,16
PID-EA27E8A8,Kashmere Gate,2026-07-19 09:04:00,Gate 3,Botanical Garden,2026-07-19 10:04:00,Gate 1,60
PID-C19E1C39,Yamuna Bank,2026-07-19 09:05:00,Gate 3,Hauz Khas,2026-07-19 10:09:00,Gate 1,64
PID-98B7F140,Hauz Khas,2026-07-19 09:05:00,Gate 2,Botanical Garden,2026-07-19 09:38:00,Gate 1,33
PID-298B926D,Dwarka Sector 21,2026-07-19 09:06:00,Gate 2,Mandi House,2026-07-19 09:36:00,Gate 4,30
PID-E2D23EA3,Hauz Khas,2026-07-19 09:07:00,Gate 2,INA,2026-07-19 10:21:00,Gate 2,74
PID-D96CD2D7,Yamuna Bank,2026-07-19 09:07:00,Gate 2,Mandi House,2026-07-19 09:31:00,Gate 4,24
PID-0C011D9C,Dwarka Sector 21,2026-07-19 09:08:00,Gate 4,Hauz Khas,2026-07-19 09:23:00,Gate 5,15
PID-E617D9D6,Rajiv Chowk,2026-07-19 09:09:00,Gate 5,Botanical Garden,2026-07-19 09:47:00,Gate 1,38
PID-77487D9E,Dwarka Sector 21,2026-07-19 09:09:00,Gate 4,Hauz Khas,2026-07-19 10:10:00,Gate 1,61
PID-73E05771,Hauz Khas,2026-07-19 09:10:00,Gate 2,Rajiv Chowk,2026-07-19 09:47:00,Gate 3,37
PID-5EB340F9,INA,2026-07-19 09:10:00,Gate 5,Yamuna Bank,2026-07-19 10:07:00,Gate 5,57
PID-B47123CE,Botanical Garden,2026-07-19 09:10:00,Gate 2,Hauz Khas,2026-07-19 10:08:00,Gate 3,58
PID-DA0F152F,Kashmere Gate,2026-07-19 09:11:00,Gate 4,Hauz Khas,2026-07-19 09:35:00,Gate 4,24
PID-113C301E,Dwarka Sector 21,2026-07-19 09:14:00,Gate 1,Rajiv Chowk,2026-07-19 10:40:00,Gate 1,86
PID-DCAAE8BE,Mandi House,2026-07-19 09:16:00,Gate 2,Kashmere Gate,2026-07-19 09:28:00,Gate 5,12
PID-CBB8A558,Mandi House,2026-07-19 09:16:00,Gate 5,INA,2026-07-19 09:28:00,Gate 3,12
PID-3ECCDDF7,INA,2026-07-19 09:16:00,Gate 4,Hauz Khas,2026-07-19 09:29:00,Gate 4,13
PID-2CDD20E3,Mandi House,2026-07-19 09:17:00,Gate 2,Yamuna Bank,2026-07-19 10:03:00,Gate 3,46
PID-CC3AC0A1,Rajiv Chowk,2026-07-19 09:17:00,Gate 2,Kashmere Gate,2026-07-19 10:46:00,Gate 4,89
PID-545439BB,Rajiv Chowk,2026-07-19 09:17:00,Gate 3,Kashmere Gate,2026-07-19 10:35:00,Gate 5,78
PID-E9930878,INA,2026-07-19 09:17:00,Gate 3,Dwarka Sector 21,2026-07-19 09:48:00,Gate 5,31
PID-0738D8A3,Kashmere Gate,2026-07-19 09:18:00,Gate 2,Mandi House,2026-07-19 09:52:00,Gate 3,34
PID-8A2F1B9A,Dwarka Sector 21,2026-07-19 09:18:00,Gate 3,Hauz Khas,2026-07-19 10:38:00,Gate 2,80
PID-6D200715,Botanical Garden,2026-07-19 09:18:00,Gate 4,Mandi House,2026-07-19 10:17:00,Gate 4,59
PID-FA59B7E1,Botanical Garden,2026-07-19 09:19:00,Gate 1,INA,2026-07-19 09:41:00,Gate 5,22
PID-3F5C9E6C,Yamuna Bank,2026-07-19 09:19:00,Gate 2,Kashmere Gate,2026-07-19 09:39:00,Gate 1,20
PID-FEFB36E2,Kashmere Gate,2026-07-19 09:19:00,Gate 3,Botanical Garden,2026-07-19 10:37:00,Gate 1,78
PID-BF522468,Kashmere Gate,2026-07-19 09:20:00,Gate 4,Mandi House,2026-07-19 09:33:00,Gate 5,13
PID-9ABB9F65,Yamuna Bank,2026-07-19 09:21:00,Gate 1,Dwarka Sector 21,2026-07-19 09:46:00,Gate 3,25
PID-E0CBD4FC,INA,2026-07-19 09:21:00,Gate 1,Yamuna Bank,2026-07-19 10:48:00,Gate 3,87
PID-B2190C61,INA,2026-07-19 09:22:00,Gate 3,Rajiv Chowk,2026-07-19 10:35:00,Gate 5,73
PID-F8BFF944,Kashmere Gate,2026-07-19 09:23:00,Gate 4,Yamuna Bank,2026-07-19 09:45:00,Gate 5,22
PID-F0235FEE,Mandi House,2026-07-19 09:24:00,Gate 2,Rajiv Chowk,2026-07-19 10:00:00,Gate 2,36
PID-D2EA9A37,Rajiv Chowk,2026-07-19 09:24:00,Gate 4,Dwarka Sector 21,2026-07-19 10:02:00,Gate 2,38
PID-4876F0A2,Botanical Garden,2026-07-19 09:25:00,Gate 2,Mandi House,2026-07-19 10:32:00,Gate 5,67
PID-BDB88128,Yamuna Bank,2026-07-19 09:25:00,Gate 4,Mandi House,2026-07-19 10:51:00,Gate 5,86
PID-4A102206,Mandi House,2026-07-19 09:25:00,Gate 3,Botanical Garden,2026-07-19 10:29:00,Gate 3,64
PID-915F5A09,Rajiv Chowk,2026-07-19 09:27:00,Gate 1,Botanical Garden,2026-07-19 10:16:00,Gate 4,49
PID-6D5AF309,Botanical Garden,2026-07-19 09:27:00,Gate 1,Yamuna Bank,2026-07-19 10:50:00,Gate 3,83
PID-3D304D2B,Hauz Khas,2026-07-19 09:27:00,Gate 5,Mandi House,2026-07-19 10:44:00,Gate 2,77
PID-EC7A2109,Mandi House,2026-07-19 09:28:00,Gate 2,Botanical Garden,2026-07-19 10:43:00,Gate 1,75
PID-8F430554,INA,2026-07-19 09:29:00,Gate 4,Kashmere Gate,2026-07-19 10:13:00,Gate 5,44
PID-FA5027B7,Mandi House,2026-07-19 09:30:00,Gate 5,Dwarka Sector 21,2026-07-19 09:45:00,Gate 1,15
PID-086C9380,Mandi House,2026-07-19 09:31:00,Gate 4,Hauz Khas,2026-07-19 10:24:00,Gate 1,53
PID-B87DF1D7,Mandi House,2026-07-19 09:32:00,Gate 1,INA,2026-07-19 10:45:00,Gate 1,73
PID-FF9F7727,Mandi House,2026-07-19 09:32:00,Gate 2,Kashmere Gate,2026-07-19 09:50:00,Gate 5,18
PID-DA21300C,Botanical Garden,2026-07-19 09:32:00,Gate 4,Kashmere Gate,2026-07-19 10:46:00,Gate 4,74
PID-08397844,Rajiv Chowk,2026-07-19 09:35:00,Gate 3,Botanical Garden,2026-07-19 09:49:00,Gate 3,14
PID-FE8F269A,INA,2026-07-19 09:35:00,Gate 5,Botanical Garden,2026-07-19 10:42:00,Gate 4,67
PID-28594284,Kashmere Gate,2026-07-19 09:37:00,Gate 5,Botanical Garden,2026-07-19 10:22:00,Gate 5,45
PID-6B31AEA4,Rajiv Chowk,2026-07-19 09:37:00,Gate 2,Yamuna Bank,2026-07-19 10:40:00,Gate 1,63
PID-FFF34C92,Yamuna Bank,2026-07-19 09:38:00,Gate 4,Botanical Garden,2026-07-19 10:47:00,Gate 1,69
PID-A1A08A9F,Mandi House,2026-07-19 09:40:00,Gate 5,Botanical Garden,2026-07-19 10:01:00,Gate 1,21
PID-74BA8356,Rajiv Chowk,2026-07-19 09:41:00,Gate 5,Yamuna Bank,2026-07-19 10:47:00,Gate 1,66
PID-B60EAB0D,Mandi House,2026-07-19 09:42:00,Gate 4,Hauz Khas,2026-07-19 11:09:00,Gate 1,87
PID-A1F9F692,Mandi House,2026-07-19 09:43:00,Gate 2,Botanical Garden,2026-07-19 10:51:00,Gate 3,68
PID-1D412C98,Botanical Garden,2026-07-19 09:43:00,Gate 5,Kashmere Gate,2026-07-19 10:09:00,Gate 2,26
PID-5EB27301,Mandi House,2026-07-19 09:44:00,Gate 2,Hauz Khas,2026-07-19 09:59:00,Gate 3,15
PID-7DC84ABE,Hauz Khas,2026-07-19 09:44:00,Gate 3,Kashmere Gate,2026-07-19 10:37:00,Gate 4,53
PID-F0A4A8A1,Botanical Garden,2026-07-19 09:45:00,Gate 1,INA,2026-07-19 09:57:00,Gate 4,12
PID-18655204,Botanical Garden,2026-07-19 09:45:00,Gate 3,Rajiv Chowk,2026-07-19 10:22:00,Gate 3,37
PID-7DDCEA35,Hauz Khas,2026-07-19 09:46:00,Gate 1,Dwarka Sector 21,2026-07-19 11:06:00,Gate 2,80
PID-6EDA1380,INA,2026-07-19 09:48:00,Gate 1,Dwarka Sector 21,2026-07-19 11:04:00,Gate 1,76
PID-124693C9,Kashmere Gate,2026-07-19 09:48:00,Gate 1,INA,2026-07-19 10:28:00,Gate 5,40
PID-0741EAE1,Kashmere Gate,2026-07-19 09:49:00,Gate 5,Dwarka Sector 21,2026-07-19 11:00:00,Gate 5,71
PID-FECE5A88,Yamuna Bank,2026-07-19 09:49:00,Gate 2,Mandi House,2026-07-19 11:15:00,Gate 5,86
PID-672DFEAB,INA,2026-07-19 09:50:00,Gate 1,Dwarka Sector 21,2026-07-19 10:38:00,Gate 2,48
PID-346EE4B8,Botanical Garden,2026-07-19 09:50:00,Gate 5,Hauz Khas,2026-07-19 11:02:00,Gate 4,72
PID-AC3D39FE,Mandi House,2026-07-19 09:50:00,Gate 3,INA,2026-07-19 10:25:00,Gate 1,35
PID-2D0A2AA6,Botanical Garden,2026-07-19 09:51:00,Gate 5,Rajiv Chowk,2026-07-19 10:35:00,Gate 3,44
PID-38890EC0,Botanical Garden,2026-07-19 09:52:00,Gate 3,Rajiv Chowk,2026-07-19 10:47:00,Gate 1,55
PID-FC59B042,Rajiv Chowk,2026-07-19 09:52:00,Gate 2,Mandi House,2026-07-19 10:20:00,Gate 5,28
PID-0180D538,Yamuna Bank,2026-07-19 09:53:00,Gate 5,Hauz Khas,2026-07-19 10:58:00,Gate 3,65
PID-ED400339,INA,2026-07-19 09:54:00,Gate 3,Botanical Garden,2026-07-19 11:18:00,Gate 2,84
PID-8798002F,Mandi House,2026-07-19 09:55:00,Gate 5,INA,2026-07-19 10:51:00,Gate 5,56
PID-3C40270A,Rajiv Chowk,2026-07-19 09:56:00,Gate 3,Botanical Garden,2026-07-19 10:29:00,Gate 2,33
PID-3CFDDC7A,Mandi House,2026-07-19 09:57:00,Gate 4,Rajiv Chowk,2026-07-19 11:07:00,Gate 1,70
PID-9D089549,Mandi House,2026-07-19 09:57:00,Gate 3,INA,2026-07-19 10:18:00,Gate 1,21
PID-9A28BDB8,Kashmere Gate,2026-07-19 09:58:00,Gate 4,Mandi House,2026-07-19 10:29:00,Gate 4,31
PID-E08187EE,Yamuna Bank,2026-07-19 09:58:00,Gate 5,Hauz Khas,2026-07-19 10:33:00,Gate 1,35
PID-2EA2BBA1,Mandi House,2026-07-19 09:59:00,Gate 2,Rajiv Chowk,2026-07-19 10:36:00,Gate 2,37
PID-241907C0,Rajiv Chowk,2026-07-19 10:00:00,Gate 3,Yamuna Bank,2026-07-19 11:23:00,Gate 2,83
PID-65E73908,Hauz Khas,2026-07-19 10:00:00,Gate 2,Rajiv Chowk,2026-07-19 10:43:00,Gate 5,43
PID-AA625901,Dwarka Sector 21,2026-07-19 10:03:00,Gate 5,Rajiv Chowk,2026-07-19 10:33:00,Gate 2,30
PID-679C9CE7,Yamuna Bank,2026-07-19 10:04:00,Gate 5,Mandi House,2026-07-19 10:52:00,Gate 5,48
PID-CBB268E6,Mandi House,2026-07-19 10:06:00,Gate 1,Yamuna Bank,2026-07-19 11:18:00,Gate 2,72
PID-7A6FD72B,Kashmere Gate,2026-07-19 10:09:00,Gate 5,INA,2026-07-19 11:24:00,Gate 5,75
PID-6C3EED54,Rajiv Chowk,2026-07-19 10:10:00,Gate 4,INA,2026-07-19 11:34:00,Gate 2,84
PID-C696875A,Kashmere Gate,2026-07-19 10:10:00,Gate 1,INA,2026-07-19 11:16:00,Gate 3,66
PID-BBA3C618,Kashmere Gate,2026-07-19 10:13:00,Gate 4,Mandi House,2026-07-19 10:28:00,Gate 2,15
PID-63C63457,INA,2026-07-19 10:14:00,Gate 1,Botanical Garden,2026-07-19 10:28:00,Gate 4,14
PID-D235F744,Dwarka Sector 21,2026-07-19 10:15:00,Gate 2,Botanical Garden,2026-07-19 11:30:00,Gate 1,75
PID-A0554DAE,Yamuna Bank,2026-07-19 10:15:00,Gate 2,Rajiv Chowk,2026-07-19 11:00:00,Gate 3,45
PID-39BBC9D4,INA,2026-07-19 10:15:00,Gate 2,Kashmere Gate,2026-07-19 11:04:00,Gate 4,49
PID-A18097F6,Mandi House,2026-07-19 10:16:00,Gate 4,Hauz Khas,2026-07-19 11:46:00,Gate 3,90
PID-D07052E1,Yamuna Bank,2026-07-19 10:16:00,Gate 1,Mandi House,2026-07-19 11:24:00,Gate 2,68
PID-307B6289,Mandi House,2026-07-19 10:17:00,Gate 4,Yamuna Bank,2026-07-19 11:14:00,Gate 5,57
PID-F434EEF9,Rajiv Chowk,2026-07-19 10:17:00,Gate 2,Dwarka Sector 21,2026-07-19 11:33:00,Gate 5,76
PID-77EB139B,Kashmere Gate,2026-07-19 10:18:00,Gate 3,INA,2026-07-19 11:48:00,Gate 4,90
PID-2BCB96A0,Mandi House,2026-07-19 10:18:00,Gate 3,Yamuna Bank,2026-07-19 11:31:00,Gate 5,73
PID-82DE7172,Yamuna Bank,2026-07-19 10:20:00,Gate 5,Kashmere Gate,2026-07-19 10:55:00,Gate 5,35
PID-CEE519AD,INA,2026-07-19 10:21:00,Gate 1,Mandi House,2026-07-19 10:39:00,Gate 5,18
PID-52C4B9C1,Botanical Garden,2026-07-19 10:21:00,Gate 4,Hauz Khas,2026-07-19 11:45:00,Gate 2,84
PID-ADB1026E,Yamuna Bank,2026-07-19 10:22:00,Gate 2,Hauz Khas,2026-07-19 11:50:00,Gate 2,88
PID-9B289157,Rajiv Chowk,2026-07-19 10:22:00,Gate 2,INA,2026-07-19 10:56:00,Gate 3,34
PID-08694432,Rajiv Chowk,2026-07-19 10:23:00,Gate 4,Botanical Garden,2026-07-19 11:08:00,Gate 2,45
PID-544D8C21,Dwarka Sector 21,2026-07-19 10:23:00,Gate 5,Rajiv Chowk,2026-07-19 10:47:00,Gate 5,24
PID-59972502,Hauz Khas,2026-07-19 10:23:00,Gate 2,INA,2026-07-19 11:42:00,Gate 1,79
PID-57D99D27,Kashmere Gate,2026-07-19 10:24:00,Gate 2,INA,2026-07-19 11:31:00,Gate 5,67
PID-10280F3B,Hauz Khas,2026-07-19 10:24:00,Gate 1,INA,2026-07-19 11:49:00,Gate 3,85
PID-2C5CFABC,Botanical Garden,2026-07-19 10:24:00,Gate 2,INA,2026-07-19 11:07:00,Gate 4,43
PID-43C90739,Yamuna Bank,2026-07-19 10:26:00,Gate 2,Kashmere Gate,2026-07-19 11:36:00,Gate 5,70
PID-F0F4735D,Kashmere Gate,2026-07-19 10:27:00,Gate 1,Yamuna Bank,2026-07-19 11:19:00,Gate 5,52
PID-1EA655BA,Mandi House,2026-07-19 10:27:00,Gate 3,Botanical Garden,2026-07-19 11:34:00,Gate 3,67
PID-10748FA4,Hauz Khas,2026-07-19 10:28:00,Gate 1,Yamuna Bank,2026-07-19 11:17:00,Gate 4,49
PID-DF86E547,Dwarka Sector 21,2026-07-19 10:28:00,Gate 4,Mandi House,2026-07-19 11:46:00,Gate 2,78
PID-F8486FC3,INA,2026-07-19 10:30:00,Gate 4,Dwarka Sector 21,2026-07-19 10:47:00,Gate 5,17
PID-D89D7306,Rajiv Chowk,2026-07-19 10:32:00,Gate 5,Mandi House,2026-07-19 11:11:00,Gate 4,39
PID-587A3837,Mandi House,2026-07-19 10:32:00,Gate 2,Botanical Garden,2026-07-19 11:00:00,Gate 4,28
PID-DBA531E0,Mandi House,2026-07-19 10:33:00,Gate 4,Dwarka Sector 21,2026-07-19 11:49:00,Gate 4,76
PID-9E5B8153,Botanical Garden,2026-07-19 10:33:00,Gate 4,Rajiv Chowk,2026-07-19 11:43:00,Gate 4,70
PID-A012C10E,Rajiv Chowk,2026-07-19 10:33:00,Gate 2,INA,2026-07-19 11:34:00,Gate 3,61
PID-717E7449,Botanical Garden,2026-07-19 10:34:00,Gate 2,Kashmere Gate,2026-07-19 11:53:00,Gate 3,79
PID-1BCB75B4,Rajiv Chowk,2026-07-19 10:34:00,Gate 3,Hauz Khas,2026-07-19 11:40:00,Gate 2,66
PID-DFBAD88C,Hauz Khas,2026-07-19 10:34:00,Gate 4,Yamuna Bank,2026-07-19 11:05:00,Gate 5,31
PID-294B0A1D,Botanical Garden,2026-07-19 10:34:00,Gate 1,Mandi House,2026-07-19 11:08:00,Gate 3,34
PID-6AE9D7DC,Mandi House,2026-07-19 10:36:00,Gate 1,Hauz Khas,2026-07-19 11:39:00,Gate 1,63
PID-90976B97,Kashmere Gate,2026-07-19 10:37:00,Gate 4,Yamuna Bank,2026-07-19 11:15:00,Gate 2,38
PID-D58EEE4D,Rajiv Chowk,2026-07-19 10:37:00,Gate 1,Kashmere Gate,2026-07-19 11:34:00,Gate 5,57
PID-46D306EE,INA,2026-07-19 10:37:00,Gate 3,Kashmere Gate,2026-07-19 11:13:00,Gate 4,36
PID-B0BD5DA6,Botanical Garden,2026-07-19 10:38:00,Gate 3,INA,2026-07-19 11:36:00,Gate 4,58
PID-E608265D,Mandi House,2026-07-19 10:38:00,Gate 3,Botanical Garden,2026-07-19 11:43:00,Gate 4,65
PID-4F5271ED,Yamuna Bank,2026-07-19 10:40:00,Gate 4,Mandi House,2026-07-19 11:25:00,Gate 3,45
PID-CA36798E,Yamuna Bank,2026-07-19 10:41:00,Gate 4,Hauz Khas,2026-07-19 11:12:00,Gate 2,31
PID-2499B8F0,INA,2026-07-19 10:44:00,Gate 1,Hauz Khas,2026-07-19 11:36:00,Gate 1,52
PID-97338216,Rajiv Chowk,2026-07-19 10:45:00,Gate 4,Mandi House,2026-07-19 11:44:00,Gate 4,59
PID-742CD821,Mandi House,2026-07-19 10:45:00,Gate 5,Rajiv Chowk,2026-07-19 11:55:00,Gate 1,70
PID-18A74E93,INA,2026-07-19 10:46:00,Gate 1,Botanical Garden,2026-07-19 10:57:00,Gate 3,11
PID-6DFB1EA3,Mandi House,2026-07-19 10:47:00,Gate 3,INA,2026-07-19 11:36:00,Gate 2,49
PID-036BDA1D,INA,2026-07-19 10:47:00,Gate 2,Hauz Khas,2026-07-19 11:45:00,Gate 3,58
PID-30D9C249,Hauz Khas,2026-07-19 10:50:00,Gate 5,Kashmere Gate,2026-07-19 12:08:00,Gate 2,78
PID-1274AD8B,INA,2026-07-19 10:50:00,Gate 2,Yamuna Bank,2026-07-19 11:27:00,Gate 1,37
PID-06836E5D,Kashmere Gate,2026-07-19 10:52:00,Gate 5,Dwarka Sector 21,2026-07-19 11:46:00,Gate 4,54
PID-2ADC8EFB,Rajiv Chowk,2026-07-19 10:52:00,Gate 5,Hauz Khas,2026-07-19 11:50:00,Gate 4,58
PID-6D28DF20,Dwarka Sector 21,2026-07-19 10:53:00,Gate 2,INA,2026-07-19 11:59:00,Gate 3,66
PID-C56C40C7,INA,2026-07-19 10:53:00,Gate 1,Yamuna Bank,2026-07-19 11:46:00,Gate 5,53
PID-F42020E2,Yamuna Bank,2026-07-19 10:54:00,Gate 1,Rajiv Chowk,2026-07-19 11:12:00,Gate 5,18
PID-66AC824F,Rajiv Chowk,2026-07-19 10:57:00,Gate 3,Kashmere Gate,2026-07-19 11:36:00,Gate 2,39
PID-6E81C548,Hauz Khas,2026-07-19 10:57:00,Gate 4,Botanical Garden,2026-07-19 11:28:00,Gate 2,31
PID-CB195DC3,Mandi House,2026-07-19 10:58:00,Gate 3,Rajiv Chowk,2026-07-19 11:33:00,Gate 1,35
PID-D4509722,Rajiv Chowk,2026-07-19 10:59:00,Gate 4,Dwarka Sector 21,2026-07-19 11:40:00,Gate 5,41
PID-C3D4778B,Rajiv Chowk,2026-07-19 10:59:00,Gate 2,Mandi House,2026-07-19 11:19:00,Gate 1,20
PID-54BE77A2,Rajiv Chowk,2026-07-19 10:59:00,Gate 5,Kashmere Gate,2026-07-19 11:52:00,Gate 1,53
