id,station_name,timestamp,temperature,humidity,co2_ppm,pm25,platform_crowd,escalator_status,lift_status,camera_status
SNS_002086,Janakpuri West,2026-03-09 16:00:00,22.9,61.5,552,101,360,Active,Active,Active
SNS_002087,Lajpat Nagar,2026-03-09 16:00:00,24.3,62.3,671,136,230,Active,Active,Active
SNS_002088,Central Secretariat,2026-03-09 16:00:00,23.0,45.6,508,129,108,Active,Active,Active
SNS_002089,Yamuna Bank,2026-03-09 16:00:00,21.2,51.8,665,117,117,Active,Active,Active
SNS_002090,Inderlok,2026-03-09 16:00:00,24.0,52.9,775,64,178,Active,Active,Active
SNS_002091,Rajiv Chowk,2026-03-09 17:00:00,24.2,64.2,729,139,1195,Active,Active,Active
SNS_002092,Kashmere Gate,2026-03-09 17:00:00,22.4,64.9,624,93,702,Active,Active,Active
SNS_002093,New Delhi,2026-03-09 17:00:00,21.5,51.2,793,66,880,Active,Active,Active
SNS_002094,Hauz Khas,2026-03-09 17:00:00,24.3,57.2,737,86,1280,Active,Active,Active
SNS_002095,Botanical Garden,2026-03-09 17:00:00,22.3,48.1,625,52,802,Active,Active,Active
SNS_002096,Janakpuri West,2026-03-09 17:00:00,21.9,58.4,519,85,928,Active,Active,Active
SNS_002097,Lajpat Nagar,2026-03-09 17:00:00,21.1,51.5,735,98,1180,Active,Active,Active
SNS_002098,Central Secretariat,2026-03-09 17:00:00,22.6,46.2,636,149,1206,Active,Active,Active
SNS_002099,Yamuna Bank,2026-03-09 17:00:00,22.1,53.9,791,42,1018,Active,Active,Active
SNS_002100,Inderlok,2026-03-09 17:00:00,24.0,53.9,833,56,1445,Active,Active,Active
SNS_002101,Rajiv Chowk,2026-03-09 18:00:00,21.7,59.1,764,104,1260,Active,Active,Active
SNS_002102,Kashmere Gate,2026-03-09 18:00:00,22.0,50.5,751,131,1317,Active,Active,Active
SNS_002103,New Delhi,2026-03-09 18:00:00,24.1,60.5,466,142,1430,Active,Active,Active
SNS_002104,Hauz Khas,2026-03-09 18:00:00,23.4,59.7,478,122,1378,Active,Active,Active
SNS_002105,Botanical Garden,2026-03-09 18:00:00,24.2,64.4,782,77,509,Active,Active,Active
SNS_002106,Janakpuri West,2026-03-09 18:00:00,22.9,47.3,826,61,1176,Active,Active,Active
SNS_002107,Lajpat Nagar,2026-03-09 18:00:00,23.2,57.3,639,87,761,Active,Active,Active
SNS_002108,Central Secretariat,2026-03-09 18:00:00,24.0,48.8,789,146,518,Active,Active,Active
SNS_002109,Yamuna Bank,2026-03-09 18:00:00,24.2,64.5,470,130,1112,Active,Active,Active
SNS_002110,Inderlok,2026-03-09 18:00:00,21.9,62.5,526,87,611,Active,Active,Active
SNS_002111,Rajiv Chowk,2026-03-09 19:00:00,24.1,55.1,733,136,776,Active,Active,Active
SNS_002112,Kashmere Gate,2026-03-09 19:00:00,22.3,61.4,581,48,763,Active,Active,Active
SNS_002113,New Delhi,2026-03-09 19:00:00,24.0,57.4,517,75,1316,Active,Active,Active
SNS_002114,Hauz Khas,2026-03-09 19:00:00,21.3,49.0,699,44,1402,Active,Active,Active
SNS_002115,Botanical Garden,2026-03-09 19:00:00,22.0,51.4,822,102,1341,Active,Active,Active
SNS_002116,Janakpuri West,2026-03-09 19:00:00,22.8,64.6,512,142,1153,Active,Active,Active
SNS_002117,Lajpat Nagar,2026-03-09 19:00:00,22.4,62.2,541,125,1159,Active,Active,Active
SNS_002118,Central Secretariat,2026-03-09 19:00:00,22.0,58.0,504,55,826,Active,Active,Active
SNS_002119,Yamuna Bank,2026-03-09 19:00:00,22.3,61.3,597,146,1219,Active,Active,Active
SNS_002120,Inderlok,2026-03-09 19:00:00,21.1,47.4,736,55,1355,Active,Active,Active
SNS_002121,Rajiv Chowk,2026-03-09 20:00:00,21.4,62.6,679,148,601,Active,Active,Active
SNS_002122,Kashmere Gate,2026-03-09 20:00:00,23.2,46.2,850,112,706,Active,Active,Active
SNS_002123,New Delhi,2026-03-09 20:00:00,21.3,47.7,536,74,1047,Inactive,Active,Active
SNS_002124,Hauz Khas,2026-03-09 20:00:00,24.3,47.8,659,53,1377,Active,Active,Active
SNS_002125,Botanical Garden,2026-03-09 20:00:00,21.3,51.5,796,140,668,Active,Active,Active
SNS_002126,Janakpuri West,2026-03-09 20:00:00,21.8,49.8,840,96,629,Active,Active,Active
SNS_002127,Lajpat Nagar,2026-03-09 20:00:00,23.9,63.6,713,52,896,Active,Active,Active
SNS_002128,Central Secretariat,2026-03-09 20:00:00,22.2,64.5,589,111,1421,Active,Active,Active
SNS_002129,Yamuna Bank,2026-03-09 20:00:00,21.3,54.7,499,126,906,Active,Active,Active
SNS_002130,Inderlok,2026-03-09 20:00:00,21.5,59.2,762,48,932,Active,Active,Active
SNS_002131,Rajiv Chowk,2026-03-09 21:00:00,24.0,59.5,706,56,344,Active,Active,Active
SNS_002132,Kashmere Gate,2026-03-09 21:00:00,24.3,57.8,478,42,189,Active,Active,Active
SNS_002133,New Delhi,2026-03-09 21:00:00,23.8,55.7,732,117,278,Active,Active,Active
SNS_002134,Hauz Khas,2026-03-09 21:00:00,21.3,46.7,796,45,251,Active,Active,Active
SNS_002135,Botanical Garden,2026-03-09 21:00:00,24.3,63.7,558,49,355,Active,Active,Active
SNS_002136,Janakpuri West,2026-03-09 21:00:00,23.3,51.7,475,122,374,Active,Active,Active
SNS_002137,Lajpat Nagar,2026-03-09 21:00:00,22.3,45.2,692,145,280,Active,Under Maintenance,Active
SNS_002138,Central Secretariat,2026-03-09 21:00:00,24.1,57.8,808,89,377,Active,Active,Active
SNS_002139,Yamuna Bank,2026-03-09 21:00:00,21.5,56.4,512,142,285,Active,Active,Active
SNS_002140,Inderlok,2026-03-09 21:00:00,21.9,57.2,676,144,333,Active,Active,Active
SNS_002141,Rajiv Chowk,2026-03-09 22:00:00,22.9,57.9,822,74,119,Active,Active,Active
SNS_002142,Kashmere Gate,2026-03-09 22:00:00,21.2,49.1,808,55,380,Active,Active,Active
SNS_002143,New Delhi,2026-03-09 22:00:00,22.1,54.2,456,105,322,Active,Active,Active
SNS_002144,Hauz Khas,2026-03-09 22:00:00,22.1,50.4,672,62,315,Active,Active,Active
SNS_002145,Botanical Garden,2026-03-09 22:00:00,21.4,51.9,483,112,302,Active,Active,Active
SNS_002146,Janakpuri West,2026-03-09 22:00:00,21.1,48.4,578,138,323,Active,Active,Active
SNS_002147,Lajpat Nagar,2026-03-09 22:00:00,22.3,65.0,552,74,146,Active,Active,Active
SNS_002148,Central Secretariat,2026-03-09 22:00:00,23.8,61.6,630,92,179,Active,Active,Active
SNS_002149,Yamuna Bank,2026-03-09 22:00:00,22.8,57.5,784,64,239,Active,Active,Active
SNS_002150,Inderlok,2026-03-09 22:00:00,23.2,49.8,500,78,309,Active,Active,Active
SNS_002151,Rajiv Chowk,2026-03-09 23:00:00,23.9,63.4,788,133,323,Active,Active,Active
SNS_002152,Kashmere Gate,2026-03-09 23:00:00,23.7,48.8,767,125,391,Active,Active,Active
SNS_002153,New Delhi,2026-03-09 23:00:00,23.7,57.0,693,75,378,Active,Active,Active
SNS_002154,Hauz Khas,2026-03-09 23:00:00,21.6,47.6,686,105,301,Active,Active,Active
SNS_002155,Botanical Garden,2026-03-09 23:00:00,24.3,55.6,741,52,193,Active,Active,Active
SNS_002156,Janakpuri West,2026-03-09 23:00:00,24.5,56.5,671,69,359,Active,Active,Active
SNS_002157,Lajpat Nagar,2026-03-09 23:00:00,21.9,47.5,491,79,283,Active,Active,Active
SNS_002158,Central Secretariat,2026-03-09 23:00:00,21.8,64.7,456,73,274,Active,Inactive,Active
SNS_002159,Yamuna Bank,2026-03-09 23:00:00,23.5,49.0,697,93,133,Active,Active,Active
SNS_002160,Inderlok,2026-03-09 23:00:00,23.7,58.3,756,58,178,Active,Active,Active
SNS_002161,Rajiv Chowk,2026-03-10 00:00:00,21.4,51.2,816,117,2,Active,Active,Active
SNS_002162,Kashmere Gate,2026-03-10 00:00:00,21.6,54.1,635,126,10,Active,Active,Active
SNS_002163,New Delhi,2026-03-10 00:00:00,23.1,51.3,718,129,6,Active,Active,Active
SNS_002164,Hauz Khas,2026-03-10 00:00:00,22.5,58.0,586,98,10,Active,Active,Active
SNS_002165,Botanical Garden,2026-03-10 00:00:00,21.2,52.0,564,131,10,Active,Active,Active
SNS_002166,Janakpuri West,2026-03-10 00:00:00,22.0,58.9,827,111,4,Active,Active,Active
SNS_002167,Lajpat Nagar,2026-03-10 00:00:00,22.7,60.2,707,61,3,Active,Active,Active
SNS_002168,Central Secretariat,2026-03-10 00:00:00,23.0,54.5,626,43,9,Active,Active,Active
SNS_002169,Yamuna Bank,2026-03-10 00:00:00,22.9,60.8,759,85,3,Active,Active,Active
SNS_002170,Inderlok,2026-03-10 00:00:00,24.2,64.3,702,58,8,Active,Active,Active
SNS_002171,Rajiv Chowk,2026-03-10 01:00:00,22.9,53.0,597,69,4,Active,Active,Active
SNS_002172,Kashmere Gate,2026-03-10 01:00:00,23.4,46.5,708,71,5,Inactive,Active,Active
SNS_002173,New Delhi,2026-03-10 01:00:00,22.3,51.2,516,65,7,Active,Active,Active
SNS_002174,Hauz Khas,2026-03-10 01:00:00,22.9,63.4,766,73,7,Active,Active,Active
SNS_002175,Botanical Garden,2026-03-10 01:00:00,22.4,58.2,697,49,3,Active,Active,Active
SNS_002176,Janakpuri West,2026-03-10 01:00:00,21.7,54.9,658,133,8,Active,Active,Active
SNS_002177,Lajpat Nagar,2026-03-10 01:00:00,21.3,48.0,708,46,7,Active,Active,Active
SNS_002178,Central Secretariat,2026-03-10 01:00:00,22.5,63.8,541,104,7,Active,Active,Active
SNS_002179,Yamuna Bank,2026-03-10 01:00:00,23.4,50.5,668,76,1,Under Maintenance,Active,Active
SNS_002180,Inderlok,2026-03-10 01:00:00,22.9,56.7,680,109,0,Active,Active,Active
SNS_002181,Rajiv Chowk,2026-03-10 02:00:00,23.6,55.0,662,113,0,Active,Active,Active
SNS_002182,Kashmere Gate,2026-03-10 02:00:00,21.9,51.9,610,64,6,Active,Active,Active
SNS_002183,New Delhi,2026-03-10 02:00:00,24.3,45.8,466,52,0,Under Maintenance,Active,Active
SNS_002184,Hauz Khas,2026-03-10 02:00:00,22.8,54.0,831,149,5,Active,Active,Active
SNS_002185,Botanical Garden,2026-03-10 02:00:00,23.2,62.9,651,98,4,Active,Active,Active
SNS_002186,Janakpuri West,2026-03-10 02:00:00,22.8,57.5,736,56,0,Active,Active,Active
SNS_002187,Lajpat Nagar,2026-03-10 02:00:00,24.0,55.8,685,111,10,Active,Active,Active
SNS_002188,Central Secretariat,2026-03-10 02:00:00,24.0,52.3,818,86,8,Inactive,Active,Active
SNS_002189,Yamuna Bank,2026-03-10 02:00:00,21.1,52.2,508,108,0,Active,Active,Active
SNS_002190,Inderlok,2026-03-10 02:00:00,22.3,49.0,671,128,8,Active,Active,Active
SNS_002191,Rajiv Chowk,2026-03-10 03:00:00,23.5,52.0,652,44,4,Active,Active,Active
SNS_002192,Kashmere Gate,2026-03-10 03:00:00,23.1,49.0,458,68,10,Active,Active,Active
SNS_002193,New Delhi,2026-03-10 03:00:00,24.0,50.7,479,77,7,Active,Active,Active
SNS_002194,Hauz Khas,2026-03-10 03:00:00,23.4,58.0,775,97,7,Active,Active,Active
SNS_002195,Botanical Garden,2026-03-10 03:00:00,23.5,64.1,513,79,2,Active,Active,Active
SNS_002196,Janakpuri West,2026-03-10 03:00:00,24.3,63.5,818,84,4,Active,Active,Active
SNS_002197,Lajpat Nagar,2026-03-10 03:00:00,21.8,60.7,592,78,9,Active,Active,Active
SNS_002198,Central Secretariat,2026-03-10 03:00:00,21.6,48.8,517,117,2,Active,Active,Active
SNS_002199,Yamuna Bank,2026-03-10 03:00:00,23.7,47.2,748,87,2,Under Maintenance,Active,Active
SNS_002200,Inderlok,2026-03-10 03:00:00,23.8,58.4,591,99,9,Active,Active,Active
SNS_002201,Rajiv Chowk,2026-03-10 04:00:00,21.9,60.5,843,48,7,Inactive,Active,Active
SNS_002202,Kashmere Gate,2026-03-10 04:00:00,22.7,52.0,690,68,2,Inactive,Active,Active
SNS_002203,New Delhi,2026-03-10 04:00:00,21.2,47.0,667,133,10,Active,Active,Active
SNS_002204,Hauz Khas,2026-03-10 04:00:00,23.9,63.0,823,92,8,Active,Active,Active
SNS_002205,Botanical Garden,2026-03-10 04:00:00,21.7,50.7,774,94,2,Active,Active,Active
SNS_002206,Janakpuri West,2026-03-10 04:00:00,22.3,49.0,621,119,8,Active,Active,Active
SNS_002207,Lajpat Nagar,2026-03-10 04:00:00,22.4,56.0,573,145,2,Active,Active,Active
SNS_002208,Central Secretariat,2026-03-10 04:00:00,22.4,49.7,699,65,10,Active,Active,Active
SNS_002209,Yamuna Bank,2026-03-10 04:00:00,23.4,56.3,675,40,3,Active,Active,Active
SNS_002210,Inderlok,2026-03-10 04:00:00,22.5,59.4,638,140,0,Active,Active,Active
SNS_002211,Rajiv Chowk,2026-03-10 05:00:00,23.3,64.3,775,42,5,Active,Active,Active
SNS_002212,Kashmere Gate,2026-03-10 05:00:00,23.3,46.7,780,129,3,Active,Active,Active
SNS_002213,New Delhi,2026-03-10 05:00:00,23.8,56.9,819,65,0,Active,Active,Active
SNS_002214,Hauz Khas,2026-03-10 05:00:00,22.6,62.0,665,47,6,Active,Inactive,Active
SNS_002215,Botanical Garden,2026-03-10 05:00:00,21.3,59.4,778,78,8,Active,Active,Active
SNS_002216,Janakpuri West,2026-03-10 05:00:00,24.0,60.1,605,101,5,Active,Active,Active
SNS_002217,Lajpat Nagar,2026-03-10 05:00:00,22.8,63.5,746,141,9,Active,Active,Active
SNS_002218,Central Secretariat,2026-03-10 05:00:00,21.4,56.9,777,147,1,Active,Active,Active
SNS_002219,Yamuna Bank,2026-03-10 05:00:00,21.2,54.2,686,144,0,Active,Active,Active
SNS_002220,Inderlok,2026-03-10 05:00:00,23.7,50.3,798,146,4,Active,Active,Active
SNS_002221,Rajiv Chowk,2026-03-10 06:00:00,21.3,51.0,746,90,195,Active,Active,Active
SNS_002222,Kashmere Gate,2026-03-10 06:00:00,23.7,54.5,510,70,193,Active,Active,Active
SNS_002223,New Delhi,2026-03-10 06:00:00,21.2,56.7,748,49,377,Active,Active,Active
SNS_002224,Hauz Khas,2026-03-10 06:00:00,24.3,59.9,717,117,373,Active,Active,Inactive
SNS_002225,Botanical Garden,2026-03-10 06:00:00,22.9,62.1,587,104,165,Active,Active,Active
SNS_002226,Janakpuri West,2026-03-10 06:00:00,23.9,64.4,591,140,237,Active,Active,Inactive
SNS_002227,Lajpat Nagar,2026-03-10 06:00:00,22.3,47.7,805,145,364,Active,Active,Active
SNS_002228,Central Secretariat,2026-03-10 06:00:00,22.8,50.9,633,126,303,Active,Active,Active
SNS_002229,Yamuna Bank,2026-03-10 06:00:00,21.5,64.1,462,62,142,Active,Active,Active
SNS_002230,Inderlok,2026-03-10 06:00:00,24.1,60.3,739,140,139,Active,Active,Active
SNS_002231,Rajiv Chowk,2026-03-10 07:00:00,24.1,63.3,609,53,240,Active,Active,Active
SNS_002232,Kashmere Gate,2026-03-10 07:00:00,22.8,48.5,563,63,288,Active,Active,Active
SNS_002233,New Delhi,2026-03-10 07:00:00,23.3,61.1,679,59,249,Active,Active,Active
SNS_002234,Hauz Khas,2026-03-10 07:00:00,23.4,47.9,846,104,248,Active,Active,Active
SNS_002235,Botanical Garden,2026-03-10 07:00:00,21.8,45.0,758,50,346,Active,Active,Active
SNS_002236,Janakpuri West,2026-03-10 07:00:00,22.7,62.9,487,141,270,Active,Active,Active
SNS_002237,Lajpat Nagar,2026-03-10 07:00:00,22.3,55.6,688,41,238,Active,Active,Active
SNS_002238,Central Secretariat,2026-03-10 07:00:00,23.1,64.8,592,132,300,Active,Active,Active
SNS_002239,Yamuna Bank,2026-03-10 07:00:00,24.2,60.2,573,116,140,Active,Active,Active
SNS_002240,Inderlok,2026-03-10 07:00:00,23.7,64.8,726,105,319,Active,Active,Active
SNS_002241,Rajiv Chowk,2026-03-10 08:00:00,21.1,45.2,786,80,759,Active,Active,Active
SNS_002242,Kashmere Gate,2026-03-10 08:00:00,24.1,47.9,670,144,732,Active,Active,Active
SNS_002243,New Delhi,2026-03-10 08:00:00,22.2,51.7,594,101,595,Active,Active,Active
SNS_002244,Hauz Khas,2026-03-10 08:00:00,23.1,60.7,759,99,1048,Active,Active,Active
SNS_002245,Botanical Garden,2026-03-10 08:00:00,22.6,62.6,668,41,551,Active,Active,Active
SNS_002246,Janakpuri West,2026-03-10 08:00:00,22.1,52.2,745,62,1476,Active,Active,Active
SNS_002247,Lajpat Nagar,2026-03-10 08:00:00,22.4,55.2,663,64,585,Active,Active,Active
SNS_002248,Central Secretariat,2026-03-10 08:00:00,23.3,57.6,823,78,1249,Active,Active,Active
SNS_002249,Yamuna Bank,2026-03-10 08:00:00,21.1,54.8,767,45,1329,Active,Active,Active
SNS_002250,Inderlok,2026-03-10 08:00:00,23.7,59.8,796,43,1158,Active,Active,Active
SNS_002251,Rajiv Chowk,2026-03-10 09:00:00,21.9,61.1,772,133,1208,Active,Active,Active
SNS_002252,Kashmere Gate,2026-03-10 09:00:00,22.3,47.4,784,74,926,Active,Active,Active
SNS_002253,New Delhi,2026-03-10 09:00:00,22.8,57.2,739,140,1068,Active,Active,Active
SNS_002254,Hauz Khas,2026-03-10 09:00:00,21.2,52.4,598,112,971,Active,Active,Active
SNS_002255,Botanical Garden,2026-03-10 09:00:00,22.0,59.7,608,64,604,Active,Active,Active
SNS_002256,Janakpuri West,2026-03-10 09:00:00,24.2,56.6,516,131,1263,Active,Active,Active
SNS_002257,Lajpat Nagar,2026-03-10 09:00:00,23.5,54.3,453,127,968,Active,Active,Active
SNS_002258,Central Secretariat,2026-03-10 09:00:00,21.7,52.4,724,71,1337,Active,Active,Active
SNS_002259,Yamuna Bank,2026-03-10 09:00:00,23.6,54.7,782,78,810,Active,Active,Active
SNS_002260,Inderlok,2026-03-10 09:00:00,23.1,53.4,580,65,885,Active,Active,Active
SNS_002261,Rajiv Chowk,2026-03-10 10:00:00,21.9,56.7,599,63,1090,Active,Active,Active
SNS_002262,Kashmere Gate,2026-03-10 10:00:00,22.9,51.5,473,144,674,Inactive,Active,Active
SNS_002263,New Delhi,2026-03-10 10:00:00,21.2,45.2,605,126,1391,Active,Active,Active
SNS_002264,Hauz Khas,2026-03-10 10:00:00,22.9,57.6,761,77,1154,Inactive,Active,Active
SNS_002265,Botanical Garden,2026-03-10 10:00:00,23.0,54.0,563,86,1088,Active,Active,Active
SNS_002266,Janakpuri West,2026-03-10 10:00:00,23.9,50.6,753,135,1266,Active,Active,Active
SNS_002267,Lajpat Nagar,2026-03-10 10:00:00,23.2,46.1,550,74,1303,Active,Active,Active
SNS_002268,Central Secretariat,2026-03-10 10:00:00,21.2,55.2,721,99,1453,Active,Active,Active
SNS_002269,Yamuna Bank,2026-03-10 10:00:00,23.9,54.4,731,83,881,Active,Active,Active
SNS_002270,Inderlok,2026-03-10 10:00:00,21.4,52.4,607,56,1102,Active,Active,Active
SNS_002271,Rajiv Chowk,2026-03-10 11:00:00,21.5,52.3,455,61,384,Active,Active,Active
SNS_002272,Kashmere Gate,2026-03-10 11:00:00,22.2,62.7,452,90,342,Active,Active,Active
SNS_002273,New Delhi,2026-03-10 11:00:00,22.2,48.9,646,109,271,Active,Active,Active
SNS_002274,Hauz Khas,2026-03-10 11:00:00,23.0,50.4,827,46,374,Active,Active,Active
SNS_002275,Botanical Garden,2026-03-10 11:00:00,22.8,52.9,561,126,363,Active,Active,Active
SNS_002276,Janakpuri West,2026-03-10 11:00:00,22.5,64.1,835,68,209,Active,Active,Active
SNS_002277,Lajpat Nagar,2026-03-10 11:00:00,23.9,45.5,470,104,188,Active,Active,Active
SNS_002278,Central Secretariat,2026-03-10 11:00:00,22.0,63.7,560,104,137,Active,Active,Active
SNS_002279,Yamuna Bank,2026-03-10 11:00:00,24.4,59.7,604,46,377,Active,Active,Active
SNS_002280,Inderlok,2026-03-10 11:00:00,23.7,55.3,481,141,248,Active,Active,Active
SNS_002281,Rajiv Chowk,2026-03-10 12:00:00,23.5,49.4,719,65,302,Active,Under Maintenance,Active
SNS_002282,Kashmere Gate,2026-03-10 12:00:00,24.1,48.3,700,105,376,Active,Active,Active
SNS_002283,New Delhi,2026-03-10 12:00:00,21.6,53.0,812,70,230,Active,Active,Active
SNS_002284,Hauz Khas,2026-03-10 12:00:00,23.3,52.2,812,77,317,Active,Inactive,Active
SNS_002285,Botanical Garden,2026-03-10 12:00:00,21.3,62.2,550,125,314,Active,Active,Active
SNS_002286,Janakpuri West,2026-03-10 12:00:00,21.2,63.8,762,120,334,Active,Active,Active
SNS_002287,Lajpat Nagar,2026-03-10 12:00:00,23.5,56.5,811,48,387,Active,Active,Active
SNS_002288,Central Secretariat,2026-03-10 12:00:00,24.1,64.8,485,129,321,Active,Active,Active
SNS_002289,Yamuna Bank,2026-03-10 12:00:00,22.2,45.8,590,115,165,Active,Active,Active
SNS_002290,Inderlok,2026-03-10 12:00:00,21.8,50.1,690,150,238,Active,Active,Active
SNS_002291,Rajiv Chowk,2026-03-10 13:00:00,23.4,51.1,451,56,332,Active,Active,Active
SNS_002292,Kashmere Gate,2026-03-10 13:00:00,23.8,62.6,516,124,232,Active,Active,Active
SNS_002293,New Delhi,2026-03-10 13:00:00,21.7,47.1,676,133,279,Active,Active,Active
SNS_002294,Hauz Khas,2026-03-10 13:00:00,22.4,61.1,520,60,134,Active,Active,Active
SNS_002295,Botanical Garden,2026-03-10 13:00:00,22.2,59.1,601,140,295,Active,Active,Active
SNS_002296,Janakpuri West,2026-03-10 13:00:00,21.7,64.7,725,105,252,Active,Active,Active
SNS_002297,Lajpat Nagar,2026-03-10 13:00:00,23.1,48.2,681,118,248,Active,Active,Active
SNS_002298,Central Secretariat,2026-03-10 13:00:00,22.9,60.8,491,64,108,Active,Active,Active
SNS_002299,Yamuna Bank,2026-03-10 13:00:00,22.2,54.6,706,56,273,Active,Active,Active
SNS_002300,Inderlok,2026-03-10 13:00:00,21.6,59.9,648,51,315,Active,Active,Active
SNS_002301,Rajiv Chowk,2026-03-10 14:00:00,22.1,60.8,653,89,250,Under Maintenance,Active,Active
SNS_002302,Kashmere Gate,2026-03-10 14:00:00,21.9,47.8,842,43,360,Active,Active,Active
SNS_002303,New Delhi,2026-03-10 14:00:00,21.0,60.7,764,78,152,Active,Active,Active
SNS_002304,Hauz Khas,2026-03-10 14:00:00,21.6,46.7,770,78,357,Active,Active,Active
SNS_002305,Botanical Garden,2026-03-10 14:00:00,23.1,55.6,450,57,343,Active,Active,Active
SNS_002306,Janakpuri West,2026-03-10 14:00:00,22.3,61.8,475,107,302,Active,Active,Active
SNS_002307,Lajpat Nagar,2026-03-10 14:00:00,24.5,47.9,719,65,300,Active,Active,Active
SNS_002308,Central Secretariat,2026-03-10 14:00:00,21.3,57.5,683,129,247,Active,Active,Active
SNS_002309,Yamuna Bank,2026-03-10 14:00:00,22.5,45.4,543,117,244,Active,Active,Active
SNS_002310,Inderlok,2026-03-10 14:00:00,23.0,56.0,560,125,360,Active,Active,Active
SNS_002311,Rajiv Chowk,2026-03-10 15:00:00,22.5,46.1,547,116,217,Active,Active,Active
SNS_002312,Kashmere Gate,2026-03-10 15:00:00,24.3,51.7,519,72,329,Active,Active,Active
SNS_002313,New Delhi,2026-03-10 15:00:00,24.2,56.4,735,87,324,Inactive,Active,Active
SNS_002314,Hauz Khas,2026-03-10 15:00:00,22.7,48.9,510,50,324,Active,Active,Active
SNS_002315,Botanical Garden,2026-03-10 15:00:00,23.6,63.4,647,127,276,Active,Active,Active
SNS_002316,Janakpuri West,2026-03-10 15:00:00,23.4,57.7,527,42,163,Active,Active,Active
SNS_002317,Lajpat Nagar,2026-03-10 15:00:00,23.1,51.7,847,49,182,Active,Active,Active
SNS_002318,Central Secretariat,2026-03-10 15:00:00,22.6,46.4,659,61,381,Active,Active,Active
SNS_002319,Yamuna Bank,2026-03-10 15:00:00,22.4,54.9,793,77,386,Active,Active,Active
SNS_002320,Inderlok,2026-03-10 15:00:00,22.4,59.0,802,69,257,Active,Active,Active
SNS_002321,Rajiv Chowk,2026-03-10 16:00:00,21.9,63.0,603,81,176,Active,Active,Active
SNS_002322,Kashmere Gate,2026-03-10 16:00:00,22.7,55.7,793,131,149,Active,Active,Active
SNS_002323,New Delhi,2026-03-10 16:00:00,23.4,61.1,572,121,324,Under Maintenance,Active,Active
SNS_002324,Hauz Khas,2026-03-10 16:00:00,21.9,53.6,499,62,369,Active,Active,Active
SNS_002325,Botanical Garden,2026-03-10 16:00:00,23.1,63.5,634,40,218,Active,Active,Active
SNS_002326,Janakpuri West,2026-03-10 16:00:00,21.6,48.2,826,148,139,Active,Active,Active
SNS_002327,Lajpat Nagar,2026-03-10 16:00:00,22.3,54.7,592,124,278,Active,Active,Active
SNS_002328,Central Secretariat,2026-03-10 16:00:00,21.3,50.1,539,100,173,Active,Active,Active
SNS_002329,Yamuna Bank,2026-03-10 16:00:00,21.0,47.5,620,147,190,Active,Active,Active
SNS_002330,Inderlok,2026-03-10 16:00:00,23.7,54.4,676,105,143,Active,Active,Active
SNS_002331,Rajiv Chowk,2026-03-10 17:00:00,23.0,56.7,476,71,989,Active,Active,Active
SNS_002332,Kashmere Gate,2026-03-10 17:00:00,21.9,55.3,770,48,1324,Active,Under Maintenance,Active
SNS_002333,New Delhi,2026-03-10 17:00:00,24.3,57.7,799,90,1347,Active,Active,Active
SNS_002334,Hauz Khas,2026-03-10 17:00:00,23.9,49.2,570,99,1432,Active,Active,Active
SNS_002335,Botanical Garden,2026-03-10 17:00:00,23.9,60.9,456,111,1491,Active,Active,Active
SNS_002336,Janakpuri West,2026-03-10 17:00:00,21.8,60.9,503,62,1221,Active,Active,Active
SNS_002337,Lajpat Nagar,2026-03-10 17:00:00,24.4,53.4,754,67,1171,Active,Active,Active
SNS_002338,Central Secretariat,2026-03-10 17:00:00,23.7,50.5,694,45,1417,Active,Active,Active
SNS_002339,Yamuna Bank,2026-03-10 17:00:00,21.4,62.9,655,70,1218,Active,Active,Active
SNS_002340,Inderlok,2026-03-10 17:00:00,21.4,51.1,782,89,848,Active,Active,Active
SNS_002341,Rajiv Chowk,2026-03-10 18:00:00,21.7,47.7,456,70,529,Active,Active,Active
SNS_002342,Kashmere Gate,2026-03-10 18:00:00,21.2,55.5,752,94,1107,Active,Active,Active
SNS_002343,New Delhi,2026-03-10 18:00:00,24.4,59.3,817,66,737,Active,Active,Active
SNS_002344,Hauz Khas,2026-03-10 18:00:00,22.4,51.8,787,78,1332,Active,Active,Active
SNS_002345,Botanical Garden,2026-03-10 18:00:00,22.2,53.0,704,149,545,Active,Active,Active
SNS_002346,Janakpuri West,2026-03-10 18:00:00,22.7,58.7,776,82,579,Active,Active,Active
SNS_002347,Lajpat Nagar,2026-03-10 18:00:00,24.0,46.1,631,92,1158,Inactive,Active,Active
SNS_002348,Central Secretariat,2026-03-10 18:00:00,24.4,60.6,511,95,553,Active,Active,Active
SNS_002349,Yamuna Bank,2026-03-10 18:00:00,21.6,58.2,832,88,1222,Active,Active,Active
SNS_002350,Inderlok,2026-03-10 18:00:00,23.8,62.9,545,67,1417,Active,Active,Active
SNS_002351,Rajiv Chowk,2026-03-10 19:00:00,22.9,45.9,838,123,831,Active,Active,Active
SNS_002352,Kashmere Gate,2026-03-10 19:00:00,21.9,54.7,646,115,978,Active,Active,Active
SNS_002353,New Delhi,2026-03-10 19:00:00,22.8,48.1,670,46,827,Active,Active,Active
SNS_002354,Hauz Khas,2026-03-10 19:00:00,24.2,57.5,694,40,1370,Active,Active,Active
SNS_002355,Botanical Garden,2026-03-10 19:00:00,21.3,45.2,793,90,1359,Active,Active,Active
