id,train_id,station_name,arrival_time,departure_time,stop_sequence,day_type,platform
SCH_001328,TRN_014,Chandni Chowk,20:17:30,20:18:00,13,Saturday,2
SCH_001329,TRN_014,Chawri Bazar,20:20:36,20:21:06,14,Saturday,1
SCH_001330,TRN_014,New Delhi,20:23:13,20:23:43,15,Saturday,2
SCH_001331,TRN_014,Rajiv Chowk,20:25:46,20:26:16,16,Saturday,1
SCH_001332,TRN_014,Patel Chowk,20:29:09,20:29:39,17,Saturday,2
SCH_001333,TRN_014,Central Secretariat,20:32:14,20:32:44,18,Saturday,1
SCH_001334,TRN_014,Udyog Bhawan,20:35:41,20:36:11,19,Saturday,2
SCH_001335,TRN_014,Lok Kalyan Marg,20:38:43,20:39:13,20,Saturday,1
SCH_001336,TRN_014,Jor Bagh,20:41:25,20:41:55,21,Saturday,2
SCH_001337,TRN_014,Dilli Haat - INA,20:44:31,20:45:01,22,Saturday,1
SCH_001338,TRN_014,AIIMS,20:47:35,20:48:05,23,Saturday,2
SCH_001339,TRN_014,Green Park,20:50:14,20:50:44,24,Saturday,1
SCH_001340,TRN_014,Hauz Khas,20:52:54,20:53:24,25,Saturday,2
SCH_001341,TRN_014,Malviya Nagar,20:55:44,20:56:14,26,Saturday,1
SCH_001342,TRN_014,Saket,20:59:08,20:59:38,27,Saturday,2
SCH_001343,TRN_014,Qutab Minar,21:02:11,21:02:41,28,Saturday,1
SCH_001344,TRN_014,Chhattarpur,21:05:09,21:05:39,29,Saturday,2
SCH_001345,TRN_014,Sultanpur,21:07:46,21:08:16,30,Saturday,1
SCH_001346,TRN_014,Ghitorni,21:10:59,21:11:29,31,Saturday,2
SCH_001347,TRN_014,Arjan Garh,21:13:42,21:14:12,32,Saturday,1
SCH_001348,TRN_014,Guru Dronacharya,21:16:57,21:17:27,33,Saturday,2
SCH_001349,TRN_014,Sikanderpur,21:20:04,21:20:34,34,Saturday,1
SCH_001350,TRN_014,MG Road,21:23:05,21:23:35,35,Saturday,2
SCH_001351,TRN_014,IFFCO Chowk,21:25:40,21:26:10,36,Saturday,1
SCH_001352,TRN_014,Millennium City Centre Gurugram,21:29:07,21:31:07,37,Saturday,2
SCH_001353,TRN_014,Samaypur Badli,19:39:00,19:41:00,1,Sunday,2
SCH_001354,TRN_014,"Rohini Sector 18, 19",19:43:28,19:43:58,2,Sunday,1
SCH_001355,TRN_014,Haiderpur Badli Mor,19:46:49,19:47:19,3,Sunday,2
SCH_001356,TRN_014,Jahangirpuri,19:49:22,19:49:52,4,Sunday,1
SCH_001357,TRN_014,Adarsh Nagar,19:52:21,19:52:51,5,Sunday,2
SCH_001358,TRN_014,Azadpur,19:54:59,19:55:29,6,Sunday,1
SCH_001359,TRN_014,Model Town,19:58:01,19:58:31,7,Sunday,2
SCH_001360,TRN_014,GTB Nagar,20:00:57,20:01:27,8,Sunday,1
SCH_001361,TRN_014,Vishwa Vidyalaya,20:03:56,20:04:26,9,Sunday,2
SCH_001362,TRN_014,Vidhan Sabha,20:07:02,20:07:32,10,Sunday,1
SCH_001363,TRN_014,Civil Lines,20:09:35,20:10:05,11,Sunday,2
SCH_001364,TRN_014,Kashmere Gate,20:12:40,20:13:10,12,Sunday,1
SCH_001365,TRN_014,Chandni Chowk,20:15:39,20:16:09,13,Sunday,2
SCH_001366,TRN_014,Chawri Bazar,20:18:52,20:19:22,14,Sunday,1
SCH_001367,TRN_014,New Delhi,20:22:13,20:22:43,15,Sunday,2
SCH_001368,TRN_014,Rajiv Chowk,20:25:02,20:25:32,16,Sunday,1
SCH_001369,TRN_014,Patel Chowk,20:28:18,20:28:48,17,Sunday,2
SCH_001370,TRN_014,Central Secretariat,20:30:49,20:31:19,18,Sunday,1
SCH_001371,TRN_014,Udyog Bhawan,20:33:44,20:34:14,19,Sunday,2
SCH_001372,TRN_014,Lok Kalyan Marg,20:36:30,20:37:00,20,Sunday,1
SCH_001373,TRN_014,Jor Bagh,20:39:52,20:40:22,21,Sunday,2
SCH_001374,TRN_014,Dilli Haat - INA,20:42:22,20:42:52,22,Sunday,1
SCH_001375,TRN_014,AIIMS,20:45:39,20:46:09,23,Sunday,2
SCH_001376,TRN_014,Green Park,20:48:22,20:48:52,24,Sunday,1
SCH_001377,TRN_014,Hauz Khas,20:51:29,20:51:59,25,Sunday,2
SCH_001378,TRN_014,Malviya Nagar,20:54:03,20:54:33,26,Sunday,1
SCH_001379,TRN_014,Saket,20:56:35,20:57:05,27,Sunday,2
SCH_001380,TRN_014,Qutab Minar,20:59:32,21:00:02,28,Sunday,1
SCH_001381,TRN_014,Chhattarpur,21:02:24,21:02:54,29,Sunday,2
SCH_001382,TRN_014,Sultanpur,21:05:38,21:06:08,30,Sunday,1
SCH_001383,TRN_014,Ghitorni,21:08:12,21:08:42,31,Sunday,2
SCH_001384,TRN_014,Arjan Garh,21:11:16,21:11:46,32,Sunday,1
SCH_001385,TRN_014,Guru Dronacharya,21:13:49,21:14:19,33,Sunday,2
SCH_001386,TRN_014,Sikanderpur,21:17:18,21:17:48,34,Sunday,1
SCH_001387,TRN_014,MG Road,21:20:45,21:21:15,35,Sunday,2
SCH_001388,TRN_014,IFFCO Chowk,21:23:19,21:23:49,36,Sunday,1
SCH_001389,TRN_014,Millennium City Centre Gurugram,21:26:48,21:28:48,37,Sunday,2
SCH_001390,TRN_015,Majlis Park,20:42:00,20:44:00,1,Weekday,2
SCH_001391,TRN_015,Azadpur,20:46:02,20:46:32,2,Weekday,1
SCH_001392,TRN_015,Shalimar Bagh,20:48:50,20:49:20,3,Weekday,2
SCH_001393,TRN_015,Netaji Subhash Place,20:51:46,20:52:16,4,Weekday,1
SCH_001394,TRN_015,Shakurpur,20:54:27,20:54:57,5,Weekday,2
SCH_001395,TRN_015,Punjabi Bagh West,20:57:46,20:58:16,6,Weekday,1
SCH_001396,TRN_015,ESI Basaidarapur,21:00:24,21:00:54,7,Weekday,2
SCH_001397,TRN_015,Rajouri Garden,21:03:43,21:04:13,8,Weekday,1
SCH_001398,TRN_015,Mayapuri Cantonment,21:06:54,21:07:24,9,Weekday,2
SCH_001399,TRN_015,Delhi Cantt,21:10:10,21:10:40,10,Weekday,1
SCH_001400,TRN_015,Durgabai Deshmukh South Campus,21:13:21,21:13:51,11,Weekday,2
SCH_001401,TRN_015,Sir M. Vishveshwaraya Moti Bagh,21:16:17,21:16:47,12,Weekday,1
SCH_001402,TRN_015,Bhikaji Cama Place,21:19:10,21:19:40,13,Weekday,2
SCH_001403,TRN_015,Sarojini Nagar,21:22:37,21:23:07,14,Weekday,1
SCH_001404,TRN_015,Dilli Haat - INA,21:25:31,21:26:01,15,Weekday,2
SCH_001405,TRN_015,South Extension,21:28:29,21:28:59,16,Weekday,1
SCH_001406,TRN_015,Lajpat Nagar,21:31:54,21:32:24,17,Weekday,2
SCH_001407,TRN_015,Vinobapuri,21:35:22,21:35:52,18,Weekday,1
SCH_001408,TRN_015,Ashram,21:38:50,21:39:20,19,Weekday,2
SCH_001409,TRN_015,Hazrat Nizamuddin,21:41:44,21:42:14,20,Weekday,1
SCH_001410,TRN_015,Mayur Vihar-I,21:44:38,21:45:08,21,Weekday,2
SCH_001411,TRN_015,Mayur Vihar Pocket 1,21:47:13,21:47:43,22,Weekday,1
SCH_001412,TRN_015,Trilokpuri Sanjay Lake,21:50:26,21:50:56,23,Weekday,2
SCH_001413,TRN_015,East Vinod Nagar - Mayur Vihar-II,21:53:38,21:54:08,24,Weekday,1
SCH_001414,TRN_015,Mandawali - West Vinod Nagar,21:57:03,21:57:33,25,Weekday,2
SCH_001415,TRN_015,IP Extension,22:00:07,22:00:37,26,Weekday,1
SCH_001416,TRN_015,Anand Vihar ISBT,22:02:45,22:03:15,27,Weekday,2
SCH_001417,TRN_015,Karkarduma,22:05:56,22:06:26,28,Weekday,1
SCH_001418,TRN_015,Karkarduma Court,22:09:21,22:09:51,29,Weekday,2
SCH_001419,TRN_015,Krishna Nagar,22:12:13,22:12:43,30,Weekday,1
SCH_001420,TRN_015,East Azad Nagar,22:14:50,22:15:20,31,Weekday,2
SCH_001421,TRN_015,Jafrabad,22:17:31,22:18:01,32,Weekday,1
SCH_001422,TRN_015,Maujpur - Babarpur,22:20:35,22:21:05,33,Weekday,2
SCH_001423,TRN_015,Gokulpuri,22:23:30,22:24:00,34,Weekday,1
SCH_001424,TRN_015,Johri Enclave,22:26:33,22:27:03,35,Weekday,2
SCH_001425,TRN_015,Shiv Vihar,22:29:11,22:31:11,36,Weekday,1
SCH_001426,TRN_015,Majlis Park,20:42:00,20:44:00,1,Saturday,2
SCH_001427,TRN_015,Azadpur,20:46:14,20:46:44,2,Saturday,1
SCH_001428,TRN_015,Shalimar Bagh,20:49:37,20:50:07,3,Saturday,2
SCH_001429,TRN_015,Netaji Subhash Place,20:52:07,20:52:37,4,Saturday,1
SCH_001430,TRN_015,Shakurpur,20:55:25,20:55:55,5,Saturday,2
SCH_001431,TRN_015,Punjabi Bagh West,20:57:56,20:58:26,6,Saturday,1
SCH_001432,TRN_015,ESI Basaidarapur,21:00:45,21:01:15,7,Saturday,2
SCH_001433,TRN_015,Rajouri Garden,21:03:44,21:04:14,8,Saturday,1
SCH_001434,TRN_015,Mayapuri Cantonment,21:06:57,21:07:27,9,Saturday,2
SCH_001435,TRN_015,Delhi Cantt,21:10:13,21:10:43,10,Saturday,1
SCH_001436,TRN_015,Durgabai Deshmukh South Campus,21:13:17,21:13:47,11,Saturday,2
SCH_001437,TRN_015,Sir M. Vishveshwaraya Moti Bagh,21:16:14,21:16:44,12,Saturday,1
SCH_001438,TRN_015,Bhikaji Cama Place,21:19:18,21:19:48,13,Saturday,2
SCH_001439,TRN_015,Sarojini Nagar,21:22:12,21:22:42,14,Saturday,1
SCH_001440,TRN_015,Dilli Haat - INA,21:25:34,21:26:04,15,Saturday,2
SCH_001441,TRN_015,South Extension,21:28:18,21:28:48,16,Saturday,1
SCH_001442,TRN_015,Lajpat Nagar,21:31:03,21:31:33,17,Saturday,2
SCH_001443,TRN_015,Vinobapuri,21:34:02,21:34:32,18,Saturday,1
SCH_001444,TRN_015,Ashram,21:36:54,21:37:24,19,Saturday,2
SCH_001445,TRN_015,Hazrat Nizamuddin,21:39:33,21:40:03,20,Saturday,1
SCH_001446,TRN_015,Mayur Vihar-I,21:42:20,21:42:50,21,Saturday,2
SCH_001447,TRN_015,Mayur Vihar Pocket 1,21:45:02,21:45:32,22,Saturday,1
SCH_001448,TRN_015,Trilokpuri Sanjay Lake,21:48:31,21:49:01,23,Saturday,2
SCH_001449,TRN_015,East Vinod Nagar - Mayur Vihar-II,21:51:57,21:52:27,24,Saturday,1
SCH_001450,TRN_015,Mandawali - West Vinod Nagar,21:55:13,21:55:43,25,Saturday,2
SCH_001451,TRN_015,IP Extension,21:58:31,21:59:01,26,Saturday,1
SCH_001452,TRN_015,Anand Vihar ISBT,22:01:08,22:01:38,27,Saturday,2
SCH_001453,TRN_015,Karkarduma,22:03:40,22:04:10,28,Saturday,1
SCH_001454,TRN_015,Karkarduma Court,22:07:01,22:07:31,29,Saturday,2
SCH_001455,TRN_015,Krishna Nagar,22:10:13,22:10:43,30,Saturday,1
SCH_001456,TRN_015,East Azad Nagar,22:13:09,22:13:39,31,Saturday,2
SCH_001457,TRN_015,Jafrabad,22:16:18,22:16:48,32,Saturday,1
SCH_001458,TRN_015,Maujpur - Babarpur,22:19:37,22:20:07,33,Saturday,2
SCH_001459,TRN_015,Gokulpuri,22:23:06,22:23:36,34,Saturday,1
SCH_001460,TRN_015,Johri Enclave,22:26:32,22:27:02,35,Saturday,2
SCH_001461,TRN_015,Shiv Vihar,22:29:58,22:31:58,36,Saturday,1
SCH_001462,TRN_015,Majlis Park,20:42:00,20:44:00,1,Sunday,2
SCH_001463,TRN_015,Azadpur,20:46:15,20:46:45,2,Sunday,1
SCH_001464,TRN_015,Shalimar Bagh,20:48:58,20:49:28,3,Sunday,2
SCH_001465,TRN_015,Netaji Subhash Place,20:51:32,20:52:02,4,Sunday,1
SCH_001466,TRN_015,Shakurpur,20:54:08,20:54:38,5,Sunday,2
SCH_001467,TRN_015,Punjabi Bagh West,20:57:16,20:57:46,6,Sunday,1
SCH_001468,TRN_015,ESI Basaidarapur,20:59:48,21:00:18,7,Sunday,2
SCH_001469,TRN_015,Rajouri Garden,21:02:46,21:03:16,8,Sunday,1
SCH_001470,TRN_015,Mayapuri Cantonment,21:05:54,21:06:24,9,Sunday,2
SCH_001471,TRN_015,Delhi Cantt,21:09:07,21:09:37,10,Sunday,1
SCH_001472,TRN_015,Durgabai Deshmukh South Campus,21:12:22,21:12:52,11,Sunday,2
SCH_001473,TRN_015,Sir M. Vishveshwaraya Moti Bagh,21:15:47,21:16:17,12,Sunday,1
SCH_001474,TRN_015,Bhikaji Cama Place,21:18:20,21:18:50,13,Sunday,2
SCH_001475,TRN_015,Sarojini Nagar,21:21:05,21:21:35,14,Sunday,1
SCH_001476,TRN_015,Dilli Haat - INA,21:24:22,21:24:52,15,Sunday,2
SCH_001477,TRN_015,South Extension,21:26:54,21:27:24,16,Sunday,1
SCH_001478,TRN_015,Lajpat Nagar,21:29:49,21:30:19,17,Sunday,2
SCH_001479,TRN_015,Vinobapuri,21:32:47,21:33:17,18,Sunday,1
SCH_001480,TRN_015,Ashram,21:35:31,21:36:01,19,Sunday,2
SCH_001481,TRN_015,Hazrat Nizamuddin,21:38:35,21:39:05,20,Sunday,1
SCH_001482,TRN_015,Mayur Vihar-I,21:41:18,21:41:48,21,Sunday,2
SCH_001483,TRN_015,Mayur Vihar Pocket 1,21:44:36,21:45:06,22,Sunday,1
SCH_001484,TRN_015,Trilokpuri Sanjay Lake,21:48:01,21:48:31,23,Sunday,2
SCH_001485,TRN_015,East Vinod Nagar - Mayur Vihar-II,21:51:20,21:51:50,24,Sunday,1
SCH_001486,TRN_015,Mandawali - West Vinod Nagar,21:53:53,21:54:23,25,Sunday,2
SCH_001487,TRN_015,IP Extension,21:56:31,21:57:01,26,Sunday,1
SCH_001488,TRN_015,Anand Vihar ISBT,21:59:33,22:00:03,27,Sunday,2
SCH_001489,TRN_015,Karkarduma,22:02:21,22:02:51,28,Sunday,1
SCH_001490,TRN_015,Karkarduma Court,22:05:05,22:05:35,29,Sunday,2
SCH_001491,TRN_015,Krishna Nagar,22:08:27,22:08:57,30,Sunday,1
SCH_001492,TRN_015,East Azad Nagar,22:11:55,22:12:25,31,Sunday,2
SCH_001493,TRN_015,Jafrabad,22:15:11,22:15:41,32,Sunday,1
SCH_001494,TRN_015,Maujpur - Babarpur,22:18:17,22:18:47,33,Sunday,2
SCH_001495,TRN_015,Gokulpuri,22:21:07,22:21:37,34,Sunday,1
SCH_001496,TRN_015,Johri Enclave,22:24:13,22:24:43,35,Sunday,2
SCH_001497,TRN_015,Shiv Vihar,22:27:21,22:29:21,36,Sunday,1
SCH_001498,TRN_016,Shaheed Sthal,21:45:00,21:47:00,1,Weekday,2
SCH_001499,TRN_016,Hindon River,21:49:43,21:50:13,2,Weekday,1
SCH_001500,TRN_016,Arthala,21:53:05,21:53:35,3,Weekday,2
SCH_001501,TRN_016,Mohan Nagar,21:55:55,21:56:25,4,Weekday,1
SCH_001502,TRN_016,Shyam Park,21:58:40,21:59:10,5,Weekday,2
SCH_001503,TRN_016,Major Mohit Sharma Rajendra Nagar,22:01:29,22:01:59,6,Weekday,1
SCH_001504,TRN_016,Raj Bagh,22:04:55,22:05:25,7,Weekday,2
SCH_001505,TRN_016,Shaheed Nagar,22:07:34,22:08:04,8,Weekday,1
SCH_001506,TRN_016,Dilshad Garden,22:10:46,22:11:16,9,Weekday,2
SCH_001507,TRN_016,Jhilmil,22:13:49,22:14:19,10,Weekday,1
SCH_001508,TRN_016,Mansarovar Park,22:16:33,22:17:03,11,Weekday,2
SCH_001509,TRN_016,Shahdara,22:19:29,22:19:59,12,Weekday,1
SCH_001510,TRN_016,Welcome,22:22:18,22:22:48,13,Weekday,2
SCH_001511,TRN_016,Seelampur,22:25:05,22:25:35,14,Weekday,1
SCH_001512,TRN_016,Shastri Park,22:27:38,22:28:08,15,Weekday,2
SCH_001513,TRN_016,Kashmere Gate,22:30:43,22:31:13,16,Weekday,1
SCH_001514,TRN_016,Tis Hazari,22:34:13,22:34:43,17,Weekday,2
SCH_001515,TRN_016,Pul Bangash,22:37:20,22:37:50,18,Weekday,1
SCH_001516,TRN_016,Pratap Nagar,22:40:46,22:41:16,19,Weekday,2
SCH_001517,TRN_016,Shastri Nagar,22:44:03,22:44:33,20,Weekday,1
SCH_001518,TRN_016,Inderlok,22:47:31,22:48:01,21,Weekday,2
SCH_001519,TRN_016,Kanhaiya Nagar,22:50:12,22:50:42,22,Weekday,1
SCH_001520,TRN_016,Keshav Puram,22:53:22,22:53:52,23,Weekday,2
SCH_001521,TRN_016,Netaji Subhash Place,22:56:35,22:57:05,24,Weekday,1
SCH_001522,TRN_016,Kohat Enclave,22:59:32,23:00:02,25,Weekday,2
SCH_001523,TRN_016,Pitampura,23:02:37,23:03:07,26,Weekday,1
SCH_001524,TRN_016,Rohini East,23:05:38,23:06:08,27,Weekday,2
SCH_001525,TRN_016,Rohini West,23:08:11,23:08:41,28,Weekday,1
SCH_001526,TRN_016,Rithala,23:11:03,23:13:03,29,Weekday,2
SCH_001527,TRN_016,Shaheed Sthal,21:45:00,21:47:00,1,Saturday,2
SCH_001528,TRN_016,Hindon River,21:49:41,21:50:11,2,Saturday,1
SCH_001529,TRN_016,Arthala,21:52:53,21:53:23,3,Saturday,2
SCH_001530,TRN_016,Mohan Nagar,21:55:47,21:56:17,4,Saturday,1
SCH_001531,TRN_016,Shyam Park,21:59:07,21:59:37,5,Saturday,2
SCH_001532,TRN_016,Major Mohit Sharma Rajendra Nagar,22:02:10,22:02:40,6,Saturday,1
SCH_001533,TRN_016,Raj Bagh,22:05:00,22:05:30,7,Saturday,2
SCH_001534,TRN_016,Shaheed Nagar,22:08:14,22:08:44,8,Saturday,1
SCH_001535,TRN_016,Dilshad Garden,22:11:10,22:11:40,9,Saturday,2
SCH_001536,TRN_016,Jhilmil,22:14:06,22:14:36,10,Saturday,1
SCH_001537,TRN_016,Mansarovar Park,22:16:45,22:17:15,11,Saturday,2
SCH_001538,TRN_016,Shahdara,22:19:34,22:20:04,12,Saturday,1
SCH_001539,TRN_016,Welcome,22:22:28,22:22:58,13,Saturday,2
SCH_001540,TRN_016,Seelampur,22:25:09,22:25:39,14,Saturday,1
SCH_001541,TRN_016,Shastri Park,22:28:27,22:28:57,15,Saturday,2
SCH_001542,TRN_016,Kashmere Gate,22:31:31,22:32:01,16,Saturday,1
SCH_001543,TRN_016,Tis Hazari,22:34:31,22:35:01,17,Saturday,2
SCH_001544,TRN_016,Pul Bangash,22:37:16,22:37:46,18,Saturday,1
SCH_001545,TRN_016,Pratap Nagar,22:40:40,22:41:10,19,Saturday,2
SCH_001546,TRN_016,Shastri Nagar,22:43:24,22:43:54,20,Saturday,1
SCH_001547,TRN_016,Inderlok,22:46:13,22:46:43,21,Saturday,2
SCH_001548,TRN_016,Kanhaiya Nagar,22:49:37,22:50:07,22,Saturday,1
SCH_001549,TRN_016,Keshav Puram,22:52:52,22:53:22,23,Saturday,2
SCH_001550,TRN_016,Netaji Subhash Place,22:55:31,22:56:01,24,Saturday,1
SCH_001551,TRN_016,Kohat Enclave,22:58:52,22:59:22,25,Saturday,2
SCH_001552,TRN_016,Pitampura,23:01:51,23:02:21,26,Saturday,1
SCH_001553,TRN_016,Rohini East,23:05:19,23:05:49,27,Saturday,2
SCH_001554,TRN_016,Rohini West,23:07:52,23:08:22,28,Saturday,1
SCH_001555,TRN_016,Rithala,23:10:57,23:12:57,29,Saturday,2
SCH_001556,TRN_016,Shaheed Sthal,21:45:00,21:47:00,1,Sunday,2
SCH_001557,TRN_016,Hindon River,21:49:26,21:49:56,2,Sunday,1
SCH_001558,TRN_016,Arthala,21:52:31,21:53:01,3,Sunday,2
SCH_001559,TRN_016,Mohan Nagar,21:55:34,21:56:04,4,Sunday,1
SCH_001560,TRN_016,Shyam Park,21:58:12,21:58:42,5,Sunday,2
SCH_001561,TRN_016,Major Mohit Sharma Rajendra Nagar,22:01:06,22:01:36,6,Sunday,1
SCH_001562,TRN_016,Raj Bagh,22:03:51,22:04:21,7,Sunday,2
SCH_001563,TRN_016,Shaheed Nagar,22:06:37,22:07:07,8,Sunday,1
SCH_001564,TRN_016,Dilshad Garden,22:09:20,22:09:50,9,Sunday,2
SCH_001565,TRN_016,Jhilmil,22:12:11,22:12:41,10,Sunday,1
SCH_001566,TRN_016,Mansarovar Park,22:15:22,22:15:52,11,Sunday,2
SCH_001567,TRN_016,Shahdara,22:17:57,22:18:27,12,Sunday,1
SCH_001568,TRN_016,Welcome,22:21:26,22:21:56,13,Sunday,2
SCH_001569,TRN_016,Seelampur,22:24:24,22:24:54,14,Sunday,1
SCH_001570,TRN_016,Shastri Park,22:27:48,22:28:18,15,Sunday,2
SCH_001571,TRN_016,Kashmere Gate,22:30:41,22:31:11,16,Sunday,1
SCH_001572,TRN_016,Tis Hazari,22:33:16,22:33:46,17,Sunday,2
SCH_001573,TRN_016,Pul Bangash,22:36:20,22:36:50,18,Sunday,1
SCH_001574,TRN_016,Pratap Nagar,22:39:36,22:40:06,19,Sunday,2
SCH_001575,TRN_016,Shastri Nagar,22:42:59,22:43:29,20,Sunday,1
SCH_001576,TRN_016,Inderlok,22:45:41,22:46:11,21,Sunday,2
SCH_001577,TRN_016,Kanhaiya Nagar,22:48:14,22:48:44,22,Sunday,1
SCH_001578,TRN_016,Keshav Puram,22:51:01,22:51:31,23,Sunday,2
SCH_001579,TRN_016,Netaji Subhash Place,22:53:55,22:54:25,24,Sunday,1
SCH_001580,TRN_016,Kohat Enclave,22:57:08,22:57:38,25,Sunday,2
SCH_001581,TRN_016,Pitampura,23:00:16,23:00:46,26,Sunday,1
SCH_001582,TRN_016,Rohini East,23:03:24,23:03:54,27,Sunday,2
SCH_001583,TRN_016,Rohini West,23:05:56,23:06:26,28,Sunday,1
SCH_001584,TRN_016,Rithala,23:09:21,23:11:21,29,Sunday,2
SCH_001585,TRN_017,Kashmere Gate,06:48:00,06:50:00,1,Weekday,2
SCH_001586,TRN_017,Lal Quila,06:52:12,06:52:42,2,Weekday,1
SCH_001587,TRN_017,Jama Masjid,06:55:33,06:56:03,3,Weekday,2
SCH_001588,TRN_017,Delhi Gate,06:58:51,06:59:21,4,Weekday,1
SCH_001589,TRN_017,ITO,07:01:58,07:02:28,5,Weekday,2
SCH_001590,TRN_017,Mandi House,07:05:14,07:05:44,6,Weekday,1
SCH_001591,TRN_017,Janpath,07:08:26,07:08:56,7,Weekday,2
SCH_001592,TRN_017,Central Secretariat,07:11:31,07:12:01,8,Weekday,1
SCH_001593,TRN_017,Khan Market,07:14:14,07:14:44,9,Weekday,2
SCH_001594,TRN_017,Jawaharlal Nehru Stadium,07:17:14,07:17:44,10,Weekday,1
SCH_001595,TRN_017,Jangpura,07:19:57,07:20:27,11,Weekday,2
SCH_001596,TRN_017,Lajpat Nagar,07:23:22,07:23:52,12,Weekday,1
SCH_001597,TRN_017,Moolchand,07:26:50,07:27:20,13,Weekday,2
SCH_001598,TRN_017,Kailash Colony,07:29:41,07:30:11,14,Weekday,1
SCH_001599,TRN_017,Nehru Place,07:32:30,07:33:00,15,Weekday,2
SCH_001600,TRN_017,Kalkaji Mandir,07:35:58,07:36:28,16,Weekday,1
SCH_001601,TRN_017,Govind Puri,07:38:28,07:38:58,17,Weekday,2
SCH_001602,TRN_017,Harkesh Nagar Okhla,07:41:11,07:41:41,18,Weekday,1
SCH_001603,TRN_017,Jasola Apollo,07:44:40,07:45:10,19,Weekday,2
SCH_001604,TRN_017,Sarita Vihar,07:47:22,07:47:52,20,Weekday,1
SCH_001605,TRN_017,Mohan Estate,07:50:39,07:51:09,21,Weekday,2
SCH_001606,TRN_017,Tughlakabad,07:53:16,07:53:46,22,Weekday,1
SCH_001607,TRN_017,Badarpur Border,07:56:33,07:57:03,23,Weekday,2
SCH_001608,TRN_017,Sarai,07:59:51,08:00:21,24,Weekday,1
SCH_001609,TRN_017,NHPC Chowk,08:02:51,08:03:21,25,Weekday,2
SCH_001610,TRN_017,Mewala Maharajpur,08:06:19,08:06:49,26,Weekday,1
SCH_001611,TRN_017,Sector 28,08:09:04,08:09:34,27,Weekday,2
SCH_001612,TRN_017,Badkhal Mor,08:12:18,08:12:48,28,Weekday,1
SCH_001613,TRN_017,Old Faridabad,08:15:26,08:15:56,29,Weekday,2
SCH_001614,TRN_017,Neelam Chowk Ajronda,08:18:41,08:19:11,30,Weekday,1
SCH_001615,TRN_017,Bata Chowk,08:21:24,08:21:54,31,Weekday,2
SCH_001616,TRN_017,Escorts Mujesar,08:24:19,08:24:49,32,Weekday,1
SCH_001617,TRN_017,Sant Surdas (Sihi),08:27:47,08:28:17,33,Weekday,2
SCH_001618,TRN_017,Raja Nahar Singh,08:30:32,08:32:32,34,Weekday,1
SCH_001619,TRN_017,Kashmere Gate,06:48:00,06:50:00,1,Saturday,2
SCH_001620,TRN_017,Lal Quila,06:52:20,06:52:50,2,Saturday,1
SCH_001621,TRN_017,Jama Masjid,06:55:39,06:56:09,3,Saturday,2
SCH_001622,TRN_017,Delhi Gate,06:58:27,06:58:57,4,Saturday,1
SCH_001623,TRN_017,ITO,07:01:21,07:01:51,5,Saturday,2
SCH_001624,TRN_017,Mandi House,07:04:20,07:04:50,6,Saturday,1
SCH_001625,TRN_017,Janpath,07:07:24,07:07:54,7,Saturday,2
SCH_001626,TRN_017,Central Secretariat,07:10:35,07:11:05,8,Saturday,1
SCH_001627,TRN_017,Khan Market,07:13:27,07:13:57,9,Saturday,2
SCH_001628,TRN_017,Jawaharlal Nehru Stadium,07:16:16,07:16:46,10,Saturday,1
SCH_001629,TRN_017,Jangpura,07:19:02,07:19:32,11,Saturday,2
SCH_001630,TRN_017,Lajpat Nagar,07:21:55,07:22:25,12,Saturday,1
SCH_001631,TRN_017,Moolchand,07:24:57,07:25:27,13,Saturday,2
SCH_001632,TRN_017,Kailash Colony,07:28:23,07:28:53,14,Saturday,1
SCH_001633,TRN_017,Nehru Place,07:31:24,07:31:54,15,Saturday,2
SCH_001634,TRN_017,Kalkaji Mandir,07:34:23,07:34:53,16,Saturday,1
SCH_001635,TRN_017,Govind Puri,07:36:59,07:37:29,17,Saturday,2
SCH_001636,TRN_017,Harkesh Nagar Okhla,07:40:20,07:40:50,18,Saturday,1
SCH_001637,TRN_017,Jasola Apollo,07:43:36,07:44:06,19,Saturday,2
SCH_001638,TRN_017,Sarita Vihar,07:46:36,07:47:06,20,Saturday,1
SCH_001639,TRN_017,Mohan Estate,07:49:54,07:50:24,21,Saturday,2
SCH_001640,TRN_017,Tughlakabad,07:53:17,07:53:47,22,Saturday,1
SCH_001641,TRN_017,Badarpur Border,07:56:07,07:56:37,23,Saturday,2
SCH_001642,TRN_017,Sarai,07:59:35,08:00:05,24,Saturday,1
SCH_001643,TRN_017,NHPC Chowk,08:02:18,08:02:48,25,Saturday,2
SCH_001644,TRN_017,Mewala Maharajpur,08:05:11,08:05:41,26,Saturday,1
SCH_001645,TRN_017,Sector 28,08:08:01,08:08:31,27,Saturday,2
SCH_001646,TRN_017,Badkhal Mor,08:10:57,08:11:27,28,Saturday,1
SCH_001647,TRN_017,Old Faridabad,08:13:29,08:13:59,29,Saturday,2
SCH_001648,TRN_017,Neelam Chowk Ajronda,08:16:35,08:17:05,30,Saturday,1
SCH_001649,TRN_017,Bata Chowk,08:20:00,08:20:30,31,Saturday,2
SCH_001650,TRN_017,Escorts Mujesar,08:22:44,08:23:14,32,Saturday,1
