id,train_id,station_name,timestamp,occupancy,capacity,occupancy_percentage,crowd_level
REC_001662,TRN_175,Adarsh Nagar,2026-03-22 18:28:00,2037,2200,92.59,High
REC_001663,TRN_159,Sadar Bazar Cantonment,2026-03-01 14:20:00,980,1500,65.33,Medium
REC_001664,TRN_002,Tis Hazari,2026-03-11 22:36:00,575,2400,23.96,Low
REC_001665,TRN_005,Vidhan Sabha,2026-03-02 17:46:00,2333,2200,106.05,Critical
REC_001666,TRN_162,Sector 28,2026-03-04 12:16:00,530,1800,29.44,Low
REC_001667,TRN_108,Dwarka Sector 8,2026-03-09 15:23:00,1667,2400,69.46,Medium
REC_001668,TRN_158,Terminal 1 IGI Airport,2026-03-27 08:34:00,1359,1800,75.5,High
REC_001669,TRN_066,Raja Nahar Singh,2026-03-29 21:35:00,609,1500,40.6,Medium
REC_001670,TRN_140,Punjabi Bagh West,2026-03-13 10:09:00,1071,1500,71.4,Medium
REC_001671,TRN_042,Dwarka Sector 9,2026-03-27 07:15:00,934,1800,51.89,Medium
REC_001672,TRN_043,Guru Dronacharya,2026-03-17 06:54:00,1076,2200,48.91,Medium
REC_001673,TRN_052,Janpath,2026-03-12 20:40:00,1280,1800,71.11,Medium
REC_001674,TRN_111,Noida Sector 15,2026-03-04 22:11:00,886,1500,59.07,Medium
REC_001675,TRN_036,Mewala Maharajpur,2026-03-22 07:54:00,486,2200,22.09,Low
REC_001676,TRN_130,Krishna Nagar,2026-03-26 14:33:00,1149,2200,52.23,Medium
REC_001677,TRN_007,Shaheed Nagar,2026-03-01 17:48:00,1794,2200,81.55,High
REC_001678,TRN_175,Chawri Bazar,2026-03-07 07:14:00,1205,2200,54.77,Medium
REC_001679,TRN_037,Chhattarpur,2026-03-26 19:49:00,1595,1800,88.61,High
REC_001680,TRN_044,Pul Bangash,2026-03-16 19:41:00,1538,1800,85.44,High
REC_001681,TRN_188,Chhattarpur,2026-03-16 21:11:00,1217,2400,50.71,Medium
REC_001682,TRN_188,Ghitorni,2026-03-15 15:08:00,804,2400,33.5,Low
REC_001683,TRN_176,Patel Nagar,2026-03-10 10:35:00,1971,2400,82.12,High
REC_001684,TRN_095,Uttam Nagar,2026-03-10 12:17:00,1048,1800,58.22,Medium
REC_001685,TRN_061,Shaheed Sthal,2026-03-15 17:51:00,2127,2400,88.62,High
REC_001686,TRN_065,Kalkaji Mandir,2026-03-20 10:32:00,2452,2400,102.17,Critical
REC_001687,TRN_017,Neelam Chowk Ajronda,2026-03-12 18:52:00,1765,2400,73.54,Medium
REC_001688,TRN_065,Vasant Vihar,2026-03-01 10:24:00,2122,2400,88.42,High
REC_001689,TRN_134,Nehru Place,2026-03-26 12:22:00,1568,2400,65.33,Medium
REC_001690,TRN_175,Chandni Chowk,2026-03-23 22:28:00,1093,2200,49.68,Medium
REC_001691,TRN_020,Mayur Vihar-I,2026-03-05 06:23:00,411,1800,22.83,Low
REC_001692,TRN_187,Netaji Subhash Place,2026-03-24 21:23:00,656,1800,36.44,Low
REC_001693,TRN_014,Dilli Haat - INA,2026-03-02 21:00:00,1527,2200,69.41,Medium
REC_001694,TRN_104,Azadpur,2026-03-20 17:56:00,2072,2200,94.18,High
REC_001695,TRN_110,Sarojini Nagar,2026-03-29 10:28:00,1482,1800,82.33,High
REC_001696,TRN_039,Hauz Khas,2026-03-04 14:28:00,427,1500,28.47,Low
REC_001697,TRN_098,Netaji Subhash Place,2026-03-11 10:26:00,1363,1500,90.87,High
REC_001698,TRN_194,Millennium City Centre Gurugram,2026-03-17 21:48:00,751,1800,41.72,Medium
REC_001699,TRN_185,Azadpur,2026-03-10 17:57:00,1806,2200,82.09,High
REC_001700,TRN_168,Anand Vihar ISBT,2026-03-03 21:34:00,913,1500,60.87,Medium
REC_001701,TRN_200,Punjabi Bagh West,2026-03-18 22:26:00,985,1500,65.67,Medium
REC_001702,TRN_018,Sukhdev Vihar,2026-03-23 20:12:00,1254,1500,83.6,High
REC_001703,TRN_169,Jhilmil,2026-03-09 22:51:00,878,1500,58.53,Medium
REC_001704,TRN_099,Badarpur Border,2026-03-30 08:14:00,1743,1800,96.83,Critical
REC_001705,TRN_167,Pitampura,2026-03-20 19:40:00,1463,1800,81.28,High
REC_001706,TRN_100,Pratap Nagar,2026-03-15 06:04:00,735,2200,33.41,Low
REC_001707,TRN_185,Netaji Subhash Place,2026-03-07 22:28:00,1127,2200,51.23,Medium
REC_001708,TRN_086,Central Secretariat,2026-03-29 15:40:00,427,1500,28.47,Low
REC_001709,TRN_092,Hindon River,2026-03-12 14:18:00,1131,2200,51.41,Medium
REC_001710,TRN_163,Mayur Vihar Extension,2026-03-09 13:31:00,987,1500,65.8,Medium
REC_001711,TRN_171,Mohan Nagar,2026-03-03 20:17:00,1432,1500,95.47,Critical
REC_001712,TRN_171,Kohat Enclave,2026-03-18 15:14:00,548,1500,36.53,Low
REC_001713,TRN_110,Maujpur - Babarpur,2026-03-06 22:15:00,512,1800,28.44,Low
REC_001714,TRN_060,Arthala,2026-03-18 08:14:00,2618,2400,109.08,Critical
REC_001715,TRN_189,Greater Kailash,2026-03-04 07:26:00,1482,2200,67.36,Medium
REC_001716,TRN_138,Badarpur Border,2026-03-06 15:44:00,963,1800,53.5,Medium
REC_001717,TRN_106,Karkarduma Court,2026-03-02 21:31:00,977,2200,44.41,Medium
REC_001718,TRN_146,Sant Surdas (Sihi),2026-03-18 17:41:00,1865,2200,84.77,High
REC_001719,TRN_102,Karol Bagh,2026-03-10 13:16:00,1471,2200,66.86,Medium
REC_001720,TRN_097,Haiderpur Badli Mor,2026-03-28 16:33:00,790,2200,35.91,Low
REC_001721,TRN_099,Jawaharlal Nehru Stadium,2026-03-13 17:59:00,1881,1800,104.5,Critical
REC_001722,TRN_105,Patel Nagar,2026-03-24 07:18:00,680,1500,45.33,Medium
REC_001723,TRN_046,Pul Bangash,2026-03-14 12:44:00,1379,2200,62.68,Medium
REC_001724,TRN_098,Mayur Vihar-I,2026-03-21 09:17:00,1376,1500,91.73,High
REC_001725,TRN_031,Dabri Mor - Janakpuri South,2026-03-10 21:51:00,360,1500,24.0,Low
REC_001726,TRN_064,Golf Course,2026-03-30 06:27:00,631,2400,26.29,Low
REC_001727,TRN_024,Azadpur,2026-03-04 22:47:00,415,1800,23.06,Low
REC_001728,TRN_193,Major Mohit Sharma Rajendra Nagar,2026-03-06 13:01:00,326,1800,18.11,Low
REC_001729,TRN_019,Indraprastha,2026-03-13 15:21:00,1285,2400,53.54,Medium
REC_001730,TRN_068,Terminal 1 IGI Airport,2026-03-16 21:39:00,337,1500,22.47,Low
REC_001731,TRN_067,Harkesh Nagar Okhla,2026-03-23 15:24:00,1193,2400,49.71,Medium
REC_001732,TRN_139,Okhla Vihar,2026-03-22 14:58:00,303,1500,20.2,Low
REC_001733,TRN_197,Pitampura,2026-03-18 14:50:00,1013,2200,46.05,Medium
REC_001734,TRN_093,Kalindi Kunj,2026-03-05 22:41:00,1065,2400,44.38,Medium
REC_001735,TRN_107,Sir M. Vishveshwaraya Moti Bagh,2026-03-04 14:26:00,1130,2200,51.36,Medium
REC_001736,TRN_058,Jhilmil,2026-03-15 21:14:00,924,2200,42.0,Medium
REC_001737,TRN_138,Nehru Place,2026-03-16 22:06:00,842,1800,46.78,Medium
REC_001738,TRN_128,Nehru Enclave,2026-03-10 17:08:00,1664,1800,92.44,High
REC_001739,TRN_103,Netaji Subhash Place,2026-03-19 22:51:00,1226,1800,68.11,Medium
REC_001740,TRN_024,Model Town,2026-03-23 07:04:00,798,1800,44.33,Medium
REC_001741,TRN_178,Lajpat Nagar,2026-03-21 21:39:00,924,2400,38.5,Low
REC_001742,TRN_177,Greater Kailash,2026-03-05 19:53:00,1562,1800,86.78,High
REC_001743,TRN_123,Greater Kailash,2026-03-30 09:35:00,2420,2400,100.83,Critical
REC_001744,TRN_149,Munirka,2026-03-14 13:45:00,749,2200,34.05,Low
REC_001745,TRN_006,Sir M. Vishveshwaraya Moti Bagh,2026-03-19 12:34:00,1468,2200,66.73,Medium
REC_001746,TRN_156,ESI Basaidarapur,2026-03-08 09:08:00,2132,2200,96.91,Critical
REC_001747,TRN_163,Uttam Nagar,2026-03-20 22:17:00,475,1500,31.67,Low
REC_001748,TRN_032,Saket,2026-03-26 15:24:00,1266,2400,52.75,Medium
REC_001749,TRN_132,Noida Sector 62,2026-03-02 13:19:00,1249,2200,56.77,Medium
REC_001750,TRN_050,Panchsheel Park,2026-03-09 09:49:00,2399,2400,99.96,Critical
REC_001751,TRN_161,Mayur Vihar-I,2026-03-15 22:16:00,774,1800,43.0,Medium
REC_001752,TRN_089,Adarsh Nagar,2026-03-19 21:32:00,676,2200,30.73,Low
REC_001753,TRN_131,Moolchand,2026-03-03 08:45:00,1582,1800,87.89,High
REC_001754,TRN_053,Okhla NSIC,2026-03-09 17:44:00,1844,1800,102.44,Critical
REC_001755,TRN_193,Arthala,2026-03-17 08:05:00,1473,1800,81.83,High
REC_001756,TRN_079,Jor Bagh,2026-03-03 20:41:00,2130,2400,88.75,High
REC_001757,TRN_066,Mohan Estate,2026-03-20 10:45:00,1281,1500,85.4,High
REC_001758,TRN_158,Dashrathpuri,2026-03-08 18:33:00,1977,1800,109.83,Critical
REC_001759,TRN_063,Jasola Vihar Shaheen Bagh,2026-03-25 15:01:00,752,1500,50.13,Medium
REC_001760,TRN_058,Rohini West,2026-03-12 20:37:00,2059,2200,93.59,High
REC_001761,TRN_164,Dwarka Sector 11,2026-03-12 10:06:00,1309,1500,87.27,High
REC_001762,TRN_124,Rohini West,2026-03-15 18:42:00,2236,2200,101.64,Critical
REC_001763,TRN_045,Supreme Court,2026-03-07 12:01:00,335,2200,15.23,Low
REC_001764,TRN_188,New Delhi,2026-03-19 11:55:00,716,2400,29.83,Low
REC_001765,TRN_035,Sikanderpur,2026-03-04 22:46:00,1261,2400,52.54,Medium
REC_001766,TRN_179,Noida City Centre,2026-03-12 15:00:00,724,1800,40.22,Medium
REC_001767,TRN_154,Shadipur,2026-03-14 10:56:00,1687,2200,76.68,High
REC_001768,TRN_178,Bata Chowk,2026-03-06 07:51:00,1656,2400,69.0,Medium
REC_001769,TRN_050,Kalkaji Mandir,2026-03-21 09:42:00,2395,2400,99.79,Critical
REC_001770,TRN_182,Botanical Garden,2026-03-12 18:42:00,1213,1500,80.87,High
REC_001771,TRN_183,Sultanpur,2026-03-04 20:36:00,1790,1800,99.44,Critical
REC_001772,TRN_082,Badkhal Mor,2026-03-12 20:40:00,1553,2200,70.59,Medium
REC_001773,TRN_003,Dilli Haat - INA,2026-03-09 15:06:00,976,1500,65.07,Medium
REC_001774,TRN_032,Chawri Bazar,2026-03-24 21:07:00,706,2400,29.42,Low
REC_001775,TRN_017,Mewala Maharajpur,2026-03-22 17:17:00,1944,2400,81.0,High
REC_001776,TRN_040,Shankar Vihar,2026-03-21 07:17:00,928,1800,51.56,Medium
REC_001777,TRN_078,Major Mohit Sharma Rajendra Nagar,2026-03-30 10:44:00,2404,2400,100.17,Critical
REC_001778,TRN_126,R.K. Puram,2026-03-23 10:09:00,2020,2400,84.17,High
REC_001779,TRN_100,Mansarovar Park,2026-03-27 11:45:00,1481,2200,67.32,Medium
REC_001780,TRN_104,Shakurpur,2026-03-12 09:50:00,2208,2200,100.36,Critical
REC_001781,TRN_002,Hindon River,2026-03-21 14:27:00,755,2400,31.46,Low
REC_001782,TRN_020,Shakurpur,2026-03-16 21:05:00,385,1800,21.39,Low
REC_001783,TRN_187,Rithala,2026-03-03 21:26:00,654,1800,36.33,Low
REC_001784,TRN_047,Terminal 1 IGI Airport,2026-03-10 13:04:00,277,1800,15.39,Low
REC_001785,TRN_107,Johri Enclave,2026-03-20 11:02:00,834,2200,37.91,Low
REC_001786,TRN_171,Welcome,2026-03-27 21:49:00,715,1500,47.67,Medium
REC_001787,TRN_082,Sarai,2026-03-03 19:56:00,1925,2200,87.5,High
REC_001788,TRN_121,Shadipur,2026-03-01 14:33:00,1246,1800,69.22,Medium
REC_001789,TRN_045,Patel Nagar,2026-03-02 09:52:00,1739,2200,79.05,High
REC_001790,TRN_197,Shaheed Sthal,2026-03-29 11:43:00,1000,2200,45.45,Medium
REC_001791,TRN_043,Arjan Garh,2026-03-03 13:26:00,669,2200,30.41,Low
REC_001792,TRN_061,Netaji Subhash Place,2026-03-01 08:43:00,1887,2400,78.62,High
REC_001793,TRN_034,Pul Bangash,2026-03-19 11:40:00,604,1500,40.27,Medium
REC_001794,TRN_121,Botanical Garden,2026-03-01 09:55:00,1679,1800,93.28,High
REC_001795,TRN_174,Sadar Bazar Cantonment,2026-03-19 13:51:00,1230,2400,51.25,Medium
REC_001796,TRN_073,Nehru Place,2026-03-04 07:48:00,945,1800,52.5,Medium
REC_001797,TRN_073,Khan Market,2026-03-25 08:39:00,1803,1800,100.17,Critical
REC_001798,TRN_087,Raj Bagh,2026-03-29 21:51:00,271,1800,15.06,Low
REC_001799,TRN_018,Okhla NSIC,2026-03-21 11:40:00,653,1500,43.53,Medium
REC_001800,TRN_044,Rithala,2026-03-17 21:46:00,706,1800,39.22,Low
REC_001801,TRN_100,Dilshad Garden,2026-03-11 19:44:00,1845,2200,83.86,High
REC_001802,TRN_035,Saket,2026-03-11 20:32:00,2480,2400,103.33,Critical
REC_001803,TRN_026,Pratap Nagar,2026-03-29 16:15:00,732,1800,40.67,Medium
REC_001804,TRN_026,Shastri Park,2026-03-21 22:31:00,1187,1800,65.94,Medium
REC_001805,TRN_004,Shiv Vihar,2026-03-21 18:03:00,2317,2200,105.32,Critical
REC_001806,TRN_099,Neelam Chowk Ajronda,2026-03-27 22:07:00,628,1800,34.89,Low
REC_001807,TRN_034,Pitampura,2026-03-03 14:45:00,597,1500,39.8,Low
REC_001808,TRN_045,Karol Bagh,2026-03-26 21:43:00,921,2200,41.86,Medium
REC_001809,TRN_066,Mohan Estate,2026-03-22 17:39:00,1274,1500,84.93,High
REC_001810,TRN_108,R K Ashram Marg,2026-03-04 06:36:00,668,2400,27.83,Low
REC_001811,TRN_120,Okhla NSIC,2026-03-18 15:39:00,765,2200,34.77,Low
REC_001812,TRN_015,Dilli Haat - INA,2026-03-20 12:35:00,1249,2400,52.04,Medium
REC_001813,TRN_151,Vinobapuri,2026-03-21 10:17:00,1691,2200,76.86,High
REC_001814,TRN_079,Ghitorni,2026-03-24 19:24:00,2343,2400,97.62,Critical
REC_001815,TRN_164,Uttam Nagar West,2026-03-13 09:23:00,1445,1500,96.33,Critical
REC_001816,TRN_088,Mohan Estate,2026-03-16 15:43:00,836,1500,55.73,Medium
REC_001817,TRN_092,Kohat Enclave,2026-03-17 15:45:00,1037,2200,47.14,Medium
REC_001818,TRN_199,Terminal 1 IGI Airport,2026-03-19 06:09:00,631,2200,28.68,Low
REC_001819,TRN_153,Moti Nagar,2026-03-04 13:31:00,1385,2200,62.95,Medium
REC_001820,TRN_172,Lal Quila,2026-03-26 06:48:00,1164,1800,64.67,Medium
REC_001821,TRN_140,Mayur Vihar-I,2026-03-22 11:29:00,616,1500,41.07,Medium
REC_001822,TRN_181,Durgabai Deshmukh South Campus,2026-03-25 09:47:00,2031,2200,92.32,High
REC_001823,TRN_018,Botanical Garden,2026-03-02 09:10:00,1581,1500,105.4,Critical
REC_001824,TRN_123,Kalkaji Mandir,2026-03-11 22:55:00,651,2400,27.12,Low
REC_001825,TRN_096,Lajpat Nagar,2026-03-25 07:09:00,1012,2400,42.17,Medium
REC_001826,TRN_027,Jafrabad,2026-03-25 13:09:00,701,1800,38.94,Low
REC_001827,TRN_124,Rohini East,2026-03-26 16:53:00,682,2200,31.0,Low
REC_001828,TRN_156,Delhi Cantt,2026-03-03 21:49:00,491,2200,22.32,Low
REC_001829,TRN_182,Okhla NSIC,2026-03-01 22:03:00,947,1500,63.13,Medium
REC_001830,TRN_143,New Delhi,2026-03-18 10:36:00,1543,1800,85.72,High
REC_001831,TRN_088,Raja Nahar Singh,2026-03-21 08:19:00,1601,1500,106.73,Critical
REC_001832,TRN_060,Pitampura,2026-03-25 10:52:00,2078,2400,86.58,High
REC_001833,TRN_089,Civil Lines,2026-03-27 18:08:00,1921,2200,87.32,High
REC_001834,TRN_014,Green Park,2026-03-01 13:35:00,533,2200,24.23,Low
REC_001835,TRN_040,Shankar Vihar,2026-03-01 18:59:00,1525,1800,84.72,High
REC_001836,TRN_116,Tilak Nagar,2026-03-11 10:04:00,1496,1800,83.11,High
REC_001837,TRN_160,Kashmere Gate,2026-03-23 14:29:00,420,1500,28.0,Low
REC_001838,TRN_101,NHPC Chowk,2026-03-19 13:00:00,801,2200,36.41,Low
REC_001839,TRN_072,Vishwa Vidyalaya,2026-03-04 18:36:00,1866,1800,103.67,Critical
REC_001840,TRN_159,Panchsheel Park,2026-03-29 07:51:00,983,1500,65.53,Medium
REC_001841,TRN_131,Jawaharlal Nehru Stadium,2026-03-17 10:48:00,1751,1800,97.28,Critical
REC_001842,TRN_025,Jor Bagh,2026-03-08 11:00:00,1141,1800,63.39,Medium
REC_001843,TRN_027,Sir M. Vishveshwaraya Moti Bagh,2026-03-08 17:44:00,1394,1800,77.44,High
REC_001844,TRN_136,Escorts Mujesar,2026-03-01 07:25:00,585,1800,32.5,Low
REC_001845,TRN_109,Guru Dronacharya,2026-03-22 09:47:00,1736,1800,96.44,Critical
REC_001846,TRN_197,Rohini West,2026-03-20 07:43:00,1004,2200,45.64,Medium
REC_001847,TRN_170,Tis Hazari,2026-03-11 22:35:00,361,1800,20.06,Low
REC_001848,TRN_099,Sector 28,2026-03-03 09:57:00,1697,1800,94.28,High
REC_001849,TRN_143,Guru Dronacharya,2026-03-11 13:11:00,630,1800,35.0,Low
REC_001850,TRN_186,Yamuna Bank,2026-03-09 06:00:00,518,2200,23.55,Low
REC_001851,TRN_168,Mayapuri Cantonment,2026-03-26 12:33:00,731,1500,48.73,Medium
REC_001852,TRN_126,Sadar Bazar Cantonment,2026-03-06 19:05:00,2171,2400,90.46,High
REC_001853,TRN_006,Delhi Cantt,2026-03-29 18:06:00,2157,2200,98.05,Critical
REC_001854,TRN_035,Kashmere Gate,2026-03-27 16:33:00,1679,2400,69.96,Medium
REC_001855,TRN_042,Nawada,2026-03-09 19:42:00,1871,1800,103.94,Critical
REC_001856,TRN_051,Mohan Nagar,2026-03-26 10:35:00,1711,1800,95.06,Critical
REC_001857,TRN_152,Dwarka Sector 21,2026-03-07 16:17:00,744,2400,31.0,Low
REC_001858,TRN_082,Harkesh Nagar Okhla,2026-03-20 07:53:00,1427,2200,64.86,Medium
REC_001859,TRN_118,Shakurpur,2026-03-02 15:45:00,1388,2400,57.83,Medium
REC_001860,TRN_158,Sadar Bazar Cantonment,2026-03-14 19:35:00,1294,1800,71.89,Medium
REC_001861,TRN_006,Mayur Vihar Pocket 1,2026-03-16 17:57:00,1823,2200,82.86,High
REC_001862,TRN_047,Terminal 1 IGI Airport,2026-03-06 15:53:00,336,1800,18.67,Low
REC_001863,TRN_110,Anand Vihar ISBT,2026-03-29 15:33:00,1177,1800,65.39,Medium
REC_001864,TRN_015,East Azad Nagar,2026-03-14 10:56:00,2482,2400,103.42,Critical
REC_001865,TRN_160,Udyog Bhawan,2026-03-08 15:09:00,964,1500,64.27,Medium
REC_001866,TRN_166,Jamia Millia Islamia,2026-03-27 17:14:00,1074,1500,71.6,Medium
REC_001867,TRN_170,Major Mohit Sharma Rajendra Nagar,2026-03-24 11:48:00,1013,1800,56.28,Medium
REC_001868,TRN_138,Jasola Apollo,2026-03-18 14:06:00,797,1800,44.28,Medium
REC_001869,TRN_027,Ashram,2026-03-08 07:44:00,629,1800,34.94,Low
REC_001870,TRN_016,Rohini West,2026-03-26 21:57:00,873,1500,58.2,Medium
REC_001871,TRN_100,Major Mohit Sharma Rajendra Nagar,2026-03-11 15:18:00,1301,2200,59.14,Medium
REC_001872,TRN_115,Dwarka Sector 10,2026-03-08 06:44:00,760,1800,42.22,Medium
REC_001873,TRN_138,ITO,2026-03-30 17:48:00,1581,1800,87.83,High
REC_001874,TRN_069,Sadar Bazar Cantonment,2026-03-27 09:53:00,2358,2200,107.18,Critical
REC_001875,TRN_013,New Delhi,2026-03-20 10:12:00,2065,2200,93.86,High
REC_001876,TRN_083,Rohini East,2026-03-20 06:32:00,511,2400,21.29,Low
REC_001877,TRN_155,Pitampura,2026-03-30 22:18:00,1303,2400,54.29,Medium
REC_001878,TRN_169,Jhilmil,2026-03-29 11:14:00,974,1500,64.93,Medium
REC_001879,TRN_181,Krishna Nagar,2026-03-30 15:37:00,642,2200,29.18,Low
REC_001880,TRN_023,Netaji Subhash Place,2026-03-14 21:47:00,715,1500,47.67,Medium
REC_001881,TRN_017,Lajpat Nagar,2026-03-16 19:34:00,2254,2400,93.92,High
REC_001882,TRN_134,Kalkaji Mandir,2026-03-13 21:47:00,1433,2400,59.71,Medium
REC_001883,TRN_066,Sarita Vihar,2026-03-01 07:40:00,475,1500,31.67,Low
REC_001884,TRN_026,Tis Hazari,2026-03-17 07:12:00,539,1800,29.94,Low
REC_001885,TRN_185,Mayapuri Cantonment,2026-03-04 17:37:00,2339,2200,106.32,Critical
REC_001886,TRN_066,Mandi House,2026-03-12 09:53:00,1401,1500,93.4,High
REC_001887,TRN_061,Pul Bangash,2026-03-16 10:06:00,1756,2400,73.17,Medium
REC_001888,TRN_056,Old Faridabad,2026-03-17 18:06:00,1405,1500,93.67,High
REC_001889,TRN_130,Ashram,2026-03-01 15:26:00,463,2200,21.05,Low
REC_001890,TRN_174,Okhla Vihar,2026-03-08 16:19:00,1175,2400,48.96,Medium
REC_001891,TRN_051,Rohini West,2026-03-21 19:34:00,1470,1800,81.67,High
REC_001892,TRN_157,Lal Quila,2026-03-04 13:59:00,638,2200,29.0,Low
REC_001893,TRN_115,Jhandewalan,2026-03-24 14:06:00,1097,1800,60.94,Medium
REC_001894,TRN_012,Jhilmil,2026-03-23 09:34:00,1482,1800,82.33,High
REC_001895,TRN_141,Badarpur Border,2026-03-01 09:12:00,1529,1500,101.93,Critical
REC_001896,TRN_012,Rithala,2026-03-08 17:40:00,1934,1800,107.44,Critical
REC_001897,TRN_137,Raj Bagh,2026-03-11 18:51:00,2235,2400,93.12,High
REC_001898,TRN_166,Sukhdev Vihar,2026-03-08 10:52:00,1215,1500,81.0,High
REC_001899,TRN_079,Chhattarpur,2026-03-11 12:09:00,1095,2400,45.62,Medium
REC_001900,TRN_102,Dwarka Sector 9,2026-03-23 13:16:00,1383,2200,62.86,Medium
REC_001901,TRN_138,Kashmere Gate,2026-03-30 22:04:00,921,1800,51.17,Medium
REC_001902,TRN_009,Shaheed Sthal,2026-03-22 20:06:00,2267,2400,94.46,High
REC_001903,TRN_006,Shalimar Bagh,2026-03-13 15:08:00,1385,2200,62.95,Medium
REC_001904,TRN_034,Shaheed Sthal,2026-03-24 20:07:00,1209,1500,80.6,High
REC_001905,TRN_128,Panchsheel Park,2026-03-06 10:05:00,1541,1800,85.61,High
REC_001906,TRN_098,Trilokpuri Sanjay Lake,2026-03-21 21:19:00,997,1500,66.47,Medium
REC_001907,TRN_167,Dilshad Garden,2026-03-04 08:49:00,1402,1800,77.89,High
REC_001908,TRN_155,Shyam Park,2026-03-30 18:45:00,2590,2400,107.92,Critical
REC_001909,TRN_164,Golf Course,2026-03-12 14:03:00,267,1500,17.8,Low
REC_001910,TRN_043,Qutab Minar,2026-03-12 18:28:00,1576,2200,71.64,Medium
REC_001911,TRN_006,Karkarduma,2026-03-14 21:44:00,631,2200,28.68,Low
REC_001912,TRN_168,Jafrabad,2026-03-25 22:58:00,818,1500,54.53,Medium
REC_001913,TRN_076,Lajpat Nagar,2026-03-14 10:13:00,1342,1500,89.47,High
REC_001914,TRN_067,Harkesh Nagar Okhla,2026-03-19 09:51:00,1814,2400,75.58,High
REC_001915,TRN_166,Sukhdev Vihar,2026-03-04 08:44:00,1637,1500,109.13,Critical
REC_001916,TRN_089,Chhattarpur,2026-03-24 10:52:00,1774,2200,80.64,High
REC_001917,TRN_002,Shahdara,2026-03-21 14:32:00,1426,2400,59.42,Medium
REC_001918,TRN_163,Kirti Nagar,2026-03-25 20:51:00,1405,1500,93.67,High
REC_001919,TRN_095,Mandi House,2026-03-20 22:14:00,600,1800,33.33,Low
REC_001920,TRN_150,Shakurpur,2026-03-05 14:58:00,1297,2400,54.04,Medium
REC_001921,TRN_016,Kanhaiya Nagar,2026-03-25 21:58:00,765,1500,51.0,Medium
REC_001922,TRN_041,East Vinod Nagar - Mayur Vihar-II,2026-03-18 07:58:00,707,1500,47.13,Medium
REC_001923,TRN_146,Tughlakabad,2026-03-18 12:31:00,565,2200,25.68,Low
REC_001924,TRN_057,Samaypur Badli,2026-03-02 08:51:00,1711,1800,95.06,Critical
REC_001925,TRN_074,Jama Masjid,2026-03-15 20:07:00,2433,2400,101.38,Critical
REC_001926,TRN_154,Noida Sector 62,2026-03-02 21:39:00,831,2200,37.77,Low
REC_001927,TRN_117,Badkhal Mor,2026-03-23 22:05:00,515,1500,34.33,Low
REC_001928,TRN_091,R.K. Puram,2026-03-13 20:07:00,1296,1500,86.4,High
REC_001929,TRN_157,Kailash Colony,2026-03-23 09:54:00,1607,2200,73.05,Medium
REC_001930,TRN_017,Sector 28,2026-03-06 22:18:00,707,2400,29.46,Low
REC_001931,TRN_081,Jafrabad,2026-03-14 13:54:00,358,1800,19.89,Low
REC_001932,TRN_071,Kalkaji Mandir,2026-03-29 21:07:00,674,2400,28.08,Low
REC_001933,TRN_081,Anand Vihar ISBT,2026-03-18 20:03:00,1458,1800,81.0,High
REC_001934,TRN_038,Seelampur,2026-03-14 18:20:00,2030,2200,92.27,High
REC_001935,TRN_154,Golf Course,2026-03-14 19:01:00,1945,2200,88.41,High
REC_001936,TRN_124,Welcome,2026-03-14 10:12:00,2118,2200,96.27,Critical
REC_001937,TRN_109,Saket,2026-03-24 16:05:00,472,1800,26.22,Low
REC_001938,TRN_152,Dwarka Sector 8,2026-03-03 17:03:00,1876,2400,78.17,High
REC_001939,TRN_145,Moolchand,2026-03-07 06:28:00,528,1800,29.33,Low
REC_001940,TRN_152,Noida Sector 59,2026-03-20 21:34:00,1073,2400,44.71,Medium
REC_001941,TRN_178,Kailash Colony,2026-03-14 11:23:00,921,2400,38.38,Low
REC_001942,TRN_037,Samaypur Badli,2026-03-21 12:29:00,1046,1800,58.11,Medium
REC_001943,TRN_079,Guru Dronacharya,2026-03-20 11:23:00,712,2400,29.67,Low
REC_001944,TRN_005,Arjan Garh,2026-03-21 09:44:00,1597,2200,72.59,Medium
REC_001945,TRN_013,Jahangirpuri,2026-03-02 13:22:00,423,2200,19.23,Low
REC_001946,TRN_006,Vinobapuri,2026-03-25 07:53:00,337,2200,15.32,Low
REC_001947,TRN_082,Nehru Place,2026-03-09 09:24:00,1815,2200,82.5,High
REC_001948,TRN_073,Kalkaji Mandir,2026-03-10 21:03:00,605,1800,33.61,Low
REC_001949,TRN_184,Hindon River,2026-03-24 13:35:00,654,2200,29.73,Low
REC_001950,TRN_020,Dilli Haat - INA,2026-03-14 15:54:00,659,1800,36.61,Low
REC_001951,TRN_076,Old Faridabad,2026-03-28 10:06:00,1325,1500,88.33,High
REC_001952,TRN_014,Hauz Khas,2026-03-22 21:04:00,382,2200,17.36,Low
REC_001953,TRN_167,Mohan Nagar,2026-03-20 11:54:00,521,1800,28.94,Low
REC_001954,TRN_095,Noida Sector 34,2026-03-22 06:30:00,735,1800,40.83,Medium
REC_001955,TRN_105,Mandi House,2026-03-30 06:42:00,541,1500,36.07,Low
REC_001956,TRN_058,Shastri Park,2026-03-03 19:25:00,1571,2200,71.41,Medium
REC_001957,TRN_072,Jahangirpuri,2026-03-09 08:21:00,1765,1800,98.06,Critical
