station_code,station_name,state,zone,address,geometry_type,longitude,latitude,coord_invalid,code_length,name_word_count,is_junction,is_road_station,code_length_outlier,name_word_count_outlier
KRJN,Karanjali Halt,West Bengal,ER,"Tengrabichi, West Bengal",Unknown,,,1,4,2,0,0,0,0
KRJT,Karanja Town,Maharashtra,CR,"Karanja, Maharashtra",Unknown,,,1,4,2,0,0,0,0
KUG,Kusugali,Karnataka,SWR,"National Highway 63, Karnataka",Point,75.233643,15.392095,0,3,1,0,0,0,0
KSG,Kishangarh,Rajasthan,NWR,"Kishangarh, Rajasthan",Point,74.855553,26.588968,0,3,1,0,0,0,0
KRJR,Karjara,Bihar,ECR,"State Highway 8, Bihar",Point,85.151844,24.808297,0,4,1,0,0,0,0
KRTR,Karota Patri Halt,,?,,Point,86.0377370813,25.1524086588,0,4,3,0,0,0,0
KOL,Kolad,Maharashtra,KR,"Kolad, Maharashtra",Point,73.223871,18.392294,0,3,1,0,0,0,0
KRMI,Karmali,Goa,KR,"Karmali North, Goa",Point,73.9246644,15.4902129,0,4,1,0,0,0,0
KRMG,Kumaramangalam,Tamil Nadu,SR,"Avur Rd, Tamil Nadu",Point,78.724107,10.696433,0,4,1,0,0,0,0
KSAI,Kosadi Halt,Gujarat,WR,"Mosali, Gujarat",Unknown,,,1,4,2,0,0,0,0
KSBG,Khusta Buzurg,Maharashtra,CR,"Amravati, Maharashtra",Unknown,,,1,4,2,0,0,0,0
KPQ,Kannapuram,Kerala,SR,"Kannur District, Kerala",Point,75.31381,11.984076,0,3,1,0,0,0,0
KRHR,Kharar,Punjab,NR,"Kharar, Punjab",Point,76.6360420268029,30.726293624427043,0,4,1,0,0,0,0
KRJA,Karanja,Maharashtra,CR,"Karanja, Maharashtra",Point,77.48152183368802,20.491825750710376,0,4,1,0,0,0,0
KRON,Karona Halt,,?,,Point,85.00541057619999,25.2633965378,0,4,2,0,0,0,0
KTGM,Kayasthagram,Assam,NFR,"National Highway 44, Assam",Point,92.353216,24.721172,0,4,1,0,0,0,0
KNGR,Kashinagar Halt,Orissa,ECOR,"State Highway 34, Orissa",Point,83.87569620789999,18.8568644473,0,4,2,0,0,0,0
KRBO,Karaboh,Madhya Pradesh,SECR,"Sh 26, Madhya Pradesh",Point,79.26235799999999,22.05458,0,4,1,0,0,0,0
KPA,Kanchrapara,West Bengal,ER,"Kanchrapara, West Bengal",Point,88.451231,22.946024,0,3,1,0,0,0,0
KTNI,Kapustalni,Maharashtra,CR,"Amravati, Maharashtra",Unknown,,,1,4,1,0,0,0,0
KTNR,Kirtyanand Nagar,Bihar,ECR,"Purnea, Bihar",Unknown,,,1,4,2,0,0,0,0
KRXM,Krishnamohan Halt,West Bengal,ER,"Krishnamohan, West Bengal",Point,88.449759,22.330258,0,4,2,0,0,0,0
KRX,Kurud,,SECR,,Point,81.696451,20.833165,0,3,1,0,0,0,0
KRDH,Koradih,Maharashtra,SECR,"Nagpur, Maharashtra",Point,79.10140100000001,21.249152,0,4,1,0,0,0,0
KTPM,Kotturpuram,Tamil Nadu,SR,"Chennai, Tamil Nadu",Point,80.24820899999999,13.013835,0,4,1,0,0,0,0
KRP,Krishnapur,West Bengal,ER,"Lalgola, West Bengal",Point,88.25613200000001,24.406331,0,3,1,0,0,0,0
KUTL,Kuwanthal,Rajasthan,NWR,"Pali, Rajasthan",Point,73.918994,25.498041,0,4,1,0,0,0,0
KRKN,Karkend,West Bengal,SER,"Karkend, West Bengal",Point,86.369799,23.765615,0,4,1,0,0,0,0
KTBR,Kasturba Nagar,Tamil Nadu,SR,"Chennai, Tamil Nadu",Point,80.248086,13.005609,0,4,2,0,0,0,0
KNAD,Kanad,Gujarat,WR,"Bhavnagar, Gujarat",Point,71.9263402661,21.649251036200003,0,4,1,0,0,0,0
KRC,Kiroda,Rajasthan,NWR,"Degana, Rajasthan",Point,74.311248,26.991165,0,3,1,0,0,0,0
KRO,Kurawan,Madhya Pradesh,WCR,"Harda, Madhya Pradesh",Point,76.888706,22.191568,0,3,1,0,0,0,0
KSAE,Kosai,Maharashtra,SCR,"Kinwat, Maharashtra",Point,78.334546145,19.6395023854,0,4,1,0,0,0,0
KTLA,Katkola Jn,Gujarat,WR,"Katkola Junction, Gujarat",Point,69.8841357111,21.8521799207,0,4,2,1,0,0,0
KRGA,Kuranga,Gujarat,WR,"Jamnagar, Gujarat",Point,69.171715,22.061244,0,4,1,0,0,0,0
KRCD,Kharwa Chanda,Rajasthan,NWR,"Kharwa Chanda, Rajasthan",Point,73.794095,24.417763,0,4,2,0,0,0,0
VR,Virar,Maharashtra,WR,"Thane, Maharashtra",Point,72.811737,19.454407,0,2,1,0,0,0,0
KTI,Kanti,Bihar,ECR,"Kanti, Bihar",Point,85.285092,26.198944,0,3,1,0,0,0,0
KSU,Kushtaur,West Bengal,SER,"Purulia, West Bengal",Point,86.498336,23.430416,0,3,1,0,0,0,0
KTGD,Koth Gangad,Gujarat,WR,"Koth, Gujarat",Point,72.3016887134,22.6282749467,0,4,2,0,0,0,0
KTO,Katora,Chhattisgarh,SECR,"Patna, Chhattisgarh",Point,82.7112187811,23.3115927105,0,3,1,0,0,0,0
KV,Kayavarohan,Gujarat,WR,"Kayavarohan, Gujarat",Unknown,,,1,2,1,0,0,0,0
KVO,Kevdi Road,Gujarat,WR,"Gujarat, Gujarat",Unknown,,,1,3,2,0,1,0,0
KSD,Keshod,Gujarat,WR,"Keshod, Gujarat",Point,70.252274,21.297662,0,3,1,0,0,0,0
KSA,Khasa,Punjab,NR,"Khasa, Punjab",Point,74.714584,31.610411,0,3,1,0,0,0,0
KQY,Kharikatia,Assam,NFR,"Dhodar Ali, Assam",Point,94.248092,26.615923,0,3,1,0,0,0,0
KS,Kheta Sarai,Uttar Pradesh,NR,"Nawab Yousuf Rd, Uttar Pradesh",Point,82.6886636169,25.9657745832,0,2,2,0,0,0,0
KTR,Kothar,Rajasthan,NWR,"Pali, Rajasthan",Point,73.123647,24.980982,0,3,1,0,0,0,0
KWDP,Kakdwip,West Bengal,ER,"National Highway 117, West Bengal",Point,88.19387900000001,21.8796,0,4,1,0,0,0,0
NMT,Namtiali,Assam,NFR,"National Highway 61, Assam",Point,94.619336,26.851588,0,3,1,0,0,0,0
KRKP,Kyarkop,Karnataka,SWR,"Dharwad, Karnataka",Point,74.96794799999999,15.442249,0,4,1,0,0,0,0
KUD,Kudachi,Karnataka,SWR,"Kudchi, Karnataka",Point,74.85868699999999,16.62608,0,3,1,0,0,0,0
KRG,Koregaon,Maharashtra,CR,"Koregaon, Maharashtra",Point,74.147622,17.690976,0,3,1,0,0,0,0
KQK,Kotikulam,Kerala,SR,"Bekal, Kerala",Point,75.024008,12.423507,0,3,1,0,0,0,0
KTKR,Kumtha Khurd,Maharashtra,SCR,"State Highway 217, Maharashtra",Point,77.0092961456,18.4218389359,0,4,2,0,0,0,0
KTU,Kuttippuram,Kerala,SR,"Kuttippuram, Kerala",Point,76.03339700000001,10.845724,0,3,1,0,0,0,0
KRNI,Krishnai,Assam,NFR,"Nh 37, Assam",Point,90.682568,26.070884,0,4,1,0,0,0,0
KUHI,Kuhi,Maharashtra,SECR,"Nagpur, Maharashtra",Point,79.35072000000001,21.007558,0,4,1,0,0,0,0
KXD,Kokalda,Maharashtra,CR,"Amravati, Maharashtra",Unknown,,,1,3,1,0,0,0,0
KZPB,Kazipara Barasat,West Bengal,ER,"Station Rd, West Bengal",Unknown,,,1,4,2,0,0,0,0
KTAL,Kathalal,Gujarat,WR,"Kathalal, Gujarat",Point,72.986389,22.899659,0,4,1,0,0,0,0
KUTR,Kulathur,Tamil Nadu,SR,"Keeranur, Tamil Nadu",Point,78.79207688,10.57217515,0,4,1,0,0,0,0
LAT,Lathi,Gujarat,WR,"Lathi, Gujarat",Point,71.386531,21.73935,0,3,1,0,0,0,0
KWF,Katwa,West Bengal,ER,"Katwa, West Bengal",Point,88.123575,23.639805,0,3,1,0,0,0,0
KYH,Khairah,Bihar,NER,"Saran, Bihar",Point,84.760114,25.861013,0,3,1,0,0,0,0
KYP,Kalyanpur,West Bengal,ER,"Baruipur, West Bengal",Point,88.414597,22.343456,0,3,1,0,0,0,0
KTNA,Kathana,Gujarat,WR,"Bhadran, Gujarat",Point,72.752631,22.235721,0,4,1,0,0,0,0
KRUR,Keeranur,Tamil Nadu,SR,"Keeranur, Tamil Nadu",Point,78.787292,10.576655,0,4,1,0,0,0,0
KTWS,Kathuwas,Haryana,NWR,"State Highway 26, Haryana",Point,76.3437941406,28.1331067668,0,4,1,0,0,0,0
KRY,Kadiri,Andhra Pradesh,SCR,"Kadiri, Andhra Pradesh",Point,78.165591,14.114788,0,3,1,0,0,0,0
KUMB,Kumarbagh,Bihar,ECR,"Kumarbagh, Bihar",Point,84.51158,26.874522,0,4,1,0,0,0,0
LAK,Lakho,Bihar,ECR,"Lakho, Bihar",Point,86.205004,25.41636,0,3,1,0,0,0,0
KVK,Kavathe Mahankl,Maharashtra,CR,"Jath Rd, Maharashtra",Point,74.94491099999999,17.007517,0,3,2,0,0,0,0
KXO,Kudikadu,Tamil Nadu,SR,"Poondi, Tamil Nadu",Point,79.241642,10.775636,0,3,1,0,0,0,0
LKPR,Lakshmikantpur,West Bengal,ER,"Lakshmikantapur, West Bengal",Point,88.321958,22.110055,0,4,1,0,0,0,0
LAL,Lushala,Gujarat,WR,"State Highway 99, Gujarat",Point,70.32629040219999,21.3918244015,0,3,1,0,0,0,0
KWJ,Khojewala,Punjab,NR,"Kapurthala, Punjab",Point,75.47495599999999,31.359247,0,3,1,0,0,0,0
KXH,Kapurthala,Punjab,NR,"Kapurthala, Punjab",Point,75.38272400000001,31.366846,0,3,1,0,0,0,0
LING,Ling,Maharashtra,CR,"Ling, Maharashtra",Point,87.3615834955126,25.290391816004583,0,4,1,0,0,0,0
KZS,Kuakhera Halt,Uttar Pradesh,NR,"Chandausi, Uttar Pradesh",Point,78.76651700000001,28.546471,0,3,2,0,0,0,0
KVE,Kavalande,Karnataka,SWR,"Sh 57, Karnataka",Point,76.799272,12.033304,0,3,1,0,0,0,0
KWM,Kampur,Assam,NFR,"Kampur, Assam",Point,92.6577872687,26.1606011328,0,3,1,0,0,0,0
KZW,Katar Singhwala,Punjab,NR,"State Highway 17, Punjab",Point,75.01084399999999,30.15413,0,3,2,0,0,0,0
KZTW,Kulitturai West,Tamil Nadu,SR,"Kanyakumari, Tamil Nadu",Point,77.209792,8.323734,0,4,2,0,0,0,0
LNH,Lachhmangarh Sikar,Rajasthan,NWR,"Laxmangarh, Rajasthan",Point,75.034114,27.832586,0,3,2,0,0,0,0
KUTI,Khumtai,Assam,NFR,"Khumtai, Assam",Point,93.864273,26.626404,0,4,1,0,0,0,0
LDE,Lokdhikhera,Madhya Pradesh,SECR,"Sausar, Madhya Pradesh",Point,78.855877,21.582533,0,3,1,0,0,0,0
LDD,Ladkhed,Maharashtra,CR,"Sh 212, Maharashtra",Unknown,,,1,3,1,0,0,0,0
KZC,Kulukkalur,Kerala,SR,"Kulukkallur, Kerala",Point,76.23944300000001,10.868287,0,3,1,0,0,0,0
LDM,Ledarmer,Rajasthan,NWR,"Jalor, Rajasthan",Point,72.34701899999999,25.055439,0,3,1,0,0,0,0
LFG,Lower Haflong,Assam,NFR,"Haflong, Assam",Unknown,,,1,3,2,0,0,0,0
LGN,Lehgaon,Maharashtra,CR,"Amravati, Maharashtra",Unknown,,,1,3,1,0,0,0,0
LKKA,Lal Kuan,Uttarakhand,NER,"Lalkuan, Uttarakhand",Unknown,,,1,4,2,0,0,0,0
LMB,Limbara,Gujarat,WR,"Sh 166, Gujarat",Unknown,,,1,3,1,0,0,0,0
KYI,Kalyani,West Bengal,ER,"Kalyani, West Bengal",Point,88.467499,22.969219,0,3,1,0,0,0,0
KUDN,Kudni,Punjab,NR,"Mdr 101, Punjab",Point,75.8447011951,29.7777088167,0,4,1,0,0,0,0
KXT,Ketti,Tamil Nadu,SR,"Granduff Rd, Tamil Nadu",Point,76.736915,11.381409,0,3,1,0,0,0,0
LIR,Lachmipur,,NER,,Point,83.379037,27.25415,0,3,1,0,0,0,0
LIG,Linga,Madhya Pradesh,SECR,"Linga, Madhya Pradesh",Point,78.936403,21.963575,0,3,1,0,0,0,0
LDK,Ladhuka,Punjab,NR,"State Highway 20, Punjab",Point,74.119614,30.49849,0,3,1,0,0,0,0
KYBR,Khairatiya Bandh Road,Uttar Pradesh,NER,"Khairatiya, Uttar Pradesh",Point,81.081765,28.272292,0,4,3,0,1,0,0
LEDO,Ledo,Assam,NFR,"Ledo, Assam",Point,95.725374,27.288435,0,4,1,0,0,0,0
LBO,Latabor,Chhattisgarh,SECR,"Latabore, Chhattisgarh",Point,81.26577,20.789828,0,3,1,0,0,0,0
KYY,Kariha,Punjab,NR,"Kariha, Punjab",Point,76.068043,31.146278,0,3,1,0,0,0,0
KYS,Kusumkasa,Chhattisgarh,SECR,"Kusumkasa, Chhattisgarh",Point,81.087812,20.637273,0,3,1,0,0,0,0
KTYR,Kottaiyur,Tamil Nadu,SR,"Kottaiyur, Tamil Nadu",Point,78.786317,10.112077,0,4,1,0,0,0,0
LGL,Lalgola,West Bengal,ER,"Lalgola, West Bengal",Point,88.257513,24.421152,0,3,1,0,0,0,0
KVH,Khambhel,Gujarat,WR,"State Highway 7, Gujarat",Point,72.042973,23.610866,0,3,1,0,0,0,0
LKN,Lakhminia,Bihar,ECR,"Bihar, Bihar",Point,86.309269,25.426072,0,3,1,0,0,0,0
LNP,Langarpeth,Maharashtra,CR,"Jath Rd, Maharashtra",Point,74.96712500000001,17.084723,0,3,1,0,0,0,0
LMNR,Lakshmibai Nagar,Madhya Pradesh,WR,"Indore, Madhya Pradesh",Point,75.858526,22.742296,0,4,2,0,0,0,0
LHBK,Lothal Bhurki,Gujarat,WR,"State Highway 1, Gujarat",Point,72.222393,22.55299,0,4,2,0,0,0,0
LPNR,Lajpat Nagar,Delhi Nct,NR,"Lajpat Nagar, Delhi Nct",Point,77.244136,28.57927,0,4,2,0,0,0,0
MCPK,Chepauk,Tamil Nadu,SR,"Chennai, Tamil Nadu",Point,80.28015,13.061372,0,4,1,0,0,0,0
LSR,Lasur,Maharashtra,SCR,"Aurangabad, Maharashtra",Point,75.01148900000001,19.926081,0,3,1,0,0,0,0
LNA,Lamana,Rajasthan,NWR,"Beawar, Rajasthan",Point,74.46563,26.244934,0,3,1,0,0,0,0
LOG,Lohgara,Uttar Pradesh,NCR,"Lohgara, Uttar Pradesh",Point,81.73019000000001,25.25045,0,3,1,0,0,0,0
DTRA,Dantra,Unknown,Unknown,Unknown,Point,75.149207,26.772569,0,4,1,0,0,0,0
LBTL,Lebutala,West Bengal,ER,"Lebutala, West Bengal",Point,88.640107,22.666791,0,4,1,0,0,0,0
LTD,Lathidad,Gujarat,WR,"Tajpar Rd, Gujarat",Point,71.702802,22.090056,0,3,1,0,0,0,0
LLU,Lalru,Punjab,NR,"Lalru, Punjab",Point,76.7941,30.479756,0,3,1,0,0,0,0
LPJ,Lalpur Jam,Gujarat,WR,"Lalpur, Gujarat",Point,69.9524202618,22.1945375806,0,3,2,0,0,0,0
LPU,Lakhpuri,Maharashtra,CR,"Lakhpuri, Maharashtra",Unknown,,,1,3,1,0,0,0,0
LSN,Lasina,Maharashtra,CR,"Lasina, Maharashtra",Unknown,,,1,3,1,0,0,0,0
LTA,Lamta,Madhya Pradesh,SECR,"Lamta, Madhya Pradesh",Point,80.1244293225,22.1390377316,0,3,1,0,0,0,0
LHA,Lehra Gaga,Punjab,NR,"Sangrur, Punjab",Point,75.810079,29.937832,0,3,2,0,0,0,0
RRME,Ranchi Road,,ECR,,Point,85.51160300000001,23.665992000000003,0,4,2,0,1,0,0
LKSH,Lakshminarayanapuram,Andhra Pradesh,SCR,"L Narayanapuram, Andhra Pradesh",Point,81.592567,16.600703,0,4,1,0,0,0,0
MARD,Mavur Road,Tamil Nadu,SR,"State Highway 23, Tamil Nadu",Unknown,,,1,4,2,0,1,0,0
MAX,Mangudi,Tamil Nadu,SR,"State Highway 23, Tamil Nadu",Unknown,,,1,3,1,0,0,0,0
LWR,Alnavar Jn,Karnataka,SWR,"Alnavar, Karnataka",Point,74.738116,15.424244,0,3,2,1,0,0,0
MBH,Mobha Road,Gujarat,WR,"Vadodara Jambusar, Gujarat",Unknown,,,1,3,2,0,1,0,0
LKZ,Lakadiya,Gujarat,WR,"Lakadia, Gujarat",Point,70.58674500000001,23.339664,0,3,1,0,0,0,0
LTR,Lakhtar,Gujarat,WR,"Lakhtar, Gujarat",Point,71.77672700000001,22.873403,0,3,1,0,0,0,0
LPR,Lilapur Road,Gujarat,WR,"State Highway 17, Gujarat",Point,71.862567,22.954447,0,3,2,0,1,0,0
LMO,Liliya Mota,Gujarat,WR,"Liliya Mota, Gujarat",Point,71.372863,21.540317,0,3,2,0,0,0,0
LMN,Lachhmanpur,Uttar Pradesh,NR,"Unchahar, Uttar Pradesh",Point,81.25726300000001,26.050472,0,3,1,0,0,0,0
LPN,Laopani,Assam,NFR,"National Highway 37, Assam",Point,92.595989173,26.2003076494,0,3,1,0,0,0,0
LKA,Lanka,Assam,NFR,"Lanka, Assam",Point,92.958001,25.914426,0,3,1,0,0,0,0
MCPT,Chintadripet,Tamil Nadu,SR,"Chennai, Tamil Nadu",Point,80.274188,13.07406,0,4,1,0,0,0,0
LKG,Lamsakhang,Assam,NFR,"Lamsakhan Rd, Assam",Point,93.046846,25.796536,0,3,1,0,0,0,0
LCT,Langcholiet,Assam,NFR,"Tv Centre Road, Assam",Point,93.3046356757,25.759322935,0,3,1,0,0,0,0
LPTA,Longpatia,Assam,NFR,"Nabhokotia Rd, Assam",Point,95.0953363135,27.0797307213,0,4,1,0,0,0,0
LHL,Lahoal,Assam,NFR,"A T Rd, Assam",Point,94.999525,27.4525,0,3,1,0,0,0,0
MANU,Manu,Tripura,NFR,"Manu, Tripura",Point,91.9989317505,23.9881925448,0,4,1,0,0,0,0
MAK,Mallikpur,West Bengal,ER,"Kolkata, West Bengal",Point,88.43331500000001,22.396985,0,3,1,0,0,0,0
LKW,Lakhewali,Punjab,NR,"Court Rd, Punjab",Point,74.341781,30.447834,0,3,1,0,0,0,0
LNO,Lohna Road,Bihar,ECR,"Naruar, Bihar",Point,86.229057,26.220882,0,3,2,0,1,0,0
LHW,Loharwara,Rajasthan,NWR,"Sikar Rd, Rajasthan",Point,75.67687000000001,27.19839,0,3,1,0,0,0,0
LTK,Lathikata,Orissa,SER,"Latkata, Orissa",Point,84.89496100000001,22.131808,0,3,1,0,0,0,0
LRI,Lihuri Halt,Andhra Pradesh,ECOR,"Lihuri Rd, Andhra Pradesh",Point,83.849833,18.913242,0,3,2,0,0,0,0
LHLL,Lahli,Haryana,NWR,"State Highway 16, Haryana",Point,76.44533799999999,28.854317,0,4,1,0,0,0,0
MAAR,Malhar,Rajasthan,?,"Jodhpur, Rajasthan",Point,72.37553642820001,27.2041163361,0,4,1,0,0,0,0
LCH,Linch,Gujarat,WR,"State Highway 41, Gujarat",Point,72.3554837085,23.5267179305,0,3,1,0,0,0,0
MDR,Madhira,Andhra Pradesh,SCR,"K.Ponnavaram, Andhra Pradesh",Point,80.366849,16.921826,0,3,1,0,0,0,0
MDB,Mandor,Rajasthan,NWR,"Jodhpur, Rajasthan",Point,73.042126,26.350708,0,3,1,0,0,0,0
TUY,Thiruthuraiyur,Tamil Nadu,SR,"Thiruthuraiyur Railway Station Rd, Tamil Nadu",Point,79.534813,11.823788,0,3,1,0,0,0,0
MDL,Mandal,Rajasthan,NWR,"Mandal, Rajasthan",Point,74.59395891049999,25.4396317383,0,3,1,0,0,0,0
MDPR,Modpur,Gujarat,WR,"Khambhalia-Lalpur, Gujarat",Point,69.81170376339999,22.2625878623,0,4,1,0,0,0,0
MDRA,Medra,Gujarat,WR,"National Highway 8, Gujarat",Point,72.712778,23.13609,0,4,1,0,0,0,0
MFR,Mandla Fort,Madhya Pradesh,SECR,"Mandla Fort, Madhya Pradesh",Point,80.355908,22.586017,0,3,2,0,0,0,0
MDHA,Madhada,Gujarat,WR,"Bhavnagar, Gujarat",Point,71.90539757810001,21.6080009031,0,4,1,0,0,0,0
MDNP,Madanpur Halt,Jharkhand,ER,"Madanpur, Jharkhand",Unknown,,,1,4,2,0,0,0,0
MAUR,Maur,Punjab,NR,"Maur Mandi, Punjab",Point,75.22772,30.062746,0,4,1,0,0,0,0
MDF,Muradi,West Bengal,SER,"Barakar, West Bengal",Point,86.80929,23.593092,0,3,1,0,0,0,0
MDLA,Mundlana,Haryana,NR,"Panipat, Haryana",Point,76.757452,29.212025,0,4,1,0,0,0,0
VU,Vaghpura,Unknown,Unknown,Unknown,Point,71.34996600000001,23.781878,0,2,1,0,0,0,0
MEM,Mau Aimma,Uttar Pradesh,NR,"Allahabad, Uttar Pradesh",Point,81.91377,25.698324,0,3,2,0,0,0,0
MEQ,Malethu Kanak,Uttar Pradesh,NR,"Bikapur, Uttar Pradesh",Point,82.124891,26.60377,0,3,2,0,0,0,0
MBS,Madhosingh,Uttar Pradesh,NER,"Sh 5, Uttar Pradesh",Point,82.552278,25.249931,0,3,1,0,0,0,0
MDVB,Mandar Vidyapith Halt,Bihar,ER,"Mandar, Bihar",Point,87.0202584961,24.8344029798,0,4,3,0,0,0,0
MCF,Manik Chauree Halt,Chhattisgarh,SECR,"Manikchauri, Chhattisgarh",Point,81.783198,21.004164000000003,0,3,3,0,0,0,0
MCU,Mulacalacheruvu,Andhra Pradesh,SCR,"Mulakalacheruvu, Andhra Pradesh",Point,78.26482899999999,13.802188,0,3,1,0,0,0,0
MD,Madar,Rajasthan,NWR,"Ajmer, Rajasthan",Point,74.68722700000001,26.465014,0,2,1,0,0,0,0
MBNL,Marwar Bhinmal,Rajasthan,NWR,"Bhinmal, Rajasthan",Point,72.275398,25.000633,0,4,2,0,0,0,0
MADR,Madure,Maharashtra,KR,"Sawantwadi Vengurla Rd, Maharashtra",Point,73.80896700000001,15.812975,0,4,1,0,0,0,0
MANK,Manki,Karnataka,KR,"Manki, Karnataka",Point,74.4932361584,14.1744388792,0,4,1,0,0,0,0
MGR,Munger,Bihar,ER,"Munger, Bihar",Unknown,,,1,3,1,0,0,0,0
MAJN,Mangalore Jn,Karnataka,SR,"Mangalore, Karnataka",Point,74.88006,12.866193,0,4,2,1,0,0,0
MBY,Mandi Dabwali,Haryana,NWR,"Mandi Dabwali, Haryana",Point,74.700155,29.966227,0,3,2,0,0,0,0
MGX,Mailongdisa,Assam,NFR,"Mailongdisa, Assam",Unknown,,,1,3,1,0,0,0,0
MAHE,Mahe,Puducherry,SR,"Mahe, Puducherry",Point,75.546967,11.699227,0,4,1,0,0,0,0
MDD,Malad,Maharashtra,WR,"Mumbai, Maharashtra",Point,72.84917,19.187089,0,3,1,0,0,0,0
MGKM,Mungiakami,Tripura,NFR,"Mungiyakami, Tripura",Point,91.7101089758,23.8838302513,0,4,1,0,0,0,0
MDLE,Mandar Hill,Bihar,ER,"Mandar, Bihar",Point,87.02615830570001,24.8060780645,0,4,2,0,0,0,0
AJL,Ajitwal,Punjab,NR,"Ajitwal, Punjab",Point,75.33981800000001,30.807611,0,3,1,0,0,0,0
MDBP,Madhabpur,West Bengal,ER,"State Highway 3, West Bengal",Point,88.347323,22.119207,0,4,1,0,0,0,0
AJN,Ajnod,Madhya Pradesh,WR,"Indore, Madhya Pradesh",Point,75.738947,22.931326,0,3,1,0,0,0,0
MDCR,Masaudhi Court Halt,Bihar,?,"National Highway 22, Bihar",Point,85.0439060474,25.366289184800003,0,4,3,0,0,0,0
MDGR,Manendragarh,Madhya Pradesh,SECR,"Manendragarh, Madhya Pradesh",Point,82.197734,23.219747,0,4,1,0,0,0,0
MG,Modelgram,Punjab,NR,"Ludhiana, Punjab",Point,75.83618299999999,30.891527,0,2,1,0,0,0,0
MEE,Methai,,ECR,,Point,86.72458900000001,25.907006000000003,0,3,1,0,0,0,0
MEW,Marhaura,Bihar,NER,"National Highway 28B, Bihar",Point,84.850984,25.969081,0,3,1,0,0,0,0
LYD,Layabad,Jharkhand,SER,"Loyabad, Jharkhand",Point,86.351907,23.773417,0,3,1,0,0,0,0
MIJ,Majhdia,West Bengal,ER,"Banpur-Majhdia Rd, West Bengal",Point,88.719031,23.414562,0,3,1,0,0,0,0
MBW,Malwara,Rajasthan,NWR,"Marwara, Rajasthan",Point,72.26700809939999,24.7994691685,0,3,1,0,0,0,0
MHC,Masrakh,Bihar,NER,"Mashrakh, Bihar",Point,84.8085433154,26.1022287466,0,3,1,0,0,0,0
MGVK,Malegaon Vyenku,Maharashtra,SECR,"National Highway 69, Maharashtra",Point,78.956134,21.37586,0,4,2,0,0,0,0
MFM,Mahalam,Punjab,NR,"State Highway 20, Punjab",Point,74.706748,31.018428,0,3,1,0,0,0,0
MET,Malerkotla,Punjab,NR,"Maler Kotla, Punjab",Point,75.87169200000001,30.529403,0,3,1,0,0,0,0
MHOW,Mhow,Madhya Pradesh,WR,"Mhow, Madhya Pradesh",Point,75.771097,22.55518,0,4,1,0,0,0,0
MINA,Miyana,Madhya Pradesh,WCR,"Guna, Madhya Pradesh",Point,77.472164,24.85653,0,4,1,0,0,0,0
MIQ,Mirhakur,Uttar Pradesh,NCR,"Idgah Agra, Uttar Pradesh",Point,77.8660122473,27.151203539700003,0,3,1,0,0,0,0
MLSR,Malsar,Gujarat,WR,"Sinor, Gujarat",Point,73.31641039811075,21.88940753391553,0,4,1,0,0,0,0
MKP,Manikpur Jn,Uttar Pradesh,NCR,"Manikpur, Uttar Pradesh",Point,81.09365700000001,25.063492,0,3,2,1,0,0,0
MES,Madurai East,Tamil Nadu,SR,"Madurai, Tamil Nadu",Point,78.134188,9.908505,0,3,2,0,0,0,0
MHRL,Mahrail,Bihar,ECR,"Mahrail, Bihar",Point,86.284783,26.294081,0,4,1,0,0,0,0
MGLE,Manigram,West Bengal,ER,"Lalgola, West Bengal",Point,88.107881626,24.3428549076,0,4,1,0,0,0,0
MLH,Manaklao,Rajasthan,NWR,"State Highway 61, Rajasthan",Point,73.003204,26.485986,0,3,1,0,0,0,0
VV,Valivade,Maharashtra,CR,"Valivade, Maharashtra",Point,74.298965,16.703574,0,2,1,0,0,0,0
MKI,Bapudham Motihari,Bihar,ECR,"Motihari, Bihar",Point,84.90525,26.655520000000003,0,3,2,0,0,0,0
MHL,Mahwal,Bihar,ECR,"Muzaffarpur, Bihar",Point,85.12631435489999,26.3018584066,0,3,1,0,0,0,0
MHMB,Mahimba,Maharashtra,SCR,"Nanded, Maharashtra",Point,78.076322,19.419885,0,4,1,0,0,0,0
AJP,Ajjampur,Karnataka,SWR,"Ajjampur, Karnataka",Point,76.0097415,13.7283327,0,3,1,0,0,0,0
MHDP,Mahadevpara,Gujarat,WR,"State Highway 9, Gujarat",Point,72.949202,23.677025,0,4,1,0,0,0,0
MIRA,Mira Road,Maharashtra,WR,"Mira Bhayandar, Maharashtra",Point,72.856072,19.280299,0,4,2,0,1,0,0
MJO,Majorda,Goa,KR,"South Goa, Goa",Point,73.922408,15.314045,0,3,1,0,0,0,0
MGRR,Magarpur,Uttar Pradesh,NCR,"Mau Ranipur, Uttar Pradesh",Point,78.858785,25.322705000000003,0,4,1,0,0,0,0
MJE,Mujnal,West Bengal,NFR,"National Highway 31C, West Bengal",Point,89.191957,26.693328,0,3,1,0,0,0,0
MKRL,Moti Koral,Gujarat,WR,"Maninageshwar Rd, Gujarat",Unknown,,,1,4,2,0,0,0,0
MIH,Mihrawan,Uttar Pradesh,NR,"Nawab Yousuf Rd, Uttar Pradesh",Point,82.694333,25.871178,0,3,1,0,0,0,0
MM,Mumbai Mahim Jn,Maharashtra,WR,"Mumbai, Maharashtra",Point,72.84687600000001,19.040547,0,2,3,1,0,0,0
