day,station_id,hour,day_of_week,is_weekend,is_peak,capacity,passenger_count,density_percentage,lag_1h_footfall
7,3,3,0,0,0,1100,85,7.73,152.0
7,3,4,0,0,0,1100,46,4.18,85.0
7,3,5,0,0,0,1100,61,5.55,46.0
7,3,6,0,0,0,1100,483,43.91,61.0
7,3,7,0,0,0,1100,533,48.45,483.0
7,3,8,0,0,1,1100,794,72.18,533.0
7,3,9,0,0,1,1100,890,80.91,794.0
7,3,10,0,0,0,1100,360,32.73,890.0
7,3,11,0,0,0,1100,262,23.82,360.0
7,3,12,0,0,0,1100,457,41.55,262.0
7,3,13,0,0,0,1100,395,35.91,457.0
7,3,14,0,0,0,1100,377,34.27,395.0
7,3,15,0,0,0,1100,283,25.73,377.0
7,3,16,0,0,0,1100,395,35.91,283.0
7,3,17,0,0,1,1100,877,79.73,395.0
7,3,18,0,0,1,1100,868,78.91,877.0
7,3,19,0,0,1,1100,845,76.82,868.0
7,3,20,0,0,0,1100,640,58.18,845.0
7,3,21,0,0,0,1100,287,26.09,640.0
7,3,22,0,0,0,1100,137,12.45,287.0
7,3,23,0,0,0,1100,149,13.55,137.0
8,3,0,1,0,0,1100,22,2.0,149.0
8,3,1,1,0,0,1100,144,13.09,22.0
8,3,2,1,0,0,1100,22,2.0,144.0
8,3,3,1,0,0,1100,61,5.55,22.0
8,3,4,1,0,0,1100,84,7.64,61.0
8,3,5,1,0,0,1100,36,3.27,84.0
8,3,6,1,0,0,1100,419,38.09,36.0
8,3,7,1,0,0,1100,500,45.45,419.0
8,3,8,1,0,1,1100,818,74.36,500.0
8,3,9,1,0,1,1100,685,62.27,818.0
8,3,10,1,0,0,1100,371,33.73,685.0
8,3,11,1,0,0,1100,328,29.82,371.0
8,3,12,1,0,0,1100,341,31.0,328.0
8,3,13,1,0,0,1100,376,34.18,341.0
8,3,14,1,0,0,1100,341,31.0,376.0
8,3,15,1,0,0,1100,377,34.27,341.0
8,3,16,1,0,0,1100,373,33.91,377.0
8,3,17,1,0,1,1100,834,75.82,373.0
8,3,18,1,0,1,1100,731,66.45,834.0
8,3,19,1,0,1,1100,899,81.73,731.0
8,3,20,1,0,0,1100,582,52.91,899.0
8,3,21,1,0,0,1100,94,8.55,582.0
8,3,22,1,0,0,1100,289,26.27,94.0
8,3,23,1,0,0,1100,266,24.18,289.0
9,3,0,2,0,0,1100,22,2.0,266.0
9,3,1,2,0,0,1100,22,2.0,22.0
9,3,2,2,0,0,1100,97,8.82,22.0
9,3,3,2,0,0,1100,37,3.36,97.0
9,3,4,2,0,0,1100,61,5.55,37.0
9,3,5,2,0,0,1100,22,2.0,61.0
9,3,6,2,0,0,1100,582,52.91,22.0
9,3,7,2,0,0,1100,582,52.91,582.0
9,3,8,2,0,1,1100,742,67.45,582.0
9,3,9,2,0,1,1100,788,71.64,742.0
9,3,10,2,0,0,1100,342,31.09,788.0
9,3,11,2,0,0,1100,353,32.09,342.0
9,3,12,2,0,0,1100,369,33.55,353.0
9,3,13,2,0,0,1100,276,25.09,369.0
9,3,14,2,0,0,1100,339,30.82,276.0
9,3,15,2,0,0,1100,353,32.09,339.0
9,3,16,2,0,0,1100,326,29.64,353.0
9,3,17,2,0,1,1100,888,80.73,326.0
9,3,18,2,0,1,1100,985,89.55,888.0
9,3,19,2,0,1,1100,1004,91.27,985.0
9,3,20,2,0,0,1100,691,62.82,1004.0
9,3,21,2,0,0,1100,204,18.55,691.0
9,3,22,2,0,0,1100,215,19.55,204.0
9,3,23,2,0,0,1100,147,13.36,215.0
10,3,0,3,0,0,1100,162,14.73,147.0
10,3,1,3,0,0,1100,33,3.0,162.0
10,3,2,3,0,0,1100,36,3.27,33.0
10,3,3,3,0,0,1100,61,5.55,36.0
10,3,4,3,0,0,1100,70,6.36,61.0
10,3,5,3,0,0,1100,41,3.73,70.0
10,3,6,3,0,0,1100,562,51.09,41.0
10,3,7,3,0,0,1100,569,51.73,562.0
10,3,8,3,0,1,1100,751,68.27,569.0
10,3,9,3,0,1,1100,832,75.64,751.0
10,3,10,3,0,0,1100,415,37.73,832.0
10,3,11,3,0,0,1100,418,38.0,415.0
10,3,12,3,0,0,1100,289,26.27,418.0
10,3,13,3,0,0,1100,358,32.55,289.0
10,3,14,3,0,0,1100,299,27.18,358.0
10,3,15,3,0,0,1100,373,33.91,299.0
10,3,16,3,0,0,1100,400,36.36,373.0
10,3,17,3,0,1,1100,923,83.91,400.0
10,3,18,3,0,1,1100,830,75.45,923.0
10,3,19,3,0,1,1100,882,80.18,830.0
10,3,20,3,0,0,1100,735,66.82,882.0
10,3,21,3,0,0,1100,228,20.73,735.0
10,3,22,3,0,0,1100,246,22.36,228.0
10,3,23,3,0,0,1100,221,20.09,246.0
11,3,0,4,0,0,1100,52,4.73,221.0
11,3,1,4,0,0,1100,129,11.73,52.0
11,3,2,4,0,0,1100,22,2.0,129.0
11,3,3,4,0,0,1100,22,2.0,22.0
11,3,4,4,0,0,1100,22,2.0,22.0
11,3,5,4,0,0,1100,37,3.36,22.0
11,3,6,4,0,0,1100,520,47.27,37.0
11,3,7,4,0,0,1100,511,46.45,520.0
11,3,8,4,0,1,1100,933,84.82,511.0
11,3,9,4,0,1,1100,809,73.55,933.0
11,3,10,4,0,0,1100,432,39.27,809.0
11,3,11,4,0,0,1100,445,40.45,432.0
11,3,12,4,0,0,1100,367,33.36,445.0
11,3,13,4,0,0,1100,320,29.09,367.0
11,3,14,4,0,0,1100,319,29.0,320.0
11,3,15,4,0,0,1100,307,27.91,319.0
11,3,16,4,0,0,1100,292,26.55,307.0
11,3,17,4,0,1,1100,864,78.55,292.0
11,3,18,4,0,1,1100,857,77.91,864.0
11,3,19,4,0,1,1100,1011,91.91,857.0
11,3,20,4,0,0,1100,685,62.27,1011.0
11,3,21,4,0,0,1100,144,13.09,685.0
11,3,22,4,0,0,1100,116,10.55,144.0
11,3,23,4,0,0,1100,238,21.64,116.0
12,3,0,5,1,0,1100,94,8.55,238.0
12,3,1,5,1,0,1100,54,4.91,94.0
12,3,2,5,1,0,1100,22,2.0,54.0
12,3,3,5,1,0,1100,29,2.64,22.0
12,3,4,5,1,0,1100,22,2.0,29.0
12,3,5,5,1,0,1100,22,2.0,22.0
12,3,6,5,1,0,1100,214,19.45,22.0
12,3,7,5,1,0,1100,225,20.45,214.0
12,3,8,5,1,0,1100,493,44.82,225.0
12,3,9,5,1,0,1100,389,35.36,493.0
12,3,10,5,1,0,1100,261,23.73,389.0
12,3,11,5,1,0,1100,158,14.36,261.0
12,3,12,5,1,0,1100,103,9.36,158.0
12,3,13,5,1,0,1100,209,19.0,103.0
12,3,14,5,1,0,1100,218,19.82,209.0
12,3,15,5,1,0,1100,187,17.0,218.0
12,3,16,5,1,0,1100,141,12.82,187.0
12,3,17,5,1,0,1100,590,53.64,141.0
12,3,18,5,1,0,1100,520,47.27,590.0
12,3,19,5,1,0,1100,516,46.91,520.0
12,3,20,5,1,0,1100,305,27.73,516.0
12,3,21,5,1,0,1100,41,3.73,305.0
12,3,22,5,1,0,1100,111,10.09,41.0
12,3,23,5,1,0,1100,200,18.18,111.0
13,3,0,6,1,0,1100,108,9.82,200.0
13,3,1,6,1,0,1100,97,8.82,108.0
13,3,2,6,1,0,1100,49,4.45,97.0
13,3,3,6,1,0,1100,22,2.0,49.0
13,3,4,6,1,0,1100,27,2.45,22.0
13,3,5,6,1,0,1100,97,8.82,27.0
13,3,6,6,1,0,1100,307,27.91,97.0
13,3,7,6,1,0,1100,236,21.45,307.0
13,3,8,6,1,0,1100,386,35.09,236.0
13,3,9,6,1,0,1100,414,37.64,386.0
13,3,10,6,1,0,1100,222,20.18,414.0
13,3,11,6,1,0,1100,161,14.64,222.0
13,3,12,6,1,0,1100,152,13.82,161.0
13,3,13,6,1,0,1100,214,19.45,152.0
13,3,14,6,1,0,1100,159,14.45,214.0
13,3,15,6,1,0,1100,127,11.55,159.0
13,3,16,6,1,0,1100,222,20.18,127.0
13,3,17,6,1,0,1100,557,50.64,222.0
13,3,18,6,1,0,1100,533,48.45,557.0
13,3,19,6,1,0,1100,551,50.09,533.0
13,3,20,6,1,0,1100,369,33.55,551.0
13,3,21,6,1,0,1100,280,25.45,369.0
13,3,22,6,1,0,1100,109,9.91,280.0
13,3,23,6,1,0,1100,84,7.64,109.0
14,3,0,0,0,0,1100,40,3.64,84.0
14,3,1,0,0,0,1100,50,4.55,40.0
14,3,2,0,0,0,1100,83,7.55,50.0
14,3,3,0,0,0,1100,77,7.0,83.0
14,3,4,0,0,0,1100,63,5.73,77.0
14,3,5,0,0,0,1100,22,2.0,63.0
14,3,6,0,0,0,1100,516,46.91,22.0
14,3,7,0,0,0,1100,483,43.91,516.0
14,3,8,0,0,1,1100,836,76.0,483.0
14,3,9,0,0,1,1100,739,67.18,836.0
14,3,10,0,0,0,1100,377,34.27,739.0
14,3,11,0,0,0,1100,318,28.91,377.0
14,3,12,0,0,0,1100,334,30.36,318.0
14,3,13,0,0,0,1100,412,37.45,334.0
14,3,14,0,0,0,1100,320,29.09,412.0
14,3,15,0,0,0,1100,316,28.73,320.0
14,3,16,0,0,0,1100,402,36.55,316.0
14,3,17,0,0,1,1100,932,84.73,402.0
14,3,18,0,0,1,1100,846,76.91,932.0
14,3,19,0,0,1,1100,902,82.0,846.0
14,3,20,0,0,0,1100,549,49.91,902.0
14,3,21,0,0,0,1100,148,13.45,549.0
14,3,22,0,0,0,1100,137,12.45,148.0
14,3,23,0,0,0,1100,114,10.36,137.0
15,3,0,1,0,0,1100,78,7.09,114.0
15,3,1,1,0,0,1100,22,2.0,78.0
15,3,2,1,0,0,1100,55,5.0,22.0
15,3,3,1,0,0,1100,146,13.27,55.0
15,3,4,1,0,0,1100,109,9.91,146.0
15,3,5,1,0,0,1100,48,4.36,109.0
15,3,6,1,0,0,1100,474,43.09,48.0
15,3,7,1,0,0,1100,355,32.27,474.0
15,3,8,1,0,1,1100,882,80.18,355.0
15,3,9,1,0,1,1100,822,74.73,882.0
15,3,10,1,0,0,1100,337,30.64,822.0
15,3,11,1,0,0,1100,384,34.91,337.0
15,3,12,1,0,0,1100,436,39.64,384.0
15,3,13,1,0,0,1100,331,30.09,436.0
15,3,14,1,0,0,1100,403,36.64,331.0
15,3,15,1,0,0,1100,398,36.18,403.0
15,3,16,1,0,0,1100,190,17.27,398.0
15,3,17,1,0,1,1100,888,80.73,190.0
15,3,18,1,0,1,1100,855,77.73,888.0
15,3,19,1,0,1,1100,863,78.45,855.0
15,3,20,1,0,0,1100,646,58.73,863.0
15,3,21,1,0,0,1100,183,16.64,646.0
15,3,22,1,0,0,1100,254,23.09,183.0
15,3,23,1,0,0,1100,209,19.0,254.0
16,3,0,2,0,0,1100,22,2.0,209.0
16,3,1,2,0,0,1100,29,2.64,22.0
16,3,2,2,0,0,1100,65,5.91,29.0
16,3,3,2,0,0,1100,29,2.64,65.0
16,3,4,2,0,0,1100,22,2.0,29.0
16,3,5,2,0,0,1100,128,11.64,22.0
16,3,6,2,0,0,1100,528,48.0,128.0
16,3,7,2,0,0,1100,456,41.45,528.0
16,3,8,2,0,1,1100,878,79.82,456.0
16,3,9,2,0,1,1100,900,81.82,878.0
16,3,10,2,0,0,1100,415,37.73,900.0
16,3,11,2,0,0,1100,355,32.27,415.0
16,3,12,2,0,0,1100,346,31.45,355.0
16,3,13,2,0,0,1100,379,34.45,346.0
16,3,14,2,0,0,1100,384,34.91,379.0
16,3,15,2,0,0,1100,348,31.64,384.0
16,3,16,2,0,0,1100,294,26.73,348.0
16,3,17,2,0,1,1100,901,81.91,294.0
16,3,18,2,0,1,1100,918,83.45,901.0
16,3,19,2,0,1,1100,975,88.64,918.0
16,3,20,2,0,0,1100,623,56.64,975.0
16,3,21,2,0,0,1100,148,13.45,623.0
16,3,22,2,0,0,1100,189,17.18,148.0
16,3,23,2,0,0,1100,150,13.64,189.0
17,3,0,3,0,0,1100,22,2.0,150.0
17,3,1,3,0,0,1100,22,2.0,22.0
17,3,2,3,0,0,1100,22,2.0,22.0
17,3,3,3,0,0,1100,41,3.73,22.0
17,3,4,3,0,0,1100,22,2.0,41.0
17,3,5,3,0,0,1100,23,2.09,22.0
17,3,6,3,0,0,1100,468,42.55,23.0
17,3,7,3,0,0,1100,516,46.91,468.0
17,3,8,3,0,1,1100,914,83.09,516.0
17,3,9,3,0,1,1100,767,69.73,914.0
17,3,10,3,0,0,1100,341,31.0,767.0
17,3,11,3,0,0,1100,384,34.91,341.0
17,3,12,3,0,0,1100,399,36.27,384.0
17,3,13,3,0,0,1100,317,28.82,399.0
17,3,14,3,0,0,1100,322,29.27,317.0
17,3,15,3,0,0,1100,416,37.82,322.0
17,3,16,3,0,0,1100,318,28.91,416.0
17,3,17,3,0,1,1100,894,81.27,318.0
17,3,18,3,0,1,1100,803,73.0,894.0
17,3,19,3,0,1,1100,907,82.45,803.0
17,3,20,3,0,0,1100,715,65.0,907.0
17,3,21,3,0,0,1100,182,16.55,715.0
17,3,22,3,0,0,1100,137,12.45,182.0
17,3,23,3,0,0,1100,171,15.55,137.0
18,3,0,4,0,0,1100,22,2.0,171.0
18,3,1,4,0,0,1100,114,10.36,22.0
18,3,2,4,0,0,1100,22,2.0,114.0
18,3,3,4,0,0,1100,47,4.27,22.0
18,3,4,4,0,0,1100,22,2.0,47.0
18,3,5,4,0,0,1100,110,10.0,22.0
18,3,6,4,0,0,1100,612,55.64,110.0
18,3,7,4,0,0,1100,480,43.64,612.0
18,3,8,4,0,1,1100,891,81.0,480.0
18,3,9,4,0,1,1100,971,88.27,891.0
18,3,10,4,0,0,1100,324,29.45,971.0
18,3,11,4,0,0,1100,294,26.73,324.0
18,3,12,4,0,0,1100,394,35.82,294.0
18,3,13,4,0,0,1100,297,27.0,394.0
18,3,14,4,0,0,1100,333,30.27,297.0
18,3,15,4,0,0,1100,348,31.64,333.0
18,3,16,4,0,0,1100,364,33.09,348.0
18,3,17,4,0,1,1100,909,82.64,364.0
18,3,18,4,0,1,1100,876,79.64,909.0
18,3,19,4,0,1,1100,906,82.36,876.0
18,3,20,4,0,0,1100,646,58.73,906.0
18,3,21,4,0,0,1100,284,25.82,646.0
18,3,22,4,0,0,1100,151,13.73,284.0
18,3,23,4,0,0,1100,197,17.91,151.0
19,3,0,5,1,0,1100,130,11.82,197.0
19,3,1,5,1,0,1100,22,2.0,130.0
19,3,2,5,1,0,1100,22,2.0,22.0
19,3,3,5,1,0,1100,126,11.45,22.0
19,3,4,5,1,0,1100,50,4.55,126.0
19,3,5,5,1,0,1100,168,15.27,50.0
19,3,6,5,1,0,1100,285,25.91,168.0
19,3,7,5,1,0,1100,321,29.18,285.0
19,3,8,5,1,0,1100,490,44.55,321.0
19,3,9,5,1,0,1100,517,47.0,490.0
19,3,10,5,1,0,1100,242,22.0,517.0
19,3,11,5,1,0,1100,265,24.09,242.0
19,3,12,5,1,0,1100,159,14.45,265.0
19,3,13,5,1,0,1100,139,12.64,159.0
19,3,14,5,1,0,1100,248,22.55,139.0
19,3,15,5,1,0,1100,179,16.27,248.0
19,3,16,5,1,0,1100,147,13.36,179.0
19,3,17,5,1,0,1100,486,44.18,147.0
19,3,18,5,1,0,1100,562,51.09,486.0
19,3,19,5,1,0,1100,524,47.64,562.0
19,3,20,5,1,0,1100,355,32.27,524.0
19,3,21,5,1,0,1100,66,6.0,355.0
19,3,22,5,1,0,1100,99,9.0,66.0
19,3,23,5,1,0,1100,225,20.45,99.0
20,3,0,6,1,0,1100,71,6.45,225.0
20,3,1,6,1,0,1100,112,10.18,71.0
20,3,2,6,1,0,1100,40,3.64,112.0
20,3,3,6,1,0,1100,28,2.55,40.0
20,3,4,6,1,0,1100,48,4.36,28.0
20,3,5,6,1,0,1100,23,2.09,48.0
20,3,6,6,1,0,1100,237,21.55,23.0
20,3,7,6,1,0,1100,351,31.91,237.0
20,3,8,6,1,0,1100,437,39.73,351.0
20,3,9,6,1,0,1100,367,33.36,437.0
20,3,10,6,1,0,1100,162,14.73,367.0
20,3,11,6,1,0,1100,164,14.91,162.0
20,3,12,6,1,0,1100,173,15.73,164.0
20,3,13,6,1,0,1100,198,18.0,173.0
20,3,14,6,1,0,1100,178,16.18,198.0
20,3,15,6,1,0,1100,126,11.45,178.0
20,3,16,6,1,0,1100,195,17.73,126.0
20,3,17,6,1,0,1100,531,48.27,195.0
20,3,18,6,1,0,1100,422,38.36,531.0
20,3,19,6,1,0,1100,515,46.82,422.0
20,3,20,6,1,0,1100,395,35.91,515.0
20,3,21,6,1,0,1100,95,8.64,395.0
20,3,22,6,1,0,1100,113,10.27,95.0
20,3,23,6,1,0,1100,54,4.91,113.0
21,3,0,0,0,0,1100,102,9.27,54.0
21,3,1,0,0,0,1100,47,4.27,102.0
21,3,2,0,0,0,1100,22,2.0,47.0
21,3,3,0,0,0,1100,22,2.0,22.0
21,3,4,0,0,0,1100,22,2.0,22.0
21,3,5,0,0,0,1100,29,2.64,22.0
21,3,6,0,0,0,1100,491,44.64,29.0
21,3,7,0,0,0,1100,468,42.55,491.0
21,3,8,0,0,1,1100,829,75.36,468.0
21,3,9,0,0,1,1100,764,69.45,829.0
21,3,10,0,0,0,1100,332,30.18,764.0
21,3,11,0,0,0,1100,257,23.36,332.0
21,3,12,0,0,0,1100,311,28.27,257.0
21,3,13,0,0,0,1100,473,43.0,311.0
21,3,14,0,0,0,1100,330,30.0,473.0
21,3,15,0,0,0,1100,311,28.27,330.0
21,3,16,0,0,0,1100,302,27.45,311.0
21,3,17,0,0,1,1100,841,76.45,302.0
21,3,18,0,0,1,1100,926,84.18,841.0
21,3,19,0,0,1,1100,894,81.27,926.0
21,3,20,0,0,0,1100,565,51.36,894.0
21,3,21,0,0,0,1100,215,19.55,565.0
21,3,22,0,0,0,1100,132,12.0,215.0
21,3,23,0,0,0,1100,182,16.55,132.0
22,3,0,1,0,0,1100,22,2.0,182.0
22,3,1,1,0,0,1100,182,16.55,22.0
22,3,2,1,0,0,1100,34,3.09,182.0
22,3,3,1,0,0,1100,28,2.55,34.0
22,3,4,1,0,0,1100,45,4.09,28.0
22,3,5,1,0,0,1100,22,2.0,45.0
22,3,6,1,0,0,1100,488,44.36,22.0
22,3,7,1,0,0,1100,498,45.27,488.0
22,3,8,1,0,1,1100,762,69.27,498.0
22,3,9,1,0,1,1100,825,75.0,762.0
22,3,10,1,0,0,1100,312,28.36,825.0
22,3,11,1,0,0,1100,331,30.09,312.0
22,3,12,1,0,0,1100,320,29.09,331.0
22,3,13,1,0,0,1100,365,33.18,320.0
22,3,14,1,0,0,1100,361,32.82,365.0
22,3,15,1,0,0,1100,438,39.82,361.0
22,3,16,1,0,0,1100,389,35.36,438.0
22,3,17,1,0,1,1100,975,88.64,389.0
22,3,18,1,0,1,1100,887,80.64,975.0
22,3,19,1,0,1,1100,805,73.18,887.0
22,3,20,1,0,0,1100,673,61.18,805.0
22,3,21,1,0,0,1100,143,13.0,673.0
22,3,22,1,0,0,1100,94,8.55,143.0
22,3,23,1,0,0,1100,139,12.64,94.0
23,3,0,2,0,0,1100,93,8.45,139.0
23,3,1,2,0,0,1100,70,6.36,93.0
23,3,2,2,0,0,1100,62,5.64,70.0
23,3,3,2,0,0,1100,36,3.27,62.0
23,3,4,2,0,0,1100,191,17.36,36.0
23,3,5,2,0,0,1100,22,2.0,191.0
23,3,6,2,0,0,1100,508,46.18,22.0
23,3,7,2,0,0,1100,515,46.82,508.0
23,3,8,2,0,1,1100,875,79.55,515.0
23,3,9,2,0,1,1100,846,76.91,875.0
23,3,10,2,0,0,1100,311,28.27,846.0
23,3,11,2,0,0,1100,468,42.55,311.0
23,3,12,2,0,0,1100,371,33.73,468.0
23,3,13,2,0,0,1100,261,23.73,371.0
23,3,14,2,0,0,1100,340,30.91,261.0
23,3,15,2,0,0,1100,300,27.27,340.0
23,3,16,2,0,0,1100,319,29.0,300.0
23,3,17,2,0,1,1100,984,89.45,319.0
23,3,18,2,0,1,1100,919,83.55,984.0
23,3,19,2,0,1,1100,920,83.64,919.0
23,3,20,2,0,0,1100,554,50.36,920.0
23,3,21,2,0,0,1100,255,23.18,554.0
23,3,22,2,0,0,1100,210,19.09,255.0
23,3,23,2,0,0,1100,250,22.73,210.0
24,3,0,3,0,0,1100,112,10.18,250.0
24,3,1,3,0,0,1100,140,12.73,112.0
24,3,2,3,0,0,1100,45,4.09,140.0
24,3,3,3,0,0,1100,125,11.36,45.0
24,3,4,3,0,0,1100,22,2.0,125.0
24,3,5,3,0,0,1100,57,5.18,22.0
24,3,6,3,0,0,1100,511,46.45,57.0
24,3,7,3,0,0,1100,480,43.64,511.0
24,3,8,3,0,1,1100,776,70.55,480.0
24,3,9,3,0,1,1100,904,82.18,776.0
24,3,10,3,0,0,1100,349,31.73,904.0
24,3,11,3,0,0,1100,344,31.27,349.0
24,3,12,3,0,0,1100,361,32.82,344.0
24,3,13,3,0,0,1100,272,24.73,361.0
24,3,14,3,0,0,1100,254,23.09,272.0
24,3,15,3,0,0,1100,299,27.18,254.0
24,3,16,3,0,0,1100,400,36.36,299.0
24,3,17,3,0,1,1100,907,82.45,400.0
24,3,18,3,0,1,1100,878,79.82,907.0
24,3,19,3,0,1,1100,874,79.45,878.0
24,3,20,3,0,0,1100,635,57.73,874.0
24,3,21,3,0,0,1100,178,16.18,635.0
24,3,22,3,0,0,1100,161,14.64,178.0
24,3,23,3,0,0,1100,164,14.91,161.0
25,3,0,4,0,0,1100,76,6.91,164.0
25,3,1,4,0,0,1100,22,2.0,76.0
25,3,2,4,0,0,1100,76,6.91,22.0
25,3,3,4,0,0,1100,46,4.18,76.0
25,3,4,4,0,0,1100,71,6.45,46.0
25,3,5,4,0,0,1100,22,2.0,71.0
25,3,6,4,0,0,1100,431,39.18,22.0
25,3,7,4,0,0,1100,519,47.18,431.0
25,3,8,4,0,1,1100,878,79.82,519.0
25,3,9,4,0,1,1100,899,81.73,878.0
25,3,10,4,0,0,1100,401,36.45,899.0
25,3,11,4,0,0,1100,291,26.45,401.0
25,3,12,4,0,0,1100,334,30.36,291.0
25,3,13,4,0,0,1100,424,38.55,334.0
25,3,14,4,0,0,1100,413,37.55,424.0
25,3,15,4,0,0,1100,312,28.36,413.0
25,3,16,4,0,0,1100,345,31.36,312.0
25,3,17,4,0,1,1100,830,75.45,345.0
25,3,18,4,0,1,1100,835,75.91,830.0
25,3,19,4,0,1,1100,912,82.91,835.0
25,3,20,4,0,0,1100,672,61.09,912.0
25,3,21,4,0,0,1100,143,13.0,672.0
25,3,22,4,0,0,1100,166,15.09,143.0
25,3,23,4,0,0,1100,239,21.73,166.0
26,3,0,5,1,0,1100,25,2.27,239.0
26,3,1,5,1,0,1100,94,8.55,25.0
26,3,2,5,1,0,1100,22,2.0,94.0
26,3,3,5,1,0,1100,22,2.0,22.0
26,3,4,5,1,0,1100,43,3.91,22.0
26,3,5,5,1,0,1100,22,2.0,43.0
26,3,6,5,1,0,1100,237,21.55,22.0
26,3,7,5,1,0,1100,169,15.36,237.0
26,3,8,5,1,0,1100,385,35.0,169.0
26,3,9,5,1,0,1100,502,45.64,385.0
26,3,10,5,1,0,1100,244,22.18,502.0
26,3,11,5,1,0,1100,214,19.45,244.0
26,3,12,5,1,0,1100,233,21.18,214.0
26,3,13,5,1,0,1100,230,20.91,233.0
26,3,14,5,1,0,1100,163,14.82,230.0
26,3,15,5,1,0,1100,222,20.18,163.0
26,3,16,5,1,0,1100,201,18.27,222.0
26,3,17,5,1,0,1100,425,38.64,201.0
26,3,18,5,1,0,1100,473,43.0,425.0
26,3,19,5,1,0,1100,488,44.36,473.0
26,3,20,5,1,0,1100,334,30.36,488.0
26,3,21,5,1,0,1100,196,17.82,334.0
26,3,22,5,1,0,1100,248,22.55,196.0
26,3,23,5,1,0,1100,163,14.82,248.0
27,3,0,6,1,0,1100,32,2.91,163.0
27,3,1,6,1,0,1100,22,2.0,32.0
27,3,2,6,1,0,1100,22,2.0,22.0
27,3,3,6,1,0,1100,30,2.73,22.0
27,3,4,6,1,0,1100,22,2.0,30.0
27,3,5,6,1,0,1100,47,4.27,22.0
27,3,6,6,1,0,1100,293,26.64,47.0
27,3,7,6,1,0,1100,239,21.73,293.0
27,3,8,6,1,0,1100,432,39.27,239.0
27,3,9,6,1,0,1100,441,40.09,432.0
27,3,10,6,1,0,1100,172,15.64,441.0
27,3,11,6,1,0,1100,172,15.64,172.0
27,3,12,6,1,0,1100,129,11.73,172.0
27,3,13,6,1,0,1100,160,14.55,129.0
27,3,14,6,1,0,1100,226,20.55,160.0
27,3,15,6,1,0,1100,156,14.18,226.0
27,3,16,6,1,0,1100,228,20.73,156.0
27,3,17,6,1,0,1100,440,40.0,228.0
27,3,18,6,1,0,1100,526,47.82,440.0
27,3,19,6,1,0,1100,447,40.64,526.0
27,3,20,6,1,0,1100,428,38.91,447.0
27,3,21,6,1,0,1100,91,8.27,428.0
27,3,22,6,1,0,1100,71,6.45,91.0
27,3,23,6,1,0,1100,132,12.0,71.0
28,3,0,0,0,0,1100,64,5.82,132.0
28,3,1,0,0,0,1100,66,6.0,64.0
28,3,2,0,0,0,1100,22,2.0,66.0
28,3,3,0,0,0,1100,22,2.0,22.0
28,3,4,0,0,0,1100,22,2.0,22.0
28,3,5,0,0,0,1100,22,2.0,22.0
28,3,6,0,0,0,1100,530,48.18,22.0
28,3,7,0,0,0,1100,435,39.55,530.0
28,3,8,0,0,1,1100,868,78.91,435.0
28,3,9,0,0,1,1100,690,62.73,868.0
28,3,10,0,0,0,1100,297,27.0,690.0
28,3,11,0,0,0,1100,381,34.64,297.0
28,3,12,0,0,0,1100,379,34.45,381.0
28,3,13,0,0,0,1100,368,33.45,379.0
28,3,14,0,0,0,1100,298,27.09,368.0
28,3,15,0,0,0,1100,367,33.36,298.0
28,3,16,0,0,0,1100,403,36.64,367.0
28,3,17,0,0,1,1100,980,89.09,403.0
28,3,18,0,0,1,1100,883,80.27,980.0
28,3,19,0,0,1,1100,920,83.64,883.0
28,3,20,0,0,0,1100,592,53.82,920.0
28,3,21,0,0,0,1100,280,25.45,592.0
28,3,22,0,0,0,1100,139,12.64,280.0
28,3,23,0,0,0,1100,170,15.45,139.0
29,3,0,1,0,0,1100,44,4.0,170.0
29,3,1,1,0,0,1100,194,17.64,44.0
29,3,2,1,0,0,1100,22,2.0,194.0
29,3,3,1,0,0,1100,102,9.27,22.0
29,3,4,1,0,0,1100,92,8.36,102.0
29,3,5,1,0,0,1100,119,10.82,92.0
29,3,6,1,0,0,1100,471,42.82,119.0
29,3,7,1,0,0,1100,544,49.45,471.0
29,3,8,1,0,1,1100,843,76.64,544.0
29,3,9,1,0,1,1100,815,74.09,843.0
29,3,10,1,0,0,1100,342,31.09,815.0
29,3,11,1,0,0,1100,340,30.91,342.0
29,3,12,1,0,0,1100,371,33.73,340.0
29,3,13,1,0,0,1100,281,25.55,371.0
29,3,14,1,0,0,1100,325,29.55,281.0
29,3,15,1,0,0,1100,396,36.0,325.0
29,3,16,1,0,0,1100,336,30.55,396.0
29,3,17,1,0,1,1100,1009,91.73,336.0
29,3,18,1,0,1,1100,812,73.82,1009.0
29,3,19,1,0,1,1100,809,73.55,812.0
29,3,20,1,0,0,1100,598,54.36,809.0
29,3,21,1,0,0,1100,191,17.36,598.0
29,3,22,1,0,0,1100,246,22.36,191.0
29,3,23,1,0,0,1100,193,17.55,246.0
0,4,0,0,0,0,1800,218,12.11,218.0
0,4,1,0,0,0,1800,36,2.0,218.0
0,4,2,0,0,0,1800,36,2.0,36.0
0,4,3,0,0,0,1800,111,6.17,36.0
0,4,4,0,0,0,1800,36,2.0,111.0
0,4,5,0,0,0,1800,89,4.94,36.0
0,4,6,0,0,0,1800,780,43.33,89.0
0,4,7,0,0,0,1800,833,46.28,780.0
