station_name,entry_count,exit_count,platform_count,concourse_count,crowd_density,hour,day,month,day_of_week,weekend,crowd_level
9,1270,568,622,919,5.65,9,6,3,4,0,2
3,2209,477,979,1343,4.49,9,6,3,4,0,2
8,986,810,556,898,3.52,9,6,3,4,0,2
5,1790,526,821,1158,5.61,9,6,3,4,0,2
7,2376,996,1150,1686,3.86,9,6,3,4,0,2
2,1644,683,794,1164,4.92,9,6,3,4,0,2
0,1638,758,807,1198,5.07,9,6,3,4,0,2
4,1268,401,587,834,5.43,9,6,3,4,0,2
6,1494,615,721,1054,5.17,9,6,3,4,0,2
1,1472,947,778,1210,5.71,9,6,3,4,0,2
9,2012,995,1004,1504,4.74,9,6,3,4,0,2
3,952,792,539,872,5.12,9,6,3,4,0,2
8,1426,878,746,1152,4.35,10,6,3,4,0,2
5,1181,652,603,916,3.19,10,6,3,4,0,2
7,1911,715,907,1313,4.3,10,6,3,4,0,2
2,2384,647,1083,1516,4.33,10,6,3,4,0,2
0,2268,816,1070,1542,3.58,10,6,3,4,0,2
4,1348,564,652,956,4.79,10,6,3,4,0,2
6,1958,829,949,1394,4.53,10,6,3,4,0,2
1,985,776,549,880,3.05,10,6,3,4,0,2
9,2411,581,1081,1496,5.19,10,6,3,4,0,2
3,1617,664,780,1140,3.53,10,6,3,4,0,2
8,1166,823,631,994,3.25,10,6,3,4,0,2
5,2426,850,1140,1638,3.06,10,6,3,4,0,2
7,1383,915,736,1149,4.31,10,6,3,4,0,2
2,1793,961,909,1377,5.57,10,6,3,4,0,2
0,1765,410,788,1088,3.46,10,6,3,4,0,2
4,1916,654,897,1285,3.71,10,6,3,4,0,2
6,1910,794,923,1352,4.68,10,6,3,4,0,2
1,2044,561,930,1302,4.04,10,6,3,4,0,2
9,843,411,419,627,4.53,10,6,3,4,0,2
3,1637,627,780,1132,3.78,10,6,3,4,0,2
8,2416,935,1153,1676,3.89,10,6,3,4,0,2
5,1890,433,843,1162,4.26,10,6,3,4,0,2
7,1399,974,754,1186,5.75,10,6,3,4,0,2
2,1941,508,878,1224,4.37,10,6,3,4,0,2
0,1775,520,814,1148,4.61,10,6,3,4,0,2
4,870,521,452,696,3.23,10,6,3,4,0,2
6,1501,840,768,1170,4.23,10,6,3,4,0,2
1,1875,417,833,1146,5.16,10,6,3,4,0,2
9,980,780,548,880,5.42,10,6,3,4,0,2
3,1644,411,740,1028,3.46,10,6,3,4,0,2
8,972,721,533,846,4.32,10,6,3,4,0,2
5,953,510,483,732,5.02,10,6,3,4,0,2
7,2500,620,1124,1560,5.04,10,6,3,4,0,2
2,1674,745,819,1210,4.81,10,6,3,4,0,2
0,2057,545,932,1301,3.84,10,6,3,4,0,2
4,1845,604,859,1224,3.98,10,6,3,4,0,2
6,1652,485,758,1068,4.82,10,6,3,4,0,2
1,1142,470,551,806,3.76,10,6,3,4,0,2
9,837,709,477,773,3.38,10,6,3,4,0,2
3,1086,717,578,902,3.56,10,6,3,4,0,2
8,193,187,115,190,1.35,11,6,3,4,0,2
5,359,493,242,426,2.08,11,6,3,4,0,2
7,338,371,209,354,1.71,11,6,3,4,0,2
2,373,315,212,344,0.84,11,6,3,4,0,2
0,442,318,240,380,1.82,11,6,3,4,0,2
4,504,541,310,522,0.61,11,6,3,4,0,0
6,479,268,245,374,0.71,11,6,3,4,0,0
1,269,289,165,279,0.75,11,6,3,4,0,2
9,400,436,247,418,0.73,11,6,3,4,0,0
3,207,506,184,356,0.51,11,6,3,4,0,0
8,395,471,252,433,1.61,11,6,3,4,0,2
5,510,335,271,422,2.05,11,6,3,4,0,2
7,321,323,193,322,2.12,11,6,3,4,0,2
2,232,262,145,247,1.76,11,6,3,4,0,2
0,427,158,202,292,1.01,11,6,3,4,0,2
4,411,175,199,293,1.55,11,6,3,4,0,2
6,373,221,193,297,1.75,11,6,3,4,0,2
1,380,401,232,390,2.22,11,6,3,4,0,2
9,550,330,286,440,1.39,11,6,3,4,0,2
3,482,508,294,495,0.63,11,6,3,4,0,0
8,420,270,222,345,2.19,11,6,3,4,0,2
5,269,381,184,325,0.8,11,6,3,4,0,2
7,538,429,301,484,2.17,11,6,3,4,0,2
2,330,342,200,336,1.84,11,6,3,4,0,2
0,475,225,235,350,0.83,11,6,3,4,0,2
4,457,486,280,472,0.88,11,6,3,4,0,2
6,408,501,263,454,1.7,11,6,3,4,0,2
1,548,456,310,502,1.09,11,6,3,4,0,2
9,298,476,214,387,1.33,11,6,3,4,0,2
3,351,525,245,438,2.33,11,6,3,4,0,2
8,535,250,264,392,0.94,11,6,3,4,0,2
5,442,267,230,354,1.41,11,6,3,4,0,2
7,339,339,203,339,1.69,11,6,3,4,0,2
2,428,283,228,356,1.46,11,6,3,4,0,2
0,337,445,224,391,1.85,11,6,3,4,0,2
4,458,194,222,326,2.13,11,6,3,4,0,2
6,373,510,251,442,1.35,11,6,3,4,0,2
1,537,207,256,372,0.92,11,6,3,4,0,2
9,375,254,201,314,2.24,11,6,3,4,0,2
3,474,209,231,342,2.47,11,6,3,4,0,2
8,422,225,214,324,1.46,12,6,3,4,0,2
5,243,478,193,360,0.74,12,6,3,4,0,0
7,159,309,125,234,2.34,12,6,3,4,0,2
2,475,168,224,322,0.91,12,6,3,4,0,2
0,509,503,304,506,2.36,12,6,3,4,0,2
4,437,160,207,298,1.66,12,6,3,4,0,2
6,247,159,131,203,1.51,12,6,3,4,0,2
1,393,440,245,416,2.42,12,6,3,4,0,2
9,262,283,161,272,1.84,12,6,3,4,0,2
3,272,384,186,328,1.64,12,6,3,4,0,2
8,512,248,254,380,1.49,12,6,3,4,0,2
5,172,517,172,344,0.99,12,6,3,4,0,2
7,300,359,192,330,2.49,12,6,3,4,0,2
2,316,289,184,302,1.99,12,6,3,4,0,2
0,326,376,206,351,1.64,12,6,3,4,0,2
4,238,482,192,360,1.29,12,6,3,4,0,2
6,498,216,242,357,1.4,12,6,3,4,0,2
1,455,252,232,354,1.0,12,6,3,4,0,2
9,362,294,204,328,0.89,12,6,3,4,0,2
3,164,275,121,220,1.36,12,6,3,4,0,2
8,478,265,244,372,0.77,12,6,3,4,0,2
5,282,232,159,257,0.68,12,6,3,4,0,0
7,335,223,179,279,1.95,12,6,3,4,0,2
2,185,211,116,198,0.65,12,6,3,4,0,0
0,531,395,291,463,0.85,12,6,3,4,0,2
4,453,359,253,406,1.44,12,6,3,4,0,2
6,352,385,218,368,0.74,12,6,3,4,0,0
1,232,309,155,270,0.69,12,6,3,4,0,0
9,269,284,164,276,2.22,12,6,3,4,0,2
3,490,417,279,454,1.28,12,6,3,4,0,2
8,155,419,146,287,1.61,12,6,3,4,0,2
5,238,482,192,360,1.12,12,6,3,4,0,2
7,539,364,288,452,1.75,12,6,3,4,0,2
2,495,253,249,374,1.47,12,6,3,4,0,2
0,239,352,166,296,1.55,12,6,3,4,0,2
4,328,505,232,416,2.28,12,6,3,4,0,2
6,274,394,188,334,0.51,12,6,3,4,0,0
1,422,386,246,404,0.91,12,6,3,4,0,2
9,371,466,242,418,2.22,12,6,3,4,0,2
3,413,408,247,410,2.45,12,6,3,4,0,2
8,537,349,285,443,0.89,13,6,3,4,0,2
5,246,309,160,278,1.33,13,6,3,4,0,2
7,363,221,189,292,0.79,13,6,3,4,0,2
2,427,336,238,382,1.54,13,6,3,4,0,2
0,547,397,298,472,1.16,13,6,3,4,0,2
4,208,303,144,256,2.43,13,6,3,4,0,2
6,307,381,199,344,2.21,13,6,3,4,0,2
1,181,521,177,351,0.61,13,6,3,4,0,0
9,465,506,287,486,2.26,13,6,3,4,0,2
3,360,235,191,298,1.22,13,6,3,4,0,2
8,441,174,211,308,1.21,13,6,3,4,0,2
5,161,300,124,230,2.48,13,6,3,4,0,2
7,499,455,291,477,1.64,13,6,3,4,0,2
2,292,234,164,263,1.78,13,6,3,4,0,2
0,182,232,119,207,1.55,13,6,3,4,0,2
4,417,306,228,362,1.32,13,6,3,4,0,2
6,452,332,247,392,1.96,13,6,3,4,0,2
1,292,352,187,322,1.51,13,6,3,4,0,2
9,221,484,185,352,0.65,13,6,3,4,0,0
3,370,197,187,284,1.93,13,6,3,4,0,2
8,463,528,291,496,2.16,13,6,3,4,0,2
5,327,286,188,306,1.59,13,6,3,4,0,2
7,546,372,293,459,0.52,13,6,3,4,0,0
2,208,521,187,364,1.34,13,6,3,4,0,2
0,245,315,161,280,1.5,13,6,3,4,0,2
4,455,294,241,374,0.74,13,6,3,4,0,0
6,229,260,144,244,1.1,13,6,3,4,0,2
1,210,502,184,356,1.3,13,6,3,4,0,2
9,307,181,159,244,1.79,13,6,3,4,0,2
3,233,161,125,197,2.15,13,6,3,4,0,2
8,210,347,153,278,1.5,13,6,3,4,0,2
5,210,449,174,330,1.34,13,6,3,4,0,2
7,216,358,158,287,0.99,13,6,3,4,0,2
2,275,233,157,254,0.89,13,6,3,4,0,2
0,396,350,228,373,2.35,13,6,3,4,0,2
4,371,358,220,364,1.73,13,6,3,4,0,2
6,487,208,236,348,1.61,13,6,3,4,0,2
1,243,282,154,262,1.73,13,6,3,4,0,2
9,225,446,179,336,2.26,13,6,3,4,0,2
3,211,202,125,206,1.94,13,6,3,4,0,2
8,492,293,255,392,1.04,14,6,3,4,0,2
5,351,366,214,358,0.65,14,6,3,4,0,0
7,513,263,258,388,0.87,14,6,3,4,0,2
2,492,206,238,349,2.35,14,6,3,4,0,2
0,541,187,254,364,0.97,14,6,3,4,0,2
4,292,301,177,296,2.36,14,6,3,4,0,2
6,453,386,258,420,1.24,14,6,3,4,0,2
1,522,440,297,481,1.49,14,6,3,4,0,2
9,476,476,286,476,1.73,14,6,3,4,0,2
3,308,300,183,304,0.85,14,6,3,4,0,2
8,328,158,163,243,2.14,14,6,3,4,0,2
5,220,174,123,197,0.6,14,6,3,4,0,0
7,323,475,224,399,1.96,14,6,3,4,0,2
2,442,187,214,314,1.11,14,6,3,4,0,2
0,500,512,302,506,2.25,14,6,3,4,0,2
4,276,404,191,340,1.22,14,6,3,4,0,2
6,424,499,269,462,1.95,14,6,3,4,0,2
1,541,473,311,507,0.94,14,6,3,4,0,2
9,273,336,176,304,2.44,14,6,3,4,0,2
3,342,222,181,282,1.88,14,6,3,4,0,2
8,153,270,115,212,1.78,14,6,3,4,0,2
5,306,419,206,362,1.25,14,6,3,4,0,2
7,451,509,282,480,1.21,14,6,3,4,0,2
2,387,381,231,384,2.0,14,6,3,4,0,2
0,186,482,171,334,0.69,14,6,3,4,0,0
4,463,308,247,386,2.09,14,6,3,4,0,2
6,498,528,305,513,1.69,14,6,3,4,0,2
1,299,485,217,392,1.18,14,6,3,4,0,2
9,173,210,111,192,1.38,14,6,3,4,0,2
3,335,482,230,408,1.32,14,6,3,4,0,2
8,516,282,263,399,1.03,14,6,3,4,0,2
5,209,363,156,286,0.81,14,6,3,4,0,2
7,361,337,212,349,1.84,14,6,3,4,0,2
2,345,291,196,318,1.24,14,6,3,4,0,2
0,179,301,132,240,2.06,14,6,3,4,0,2
4,199,313,142,256,1.53,14,6,3,4,0,2
6,267,319,171,293,1.99,14,6,3,4,0,2
1,447,541,287,494,1.16,14,6,3,4,0,2
9,381,355,223,368,0.56,14,6,3,4,0,0
3,181,239,120,210,1.01,14,6,3,4,0,2
8,389,432,242,410,1.6,15,6,3,4,0,2
5,258,397,183,328,1.91,15,6,3,4,0,2
7,508,424,288,466,1.7,15,6,3,4,0,2
2,238,456,186,347,1.25,15,6,3,4,0,2
0,516,514,309,515,1.99,15,6,3,4,0,2
4,429,498,271,464,1.65,15,6,3,4,0,2
6,487,246,244,366,1.31,15,6,3,4,0,2
1,358,250,193,304,1.77,15,6,3,4,0,2
9,227,430,177,328,1.36,15,6,3,4,0,2
3,477,400,271,438,1.61,15,6,3,4,0,2
8,517,232,253,374,1.65,15,6,3,4,0,2
5,465,338,254,402,2.39,15,6,3,4,0,2
7,258,542,212,400,1.7,15,6,3,4,0,2
2,538,220,259,379,0.98,15,6,3,4,0,2
0,548,518,323,533,1.85,15,6,3,4,0,2
4,472,354,260,413,1.88,15,6,3,4,0,2
6,160,291,122,226,1.34,15,6,3,4,0,2
1,266,286,164,276,0.56,15,6,3,4,0,0
9,265,493,205,379,1.1,15,6,3,4,0,2
3,356,440,230,398,0.94,15,6,3,4,0,2
8,269,164,140,216,1.65,15,6,3,4,0,2
5,182,406,154,294,0.73,15,6,3,4,0,0
7,241,499,196,370,1.28,15,6,3,4,0,2
2,500,232,246,366,0.96,15,6,3,4,0,2
0,414,185,203,300,2.11,15,6,3,4,0,2
4,220,294,147,257,2.11,15,6,3,4,0,2
6,259,452,194,356,1.59,15,6,3,4,0,2
1,320,249,178,284,1.28,15,6,3,4,0,2
9,179,347,141,263,2.33,15,6,3,4,0,2
3,536,180,250,358,2.04,15,6,3,4,0,2
8,510,550,314,530,0.53,15,6,3,4,0,0
5,350,188,178,269,1.35,15,6,3,4,0,2
7,550,440,308,495,0.86,15,6,3,4,0,2
2,366,357,218,362,2.15,15,6,3,4,0,2
0,277,213,153,245,1.13,15,6,3,4,0,2
4,227,446,180,336,1.27,15,6,3,4,0,2
6,525,172,244,348,1.16,15,6,3,4,0,2
1,212,182,121,197,0.51,15,6,3,4,0,0
9,476,291,249,384,0.95,15,6,3,4,0,2
3,382,250,203,316,1.31,15,6,3,4,0,2
8,481,321,257,401,1.13,16,6,3,4,0,2
5,390,471,250,430,1.44,16,6,3,4,0,2
7,213,263,138,238,2.48,16,6,3,4,0,2
2,181,500,172,340,0.62,16,6,3,4,0,0
0,169,152,98,160,1.79,16,6,3,4,0,2
4,488,390,273,439,1.65,16,6,3,4,0,2
6,262,224,150,243,0.66,16,6,3,4,0,0
1,548,385,296,466,1.48,16,6,3,4,0,2
9,525,418,294,472,0.6,16,6,3,4,0,0
3,185,152,104,168,1.89,16,6,3,4,0,2
8,416,309,228,362,0.97,16,6,3,4,0,2
5,308,471,217,390,1.06,16,6,3,4,0,2
7,205,202,122,204,0.66,16,6,3,4,0,0
2,507,440,291,474,1.46,16,6,3,4,0,2
0,399,484,256,442,1.42,16,6,3,4,0,2
4,151,307,122,229,0.55,16,6,3,4,0,0
6,522,511,311,516,0.56,16,6,3,4,0,0
1,433,438,261,436,1.47,16,6,3,4,0,2
9,512,341,273,426,2.04,16,6,3,4,0,2
3,220,457,179,338,1.04,16,6,3,4,0,2
8,429,490,270,460,2.48,16,6,3,4,0,2
5,307,180,159,244,1.78,16,6,3,4,0,2
7,377,324,216,350,1.8,16,6,3,4,0,2
2,174,479,165,326,2.22,16,6,3,4,0,2
0,163,312,128,238,0.7,16,6,3,4,0,0
4,378,436,238,407,2.43,16,6,3,4,0,2
6,342,153,167,248,2.16,16,6,3,4,0,2
1,264,357,177,310,2.27,16,6,3,4,0,2
9,358,195,182,276,0.74,16,6,3,4,0,0
3,399,442,248,420,2.3,16,6,3,4,0,2
8,214,537,193,376,1.8,16,6,3,4,0,2
5,445,193,217,319,0.67,16,6,3,4,0,0
7,490,494,295,492,1.67,16,6,3,4,0,2
2,191,499,176,345,1.47,16,6,3,4,0,2
0,549,397,299,473,1.79,16,6,3,4,0,2
4,174,488,167,331,0.66,16,6,3,4,0,0
6,547,214,262,380,2.07,16,6,3,4,0,2
1,366,227,192,296,1.46,16,6,3,4,0,2
9,223,460,181,342,1.7,16,6,3,4,0,2
3,231,522,197,376,0.88,16,6,3,4,0,2
8,676,1293,529,984,5.62,17,6,3,4,0,2
5,796,1047,528,922,4.17,17,6,3,4,0,2
7,770,2602,828,1686,4.91,17,6,3,4,0,2
2,740,1176,531,958,5.46,17,6,3,4,0,2
0,854,2656,873,1755,3.11,17,6,3,4,0,2
4,707,2078,698,1392,4.11,17,6,3,4,0,2
6,917,1642,695,1280,5.25,17,6,3,4,0,2
1,719,1052,498,886,3.45,17,6,3,4,0,2
9,1039,1291,674,1165,5.57,17,6,3,4,0,2
3,824,2781,886,1802,5.29,17,6,3,4,0,2
8,775,1907,691,1341,3.88,17,6,3,4,0,2
5,727,2314,754,1520,3.87,17,6,3,4,0,2
7,1104,1412,724,1258,4.68,17,6,3,4,0,2
2,965,2499,886,1732,4.63,17,6,3,4,0,2
0,1130,1185,689,1158,3.5,17,6,3,4,0,2
4,1098,1064,652,1081,5.71,17,6,3,4,0,2
6,704,1865,655,1284,4.9,17,6,3,4,0,2
1,951,1970,774,1460,3.32,17,6,3,4,0,2
9,1189,1720,820,1454,3.73,17,6,3,4,0,2
3,1029,1828,777,1428,4.01,17,6,3,4,0,2
8,972,2759,941,1866,5.15,17,6,3,4,0,2
5,1119,1698,787,1408,5.48,17,6,3,4,0,2
7,609,1829,609,1219,5.2,17,6,3,4,0,2
2,683,1240,521,962,3.75,17,6,3,4,0,2
0,1143,1449,747,1296,3.5,17,6,3,4,0,2
4,1109,1046,653,1078,3.92,17,6,3,4,0,2
6,958,2131,809,1544,4.8,17,6,3,4,0,2
1,761,1825,669,1293,5.11,17,6,3,4,0,2
9,738,2677,831,1708,3.4,17,6,3,4,0,2
3,788,1580,631,1184,5.36,17,6,3,4,0,2
8,864,1725,691,1294,5.78,17,6,3,4,0,2
5,1164,1609,787,1386,5.71,17,6,3,4,0,2
7,775,1756,661,1266,5.55,17,6,3,4,0,2
2,724,1260,542,992,3.13,17,6,3,4,0,2
0,766,2568,820,1667,3.47,17,6,3,4,0,2
4,896,2616,882,1756,4.89,17,6,3,4,0,2
6,1148,1415,742,1282,3.07,17,6,3,4,0,2
1,1188,2187,913,1688,4.22,17,6,3,4,0,2
9,1189,1564,788,1376,5.01,17,6,3,4,0,2
3,851,1201,581,1026,4.82,17,6,3,4,0,2
8,1075,2644,959,1860,4.37,18,6,3,4,0,2
5,859,2074,758,1466,3.38,18,6,3,4,0,2
7,620,2227,693,1424,5.69,18,6,3,4,0,2
2,674,1667,603,1170,4.09,18,6,3,4,0,2
0,1086,1675,769,1380,4.57,18,6,3,4,0,2
4,723,1128,515,926,4.74,18,6,3,4,0,2
6,1137,1797,814,1467,4.1,18,6,3,4,0,2
1,757,1727,648,1242,4.43,18,6,3,4,0,2
9,1103,2590,959,1846,4.5,18,6,3,4,0,2
3,792,1842,685,1317,5.21,18,6,3,4,0,2
8,1192,2693,1015,1942,3.28,18,6,3,4,0,2
5,1034,1006,615,1020,3.17,18,6,3,4,0,2
7,1043,2591,935,1817,3.92,18,6,3,4,0,2
2,760,2069,718,1414,3.81,18,6,3,4,0,2
0,979,1325,657,1152,3.24,18,6,3,4,0,2
4,832,2170,767,1501,3.62,18,6,3,4,0,2
6,883,2260,805,1572,3.1,18,6,3,4,0,2
1,1163,2728,1011,1946,5.22,18,6,3,4,0,2
9,637,1909,637,1273,4.79,18,6,3,4,0,2
3,925,2555,881,1740,4.56,18,6,3,4,0,2
8,955,1333,649,1144,4.96,18,6,3,4,0,2
5,693,1575,592,1134,3.06,18,6,3,4,0,2
7,861,2628,870,1744,4.76,18,6,3,4,0,2
2,727,2296,750,1512,4.4,18,6,3,4,0,2
0,1056,2627,948,1842,3.46,18,6,3,4,0,2
4,990,2544,905,1767,4.37,18,6,3,4,0,2
6,1032,1899,793,1466,5.38,18,6,3,4,0,2
1,918,2052,778,1485,5.74,18,6,3,4,0,2
9,1041,2587,934,1814,3.33,18,6,3,4,0,2
3,952,1904,762,1428,4.64,18,6,3,4,0,2
8,819,1299,587,1059,4.0,18,6,3,4,0,2
5,849,1248,589,1048,4.85,18,6,3,4,0,2
7,822,1432,615,1127,5.28,18,6,3,4,0,2
2,975,1680,726,1328,3.6,18,6,3,4,0,2
0,617,1487,544,1052,5.28,18,6,3,4,0,2
4,1141,2557,968,1849,5.08,18,6,3,4,0,2
6,935,1789,732,1362,3.3,18,6,3,4,0,2
1,1120,2646,977,1883,4.09,18,6,3,4,0,2
9,804,2208,763,1506,3.09,18,6,3,4,0,2
3,1092,1219,681,1156,4.49,18,6,3,4,0,2
8,761,1299,564,1030,3.42,19,6,3,4,0,2
5,899,2396,839,1648,5.49,19,6,3,4,0,2
7,868,2328,813,1598,5.01,19,6,3,4,0,2
2,736,2559,806,1648,4.48,19,6,3,4,0,2
0,1068,1890,805,1479,5.75,19,6,3,4,0,2
4,718,2451,777,1584,3.06,19,6,3,4,0,2
6,967,1772,741,1370,4.93,19,6,3,4,0,2
1,764,1650,636,1207,3.53,19,6,3,4,0,2
9,796,2741,867,1768,3.83,19,6,3,4,0,2
3,752,2530,807,1641,4.35,19,6,3,4,0,2
8,632,1797,612,1214,5.07,19,6,3,4,0,2
5,1071,2605,949,1838,5.36,19,6,3,4,0,2
7,1091,1342,705,1216,3.97,19,6,3,4,0,2
2,767,2453,797,1610,3.38,19,6,3,4,0,2
0,831,2168,766,1500,5.39,19,6,3,4,0,2
4,1117,1751,797,1434,3.72,19,6,3,4,0,2
6,731,2114,715,1422,3.88,19,6,3,4,0,2
1,906,2453,853,1680,3.73,19,6,3,4,0,2
9,600,1718,584,1159,4.59,19,6,3,4,0,2
3,775,1628,636,1202,5.03,19,6,3,4,0,2
8,1181,2358,944,1770,3.43,19,6,3,4,0,2
5,873,1528,655,1200,5.08,19,6,3,4,0,2
7,1157,1634,790,1396,4.79,19,6,3,4,0,2
2,783,1330,579,1056,3.78,19,6,3,4,0,2
0,1133,1966,846,1550,3.37,19,6,3,4,0,2
4,997,2180,835,1588,4.07,19,6,3,4,0,2
6,975,1305,651,1140,5.39,19,6,3,4,0,2
1,795,1907,699,1351,3.2,19,6,3,4,0,2
9,1045,2642,946,1844,5.44,19,6,3,4,0,2
3,1115,1186,683,1150,5.55,19,6,3,4,0,2
8,766,1246,556,1006,4.13,19,6,3,4,0,2
5,671,2266,722,1468,4.85,19,6,3,4,0,2
7,832,1210,575,1021,5.64,19,6,3,4,0,2
2,705,1351,552,1028,4.55,19,6,3,4,0,2
0,1020,2315,871,1668,4.08,19,6,3,4,0,2
4,701,1052,491,876,4.5,19,6,3,4,0,2
6,603,1487,539,1045,3.98,19,6,3,4,0,2
1,1123,2478,945,1800,5.29,19,6,3,4,0,2
9,1193,1009,679,1101,4.25,19,6,3,4,0,2
3,716,1744,635,1230,4.46,19,6,3,4,0,2
8,996,2084,815,1540,5.22,20,6,3,4,0,2
5,1022,1898,788,1460,5.07,20,6,3,4,0,2
7,1122,2625,974,1874,5.52,20,6,3,4,0,2
2,1135,2124,879,1630,3.8,20,6,3,4,0,2
0,615,2602,766,1608,5.19,20,6,3,4,0,2
4,896,2174,793,1535,4.51,20,6,3,4,0,2
6,1146,1960,850,1553,5.63,20,6,3,4,0,2
1,752,2425,786,1588,5.02,20,6,3,4,0,2
9,1175,2612,992,1894,5.02,20,6,3,4,0,2
3,889,1089,573,989,5.32,20,6,3,4,0,2
8,1173,1625,794,1399,4.89,20,6,3,4,0,2
5,1131,1363,725,1247,5.26,20,6,3,4,0,2
7,1165,1195,705,1180,3.89,20,6,3,4,0,2
2,1155,2023,867,1589,5.06,20,6,3,4,0,2
0,1142,2561,969,1852,5.08,20,6,3,4,0,2
4,647,2486,756,1566,4.44,20,6,3,4,0,2
6,654,1860,634,1257,4.36,20,6,3,4,0,2
1,1174,1486,767,1330,5.73,20,6,3,4,0,2
9,763,1219,549,991,3.8,20,6,3,4,0,2
3,1049,2353,890,1701,5.02,20,6,3,4,0,2
8,1007,2139,831,1573,4.89,20,6,3,4,0,2
5,1029,1964,804,1496,3.93,20,6,3,4,0,2
7,1034,1526,719,1280,5.18,20,6,3,4,0,2
2,639,1799,615,1219,4.05,20,6,3,4,0,2
0,765,1357,577,1061,4.73,20,6,3,4,0,2
4,616,2397,726,1506,3.34,20,6,3,4,0,2
6,817,2565,840,1691,4.66,20,6,3,4,0,2
1,1142,1710,799,1426,3.92,20,6,3,4,0,2
9,744,1769,651,1256,5.67,20,6,3,4,0,2
3,997,1023,603,1010,3.8,20,6,3,4,0,2
8,837,2444,824,1640,4.15,20,6,3,4,0,2
5,615,2632,772,1624,3.93,20,6,3,4,0,2
7,1181,1720,816,1450,3.99,20,6,3,4,0,2
2,660,1813,627,1236,3.28,20,6,3,4,0,2
0,816,2562,839,1689,3.19,20,6,3,4,0,2
4,820,1588,646,1204,4.22,20,6,3,4,0,2
6,1102,2395,920,1748,3.36,20,6,3,4,0,2
1,1184,1106,695,1145,5.33,20,6,3,4,0,2
9,999,1152,630,1076,4.82,20,6,3,4,0,2
3,776,1447,600,1112,4.98,20,6,3,4,0,2
8,299,400,200,350,0.53,21,6,3,4,0,0
5,202,416,164,309,0.87,21,6,3,4,0,2
7,252,334,168,293,0.79,21,6,3,4,0,2
2,395,467,251,431,0.93,21,6,3,4,0,2
0,331,464,225,398,1.61,21,6,3,4,0,2
4,483,522,298,502,2.4,21,6,3,4,0,2
6,400,420,244,410,2.34,21,6,3,4,0,2
1,522,506,310,514,1.85,21,6,3,4,0,2
9,208,192,122,200,1.14,21,6,3,4,0,2
3,174,346,139,260,1.38,21,6,3,4,0,2
8,163,162,98,162,0.54,21,6,3,4,0,0
5,312,207,166,260,1.75,21,6,3,4,0,2
7,212,517,188,364,2.36,21,6,3,4,0,2
2,300,204,161,252,1.75,21,6,3,4,0,2
0,264,200,146,232,1.48,21,6,3,4,0,2
4,233,534,200,384,0.9,21,6,3,4,0,2
6,204,256,133,230,2.12,21,6,3,4,0,2
1,296,409,200,352,1.2,21,6,3,4,0,2
9,246,242,147,244,1.86,21,6,3,4,0,2
3,474,221,234,348,0.64,21,6,3,4,0,0
8,479,429,277,454,2.46,21,6,3,4,0,2
5,262,479,201,370,1.66,21,6,3,4,0,2
7,314,278,181,296,0.75,21,6,3,4,0,2
2,227,519,195,373,2.45,21,6,3,4,0,2
0,437,431,261,434,1.7,21,6,3,4,0,2
4,475,267,243,371,1.45,21,6,3,4,0,2
6,195,271,132,233,1.69,21,6,3,4,0,2
1,523,207,251,365,0.84,21,6,3,4,0,2
9,491,451,287,471,2.3,21,6,3,4,0,2
3,294,342,186,318,0.59,21,6,3,4,0,0
8,366,151,177,258,2.25,21,6,3,4,0,2
5,244,451,188,348,2.35,21,6,3,4,0,2
7,169,428,153,298,1.37,21,6,3,4,0,2
2,375,221,194,298,2.15,21,6,3,4,0,2
0,283,208,155,246,0.77,21,6,3,4,0,2
4,547,366,292,456,1.06,21,6,3,4,0,2
6,394,258,209,326,1.07,21,6,3,4,0,2
1,294,518,221,406,1.96,21,6,3,4,0,2
9,417,294,226,356,2.43,21,6,3,4,0,2
3,373,204,190,288,1.22,21,6,3,4,0,2
8,422,227,214,324,1.19,22,6,3,4,0,2
5,347,399,219,373,1.13,22,6,3,4,0,2
7,282,538,220,410,1.07,22,6,3,4,0,2
2,364,316,209,340,2.47,22,6,3,4,0,2
0,399,289,217,344,0.73,22,6,3,4,0,0
4,229,301,152,265,1.21,22,6,3,4,0,2
6,247,299,159,273,0.71,22,6,3,4,0,0
1,385,433,241,409,0.81,22,6,3,4,0,2
9,203,526,186,364,0.92,22,6,3,4,0,2
3,183,474,168,328,1.27,22,6,3,4,0,2
8,503,319,265,411,1.27,22,6,3,4,0,2
5,267,539,215,403,0.82,22,6,3,4,0,2
7,468,251,237,360,1.14,22,6,3,4,0,2
2,246,441,187,344,2.38,22,6,3,4,0,2
0,240,495,195,368,1.7,22,6,3,4,0,2
4,289,200,156,244,2.48,22,6,3,4,0,2
6,426,169,204,298,1.16,22,6,3,4,0,2
1,447,327,244,387,1.2,22,6,3,4,0,2
9,212,235,132,224,0.93,22,6,3,4,0,2
3,165,346,135,256,2.33,22,6,3,4,0,2
8,264,162,138,213,1.66,22,6,3,4,0,2
5,351,386,218,368,0.78,22,6,3,4,0,2
7,186,414,157,300,1.13,22,6,3,4,0,2
2,304,323,186,314,1.36,22,6,3,4,0,2
0,399,269,213,334,0.56,22,6,3,4,0,0
4,444,322,242,383,1.88,22,6,3,4,0,2
