station_name,entry_count,exit_count,platform_count,concourse_count,hour,day,month,day_of_week,weekend
2,478,179,227,328,15,3,3,1,0
0,403,425,246,414,15,3,3,1,0
4,536,390,292,463,15,3,3,1,0
6,521,219,252,370,15,3,3,1,0
1,228,453,182,340,15,3,3,1,0
9,370,481,244,426,15,3,3,1,0
3,356,257,194,306,15,3,3,1,0
8,301,400,200,350,15,3,3,1,0
5,369,175,183,272,15,3,3,1,0
7,165,294,125,230,15,3,3,1,0
2,161,391,143,276,15,3,3,1,0
0,189,260,128,224,15,3,3,1,0
4,464,380,262,422,15,3,3,1,0
6,507,497,302,502,15,3,3,1,0
1,424,254,220,339,15,3,3,1,0
9,236,245,143,240,15,3,3,1,0
3,467,462,279,464,15,3,3,1,0
8,209,520,188,364,16,3,3,1,0
5,440,497,275,468,16,3,3,1,0
7,543,183,254,363,16,3,3,1,0
2,525,400,290,462,16,3,3,1,0
0,525,467,303,496,16,3,3,1,0
4,477,456,282,466,16,3,3,1,0
6,168,273,122,220,16,3,3,1,0
1,289,184,152,236,16,3,3,1,0
9,316,482,223,399,16,3,3,1,0
3,406,322,227,364,16,3,3,1,0
8,489,278,251,384,16,3,3,1,0
5,495,311,260,403,16,3,3,1,0
7,254,547,211,400,16,3,3,1,0
2,462,440,273,451,16,3,3,1,0
0,342,370,211,356,16,3,3,1,0
4,264,365,179,314,16,3,3,1,0
6,321,442,217,382,16,3,3,1,0
1,515,333,273,424,16,3,3,1,0
9,494,151,228,322,16,3,3,1,0
3,488,292,254,390,16,3,3,1,0
8,480,443,281,462,16,3,3,1,0
5,454,373,256,414,16,3,3,1,0
7,295,356,189,326,16,3,3,1,0
2,479,388,269,434,16,3,3,1,0
0,363,347,215,355,16,3,3,1,0
4,264,291,164,278,16,3,3,1,0
6,293,311,179,302,16,3,3,1,0
1,436,428,260,432,16,3,3,1,0
9,523,384,286,454,16,3,3,1,0
3,240,461,188,350,16,3,3,1,0
8,505,278,258,392,16,3,3,1,0
5,522,331,275,426,16,3,3,1,0
7,285,254,165,270,16,3,3,1,0
2,515,245,255,380,16,3,3,1,0
0,397,316,222,356,16,3,3,1,0
4,356,487,240,422,16,3,3,1,0
6,200,275,135,238,16,3,3,1,0
1,340,311,198,326,16,3,3,1,0
9,483,515,296,499,16,3,3,1,0
3,449,256,231,352,16,3,3,1,0
8,736,1359,566,1048,17,3,3,1,0
5,909,2281,820,1595,17,3,3,1,0
7,1002,1401,681,1202,17,3,3,1,0
2,1154,1907,843,1530,17,3,3,1,0
0,1093,1104,658,1098,17,3,3,1,0
4,961,1792,743,1376,17,3,3,1,0
6,826,2005,731,1416,17,3,3,1,0
1,971,2682,925,1826,17,3,3,1,0
9,852,1156,572,1004,17,3,3,1,0
3,879,1947,741,1413,17,3,3,1,0
8,997,2082,815,1540,17,3,3,1,0
5,1175,1533,777,1354,17,3,3,1,0
7,731,2163,725,1447,17,3,3,1,0
2,745,2154,729,1450,17,3,3,1,0
0,904,1512,664,1208,17,3,3,1,0
4,944,1734,724,1339,17,3,3,1,0
6,657,1076,478,866,17,3,3,1,0
1,926,2357,842,1642,17,3,3,1,0
9,936,1691,713,1314,17,3,3,1,0
3,1122,1962,841,1542,17,3,3,1,0
8,860,1188,582,1024,17,3,3,1,0
5,971,1512,691,1242,17,3,3,1,0
7,634,2175,689,1404,17,3,3,1,0
2,612,1444,534,1028,17,3,3,1,0
0,673,1384,546,1028,17,3,3,1,0
4,908,1968,757,1438,17,3,3,1,0
6,901,1159,592,1030,17,3,3,1,0
1,903,1305,622,1104,17,3,3,1,0
9,931,1623,697,1277,17,3,3,1,0
3,1176,1318,734,1247,17,3,3,1,0
8,824,2192,768,1508,17,3,3,1,0
5,1011,1503,705,1257,17,3,3,1,0
7,986,1658,726,1322,17,3,3,1,0
2,1158,2367,937,1762,17,3,3,1,0
0,776,2567,824,1672,17,3,3,1,0
4,675,2096,689,1386,17,3,3,1,0
6,1154,1954,852,1554,17,3,3,1,0
1,608,1573,558,1090,17,3,3,1,0
9,656,1447,552,1052,17,3,3,1,0
3,1151,1507,762,1329,17,3,3,1,0
8,610,1891,622,1250,18,3,3,1,0
5,1052,1951,811,1502,18,3,3,1,0
7,935,1836,741,1386,18,3,3,1,0
2,846,1469,632,1158,18,3,3,1,0
0,873,1161,581,1017,18,3,3,1,0
4,1196,1371,753,1284,18,3,3,1,0
6,927,2237,818,1582,18,3,3,1,0
1,1040,1143,645,1092,18,3,3,1,0
9,796,1290,576,1043,18,3,3,1,0
3,701,1144,509,922,18,3,3,1,0
8,651,1432,547,1042,18,3,3,1,0
5,602,2629,767,1616,18,3,3,1,0
7,1013,2185,842,1599,18,3,3,1,0
2,603,1907,623,1255,18,3,3,1,0
0,844,2679,873,1762,18,3,3,1,0
4,710,1492,582,1101,18,3,3,1,0
6,758,1023,508,890,18,3,3,1,0
1,604,1209,483,906,18,3,3,1,0
9,824,1642,658,1233,18,3,3,1,0
3,809,2563,836,1686,18,3,3,1,0
8,861,1149,574,1005,18,3,3,1,0
5,926,2524,875,1725,18,3,3,1,0
7,962,2227,830,1594,18,3,3,1,0
2,674,2378,745,1526,18,3,3,1,0
0,1194,1212,720,1203,18,3,3,1,0
4,1084,2790,992,1937,18,3,3,1,0
6,993,1016,600,1004,18,3,3,1,0
1,854,2739,889,1796,18,3,3,1,0
9,1171,2270,922,1720,18,3,3,1,0
3,1185,2402,954,1794,18,3,3,1,0
8,1011,2163,837,1587,18,3,3,1,0
5,974,1952,780,1463,18,3,3,1,0
7,859,1759,695,1309,18,3,3,1,0
2,984,2206,835,1595,18,3,3,1,0
0,1151,2598,980,1874,18,3,3,1,0
4,860,1104,565,982,18,3,3,1,0
6,1110,2019,848,1564,18,3,3,1,0
1,762,2363,777,1562,18,3,3,1,0
9,1194,1237,725,1216,18,3,3,1,0
3,1057,1535,730,1296,18,3,3,1,0
8,781,1558,624,1170,19,3,3,1,0
5,1050,1874,795,1462,19,3,3,1,0
7,642,2458,748,1550,19,3,3,1,0
2,864,1486,643,1175,19,3,3,1,0
0,947,2335,846,1641,19,3,3,1,0
4,750,2380,776,1565,19,3,3,1,0
6,1112,2073,859,1592,19,3,3,1,0
1,968,2633,914,1800,19,3,3,1,0
9,882,1718,696,1300,19,3,3,1,0
3,920,2503,869,1712,19,3,3,1,0
8,1177,1937,858,1557,19,3,3,1,0
5,635,2351,724,1493,19,3,3,1,0
7,873,2405,830,1639,19,3,3,1,0
2,1139,2184,892,1662,19,3,3,1,0
0,1005,2417,885,1711,19,3,3,1,0
4,845,1543,647,1194,19,3,3,1,0
6,607,1080,459,844,19,3,3,1,0
1,1091,2679,972,1885,19,3,3,1,0
9,818,1031,533,924,19,3,3,1,0
3,705,2429,768,1567,19,3,3,1,0
8,868,1372,622,1120,19,3,3,1,0
5,957,1044,592,1000,19,3,3,1,0
7,1013,2212,848,1612,19,3,3,1,0
2,749,1794,658,1272,19,3,3,1,0
0,919,2738,915,1828,19,3,3,1,0
4,1071,2202,869,1636,19,3,3,1,0
6,830,1298,592,1064,19,3,3,1,0
1,1167,2197,906,1682,19,3,3,1,0
9,1160,1040,672,1100,19,3,3,1,0
3,1028,1208,653,1118,19,3,3,1,0
8,800,2417,803,1608,19,3,3,1,0
5,817,2361,799,1589,19,3,3,1,0
7,937,2174,810,1556,19,3,3,1,0
2,1067,1674,762,1370,19,3,3,1,0
0,628,1326,516,977,19,3,3,1,0
4,637,1251,505,944,19,3,3,1,0
6,825,1046,539,936,19,3,3,1,0
1,1132,1330,719,1231,19,3,3,1,0
9,860,2493,843,1676,19,3,3,1,0
3,695,1854,649,1274,19,3,3,1,0
8,874,2635,877,1754,20,3,3,1,0
5,1055,1382,698,1218,20,3,3,1,0
7,740,1907,677,1324,20,3,3,1,0
2,1099,1017,643,1058,20,3,3,1,0
0,1186,1983,871,1584,20,3,3,1,0
4,1051,2249,870,1650,20,3,3,1,0
6,972,2017,792,1494,20,3,3,1,0
1,1191,1780,832,1486,20,3,3,1,0
9,698,1062,492,880,20,3,3,1,0
3,1108,1084,660,1096,20,3,3,1,0
8,1133,2701,993,1917,20,3,3,1,0
5,786,1520,618,1153,20,3,3,1,0
7,1162,2533,971,1848,20,3,3,1,0
2,631,1832,619,1232,20,3,3,1,0
0,736,1707,636,1222,20,3,3,1,0
4,1174,2044,878,1609,20,3,3,1,0
6,890,1110,578,1000,20,3,3,1,0
1,1184,1293,732,1238,20,3,3,1,0
9,887,2094,774,1490,20,3,3,1,0
3,1115,1941,834,1528,20,3,3,1,0
8,952,1075,596,1014,20,3,3,1,0
5,1034,2373,888,1704,20,3,3,1,0
7,661,1347,534,1004,20,3,3,1,0
2,982,2153,823,1568,20,3,3,1,0
0,616,1647,576,1132,20,3,3,1,0
4,1127,1924,836,1526,20,3,3,1,0
6,791,1731,663,1261,20,3,3,1,0
1,746,1508,600,1127,20,3,3,1,0
9,650,2792,818,1721,20,3,3,1,0
3,628,1772,606,1200,20,3,3,1,0
8,986,2147,824,1566,20,3,3,1,0
5,1132,1626,778,1379,20,3,3,1,0
7,1094,2398,917,1746,20,3,3,1,0
2,1112,2607,966,1860,20,3,3,1,0
0,921,2129,794,1525,20,3,3,1,0
4,713,1371,559,1042,20,3,3,1,0
6,987,1748,744,1368,20,3,3,1,0
1,875,2600,870,1738,20,3,3,1,0
9,763,2157,737,1460,20,3,3,1,0
3,995,1425,683,1210,20,3,3,1,0
8,390,237,203,314,21,3,3,1,0
5,288,171,149,230,21,3,3,1,0
7,314,237,173,276,21,3,3,1,0
2,412,177,200,294,21,3,3,1,0
0,330,201,172,266,21,3,3,1,0
4,273,535,216,404,21,3,3,1,0
6,394,343,226,368,21,3,3,1,0
1,280,326,177,303,21,3,3,1,0
9,208,520,187,364,21,3,3,1,0
3,510,288,262,399,21,3,3,1,0
8,445,536,285,490,21,3,3,1,0
5,525,470,304,498,21,3,3,1,0
7,341,340,204,340,21,3,3,1,0
2,177,324,136,250,21,3,3,1,0
0,293,439,205,366,21,3,3,1,0
4,405,215,205,310,21,3,3,1,0
6,491,211,239,351,21,3,3,1,0
1,294,281,174,288,21,3,3,1,0
9,363,459,237,411,21,3,3,1,0
3,258,322,168,290,21,3,3,1,0
8,348,473,234,410,21,3,3,1,0
5,316,485,223,400,21,3,3,1,0
7,462,261,237,362,21,3,3,1,0
2,516,185,243,350,21,3,3,1,0
0,212,528,190,370,21,3,3,1,0
4,160,333,131,246,21,3,3,1,0
6,249,157,131,203,21,3,3,1,0
1,458,317,247,388,21,3,3,1,0
9,493,534,304,514,21,3,3,1,0
3,492,282,253,387,21,3,3,1,0
8,313,344,194,328,21,3,3,1,0
5,414,396,245,405,21,3,3,1,0
7,527,195,250,361,21,3,3,1,0
2,547,527,324,537,21,3,3,1,0
0,494,281,254,388,21,3,3,1,0
4,280,519,216,400,21,3,3,1,0
6,252,227,146,240,21,3,3,1,0
1,529,150,242,340,21,3,3,1,0
9,505,381,278,443,21,3,3,1,0
3,185,335,141,260,21,3,3,1,0
8,343,367,211,355,22,3,3,1,0
5,400,526,265,463,22,3,3,1,0
7,454,414,264,434,22,3,3,1,0
2,494,357,269,426,22,3,3,1,0
0,400,221,204,310,22,3,3,1,0
4,249,275,155,262,22,3,3,1,0
6,160,266,117,213,22,3,3,1,0
1,483,296,252,390,22,3,3,1,0
9,512,256,256,384,22,3,3,1,0
3,506,160,234,333,22,3,3,1,0
8,314,170,160,242,22,3,3,1,0
5,300,153,151,226,22,3,3,1,0
7,234,374,168,304,22,3,3,1,0
2,467,331,253,399,22,3,3,1,0
0,361,317,208,339,22,3,3,1,0
4,535,206,255,370,22,3,3,1,0
6,323,401,209,362,22,3,3,1,0
1,165,528,172,346,22,3,3,1,0
9,191,321,141,256,22,3,3,1,0
3,389,283,212,336,22,3,3,1,0
8,211,292,143,252,22,3,3,1,0
5,362,526,250,444,22,3,3,1,0
7,160,407,145,284,22,3,3,1,0
2,408,415,246,412,22,3,3,1,0
0,246,424,183,335,22,3,3,1,0
4,343,254,188,298,22,3,3,1,0
6,216,172,121,194,22,3,3,1,0
1,160,167,97,164,22,3,3,1,0
9,183,194,112,188,22,3,3,1,0
3,476,376,266,426,22,3,3,1,0
8,229,506,193,368,22,3,3,1,0
5,268,407,189,338,22,3,3,1,0
7,450,448,270,449,22,3,3,1,0
2,465,304,247,384,22,3,3,1,0
0,164,440,154,302,22,3,3,1,0
4,363,421,229,392,22,3,3,1,0
6,312,312,187,312,22,3,3,1,0
1,454,545,291,500,22,3,3,1,0
9,511,443,293,477,22,3,3,1,0
3,518,257,259,388,22,3,3,1,0
8,302,359,193,330,23,3,3,1,0
5,238,217,139,228,23,3,3,1,0
7,514,263,258,388,23,3,3,1,0
2,210,211,126,210,23,3,3,1,0
0,316,504,227,410,23,3,3,1,0
4,158,405,144,282,23,3,3,1,0
6,447,368,252,408,23,3,3,1,0
1,524,212,252,368,23,3,3,1,0
9,277,398,190,338,23,3,3,1,0
3,387,175,190,281,23,3,3,1,0
8,294,478,213,386,23,3,3,1,0
5,483,273,248,378,23,3,3,1,0
7,246,499,198,372,23,3,3,1,0
2,377,185,188,281,23,3,3,1,0
0,245,372,172,308,23,3,3,1,0
4,232,232,139,232,23,3,3,1,0
6,465,233,233,349,23,3,3,1,0
1,534,232,260,383,23,3,3,1,0
9,344,166,171,255,23,3,3,1,0
3,548,412,302,480,23,3,3,1,0
8,456,181,219,318,23,3,3,1,0
5,358,467,237,412,23,3,3,1,0
7,347,376,214,362,23,3,3,1,0
2,423,330,235,376,23,3,3,1,0
0,355,409,224,382,23,3,3,1,0
4,361,526,250,444,23,3,3,1,0
6,376,268,204,322,23,3,3,1,0
1,468,173,222,320,23,3,3,1,0
9,469,548,297,508,23,3,3,1,0
3,505,309,264,407,23,3,3,1,0
8,354,522,246,438,23,3,3,1,0
5,384,278,209,331,23,3,3,1,0
7,269,512,210,390,23,3,3,1,0
2,522,341,277,432,23,3,3,1,0
0,274,182,146,228,23,3,3,1,0
4,426,317,234,372,23,3,3,1,0
6,341,519,240,430,23,3,3,1,0
1,376,447,240,412,23,3,3,1,0
9,253,359,173,306,23,3,3,1,0
3,389,194,194,292,23,3,3,1,0
8,0,0,0,0,0,4,3,2,0
5,0,0,0,0,0,4,3,2,0
7,0,0,0,0,0,4,3,2,0
2,0,0,0,0,0,4,3,2,0
0,0,0,0,0,0,4,3,2,0
4,0,0,0,0,0,4,3,2,0
6,0,0,0,0,0,4,3,2,0
1,0,0,0,0,0,4,3,2,0
9,0,0,0,0,0,4,3,2,0
3,0,0,0,0,0,4,3,2,0
8,0,0,0,0,1,4,3,2,0
5,0,0,0,0,1,4,3,2,0
7,0,0,0,0,1,4,3,2,0
2,0,0,0,0,1,4,3,2,0
0,0,0,0,0,1,4,3,2,0
4,0,0,0,0,1,4,3,2,0
6,0,0,0,0,1,4,3,2,0
1,0,0,0,0,1,4,3,2,0
9,0,0,0,0,1,4,3,2,0
3,0,0,0,0,1,4,3,2,0
8,0,0,0,0,2,4,3,2,0
5,0,0,0,0,2,4,3,2,0
7,0,0,0,0,2,4,3,2,0
2,0,0,0,0,2,4,3,2,0
0,0,0,0,0,2,4,3,2,0
4,0,0,0,0,2,4,3,2,0
6,0,0,0,0,2,4,3,2,0
1,0,0,0,0,2,4,3,2,0
9,0,0,0,0,2,4,3,2,0
3,0,0,0,0,2,4,3,2,0
8,0,0,0,0,3,4,3,2,0
5,0,0,0,0,3,4,3,2,0
7,0,0,0,0,3,4,3,2,0
2,0,0,0,0,3,4,3,2,0
0,0,0,0,0,3,4,3,2,0
4,0,0,0,0,3,4,3,2,0
6,0,0,0,0,3,4,3,2,0
1,0,0,0,0,3,4,3,2,0
9,0,0,0,0,3,4,3,2,0
3,0,0,0,0,3,4,3,2,0
8,0,0,0,0,4,4,3,2,0
5,0,0,0,0,4,4,3,2,0
7,0,0,0,0,4,4,3,2,0
2,0,0,0,0,4,4,3,2,0
0,0,0,0,0,4,4,3,2,0
4,0,0,0,0,4,4,3,2,0
6,0,0,0,0,4,4,3,2,0
1,0,0,0,0,4,4,3,2,0
9,0,0,0,0,4,4,3,2,0
3,0,0,0,0,4,4,3,2,0
8,0,0,0,0,5,4,3,2,0
5,0,0,0,0,5,4,3,2,0
7,0,0,0,0,5,4,3,2,0
2,0,0,0,0,5,4,3,2,0
0,0,0,0,0,5,4,3,2,0
4,0,0,0,0,5,4,3,2,0
6,0,0,0,0,5,4,3,2,0
1,0,0,0,0,5,4,3,2,0
9,0,0,0,0,5,4,3,2,0
3,0,0,0,0,5,4,3,2,0
8,195,417,161,306,6,4,3,2,0
5,405,441,250,423,6,4,3,2,0
7,303,545,230,424,6,4,3,2,0
2,291,218,160,254,6,4,3,2,0
0,161,385,141,273,6,4,3,2,0
4,324,286,187,305,6,4,3,2,0
6,495,546,307,520,6,4,3,2,0
1,227,384,168,306,6,4,3,2,0
9,547,418,302,482,6,4,3,2,0
3,533,521,317,527,6,4,3,2,0
8,429,287,229,358,6,4,3,2,0
5,357,214,186,286,6,4,3,2,0
7,299,482,216,390,6,4,3,2,0
2,399,353,230,376,6,4,3,2,0
0,226,290,148,258,6,4,3,2,0
4,202,323,145,262,6,4,3,2,0
6,387,325,220,356,6,4,3,2,0
1,541,289,274,415,6,4,3,2,0
9,292,306,178,299,6,4,3,2,0
3,539,336,283,438,6,4,3,2,0
8,429,264,224,346,6,4,3,2,0
5,444,172,212,308,6,4,3,2,0
7,439,422,260,430,6,4,3,2,0
2,175,377,145,276,6,4,3,2,0
0,367,441,235,404,6,4,3,2,0
4,431,153,203,292,6,4,3,2,0
6,453,157,213,305,6,4,3,2,0
1,472,321,253,396,6,4,3,2,0
9,243,435,184,339,6,4,3,2,0
3,452,500,281,476,6,4,3,2,0
8,247,428,184,338,6,4,3,2,0
5,215,171,120,193,6,4,3,2,0
7,499,541,308,520,6,4,3,2,0
2,239,219,139,229,6,4,3,2,0
0,334,445,223,390,6,4,3,2,0
4,316,326,192,321,6,4,3,2,0
6,513,328,271,420,6,4,3,2,0
1,544,370,292,457,6,4,3,2,0
9,183,543,182,363,6,4,3,2,0
3,232,465,186,348,6,4,3,2,0
8,342,510,239,426,7,4,3,2,0
5,240,173,131,206,7,4,3,2,0
7,378,509,253,444,7,4,3,2,0
2,370,211,190,290,7,4,3,2,0
0,547,201,259,374,7,4,3,2,0
4,401,550,270,476,7,4,3,2,0
6,432,235,220,334,7,4,3,2,0
1,542,304,278,423,7,4,3,2,0
9,367,512,249,440,7,4,3,2,0
3,392,332,223,362,7,4,3,2,0
8,281,305,173,293,7,4,3,2,0
5,162,456,156,309,7,4,3,2,0
7,392,540,265,466,7,4,3,2,0
2,440,388,254,414,7,4,3,2,0
0,246,367,172,306,7,4,3,2,0
4,288,221,159,254,7,4,3,2,0
6,156,319,126,238,7,4,3,2,0
1,390,198,196,294,7,4,3,2,0
9,200,321,144,260,7,4,3,2,0
3,524,334,276,429,7,4,3,2,0
8,439,202,216,320,7,4,3,2,0
5,437,471,269,454,7,4,3,2,0
7,467,207,228,337,7,4,3,2,0
2,340,497,235,418,7,4,3,2,0
0,174,464,162,319,7,4,3,2,0
4,500,296,259,398,7,4,3,2,0
6,153,202,102,178,7,4,3,2,0
1,314,318,189,316,7,4,3,2,0
9,499,505,301,502,7,4,3,2,0
3,484,499,293,492,7,4,3,2,0
8,533,394,292,464,7,4,3,2,0
5,242,425,182,334,7,4,3,2,0
7,386,370,228,378,7,4,3,2,0
2,275,305,171,290,7,4,3,2,0
0,270,545,217,408,7,4,3,2,0
4,448,151,209,300,7,4,3,2,0
6,163,236,112,200,7,4,3,2,0
1,166,443,155,304,7,4,3,2,0
9,212,456,176,334,7,4,3,2,0
3,190,248,126,219,7,4,3,2,0
8,1705,940,870,1322,8,4,3,2,0
5,805,831,488,818,8,4,3,2,0
7,1281,787,670,1034,8,4,3,2,0
2,1299,506,621,902,8,4,3,2,0
0,973,997,589,985,8,4,3,2,0
4,2469,1000,1188,1734,8,4,3,2,0
6,1061,768,578,914,8,4,3,2,0
1,1684,671,808,1178,8,4,3,2,0
9,1971,735,935,1353,8,4,3,2,0
3,1734,893,872,1314,8,4,3,2,0
8,2070,727,973,1398,8,4,3,2,0
5,2141,569,970,1355,8,4,3,2,0
7,2229,683,1028,1456,8,4,3,2,0
2,2263,414,988,1338,8,4,3,2,0
0,1361,972,739,1166,8,4,3,2,0
4,2450,683,1117,1566,8,4,3,2,0
6,1253,990,699,1122,8,4,3,2,0
1,2493,982,1194,1738,8,4,3,2,0
9,2251,494,999,1372,8,4,3,2,0
3,1143,713,600,928,8,4,3,2,0
8,1560,743,773,1152,8,4,3,2,0
5,1186,707,616,946,8,4,3,2,0
7,2357,740,1091,1548,8,4,3,2,0
2,1728,642,820,1185,8,4,3,2,0
0,2152,645,990,1398,8,4,3,2,0
4,1360,421,628,890,8,4,3,2,0
6,1323,973,724,1148,8,4,3,2,0
1,1965,846,955,1406,8,4,3,2,0
9,2053,418,905,1236,8,4,3,2,0
3,1465,786,743,1126,8,4,3,2,0
8,1668,812,830,1240,8,4,3,2,0
5,1139,436,543,788,8,4,3,2,0
7,2265,628,1032,1446,8,4,3,2,0
2,1082,734,580,908,8,4,3,2,0
0,2318,919,1111,1618,8,4,3,2,0
4,1397,910,741,1154,8,4,3,2,0
6,1940,632,902,1286,8,4,3,2,0
1,1132,523,557,828,8,4,3,2,0
9,2349,695,1079,1522,8,4,3,2,0
3,1769,896,887,1332,8,4,3,2,0
8,2107,501,943,1304,9,4,3,2,0
5,1509,642,732,1076,9,4,3,2,0
7,2375,537,1057,1456,9,4,3,2,0
2,2192,885,1054,1538,9,4,3,2,0
0,856,839,510,848,9,4,3,2,0
4,1986,687,932,1336,9,4,3,2,0
6,1105,992,640,1048,9,4,3,2,0
1,1335,884,711,1110,9,4,3,2,0
9,2150,781,1016,1466,9,4,3,2,0
3,1260,768,658,1014,9,4,3,2,0
8,1763,628,831,1196,9,4,3,2,0
5,1181,692,611,936,9,4,3,2,0
7,2262,808,1066,1535,9,4,3,2,0
2,2142,998,1056,1570,9,4,3,2,0
0,2067,927,1012,1497,9,4,3,2,0
4,1748,680,835,1214,9,4,3,2,0
6,1687,531,781,1109,9,4,3,2,0
1,1970,706,929,1338,9,4,3,2,0
9,2117,806,1008,1462,9,4,3,2,0
3,1667,947,856,1307,9,4,3,2,0
8,2417,772,1121,1594,9,4,3,2,0
5,2352,767,1094,1560,9,4,3,2,0
7,905,960,554,932,9,4,3,2,0
2,985,727,539,856,9,4,3,2,0
0,1146,575,573,860,9,4,3,2,0
4,2427,719,1115,1573,9,4,3,2,0
6,1828,712,874,1270,9,4,3,2,0
1,898,745,508,822,9,4,3,2,0
9,2279,485,1009,1382,9,4,3,2,0
3,1629,704,792,1166,9,4,3,2,0
8,932,468,466,700,9,4,3,2,0
5,1177,575,586,876,9,4,3,2,0
7,1409,495,663,952,9,4,3,2,0
2,2190,800,1036,1495,9,4,3,2,0
0,1254,913,684,1084,9,4,3,2,0
4,1981,671,927,1326,9,4,3,2,0
6,2057,460,915,1258,9,4,3,2,0
1,1436,585,691,1010,9,4,3,2,0
9,1764,675,841,1220,9,4,3,2,0
3,2195,859,1050,1527,9,4,3,2,0
8,1153,447,551,800,10,4,3,2,0
5,1883,988,951,1436,10,4,3,2,0
7,1348,683,676,1016,10,4,3,2,0
2,1191,705,617,948,10,4,3,2,0
0,2488,952,1186,1720,10,4,3,2,0
4,1657,688,800,1172,10,4,3,2,0
6,1596,593,757,1094,10,4,3,2,0
1,2382,892,1131,1637,10,4,3,2,0
9,929,513,474,721,10,4,3,2,0
3,2252,769,1055,1510,10,4,3,2,0
8,2313,447,1015,1380,10,4,3,2,0
5,1674,709,811,1192,10,4,3,2,0
7,1303,408,603,856,10,4,3,2,0
2,2428,404,1052,1416,10,4,3,2,0
0,1506,871,777,1188,10,4,3,2,0
4,888,760,507,824,10,4,3,2,0
6,2191,849,1046,1520,10,4,3,2,0
1,1029,953,602,991,10,4,3,2,0
9,1385,924,739,1154,10,4,3,2,0
3,837,869,509,853,10,4,3,2,0
8,2005,688,940,1346,10,4,3,2,0
5,2004,453,892,1228,10,4,3,2,0
7,1852,836,908,1344,10,4,3,2,0
2,2425,430,1056,1428,10,4,3,2,0
0,2240,984,1093,1612,10,4,3,2,0
4,1351,844,709,1098,10,4,3,2,0
6,2196,435,965,1316,10,4,3,2,0
1,1591,535,743,1063,10,4,3,2,0
9,982,905,574,944,10,4,3,2,0
3,2121,570,962,1346,10,4,3,2,0
8,1739,938,883,1338,10,4,3,2,0
5,2090,495,935,1292,10,4,3,2,0
7,1881,772,907,1326,10,4,3,2,0
2,2308,744,1072,1526,10,4,3,2,0
0,2167,944,1056,1556,10,4,3,2,0
4,2099,726,985,1412,10,4,3,2,0
6,1794,559,829,1176,10,4,3,2,0
1,1039,630,542,834,10,4,3,2,0
9,1995,847,967,1421,10,4,3,2,0
3,984,494,492,739,10,4,3,2,0
8,358,230,189,294,11,4,3,2,0
5,320,163,161,242,11,4,3,2,0
7,283,438,201,360,11,4,3,2,0
2,211,199,124,205,11,4,3,2,0
0,251,372,175,312,11,4,3,2,0
4,473,392,268,432,11,4,3,2,0
6,295,486,215,390,11,4,3,2,0
1,529,221,256,375,11,4,3,2,0
9,343,172,172,258,11,4,3,2,0
3,535,213,257,374,11,4,3,2,0
8,212,326,150,269,11,4,3,2,0
5,494,483,294,488,11,4,3,2,0
7,243,236,144,240,11,4,3,2,0
2,403,336,228,370,11,4,3,2,0
0,398,331,225,364,11,4,3,2,0
4,302,521,225,412,11,4,3,2,0
6,278,436,198,357,11,4,3,2,0
1,252,357,172,304,11,4,3,2,0
9,418,387,245,402,11,4,3,2,0
3,268,527,213,398,11,4,3,2,0
8,230,189,130,210,11,4,3,2,0
5,402,204,202,303,11,4,3,2,0
7,338,514,238,426,11,4,3,2,0
2,506,201,243,354,11,4,3,2,0
0,407,333,229,370,11,4,3,2,0
4,189,427,161,308,11,4,3,2,0
6,197,155,110,176,11,4,3,2,0
1,300,436,207,368,11,4,3,2,0
9,305,193,161,249,11,4,3,2,0
3,326,401,211,364,11,4,3,2,0
8,366,219,190,292,11,4,3,2,0
5,467,357,258,412,11,4,3,2,0
7,313,390,203,352,11,4,3,2,0
2,370,497,247,434,11,4,3,2,0
0,443,464,270,454,11,4,3,2,0
4,452,425,266,438,11,4,3,2,0
6,242,528,202,385,11,4,3,2,0
1,546,268,272,407,11,4,3,2,0
9,152,352,131,252,11,4,3,2,0
3,298,203,160,250,11,4,3,2,0
8,427,444,260,436,12,4,3,2,0
5,478,183,228,330,12,4,3,2,0
7,381,372,227,376,12,4,3,2,0
2,449,211,222,330,12,4,3,2,0
0,531,427,298,479,12,4,3,2,0
4,415,492,264,454,12,4,3,2,0
6,227,470,185,348,12,4,3,2,0
1,444,423,262,434,12,4,3,2,0
9,456,255,233,356,12,4,3,2,0
3,456,526,288,491,12,4,3,2,0
8,339,545,245,442,12,4,3,2,0
5,352,454,232,403,12,4,3,2,0
7,274,266,163,270,12,4,3,2,0
2,274,475,205,374,12,4,3,2,0
0,199,291,138,245,12,4,3,2,0
4,264,273,160,268,12,4,3,2,0
6,275,334,177,304,12,4,3,2,0
1,410,373,239,392,12,4,3,2,0
9,257,346,172,302,12,4,3,2,0
3,498,199,239,348,12,4,3,2,0
8,348,390,217,369,12,4,3,2,0
5,548,346,288,447,12,4,3,2,0
7,476,504,291,490,12,4,3,2,0
2,163,258,117,210,12,4,3,2,0
0,541,342,285,442,12,4,3,2,0
4,279,222,156,250,12,4,3,2,0
6,202,391,159,296,12,4,3,2,0
1,467,433,273,450,12,4,3,2,0
9,517,531,313,524,12,4,3,2,0
3,503,307,263,405,12,4,3,2,0
8,315,532,232,424,12,4,3,2,0
