trip_id,train_id,origin_station,destination_station,departure_time,arrival_time,trip_date,trip_duration_min,distance_km,average_speed_kmh
TRP_001363,TRN_023,Shakurpur,Sir M. Vishveshwaraya Moti Bagh,22:42:00,22:57:00,2026-03-10,15,8.75,35.72
TRP_001364,TRN_142,Mohan Nagar,Rithala,10:55:00,11:43:00,2026-03-18,48,31.25,39.11
TRP_001365,TRN_186,Jhandewalan,Yamuna Bank,18:19:00,18:34:00,2026-03-16,15,8.75,36.17
TRP_001366,TRN_186,Dwarka Sector 21,Dwarka Sector 13,22:20:00,22:31:00,2026-03-04,11,7.5,39.64
TRP_001367,TRN_035,Patel Chowk,IFFCO Chowk,15:19:00,15:57:00,2026-03-13,38,23.75,37.37
TRP_001368,TRN_077,Shyam Park,Kohat Enclave,06:02:00,06:39:00,2026-03-22,37,25.0,40.37
TRP_001369,TRN_136,Lajpat Nagar,NHPC Chowk,21:28:00,21:54:00,2026-03-17,26,16.25,37.7
TRP_001370,TRN_027,East Azad Nagar,Gokulpuri,22:20:00,22:27:00,2026-03-11,7,3.75,34.45
TRP_001371,TRN_122,NHPC Chowk,Mewala Maharajpur,18:47:00,18:49:00,2026-03-28,2,1.25,34.82
TRP_001372,TRN_144,GTB Nagar,Lok Kalyan Marg,10:13:00,10:37:00,2026-03-24,24,15.0,37.96
TRP_001373,TRN_169,Jhilmil,Kanhaiya Nagar,10:45:00,11:12:00,2026-03-20,27,15.0,33.8
TRP_001374,TRN_084,Vidhan Sabha,Qutab Minar,11:01:00,11:41:00,2026-03-07,40,22.5,33.79
TRP_001375,TRN_105,Rajouri Garden,Noida City Centre,11:39:00,12:36:00,2026-03-10,57,31.25,32.64
TRP_001376,TRN_056,Kailash Colony,Govind Puri,15:46:00,15:52:00,2026-03-04,6,3.75,39.96
TRP_001377,TRN_006,Jafrabad,Maujpur - Babarpur,09:05:00,09:07:00,2026-03-19,2,1.25,41.17
TRP_001378,TRN_057,Chhattarpur,Ghitorni,19:37:00,19:41:00,2026-03-25,4,2.5,33.53
TRP_001379,TRN_123,Munirka,Jamia Millia Islamia,09:41:00,10:03:00,2026-03-17,22,13.75,37.75
TRP_001380,TRN_110,Durgabai Deshmukh South Campus,Maujpur - Babarpur,06:03:00,06:45:00,2026-03-04,42,27.5,38.98
TRP_001381,TRN_167,Shaheed Nagar,Rithala,06:47:00,07:30:00,2026-03-14,43,26.25,36.32
TRP_001382,TRN_135,Kashmere Gate,Jangpura,12:47:00,13:10:00,2026-03-12,23,12.5,32.62
TRP_001383,TRN_121,Nawada,Yamuna Bank,18:12:00,19:03:00,2026-03-18,51,30.0,35.37
TRP_001384,TRN_022,Kashmere Gate,Janpath,16:51:00,17:04:00,2026-03-02,13,7.5,35.22
TRP_001385,TRN_020,Sir M. Vishveshwaraya Moti Bagh,Vinobapuri,13:35:00,13:48:00,2026-03-17,13,7.5,34.44
TRP_001386,TRN_028,Dwarka Sector 21,Noida Sector 34,11:59:00,13:21:00,2026-03-18,82,56.25,41.35
TRP_001387,TRN_062,Seelampur,Rohini East,07:03:00,07:27:00,2026-03-06,24,16.25,40.1
TRP_001388,TRN_109,Malviya Nagar,Chhattarpur,11:52:00,11:58:00,2026-03-14,6,3.75,37.34
TRP_001389,TRN_138,Badkhal Mor,Neelam Chowk Ajronda,13:11:00,13:15:00,2026-03-28,4,2.5,41.34
TRP_001390,TRN_054,Sarojini Nagar,Shiv Vihar,18:43:00,19:23:00,2026-03-17,40,27.5,40.82
TRP_001391,TRN_061,Pitampura,Rithala,21:26:00,21:31:00,2026-03-07,5,3.75,41.6
TRP_001392,TRN_164,Dwarka Sector 12,Noida Sector 61,09:56:00,11:21:00,2026-03-21,85,52.5,37.06
TRP_001393,TRN_100,Pul Bangash,Inderlok,18:11:00,18:16:00,2026-03-25,5,3.75,41.13
TRP_001394,TRN_027,IP Extension,Krishna Nagar,15:49:00,15:58:00,2026-03-14,9,5.0,33.05
TRP_001395,TRN_110,Majlis Park,ESI Basaidarapur,10:42:00,10:53:00,2026-03-07,11,7.5,41.73
TRP_001396,TRN_200,Durgabai Deshmukh South Campus,Maujpur - Babarpur,10:06:00,10:55:00,2026-03-08,49,27.5,34.01
TRP_001397,TRN_181,Maujpur - Babarpur,Johri Enclave,17:57:00,18:01:00,2026-03-08,4,2.5,39.31
TRP_001398,TRN_194,Kashmere Gate,Sultanpur,08:33:00,09:07:00,2026-03-24,34,22.5,39.37
TRP_001399,TRN_154,Ramesh Nagar,Barakhamba Road,06:25:00,06:44:00,2026-03-25,19,12.5,39.08
TRP_001400,TRN_143,Ghitorni,Arjan Garh,07:27:00,07:29:00,2026-03-21,2,1.25,35.86
TRP_001401,TRN_106,Durgabai Deshmukh South Campus,East Vinod Nagar - Mayur Vihar-II,22:06:00,22:36:00,2026-03-29,30,16.25,32.06
TRP_001402,TRN_033,Inderlok,Rohini West,08:39:00,08:52:00,2026-03-08,13,8.75,40.13
TRP_001403,TRN_132,Dwarka,Rajiv Chowk,09:29:00,10:10:00,2026-03-14,41,26.25,38.07
TRP_001404,TRN_099,Central Secretariat,Sant Surdas (Sihi),19:37:00,20:30:00,2026-03-19,53,31.25,35.52
TRP_001405,TRN_134,Kalkaji Mandir,Sarita Vihar,11:47:00,11:55:00,2026-03-16,8,5.0,35.5
TRP_001406,TRN_100,Shaheed Sthal,Kanhaiya Nagar,10:44:00,11:22:00,2026-03-27,38,26.25,41.91
TRP_001407,TRN_015,Mandawali - West Vinod Nagar,IP Extension,18:34:00,18:36:00,2026-03-27,2,1.25,35.69
TRP_001408,TRN_100,Welcome,Kohat Enclave,17:36:00,18:03:00,2026-03-28,27,15.0,33.71
TRP_001409,TRN_013,Model Town,Vishwa Vidyalaya,15:39:00,15:43:00,2026-03-07,4,2.5,35.24
TRP_001410,TRN_010,Guru Dronacharya,Millennium City Centre Gurugram,16:20:00,16:27:00,2026-03-06,7,5.0,40.91
TRP_001411,TRN_164,Janakpuri East,New Ashok Nagar,06:48:00,07:40:00,2026-03-14,52,30.0,34.73
TRP_001412,TRN_115,R K Ashram Marg,Noida Sector 61,06:28:00,07:09:00,2026-03-05,41,23.75,34.98
TRP_001413,TRN_123,Munirka,Okhla Vihar,19:27:00,19:51:00,2026-03-25,24,15.0,36.75
TRP_001414,TRN_084,Adarsh Nagar,Lok Kalyan Marg,18:31:00,18:59:00,2026-03-19,28,18.75,39.64
TRP_001415,TRN_085,Kashmere Gate,Lal Quila,20:19:00,20:21:00,2026-03-20,2,1.25,37.53
TRP_001416,TRN_182,Nehru Enclave,Jasola Vihar Shaheen Bagh,15:25:00,15:38:00,2026-03-12,13,7.5,34.55
TRP_001417,TRN_182,Dashrathpuri,Munirka,22:54:00,23:05:00,2026-03-07,11,7.5,41.54
TRP_001418,TRN_185,Rajouri Garden,Hazrat Nizamuddin,15:53:00,16:18:00,2026-03-08,25,15.0,36.11
TRP_001419,TRN_031,Greater Kailash,Kalkaji Mandir,12:25:00,12:29:00,2026-03-11,4,2.5,41.44
TRP_001420,TRN_075,Sukhdev Vihar,Okhla Bird Sanctuary,09:24:00,09:34:00,2026-03-18,10,6.25,37.36
TRP_001421,TRN_049,Tagore Garden,Noida Sector 62,14:18:00,15:19:00,2026-03-01,61,38.75,37.84
TRP_001422,TRN_122,Kashmere Gate,Mohan Estate,22:51:00,23:29:00,2026-03-06,38,25.0,39.92
TRP_001423,TRN_134,Kashmere Gate,Mewala Maharajpur,09:53:00,10:46:00,2026-03-06,53,31.25,35.27
TRP_001424,TRN_063,Dabri Mor - Janakpuri South,Terminal 1 IGI Airport,07:25:00,07:33:00,2026-03-15,8,5.0,35.98
TRP_001425,TRN_200,Ashram,IP Extension,07:01:00,07:15:00,2026-03-29,14,8.75,37.53
TRP_001426,TRN_074,Lajpat Nagar,Harkesh Nagar Okhla,17:33:00,17:45:00,2026-03-09,12,7.5,37.35
TRP_001427,TRN_155,Mohan Nagar,Kohat Enclave,12:55:00,13:41:00,2026-03-18,46,26.25,34.21
TRP_001428,TRN_051,Kanhaiya Nagar,Pitampura,15:42:00,15:51:00,2026-03-16,9,5.0,32.41
TRP_001429,TRN_054,Johri Enclave,Shiv Vihar,21:16:00,21:18:00,2026-03-20,2,1.25,34.37
TRP_001430,TRN_007,Rohini East,Rohini West,17:26:00,17:28:00,2026-03-04,2,1.25,39.44
TRP_001431,TRN_043,Samaypur Badli,Rajiv Chowk,17:58:00,18:32:00,2026-03-15,34,18.75,33.49
TRP_001432,TRN_132,Dwarka Sector 21,Dwarka Sector 10,17:46:00,17:53:00,2026-03-02,7,3.75,32.01
TRP_001433,TRN_195,Panchsheel Park,Botanical Garden,17:41:00,18:04:00,2026-03-04,23,15.0,38.79
TRP_001434,TRN_186,Dwarka Sector 8,Janakpuri West,18:18:00,18:40:00,2026-03-12,22,15.0,41.11
TRP_001435,TRN_052,Janpath,Govind Puri,20:34:00,20:53:00,2026-03-07,19,12.5,39.67
TRP_001436,TRN_093,R.K. Puram,Jasola Vihar Shaheen Bagh,07:32:00,07:57:00,2026-03-19,25,15.0,36.32
TRP_001437,TRN_129,"Rohini Sector 18, 19",Ghitorni,21:10:00,22:06:00,2026-03-17,56,36.25,38.54
TRP_001438,TRN_047,Chirag Delhi,Okhla Vihar,09:40:00,09:53:00,2026-03-01,13,8.75,40.04
TRP_001439,TRN_059,Janakpuri West,Noida Sector 59,09:03:00,10:15:00,2026-03-29,72,43.75,36.28
TRP_001440,TRN_088,Nehru Place,Harkesh Nagar Okhla,14:08:00,14:13:00,2026-03-10,5,3.75,41.19
TRP_001441,TRN_062,Hindon River,Shastri Nagar,16:27:00,17:05:00,2026-03-09,38,22.5,35.93
TRP_001442,TRN_195,Panchsheel Park,Okhla NSIC,11:19:00,11:28:00,2026-03-12,9,6.25,40.19
TRP_001443,TRN_189,Dabri Mor - Janakpuri South,Panchsheel Park,10:07:00,10:32:00,2026-03-25,25,13.75,33.42
TRP_001444,TRN_017,Mohan Estate,Badarpur Border,21:08:00,21:12:00,2026-03-14,4,2.5,38.11
TRP_001445,TRN_057,Jor Bagh,Qutab Minar,11:07:00,11:20:00,2026-03-06,13,8.75,39.68
TRP_001446,TRN_097,Samaypur Badli,Dilli Haat - INA,15:28:00,16:14:00,2026-03-30,46,26.25,34.36
TRP_001447,TRN_089,"Rohini Sector 18, 19",Patel Chowk,18:19:00,18:49:00,2026-03-16,30,18.75,36.99
TRP_001448,TRN_016,Jhilmil,Pul Bangash,17:38:00,17:53:00,2026-03-11,15,10.0,38.85
TRP_001449,TRN_060,Shaheed Nagar,Shastri Nagar,09:54:00,10:19:00,2026-03-06,25,15.0,36.37
TRP_001450,TRN_168,Dilli Haat - INA,Johri Enclave,21:53:00,22:37:00,2026-03-01,44,25.0,34.25
TRP_001451,TRN_057,Azadpur,Vishwa Vidyalaya,17:13:00,17:19:00,2026-03-24,6,3.75,34.87
TRP_001452,TRN_040,Palam,Terminal 1 IGI Airport,07:00:00,07:04:00,2026-03-28,4,2.5,39.02
TRP_001453,TRN_173,Shaheed Nagar,Netaji Subhash Place,11:05:00,11:38:00,2026-03-22,33,20.0,35.94
TRP_001454,TRN_172,ITO,Bata Chowk,10:40:00,11:37:00,2026-03-25,57,32.5,34.37
TRP_001455,TRN_194,Sultanpur,Arjan Garh,14:34:00,14:38:00,2026-03-25,4,2.5,33.57
TRP_001456,TRN_054,South Extension,Johri Enclave,16:45:00,17:22:00,2026-03-18,37,23.75,38.17
TRP_001457,TRN_142,Mansarovar Park,Kanhaiya Nagar,11:37:00,11:59:00,2026-03-06,22,13.75,37.54
TRP_001458,TRN_100,Jhilmil,Kanhaiya Nagar,17:08:00,17:35:00,2026-03-27,27,15.0,33.7
TRP_001459,TRN_122,Janpath,Mohan Estate,16:31:00,17:00:00,2026-03-17,29,17.5,36.06
TRP_001460,TRN_006,Punjabi Bagh West,East Vinod Nagar - Mayur Vihar-II,16:58:00,17:35:00,2026-03-02,37,22.5,36.49
TRP_001461,TRN_139,Dabri Mor - Janakpuri South,Kalkaji Mandir,17:19:00,17:47:00,2026-03-02,28,18.75,40.52
TRP_001462,TRN_187,Arthala,Shastri Nagar,15:17:00,15:54:00,2026-03-15,37,21.25,34.58
TRP_001463,TRN_094,Vasant Vihar,Nehru Enclave,12:22:00,12:37:00,2026-03-21,15,10.0,39.65
TRP_001464,TRN_176,Dwarka Mor,Noida Sector 62,22:46:00,00:12:00,2026-03-28,86,50.0,34.98
TRP_001465,TRN_154,Noida Sector 52,Noida Sector 61,20:07:00,20:09:00,2026-03-27,2,1.25,34.96
TRP_001466,TRN_034,Shahdara,Pratap Nagar,20:12:00,20:27:00,2026-03-26,15,8.75,35.0
TRP_001467,TRN_152,Tilak Nagar,Tagore Garden,12:02:00,12:06:00,2026-03-20,4,2.5,40.47
TRP_001468,TRN_114,New Delhi,Dilli Haat - INA,06:14:00,06:28:00,2026-03-18,14,8.75,36.88
TRP_001469,TRN_048,GTB Nagar,Chandni Chowk,08:55:00,09:05:00,2026-03-14,10,6.25,37.3
TRP_001470,TRN_076,ITO,Moolchand,22:58:00,23:15:00,2026-03-21,17,10.0,34.4
TRP_001471,TRN_125,Major Mohit Sharma Rajendra Nagar,Shastri Nagar,22:30:00,22:59:00,2026-03-02,29,17.5,36.27
TRP_001472,TRN_070,Lajpat Nagar,Sant Surdas (Sihi),08:22:00,09:01:00,2026-03-18,39,26.25,40.12
TRP_001473,TRN_025,Kashmere Gate,Ghitorni,06:18:00,06:56:00,2026-03-07,38,23.75,37.43
TRP_001474,TRN_084,Qutab Minar,IFFCO Chowk,08:20:00,08:38:00,2026-03-22,18,10.0,33.84
TRP_001475,TRN_151,Rajouri Garden,Sir M. Vishveshwaraya Moti Bagh,19:20:00,19:28:00,2026-03-10,8,5.0,36.45
TRP_001476,TRN_037,Chawri Bazar,Jor Bagh,22:03:00,22:16:00,2026-03-16,13,8.75,39.29
TRP_001477,TRN_010,Model Town,Guru Dronacharya,17:27:00,18:19:00,2026-03-04,52,32.5,37.65
TRP_001478,TRN_166,Nehru Enclave,Jasola Vihar Shaheen Bagh,18:31:00,18:44:00,2026-03-09,13,7.5,33.88
TRP_001479,TRN_154,Dwarka Sector 12,Noida Sector 61,18:59:00,20:25:00,2026-03-24,86,52.5,36.79
TRP_001480,TRN_108,Nawada,Mayur Vihar Extension,08:19:00,09:10:00,2026-03-19,51,33.75,40.09
TRP_001481,TRN_088,Kailash Colony,Nehru Place,14:56:00,14:58:00,2026-03-05,2,1.25,40.14
TRP_001482,TRN_029,Mandawali - West Vinod Nagar,Karkarduma,16:03:00,16:09:00,2026-03-29,6,3.75,34.62
TRP_001483,TRN_061,Pratap Nagar,Shastri Nagar,06:44:00,06:46:00,2026-03-26,2,1.25,37.75
TRP_001484,TRN_001,Hindon River,Mohan Nagar,16:30:00,16:35:00,2026-03-20,5,2.5,32.48
TRP_001485,TRN_059,Janakpuri East,Mayur Vihar-I,13:53:00,14:44:00,2026-03-29,51,27.5,32.17
TRP_001486,TRN_015,Durgabai Deshmukh South Campus,Mayur Vihar Pocket 1,19:42:00,20:07:00,2026-03-03,25,13.75,32.95
TRP_001487,TRN_164,Tagore Garden,Indraprastha,15:24:00,15:51:00,2026-03-06,27,18.75,41.05
TRP_001488,TRN_012,Dilshad Garden,Netaji Subhash Place,22:19:00,22:46:00,2026-03-25,27,18.75,41.38
TRP_001489,TRN_053,Jamia Millia Islamia,Botanical Garden,20:37:00,20:46:00,2026-03-27,9,6.25,41.39
TRP_001490,TRN_143,Green Park,Chhattarpur,17:52:00,18:03:00,2026-03-30,11,6.25,33.71
TRP_001491,TRN_177,Nehru Enclave,Botanical Garden,17:48:00,18:07:00,2026-03-23,19,11.25,35.29
TRP_001492,TRN_179,Dwarka,Indraprastha,09:53:00,10:38:00,2026-03-24,45,31.25,41.45
TRP_001493,TRN_101,Delhi Gate,Lajpat Nagar,20:46:00,21:04:00,2026-03-15,18,10.0,33.43
TRP_001494,TRN_094,Okhla NSIC,Jamia Millia Islamia,08:52:00,08:56:00,2026-03-22,4,2.5,38.6
TRP_001495,TRN_146,Khan Market,Sarita Vihar,20:57:00,21:19:00,2026-03-07,22,13.75,37.29
TRP_001496,TRN_143,Azadpur,Sultanpur,22:19:00,23:15:00,2026-03-11,56,30.0,32.14
TRP_001497,TRN_012,Dilshad Garden,Mansarovar Park,14:50:00,14:54:00,2026-03-26,4,2.5,40.11
TRP_001498,TRN_153,Janakpuri West,Jhandewalan,11:33:00,12:01:00,2026-03-28,28,17.5,36.96
TRP_001499,TRN_113,Welcome,Tis Hazari,12:40:00,12:49:00,2026-03-06,9,5.0,33.05
TRP_001500,TRN_156,Azadpur,Sarojini Nagar,19:54:00,20:18:00,2026-03-11,24,15.0,37.28
TRP_001501,TRN_057,GTB Nagar,MG Road,13:39:00,14:30:00,2026-03-19,51,33.75,39.75
TRP_001502,TRN_047,Nehru Enclave,Okhla NSIC,16:36:00,16:41:00,2026-03-30,5,2.5,32.8
TRP_001503,TRN_177,Janakpuri West,Okhla Bird Sanctuary,11:53:00,12:36:00,2026-03-22,43,28.75,39.95
TRP_001504,TRN_085,Janpath,Old Faridabad,17:20:00,18:05:00,2026-03-02,45,27.5,36.68
TRP_001505,TRN_122,Jawaharlal Nehru Stadium,Badkhal Mor,12:14:00,12:47:00,2026-03-19,33,22.5,41.25
TRP_001506,TRN_028,Shadipur,Noida Electronic City,16:47:00,17:49:00,2026-03-27,62,33.75,32.89
TRP_001507,TRN_144,Guru Dronacharya,MG Road,20:47:00,20:51:00,2026-03-25,4,2.5,39.51
TRP_001508,TRN_194,Samaypur Badli,Jor Bagh,18:01:00,18:45:00,2026-03-22,44,25.0,33.95
TRP_001509,TRN_117,Central Secretariat,Kalkaji Mandir,06:15:00,06:30:00,2026-03-03,15,10.0,39.87
TRP_001510,TRN_175,Vishwa Vidyalaya,MG Road,15:08:00,15:56:00,2026-03-16,48,32.5,40.53
TRP_001511,TRN_173,Inderlok,Rohini West,13:46:00,14:01:00,2026-03-04,15,8.75,35.15
TRP_001512,TRN_139,Dabri Mor - Janakpuri South,Chirag Delhi,22:20:00,22:44:00,2026-03-23,24,15.0,37.74
TRP_001513,TRN_150,ESI Basaidarapur,Johri Enclave,09:02:00,09:54:00,2026-03-23,52,35.0,40.56
TRP_001514,TRN_145,Jasola Apollo,Mohan Estate,15:13:00,15:18:00,2026-03-05,5,2.5,32.61
TRP_001515,TRN_025,Chawri Bazar,Sultanpur,16:59:00,17:32:00,2026-03-29,33,20.0,36.0
TRP_001516,TRN_003,Jafrabad,Gokulpuri,18:08:00,18:12:00,2026-03-25,4,2.5,34.06
TRP_001517,TRN_156,Punjabi Bagh West,Karkarduma Court,22:46:00,23:36:00,2026-03-12,50,28.75,34.17
TRP_001518,TRN_004,South Extension,IP Extension,07:45:00,08:07:00,2026-03-08,22,12.5,34.09
TRP_001519,TRN_053,Janakpuri West,Okhla Vihar,19:05:00,19:47:00,2026-03-11,42,25.0,35.34
TRP_001520,TRN_127,Shadipur,Noida Sector 16,13:05:00,13:36:00,2026-03-15,31,21.25,41.56
TRP_001521,TRN_082,Tughlakabad,NHPC Chowk,21:36:00,21:42:00,2026-03-08,6,3.75,40.2
TRP_001522,TRN_114,Kashmere Gate,AIIMS,09:06:00,09:29:00,2026-03-29,23,13.75,35.47
TRP_001523,TRN_145,Jasola Apollo,NHPC Chowk,07:42:00,07:55:00,2026-03-22,13,7.5,34.46
TRP_001524,TRN_127,Dwarka,Supreme Court,21:11:00,21:55:00,2026-03-16,44,30.0,41.11
TRP_001525,TRN_162,Lal Quila,Neelam Chowk Ajronda,19:49:00,20:41:00,2026-03-18,52,35.0,40.55
TRP_001526,TRN_041,Mandawali - West Vinod Nagar,Anand Vihar ISBT,13:18:00,13:23:00,2026-03-30,5,2.5,32.05
TRP_001527,TRN_176,Uttam Nagar West,Indraprastha,14:16:00,15:06:00,2026-03-26,50,27.5,32.82
TRP_001528,TRN_095,Dwarka Sector 11,Noida Sector 34,07:57:00,09:16:00,2026-03-03,79,51.25,38.83
TRP_001529,TRN_154,Dwarka Sector 13,Noida Sector 15,16:40:00,17:39:00,2026-03-15,59,41.25,41.99
TRP_001530,TRN_091,Shankar Vihar,IIT Delhi,15:26:00,15:34:00,2026-03-27,8,5.0,37.35
TRP_001531,TRN_191,Shalimar Bagh,Lajpat Nagar,07:12:00,07:37:00,2026-03-04,25,17.5,41.75
TRP_001532,TRN_053,Okhla NSIC,Jasola Vihar Shaheen Bagh,21:13:00,21:21:00,2026-03-05,8,5.0,37.47
TRP_001533,TRN_064,Dwarka Sector 21,Tilak Nagar,12:27:00,13:03:00,2026-03-14,36,20.0,33.43
TRP_001534,TRN_172,Khan Market,Sant Surdas (Sihi),14:43:00,15:27:00,2026-03-09,44,30.0,40.72
TRP_001535,TRN_100,Dilshad Garden,Shastri Park,13:37:00,13:51:00,2026-03-25,14,7.5,33.16
TRP_001536,TRN_023,Sarojini Nagar,Mayur Vihar-I,19:36:00,19:49:00,2026-03-19,13,8.75,41.27
TRP_001537,TRN_018,Dabri Mor - Janakpuri South,Chirag Delhi,06:36:00,07:00:00,2026-03-09,24,15.0,36.95
TRP_001538,TRN_193,Major Mohit Sharma Rajendra Nagar,Tis Hazari,14:39:00,15:01:00,2026-03-28,22,13.75,37.37
TRP_001539,TRN_103,Shastri Park,Tis Hazari,16:48:00,16:52:00,2026-03-28,4,2.5,39.65
TRP_001540,TRN_042,Dwarka Sector 14,Kirti Nagar,16:34:00,17:02:00,2026-03-08,28,18.75,40.56
TRP_001541,TRN_138,Khan Market,Neelam Chowk Ajronda,20:17:00,20:56:00,2026-03-04,39,26.25,40.46
TRP_001542,TRN_170,Raj Bagh,Rithala,09:50:00,10:41:00,2026-03-14,51,27.5,32.21
TRP_001543,TRN_076,Janpath,NHPC Chowk,14:49:00,15:22:00,2026-03-27,33,22.5,40.39
TRP_001544,TRN_161,Shalimar Bagh,Bhikaji Cama Place,22:48:00,23:09:00,2026-03-07,21,12.5,35.05
TRP_001545,TRN_090,ITO,Raja Nahar Singh,21:28:00,22:27:00,2026-03-07,59,36.25,37.07
TRP_001546,TRN_164,Noida Sector 18,Noida Sector 61,13:46:00,13:59:00,2026-03-17,13,7.5,35.59
TRP_001547,TRN_071,Kailash Colony,Nehru Place,21:28:00,21:30:00,2026-03-25,2,1.25,36.05
TRP_001548,TRN_186,Dwarka Sector 21,Tilak Nagar,06:38:00,07:14:00,2026-03-23,36,20.0,32.94
TRP_001549,TRN_068,Janakpuri West,Jamia Millia Islamia,12:32:00,13:07:00,2026-03-12,35,23.75,41.13
TRP_001550,TRN_130,Azadpur,Anand Vihar ISBT,18:08:00,19:03:00,2026-03-05,55,31.25,33.86
TRP_001551,TRN_132,Tilak Nagar,Kirti Nagar,14:04:00,14:15:00,2026-03-02,11,7.5,39.88
TRP_001552,TRN_044,Inderlok,Rohini West,13:57:00,14:13:00,2026-03-28,16,8.75,33.7
TRP_001553,TRN_195,Dashrathpuri,Jamia Millia Islamia,17:28:00,18:07:00,2026-03-21,39,21.25,32.35
TRP_001554,TRN_138,Khan Market,Neelam Chowk Ajronda,14:04:00,14:53:00,2026-03-25,49,26.25,32.07
TRP_001555,TRN_167,Shaheed Sthal,Hindon River,14:06:00,14:08:00,2026-03-16,2,1.25,39.07
TRP_001556,TRN_081,Durgabai Deshmukh South Campus,Sarojini Nagar,13:53:00,13:59:00,2026-03-25,6,3.75,34.71
TRP_001557,TRN_165,Delhi Gate,ITO,15:06:00,15:08:00,2026-03-23,2,1.25,38.21
TRP_001558,TRN_160,Vidhan Sabha,Central Secretariat,06:37:00,06:53:00,2026-03-15,16,10.0,37.44
TRP_001559,TRN_032,Ghitorni,IFFCO Chowk,14:55:00,15:06:00,2026-03-13,11,6.25,33.51
TRP_001560,TRN_126,Chirag Delhi,Sukhdev Vihar,17:05:00,17:16:00,2026-03-06,11,6.25,34.05
TRP_001561,TRN_065,R.K. Puram,Nehru Enclave,15:00:00,15:11:00,2026-03-06,11,7.5,39.93
TRP_001562,TRN_159,Munirka,Kalindi Kunj,11:26:00,11:53:00,2026-03-07,27,17.5,38.46
TRP_001563,TRN_186,Dwarka Sector 13,Yamuna Bank,07:12:00,08:04:00,2026-03-02,52,35.0,40.28
TRP_001564,TRN_169,Jhilmil,Welcome,18:13:00,18:19:00,2026-03-04,6,3.75,37.26
TRP_001565,TRN_175,Jahangirpuri,Ghitorni,18:28:00,19:31:00,2026-03-18,63,33.75,32.12
TRP_001566,TRN_118,Netaji Subhash Place,Durgabai Deshmukh South Campus,07:02:00,07:15:00,2026-03-05,13,8.75,41.34
TRP_001567,TRN_096,South Extension,Mayur Vihar Pocket 1,19:46:00,19:59:00,2026-03-26,13,7.5,35.91
TRP_001568,TRN_150,Shakurpur,Mayapuri Cantonment,19:34:00,19:42:00,2026-03-07,8,5.0,37.71
TRP_001569,TRN_134,Kashmere Gate,Lal Quila,16:01:00,16:03:00,2026-03-16,2,1.25,35.39
TRP_001570,TRN_063,Dabri Mor - Janakpuri South,Palam,16:51:00,16:55:00,2026-03-05,4,2.5,36.95
TRP_001571,TRN_185,Majlis Park,Azadpur,20:05:00,20:07:00,2026-03-07,2,1.25,39.99
TRP_001572,TRN_092,Raj Bagh,Kohat Enclave,20:10:00,20:44:00,2026-03-21,34,22.5,39.79
TRP_001573,TRN_112,Dwarka Sector 12,Nawada,18:36:00,18:47:00,2026-03-18,11,6.25,33.09
TRP_001574,TRN_136,Jama Masjid,Sant Surdas (Sihi),18:31:00,19:32:00,2026-03-03,61,37.5,36.73
TRP_001575,TRN_022,Jawaharlal Nehru Stadium,Lajpat Nagar,14:20:00,14:25:00,2026-03-26,5,2.5,33.2
TRP_001576,TRN_076,Harkesh Nagar Okhla,Sector 28,09:36:00,09:53:00,2026-03-16,17,11.25,39.92
TRP_001577,TRN_021,Civil Lines,IFFCO Chowk,21:53:00,22:40:00,2026-03-03,47,31.25,40.08
TRP_001578,TRN_198,Dwarka Sector 21,Rajiv Chowk,19:03:00,20:06:00,2026-03-08,63,36.25,34.57
TRP_001579,TRN_112,Dwarka Mor,Janakpuri East,10:11:00,10:20:00,2026-03-10,9,6.25,39.6
TRP_001580,TRN_027,Delhi Cantt,East Vinod Nagar - Mayur Vihar-II,06:09:00,06:41:00,2026-03-13,32,17.5,32.93
TRP_001581,TRN_172,Lajpat Nagar,Tughlakabad,14:48:00,15:10:00,2026-03-19,22,12.5,34.15
TRP_001582,TRN_199,Dashrathpuri,Sadar Bazar Cantonment,06:37:00,06:41:00,2026-03-30,4,2.5,41.54
TRP_001583,TRN_135,Harkesh Nagar Okhla,Sarita Vihar,21:56:00,22:00:00,2026-03-15,4,2.5,39.42
TRP_001584,TRN_138,Lajpat Nagar,NHPC Chowk,11:26:00,11:52:00,2026-03-07,26,16.25,38.17
TRP_001585,TRN_110,Mayur Vihar-I,Trilokpuri Sanjay Lake,10:30:00,10:35:00,2026-03-30,5,2.5,32.94
TRP_001586,TRN_123,Dashrathpuri,Chirag Delhi,15:46:00,16:07:00,2026-03-20,21,13.75,38.52
TRP_001587,TRN_182,Janakpuri West,Okhla NSIC,10:17:00,10:48:00,2026-03-22,31,21.25,41.71
TRP_001588,TRN_170,Shahdara,Rohini East,17:07:00,17:36:00,2026-03-19,29,18.75,38.92
TRP_001589,TRN_195,Dabri Mor - Janakpuri South,Panchsheel Park,09:20:00,09:45:00,2026-03-04,25,13.75,33.31
TRP_001590,TRN_034,Pul Bangash,Pratap Nagar,11:51:00,11:53:00,2026-03-03,2,1.25,41.22
TRP_001591,TRN_152,Jhandewalan,Yamuna Bank,15:46:00,15:59:00,2026-03-25,13,8.75,40.81
TRP_001592,TRN_169,Shastri Nagar,Pitampura,14:30:00,14:42:00,2026-03-14,12,7.5,37.36
