station_nlc,station,borough,note,weekday,saturday,sunday,weekday_1,saturday_1,sunday_1,million,source_sheet,year,station_nlc_outlier,weekday_outlier,saturday_outlier,sunday_outlier,weekday_1_outlier,saturday_1_outlier,sunday_1_outlier,million_outlier,year_outlier
566.0,East Ham,Newham,,24072.0,18326.0,11485.0,23283.0,16339.0,10734.0,15.094316,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
567.0,East Putney,Wandsworth,,10272.0,6639.0,4377.0,8927.0,5698.0,4034.0,5.99512,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
564.0,Eastcote,Hillingdon,,4964.0,2737.0,1574.0,4426.0,2523.0,1554.0,2.833742,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
568.0,Edgware,Barnet,,7702.0,5236.0,3946.0,7303.0,4951.0,3690.0,4.776513,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
774.0,Edgware Road (Bak),City Of Westminster,Unknown,7098.0,4873.0,3066.0,7201.0,5232.0,3037.0,4.503184,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
569.0,Edgware Road (Cir),City Of Westminster,,11917.0,7432.0,5262.0,11215.0,7356.0,4716.0,7.210074,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
570.0,Elephant & Castle,Southwark,,31209.0,22095.0,15434.0,28603.0,20562.0,14029.0,19.088917,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
571.0,Elm Park,Havering,,5161.0,2598.0,1547.0,4959.0,2433.0,1544.0,3.004341,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
542.0,Embankment,City Of Westminster,,33187.0,29244.0,17479.0,32497.0,27726.0,16114.0,21.562479,2015 Entry & Exit,2015,0,0,1,0,0,1,0,0,0
572.0,Epping,Epping Forest,,5748.0,3611.0,2387.0,5018.0,3003.0,2064.0,3.330335,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
574.0,Euston,Camden,,62670.0,50142.0,42913.0,64227.0,49927.0,39304.0,42.159332,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
575.0,Euston Square,Camden,,25477.0,9658.0,8373.0,25638.0,9575.0,7672.0,14.878866,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
576.0,Fairlop,Redbridge,,1956.0,1111.0,673.0,1769.0,1067.0,659.0,1.134269,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
577.0,Farringdon,Islington,,43640.0,9944.0,6679.0,43109.0,10688.0,6124.0,23.775738,2015 Entry & Exit,2015,0,1,0,0,1,0,0,0,0
578.0,Finchley Central,Barnet,,9578.0,6357.0,3604.0,9125.0,5554.0,3662.0,5.779925,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
579.0,Finchley Road,Camden,,15958.0,11178.0,8416.0,15189.0,10167.0,7872.0,9.951123,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
580.0,Finsbury Park,Islington,A,44703.0,41631.0,24728.0,42792.0,33027.0,23215.0,28.847088,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
581.0,Fulham Broadway,Hammersmith And Fulham,,16528.0,15312.0,7943.0,16504.0,12682.0,7339.0,10.714422,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
582.0,Gants Hill,Redbridge,,10872.0,6659.0,4786.0,10299.0,6227.0,4738.0,6.588251,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
583.0,Gloucester Road,Kensington And Chelsea,,22330.0,17405.0,13861.0,20832.0,16116.0,12255.0,14.203922,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
584.0,Golders Green,Barnet,,13833.0,9833.0,7785.0,13167.0,8937.0,7352.0,8.700123,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
585.0,Goldhawk Road,Hammersmith And Fulham,,3469.0,2346.0,1427.0,3232.0,1957.0,1436.0,2.088026,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
586.0,Goodge Street,Camden,,15239.0,7487.0,4120.0,14839.0,7192.0,3816.0,8.841266,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
587.0,Grange Hill,Redbridge,,1211.0,563.0,309.0,1042.0,460.0,275.0,0.657661,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
588.0,Great Portland Street,City Of Westminster,,15167.0,5074.0,3943.0,14125.0,4678.0,3266.0,8.343311,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
590.0,Green Park,City Of Westminster,,59805.0,39885.0,26464.0,64785.0,48690.0,31599.0,39.552887,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
589.0,Greenford,Ealing,,7596.0,5234.0,3273.0,7475.0,4842.0,3161.0,4.716521,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
591.0,Gunnersbury,Hounslow,,9848.0,3868.0,2759.0,8819.0,3421.0,2475.0,5.410585,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
592.0,Hainault,Redbridge,,6077.0,3466.0,2245.0,5766.0,3238.0,2211.0,3.607791,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
593.0,Hammersmith (Dis),Hammersmith And Fulham,,46414.0,31125.0,21769.0,45041.0,29837.0,21049.0,28.834401,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
773.0,Hammersmith (H&C),Hammersmith And Fulham,,18038.0,10792.0,7481.0,16662.0,10028.0,6794.0,10.703965,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
594.0,Hampstead,Camden,,6681.0,5245.0,4297.0,7008.0,5488.0,4790.0,4.557566,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
595.0,Hanger Lane,Ealing,,6753.0,3895.0,2836.0,6072.0,3508.0,2584.0,3.949461,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
596.0,Harlesden,Brent,,5152.0,2735.0,1734.0,4870.0,2549.0,1613.0,3.007807,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
597.0,Harrow & Wealdstone,Harrow,,8400.0,5469.0,3452.0,7763.0,4642.0,3122.0,5.002877,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
598.0,Harrow-On-The-Hill,Harrow,,15963.0,10877.0,7617.0,16573.0,10807.0,7643.0,10.259516,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
779.0,Hatton Cross,Hillingdon,,5128.0,3917.0,2849.0,4712.0,3481.0,2672.0,3.199955,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
781.0,Heathrow Terminal 4,Hillingdon,,3260.0,3499.0,4020.0,2912.0,3507.0,3127.0,2.347501,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
783.0,Heathrow Terminal 5,Hillingdon,,5633.0,6101.0,6688.0,4731.0,4900.0,5310.0,3.902026,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
780.0,Heathrow Terminals 123,Hillingdon,,10719.0,11903.0,12149.0,9339.0,9429.0,9976.0,7.489313,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
601.0,Hendon Central,Barnet,,13446.0,7883.0,5896.0,12423.0,6779.0,5337.0,7.970028,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
602.0,High Barnet,Barnet,,6116.0,3878.0,2444.0,5701.0,3399.0,2314.0,3.648827,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
605.0,High Street Kensington,Kensington And Chelsea,,20934.0,15572.0,11114.0,20426.0,15787.0,10374.0,13.36254,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
603.0,Highbury & Islington,Islington,,28475.0,22296.0,14407.0,28502.0,22142.0,14712.0,18.443978,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
604.0,Highgate,Haringey,,8953.0,6325.0,4013.0,8419.0,5569.0,3939.0,5.482772,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
606.0,Hillingdon,Hillingdon,,3039.0,1910.0,1413.0,2902.0,1716.0,1375.0,1.856117,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
607.0,Holborn,Camden,,62752.0,40111.0,25147.0,68154.0,44935.0,25507.0,40.530196,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
608.0,Holland Park,Kensington And Chelsea,,5466.0,3720.0,2572.0,5161.0,3522.0,2529.0,3.366174,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
609.0,Holloway Road,Islington,,10741.0,7404.0,5042.0,10597.0,6767.0,5013.0,6.728651,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
610.0,Hornchurch,Havering,,3567.0,1740.0,693.0,3383.0,1734.0,747.0,2.023958,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
611.0,Hounslow Central,Hounslow,,6258.0,5345.0,3179.0,6131.0,4428.0,3061.0,4.010773,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
612.0,Hounslow East,Hounslow,,6727.0,5463.0,4078.0,6996.0,5412.0,4019.0,4.515142,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
613.0,Hounslow West,Hounslow,,5502.0,4420.0,3488.0,5180.0,4133.0,3262.0,3.545552,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
614.0,Hyde Park Corner,City Of Westminster,,9220.0,10705.0,11936.0,9524.0,14268.0,11725.0,7.436827,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
615.0,Ickenham,Hillingdon,,1970.0,1064.0,656.0,1978.0,1051.0,726.0,1.190362,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
616.0,Kennington,Southwark,,8917.0,6899.0,4754.0,8074.0,6113.0,4632.0,5.529121,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
617.0,Kensal Green,Brent,,4332.0,3203.0,2045.0,3680.0,2643.0,1890.0,2.563193,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
618.0,Kensington (Olympia),Kensington And Chelsea,,1622.0,7044.0,4193.0,1594.0,6397.0,4216.0,2.008711,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
619.0,Kentish Town,Camden,,17315.0,11821.0,8331.0,15971.0,10262.0,7328.0,10.493555,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
620.0,Kenton,Brent,,3479.0,2250.0,1419.0,3329.0,2151.0,1380.0,2.116417,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
621.0,Kew Gardens,Richmond,,5456.0,4602.0,3249.0,5199.0,4332.0,3351.0,3.549683,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
622.0,Kilburn,Brent,,12956.0,10233.0,7483.0,12285.0,9219.0,7296.0,8.269438,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
623.0,Kilburn Park,Brent,,5259.0,4379.0,3153.0,5071.0,4030.0,3057.0,3.417148,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
625.0,King'S Cross St. Pancras,Camden,,138159.0,119658.0,98850.0,139242.0,112293.0,90457.0,93.413018,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
624.0,Kingsbury,Brent,,8169.0,5015.0,3473.0,7871.0,4717.0,3384.0,4.968747,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
626.0,Knightsbridge,Kensington And Chelsea,,28118.0,39428.0,27435.0,26236.0,32616.0,20007.0,20.296928,2015 Entry & Exit,2015,0,0,1,1,0,1,1,0,0
627.0,Ladbroke Grove,Kensington And Chelsea,,9301.0,9099.0,4845.0,8446.0,6574.0,3774.0,5.813508,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
628.0,Lambeth North,Lambeth,,5166.0,4610.0,3203.0,4675.0,3988.0,2712.0,3.285854,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
629.0,Lancaster Gate,City Of Westminster,,9695.0,7762.0,6364.0,9224.0,7630.0,5612.0,6.293475,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
630.0,Latimer Road,Kensington And Chelsea,,4448.0,2172.0,1496.0,4221.0,1870.0,1370.0,2.572535,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
631.0,Leicester Square,City Of Westminster,,58943.0,88890.0,54688.0,53914.0,85601.0,49034.0,43.745951,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
632.0,Leyton,Waltham Forest,,21859.0,19565.0,13504.0,21672.0,15741.0,12890.0,14.406501,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
633.0,Leytonstone,Waltham Forest,,17702.0,13410.0,9372.0,17075.0,12573.0,9188.0,11.244737,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
634.0,Liverpool Street,City Of London,,115738.0,65331.0,56846.0,118058.0,66445.0,66113.0,73.257321,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
635.0,London Bridge,Southwark,,115478.0,86367.0,54213.0,109518.0,82780.0,51631.0,71.964428,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
636.0,Loughton,Epping Forest,,5342.0,3371.0,1885.0,5371.0,3157.0,1892.0,3.272688,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
637.0,Maida Vale,City Of Westminster,,5557.0,4132.0,2822.0,4940.0,3569.0,2713.0,3.382758,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
638.0,Manor House,Hackney,,14218.0,12504.0,9495.0,13472.0,10238.0,8937.0,9.275642,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
639.0,Mansion House,City Of London,,11018.0,2881.0,2004.0,9251.0,1800.0,1212.0,5.561213,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
640.0,Marble Arch,City Of Westminster,,22499.0,25984.0,19939.0,20480.0,21801.0,15386.0,15.442682,2015 Entry & Exit,2015,0,0,1,1,0,0,0,0,0
641.0,Marylebone,City Of Westminster,,19933.0,13525.0,8557.0,20151.0,13288.0,8219.0,12.525312,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
642.0,Mile End,Tower Hamlets,,25573.0,21295.0,14692.0,23886.0,18851.0,14291.0,16.310716,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
643.0,Mill Hill East,Barnet,Unknown,2293.0,1159.0,717.0,2047.0,1343.0,809.0,1.318158,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
646.0,Moor Park,Three Rivers,,1607.0,608.0,334.0,1491.0,598.0,342.0,0.88639,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
645.0,Moorgate,City Of London,A,46906.0,6260.0,4236.0,51048.0,7736.0,5128.0,26.06263,2015 Entry & Exit,2015,0,1,0,0,1,0,0,1,0
647.0,Morden,Merton,,15288.0,10346.0,7166.0,14046.0,9319.0,6927.0,9.275569,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
648.0,Mornington Crescent,Camden,,6948.0,4709.0,12108.0,6023.0,3309.0,2002.0,4.531089,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
649.0,Neasden,Brent,,6097.0,4070.0,2866.0,5513.0,3718.0,2730.0,3.67247,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
650.0,Newbury Park,Redbridge,,7910.0,4933.0,3565.0,5898.0,3835.0,2848.0,4.327727,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
653.0,North Acton,Ealing,,10256.0,6092.0,4294.0,9572.0,5458.0,3997.0,6.106253,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
654.0,North Ealing,Ealing,,1517.0,970.0,620.0,1340.0,880.0,627.0,0.892594,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
789.0,North Greenwich,Greenwich,,36889.0,35100.0,24951.0,40511.0,37282.0,26422.0,26.377071,2015 Entry & Exit,2015,0,0,1,1,1,1,1,1,0
656.0,North Harrow,Harrow,,3307.0,1653.0,1049.0,3219.0,1488.0,1043.0,1.937838,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
659.0,North Wembley,Brent,,3029.0,2037.0,1478.0,2781.0,1815.0,1344.0,1.836732,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
655.0,Northfields,Ealing,,6714.0,4501.0,3087.0,6166.0,4160.0,3203.0,4.080122,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
657.0,Northolt,Ealing,,8191.0,5665.0,3846.0,7723.0,5081.0,3628.0,5.026,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
660.0,Northwick Park,Brent,,7776.0,3811.0,2697.0,7635.0,3434.0,2598.0,4.588128,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
661.0,Northwood,Hillingdon,,4431.0,2412.0,1444.0,3752.0,2140.0,1416.0,2.475743,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
662.0,Northwood Hills,Hillingdon,,3163.0,1666.0,1047.0,2544.0,1397.0,941.0,1.720439,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
663.0,Notting Hill Gate,Kensington And Chelsea,,23840.0,27150.0,15372.0,22847.0,30427.0,16461.0,16.683962,2015 Entry & Exit,2015,0,0,1,0,0,1,0,0,0
664.0,Oakwood,Enfield,,4264.0,3630.0,2472.0,4347.0,3547.0,2458.0,2.842657,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
665.0,Old Street,Islington,,40998.0,25873.0,17251.0,39415.0,28716.0,15976.0,25.14351,2015 Entry & Exit,2015,0,1,1,0,1,1,0,1,0
667.0,Osterley,Hounslow,,3660.0,2736.0,1991.0,3685.0,2393.0,1826.0,2.350196,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
668.0,Oval,Lambeth,,11232.0,8216.0,5672.0,10603.0,7177.0,5237.0,6.968322,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
669.0,Oxford Circus,City Of Westminster,,133573.0,119005.0,74755.0,144576.0,132125.0,76519.0,92.355623,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
670.0,Paddington,City Of Westminster,,79872.0,50909.0,46066.0,75883.0,47801.0,40347.0,49.637302,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
671.0,Park Royal,Ealing,,3442.0,1899.0,1161.0,3222.0,1905.0,1137.0,2.019382,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
672.0,Parsons Green,Hammersmith And Fulham,,11469.0,7177.0,4297.0,10737.0,6414.0,4132.0,6.822161,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
673.0,Perivale,Ealing,,3917.0,2608.0,1715.0,3761.0,2455.0,1671.0,2.405584,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
674.0,Piccadilly Circus,City Of Westminster,,60037.0,74203.0,47023.0,57820.0,74315.0,42063.0,42.796831,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
776.0,Pimlico,City Of Westminster,,18980.0,11085.0,8497.0,17316.0,10181.0,8045.0,11.264698,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
675.0,Pinner,Harrow,,5276.0,2705.0,1643.0,5080.0,2505.0,1632.0,3.084213,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
676.0,Plaistow,Newham,,11204.0,8899.0,5572.0,10758.0,7518.0,5503.0,7.063495,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
677.0,Preston Road,Brent,,5626.0,3568.0,2670.0,5304.0,3306.0,2499.0,3.427709,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
678.0,Putney Bridge,Hammersmith And Fulham,,8947.0,6472.0,4238.0,9257.0,6217.0,4092.0,5.75691,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
680.0,Queen'S Park,Brent,,9627.0,6586.0,4651.0,8538.0,5627.0,4515.0,5.771615,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
679.0,Queensbury,Brent,,7370.0,4652.0,3216.0,7203.0,4336.0,3071.0,4.525278,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
681.0,Queensway,City Of Westminster,,10680.0,11312.0,8920.0,10822.0,11220.0,8791.0,7.656619,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
682.0,Ravenscourt Park,Hammersmith And Fulham,,5268.0,3174.0,2074.0,5112.0,2944.0,2074.0,3.189008,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
683.0,Rayners Lane,Harrow,,7340.0,4425.0,3023.0,7332.0,4152.0,2992.0,4.512905,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
684.0,Redbridge,Redbridge,,4841.0,3532.0,2402.0,4360.0,2968.0,2152.0,2.934539,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
685.0,Regent'S Park,City Of Westminster,,5487.0,2965.0,2175.0,5996.0,3791.0,2655.0,3.541481,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
686.0,Richmond,Richmond,Unknown,13315.0,13506.0,6806.0,12519.0,12206.0,6555.0,8.661325,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
687.0,Rickmansworth,Three Rivers,,4335.0,1865.0,1143.0,4063.0,1716.0,1092.0,2.442771,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
688.0,Roding Valley,Epping Forest,Unknown,517.0,208.0,110.0,385.0,172.0,105.0,0.260651,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
690.0,Royal Oak,City Of Westminster,,4205.0,2445.0,1776.0,3880.0,2198.0,1686.0,2.491199,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
691.0,Ruislip,Hillingdon,,3056.0,2090.0,1255.0,3044.0,2003.0,1236.0,1.903105,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
692.0,Ruislip Gardens,Hillingdon,,2066.0,1158.0,624.0,1610.0,959.0,605.0,1.112623,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
693.0,Ruislip Manor,Hillingdon,,3379.0,1998.0,1141.0,3231.0,1844.0,1126.0,2.005867,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
694.0,Russell Square,Camden,,20395.0,15737.0,12408.0,20198.0,15963.0,11499.0,13.328942,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
698.0,Seven Sisters,Haringey,,26984.0,23167.0,17114.0,25381.0,20755.0,16622.0,17.522713,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
700.0,Shepherd'S Bush (Cen),Hammersmith And Fulham,,33927.0,32490.0,21495.0,31439.0,30394.0,20025.0,22.257246,2015 Entry & Exit,2015,0,0,1,1,0,1,1,0,0
775.0,Shepherd'S Bush (H&C),Hammersmith And Fulham,,5720.0,4710.0,3124.0,4707.0,3549.0,2725.0,3.41259,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
702.0,Sloane Square,Kensington And Chelsea,,27121.0,21866.0,13011.0,26081.0,21205.0,12374.0,17.197513,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
703.0,Snaresbrook,Redbridge,,4982.0,2589.0,1595.0,3853.0,2279.0,1559.0,2.674477,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
704.0,South Ealing,Ealing,,5837.0,4312.0,2874.0,5759.0,3960.0,2819.0,3.699819,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
707.0,South Harrow,Harrow,,4068.0,2809.0,1862.0,4115.0,2810.0,1892.0,2.583973,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
708.0,South Kensington,Kensington And Chelsea,,50469.0,44596.0,33912.0,49637.0,44196.0,32626.0,33.869744,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
709.0,South Kenton,Brent,A,1778.0,1996.0,1154.0,1027.0,647.0,712.0,0.957195,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
710.0,South Ruislip,Hillingdon,,2941.0,1882.0,1181.0,2577.0,1741.0,1084.0,1.718085,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
711.0,South Wimbledon,Merton,,7730.0,4936.0,3299.0,6838.0,4626.0,3269.0,4.57044,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
712.0,South Woodford,Redbridge,,7552.0,5029.0,2752.0,9136.0,5782.0,3425.0,5.148679,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
705.0,Southfields,Wandsworth,,10392.0,7412.0,4674.0,9109.0,6180.0,4366.0,6.173897,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
706.0,Southgate,Enfield,,8623.0,6250.0,4070.0,8867.0,6098.0,4209.0,5.555527,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
784.0,Southwark,Southwark,,31508.0,12263.0,8300.0,30503.0,12471.0,8017.0,17.937654,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
695.0,St. James'S Park,City Of Westminster,,29357.0,7928.0,5880.0,26864.0,7499.0,5511.0,15.698186,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
696.0,St. John'S Wood,City Of Westminster,,12600.0,7993.0,5766.0,12550.0,7971.0,5868.0,7.879484,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
697.0,St. Paul'S,City Of London,,29189.0,14853.0,10245.0,28868.0,14489.0,9368.0,17.371372,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
713.0,Stamford Brook,Hammersmith And Fulham,,4505.0,2981.0,1912.0,4151.0,2553.0,1787.0,2.695977,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
714.0,Stanmore,Harrow,,6196.0,4181.0,3619.0,6185.0,3816.0,3592.0,3.973686,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
715.0,Stepney Green,Tower Hamlets,,9916.0,6310.0,4349.0,8859.0,5243.0,4050.0,5.846372,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
716.0,Stockwell,Lambeth,,19564.0,13483.0,9652.0,14824.0,11349.0,8835.0,11.082161,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
717.0,Stonebridge Park,Brent,,4551.0,2648.0,1193.0,4337.0,2433.0,1553.0,2.67489,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
719.0,Stratford,Newham,,91067.0,100280.0,67894.0,82048.0,92440.0,61311.0,61.44263,2015 Entry & Exit,2015,0,1,1,1,1,1,1,1,0
720.0,Sudbury Hill,Ealing,,3489.0,2337.0,1486.0,3653.0,2236.0,1450.0,2.217946,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
721.0,Sudbury Town,Brent,,3635.0,2363.0,1584.0,3383.0,2024.0,1391.0,2.179203,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
723.0,Swiss Cottage,Camden,,12680.0,8608.0,5967.0,11717.0,7875.0,5580.0,7.71083,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
724.0,Temple,City Of Westminster,,14693.0,6004.0,3611.0,15007.0,6564.0,3646.0,8.595799,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
725.0,Theydon Bois,Epping Forest,,1435.0,947.0,520.0,1331.0,861.0,512.0,0.854702,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
726.0,Tooting Bec,Wandsworth,,12971.0,9811.0,6438.0,11659.0,8411.0,6352.0,7.933544,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
727.0,Tooting Broadway,Wandsworth,,24714.0,19312.0,13026.0,23886.0,17622.0,12764.0,15.737978,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
728.0,Tottenham Court Road,City Of Westminster,,26553.0,23003.0,14204.0,23245.0,17945.0,11586.0,16.2498,2015 Entry & Exit,2015,0,0,0,0,0,0,0,0,0
