third_ac,arrival,from_station_code,train_name,zone,chair_car,first_class,duration_m,sleeper,from_station_name,train_number,departure,return_train,to_station_code,second_ac,classes,to_station_name,duration_h,service_type,first_ac,distance,geometry_type,num_route_coords,origin_lon,origin_lat,dest_lon,dest_lat,departure_min,arrival_min,route_distance_km,duration_hours_clean,avg_speed_kmh,train_type,num_classes,is_peak_departure,coord_invalid,speed_invalid,duration_m_outlier,route_distance_km_outlier,avg_speed_kmh_outlier,num_route_coords_outlier
1,08:00:00,LUR,Latur-Mumbai Cst Superfast Express,CR,0,0,30.0,1,Latur,12528,22:30:00,12527,CSTM,1,,Mumbai Cst,9.0,Sf,1,530.0,LineString,96,76.55604899999999,18.429166,72.836903,18.944481,1350.0,480.0,395.90913812245327,0.5,791.8182762449065,Express,4,0,0,1,0,0,0,0
1,07:15:00,LJN,Lucknow-Raipur Garib Rath Express,NER,0,0,35.0,0,Lucknow Jn,12535,14:40:00,12536,R,0,,Raipur Jn,16.0,Gr,0,917.0,LineString,107,80.91858699999999,26.831967,81.629328,21.256462000000003,880.0,435.0,624.1494847410139,0.5833333333333334,1069.9705452703095,Garib Rath,1,0,0,1,0,0,0,0
1,05:05:00,R,Raipur-Lucknow Garib Rath,NER,0,0,45.0,0,Raipur Jn,12536,12:20:00,12535,LJN,0,,Lucknow Jn,16.0,Gr,0,917.0,LineString,107,81.629328,21.256462000000003,80.91858699999999,26.831967,740.0,305.0,624.1494847410139,0.75,832.1993129880185,Garib Rath,1,0,0,1,0,0,0,0
1,06:00:00,MKI,Bapudham Express,NER,0,0,20.0,1,Bapudham Motihari,12537,21:40:00,12538,MUV,0,,Manduadih,8.0,Sf,0,465.0,LineString,62,84.90525,26.655520000000003,82.972079,25.300001,1300.0,360.0,245.06471441879407,0.3333333333333333,735.1941432563823,Express,2,0,0,1,0,0,0,0
1,16:05:00,MUV,Bapudham Express,NER,0,0,25.0,1,Manduadih,12538,07:40:00,12537,MKI,0,,Bapudham Motihari,8.0,Sf,0,465.0,LineString,62,82.972079,25.300001,84.90525,26.655520000000003,460.0,965.0,245.06471441879407,0.4166666666666667,588.1553146051058,Express,2,1,0,1,0,0,0,0
1,08:50:00,YPR,Yesvantpur - Lucknow Sf Exp,SWR,0,0,0.0,1,Yesvantpur Jn,12539,10:50:00,12540,LKO,1,,Lucknow,46.0,Sf,0,2554.0,LineString,347,77.55117399999999,13.022839,80.925291,26.830675,650.0,530.0,1575.087832154475,0.0,,Other,3,0,0,0,0,1,0,1
1,16:40:00,LKO,Lucknow - Yesvantpur Sf Exp,SWR,0,0,40.0,1,Lucknow,12540,20:00:00,12539,YPR,1,,Yesvantpur Jn,44.0,Sf,0,2532.0,LineString,350,80.925291,26.830675,77.55117399999999,13.022839,1200.0,1000.0,1575.087832154475,0.6666666666666666,2362.6317482317127,Other,3,0,0,1,0,1,0,1
1,04:00:00,GKP,Gorakhpur-Mumbai Ltt Sf Express,NER,0,0,25.0,1,Gorakhpur Jn,12541,21:35:00,12542,LTT,1,,Lokmanya Tilak Term,30.0,Sf,0,1680.0,LineString,219,83.381499,26.759311,72.89173899999999,19.07032,1295.0,240.0,1371.889743732275,0.4166666666666667,3292.53538495746,Express,3,0,0,1,0,1,1,0
0,13:30:00,YPR,Yesvantpur-Tirupati Tri Weekly Intercity,SR,1,0,10.0,0,Yesvantpur Jn,12543,07:20:00,12544,TPTY,0,,Tirupati Main,6.0,Sf,0,345.0,LineString,44,77.55117399999999,13.022839,79.418968,13.62763,440.0,810.0,212.99146495280442,0.16666666666666666,1277.9487897168267,Intercity,1,1,0,1,0,0,0,0
0,20:55:00,TPTY,Tirupati-Yesvantpur Tri Weekly Sf Intercity,SR,1,0,5.0,0,Tirupati Main,12544,14:50:00,12543,YPR,0,,Yesvantpur Jn,6.0,Sf,0,345.0,LineString,44,79.418968,13.62763,77.55117399999999,13.022839,890.0,1255.0,212.99146495280442,0.08333333333333333,2555.8975794336534,Intercity,1,0,0,1,0,0,0,0
1,21:05:00,DURG,Durg - Jammu Tawi Sf Exp,SECR,0,0,5.0,1,Durg,12549,12:00:00,12550,JAT,1,,Jammu Tawi,33.0,Sf,1,1873.0,LineString,275,81.291837,21.200327,74.880117,32.706975,720.0,1265.0,1427.738176269887,0.08333333333333333,17132.858115238643,Other,4,0,0,1,0,1,1,1
1,14:20:00,JAT,Jammu Tawi - Durg Sf Exp,SECR,0,0,20.0,1,Jammu Tawi,12550,05:00:00,12549,DURG,1,,Durg,33.0,Sf,1,1873.0,LineString,275,74.880117,32.706975,81.291837,21.200327,300.0,860.0,1427.738176269887,0.3333333333333333,4283.214528809661,Other,4,0,0,1,0,1,1,1
1,06:30:00,BJU,Vaishali Sf Express,ECR,0,0,0.0,1,Barauni Jn,12553,09:30:00,12554,NDLS,1,,New Delhi,21.0,Sf,1,1185.0,LineString,175,85.988748,25.461768000000003,77.22000399999999,28.642314,570.0,390.0,937.2738851328866,0.0,,Express,4,1,0,0,0,0,0,0
0,06:54:00,MSB,Chennai Beach Tambaram Emu(12 Car),SR,0,0,54.0,0,Chennai Beach,40003,06:00:00,,TBM,0,,Tambaram,0.0,Memu,0,33.0,LineString,19,80.291601,13.09034,80.1191573807,12.9260356894,360.0,414.0,26.131056336002224,0.9,29.03450704000247,Other,0,0,0,0,0,0,0,0
0,22:45:00,ASR,Shan-E-Punjab Express,NR,1,0,35.0,0,Amritsar Jn,12498,15:10:00,12497,NDLS,0,,New Delhi,7.0,Sf,0,448.0,LineString,69,74.858025,31.631512,77.22000399999999,28.642314,910.0,1365.0,402.54866290116206,0.5833333333333334,690.0834221162778,Express,1,0,0,1,0,0,0,0
1,19:15:00,GHY,Guwahati - Delhi Anand Vihar North East Exp,NFR,0,0,30.0,1,Guwahati,12505,09:45:00,12506,ANVT,1,,Anand Vihar Trm,33.0,Sf,0,1866.0,LineString,314,91.751851,26.182635,77.31521255,28.6505035654,585.0,1155.0,1450.1770490456956,0.5,2900.3540980913913,Other,3,1,0,1,0,1,0,1
1,16:40:00,ANVT,Delhi Anand Vihar - Guwahati North East Exp,NFR,0,0,50.0,1,Anand Vihar Trm,12506,06:50:00,12505,GHY,1,,Guwahati,33.0,Sf,0,1867.0,LineString,314,77.31521255,28.6505035654,91.751851,26.182635,410.0,1000.0,1450.1770490456956,0.8333333333333334,1740.2124588548347,Other,3,0,0,1,0,1,0,1
1,05:50:00,BNC,Bengaluru - Guwahati (Kaziranga) Sf Express,NER,0,0,20.0,1,Bangalore Cant,12509,23:30:00,12510,GHY,1,,Guwahati,54.0,Sf,0,2992.0,LineString,541,77.59932690000001,12.9936735,91.751851,26.182635,1410.0,350.0,2081.874786083771,0.3333333333333333,6245.624358251313,Express,3,0,0,1,0,1,1,1
1,11:50:00,GHY,Guwahati - Bengaluru (Kaziranga) Sf Express,NFR,0,0,20.0,1,Guwahati,12510,06:30:00,12509,SBC,1,,Bangalore City Jn,53.0,Sf,0,2992.0,LineString,536,91.751851,26.182635,77.56808299999999,12.977595,390.0,710.0,2085.4940805881924,0.3333333333333333,6256.482241764577,Express,3,0,0,1,0,1,1,1
1,05:50:00,TVC,Rivandrum - Guwahati Exp,NER,0,0,0.0,1,Trivandrum Central,12515,12:50:00,12516,GHY,1,,Guwahati,65.0,Sf,0,3552.0,LineString,631,76.95120999999999,8.486679,91.751851,26.182635,770.0,350.0,2512.6114754184305,0.0,,Other,3,0,0,0,0,1,0,1
1,22:55:00,GHY,Guwahati - Trivandrum Central Exp,NFR,0,0,25.0,1,Guwahati,12516,06:30:00,12515,TVC,1,,Trivandrum Central,64.0,Sf,0,3552.0,LineString,632,91.751851,26.182635,76.95120999999999,8.486679,390.0,1375.0,2512.6114754184305,0.4166666666666667,6030.267541004233,Other,3,0,0,1,0,1,1,1
1,15:40:00,KOAA,Kolkata - Guwahati Garib Rath Exp,NER,0,0,0.0,0,Kolkata Chitpur,12517,21:40:00,12518,GHY,0,,Guwahati,18.0,Gr,0,1027.0,LineString,184,88.385179,22.601175,91.751851,26.182635,1300.0,940.0,524.1851968305415,0.0,,Garib Rath,1,0,0,0,0,0,0,0
1,15:00:00,GHY,Guwahati - Kolkata Garib Rath Exp,NER,0,0,0.0,0,Guwahati,12518,21:00:00,12517,KOAA,0,,Kolkata Chitpur,18.0,Gr,0,1027.0,LineString,184,91.751851,26.182635,88.385179,22.601175,1260.0,900.0,524.1851968305415,0.0,,Garib Rath,1,0,0,0,0,0,0,0
1,13:20:00,BJU,Raptisagar Express,ECR,0,0,20.0,1,Barauni Jn,12521,23:00:00,12522,ERS,1,,Ernakulam Jn,62.0,Sf,1,3441.0,LineString,482,85.988748,25.461768000000003,76.290672,9.969542,1380.0,800.0,2003.5243161270826,0.3333333333333333,6010.572948381248,Express,4,0,0,1,0,1,1,1
1,12:10:00,NJP,New Jalpaiguri-New Delhi Superfast Express,NFR,0,0,55.0,1,New Jalpaiguri,12523,08:15:00,12524,NDLS,1,,New Delhi,27.0,Sf,0,1500.0,LineString,221,88.443391,26.683025,77.22000399999999,28.642314,495.0,730.0,1126.1292135958815,0.9166666666666666,1228.5045966500527,Express,3,1,0,1,0,0,0,0
1,18:35:00,NDLS,New Delhi New Jalpaiguri Superfast Express,NFR,0,0,25.0,1,New Delhi,12524,15:10:00,12523,NJP,1,,New Jalpaiguri,27.0,Sf,0,1497.0,LineString,221,77.22000399999999,28.642314,88.443391,26.683025,910.0,1115.0,1126.1292135958815,0.4166666666666667,2702.7101126301154,Express,3,0,0,1,0,0,0,0
0,09:08:00,CSTM,Indrayani Sf Express,CR,1,0,28.0,0,Mumbai Cst,12525,05:40:00,12526,PUNE,0,,Pune Jn,3.0,Sf,0,192.0,LineString,55,72.836903,18.944481,73.873086,18.529378,340.0,548.0,118.47299965896623,0.4666666666666667,253.87071355492765,Express,1,0,0,0,0,0,0,0
0,21:55:00,PUNE,Indrayani Sf Express,CR,1,0,20.0,0,Pune Jn,12526,18:35:00,12525,CSTM,0,,Mumbai Cst,3.0,Sf,0,192.0,LineString,55,73.873086,18.529378,72.836903,18.944481,1115.0,1315.0,118.47299965896623,0.3333333333333333,355.4189989768987,Express,1,1,0,1,0,0,0,0
0,10:50:00,HBJ,Bhopal-Jabalpur Intercity Express,WCR,1,0,20.0,0,Habibganj,12529,05:30:00,12530,JBP,0,,Jabalpur,5.0,Sf,0,331.0,LineString,35,77.43942899999999,23.221979,79.950919,23.164636,330.0,650.0,256.7711062370473,0.3333333333333333,770.313318711142,Express,1,0,0,1,0,0,0,0
0,22:05:00,JBP,Jabalpur-Bhopal Intercity,WCR,1,0,55.0,0,Jabalpur,12530,16:10:00,12529,HBJ,0,,Habibganj,5.0,Sf,0,331.0,LineString,35,79.950919,23.164636,77.43942899999999,23.221979,970.0,1325.0,256.7711062370473,0.9166666666666666,280.1139340767789,Intercity,1,0,0,0,0,0,0,0
0,11:00:00,GKP,Gorakhpur Lucknow Intercity Express,NER,1,0,55.0,0,Gorakhpur Jn,12531,06:05:00,12532,LJN,0,,Lucknow Jn,4.0,Sf,0,279.0,LineString,45,83.381499,26.759311,80.91858699999999,26.831967,365.0,660.0,244.5855242028773,0.9166666666666666,266.82057185768434,Express,1,0,0,0,0,0,0,0
0,21:30:00,LJN,Lucknow Gorakhpur Inter City Express,NER,1,0,55.0,0,Lucknow Jn,12532,16:35:00,12531,GKP,0,,Gorakhpur Jn,4.0,Sf,0,279.0,LineString,45,80.91858699999999,26.831967,83.381499,26.759311,995.0,1290.0,244.5855242028773,0.9166666666666666,266.82057185768434,Express,1,0,0,0,0,0,0,0
1,20:05:00,LJN,Pushpak Express,NER,0,0,20.0,1,Lucknow Jn,12533,19:45:00,12534,CSTM,1,,Mumbai Cst,24.0,Sf,1,1426.0,LineString,186,80.91858699999999,26.831967,72.836903,18.944481,1185.0,1205.0,1205.3120571023294,0.3333333333333333,3615.9361713069884,Express,4,1,0,1,0,1,1,0
1,08:40:00,CSTM,Pushpak Express,NER,0,0,20.0,1,Mumbai Cst,12534,08:20:00,12533,LJN,1,,Lucknow Jn,24.0,Sf,1,1426.0,LineString,186,72.836903,18.944481,80.91858699999999,26.831967,500.0,520.0,1205.3120571023294,0.3333333333333333,3615.9361713069884,Express,4,1,0,1,0,1,1,0
0,06:15:00,RXL,Raxaul - Mumbai Ltt Karmabhoomi Exp,ECR,0,0,40.0,0,Raxaul Jn,12545,20:35:00,12546,LTT,0,,Lokmanya Tilak Term,33.0,Sf,0,1963.0,LineString,325,84.84456399999999,26.987018000000003,72.89173899999999,19.07032,1235.0,375.0,1505.5145790826489,0.6666666666666666,2258.2718686239737,Other,0,0,0,1,0,1,0,1
1,13:35:00,AF,Agra Fort Ahmedabad Tri Weekly Express,NER,0,0,10.0,1,Agra Fort,12547,22:25:00,12548,ADI,1,,Ahmedabad Jn,15.0,Sf,0,867.0,LineString,132,78.0191,27.183308,72.601516,23.025515,1345.0,815.0,714.8851455438603,0.16666666666666666,4289.310873263162,Express,3,0,0,1,0,0,1,0
1,08:10:00,ADI,Ahmedabad-Agra Fort Express,NER,0,0,15.0,1,Ahmedabad Jn,12548,16:55:00,12547,AF,1,,Agra Fort,15.0,Sf,0,867.0,LineString,132,72.601516,23.025515,78.0191,27.183308,1015.0,490.0,714.8851455438603,0.25,2859.540582175441,Express,3,0,0,1,0,0,0,0
1,17:15:00,NDLS,Vaishali Sf Express,ECR,0,0,25.0,1,New Delhi,12554,19:50:00,12553,BJU,1,,Barauni Jn,21.0,Sf,1,1185.0,LineString,175,77.22000399999999,28.642314,85.988748,25.461768000000003,1190.0,1035.0,937.2738851328866,0.4166666666666667,2249.4573243189275,Express,4,1,0,1,0,0,0,0
1,04:05:00,MFP,Sapt Kranti Sf Express,ECR,0,0,55.0,1,Muzaffarpur Jn,12557,09:10:00,12558,ANVT,1,,Anand Vihar Trm,18.0,Sf,1,1060.0,LineString,154,85.378006,26.122311,77.31521255,28.6505035654,550.0,245.0,844.0000877129472,0.9166666666666666,920.7273684141243,Express,4,1,0,1,0,0,0,0
1,10:25:00,ANVT,Sapt Kranti Sf Express,ECR,0,0,35.0,1,Anand Vihar Trm,12558,14:50:00,12557,MFP,1,,Muzaffarpur Jn,19.0,Sf,1,1060.0,LineString,154,77.31521255,28.6505035654,85.378006,26.122311,890.0,625.0,844.0000877129472,0.5833333333333334,1446.857293222195,Express,4,0,0,1,0,0,0,0
1,08:25:00,JYG,Jaynagar-Delhi Anandvihart Garib Rath,ECR,0,0,15.0,0,Jaynagar,12569,12:10:00,12570,ANVT,0,,Anand Vihar Trm,20.0,Gr,0,1252.0,LineString,182,86.134871,26.589465,77.31521255,28.6505035654,730.0,505.0,898.3950923088586,0.25,3593.5803692354343,Garib Rath,1,0,0,1,0,0,1,0
1,13:30:00,ANVT,Anand Vihar Terminus-Jaynagar Garib Rath Express,ECR,0,0,30.0,0,Anand Vihar Trm,12570,17:00:00,12569,JYG,0,,Jaynagar,20.0,Gr,0,1252.0,LineString,182,77.31521255,28.6505035654,86.134871,26.589465,1020.0,810.0,898.3950923088586,0.5,1796.7901846177172,Garib Rath,1,1,0,1,0,0,0,0
1,22:25:00,HWH,Howrah Prasanti Nilayam Sf Express,NFR,0,0,35.0,1,Howrah Jn,12571,15:50:00,12572,SSPN,1,,Satya Sai P Nilayam,30.0,Sf,0,1763.0,LineString,259,88.34099900000001,22.584078,77.757559,14.160468,950.0,1345.0,1456.475792621274,0.5833333333333334,2496.8156444936126,Express,3,0,0,1,0,1,0,1
1,14:50:00,SSPN,Prashanti Nilayam Howrah Sf Express,NFR,0,0,0.0,1,Satya Sai P Nilayam,12572,07:50:00,12571,HWH,1,,Howrah Jn,31.0,Sf,0,1763.0,LineString,259,77.757559,14.160468,88.34099900000001,22.584078,470.0,890.0,1456.475792621274,0.0,,Express,3,1,0,0,0,1,0,1
1,19:30:00,SNSI,Sainagarshirdi-Howrah Express,SER,0,0,35.0,1,Sainagar Shirdi,12573,13:55:00,12574,HWH,1,,Howrah Jn,29.0,Sf,0,1792.0,LineString,237,74.4806877,19.7807923,88.34099900000001,22.584078,835.0,1170.0,1469.8296992197893,0.5833333333333334,2519.708055805353,Express,3,0,0,1,0,1,0,1
1,20:55:00,DBG,Darbhanga - Mysore Bagmati Sf Exp,ECR,0,0,40.0,1,Darbhanga Jn,12577,16:15:00,12578,MYS,1,,Mysore Jn,52.0,Sf,0,2910.0,LineString,485,85.907575,26.157088,76.646013,12.318946,975.0,1255.0,1818.4072605448341,0.6666666666666666,2727.6108908172514,Other,3,0,0,1,0,1,0,1
1,14:15:00,MYS,Mysore - Darbhanga Bagmati Sf Exp,ECR,0,0,5.0,1,Mysore Jn,12578,10:10:00,12577,DBG,1,,Darbhanga Jn,52.0,Sf,0,2910.0,LineString,488,76.646013,12.318946,85.907575,26.157088,610.0,855.0,1818.4072605448341,0.08333333333333333,21820.88712653801,Other,3,0,0,1,0,1,1,1
1,03:20:00,DGHA,Digha- Puri Samudrakanya Express,NFR,0,0,5.0,1,Digha Flag Station,12579,17:15:00,12580,PURI,1,,Puri,10.0,Sf,0,549.0,LineString,90,87.507655,21.622377,85.839992,19.811459000000003,1035.0,200.0,265.7578898252512,0.08333333333333333,3189.0946779030146,Express,3,1,0,1,0,0,1,0
1,17:35:00,PUNE,Pune Bhubaneshwar Express,ECOR,0,0,20.0,1,Pune Jn,12581,11:15:00,12582,BBS,1,,Bhubaneswar,30.0,Sf,0,1689.0,LineString,235,73.873086,18.529378,85.84259499999999,20.265388,675.0,1055.0,1269.8403652207992,0.3333333333333333,3809.521095662398,Express,3,0,0,1,0,1,1,1
1,05:00:00,BBS,Bhubaneshwar-Pune Express,ECOR,0,0,45.0,1,Bhubaneswar,12582,22:15:00,12581,PUNE,1,,Pune Jn,30.0,Sf,0,1689.0,LineString,235,85.84259499999999,20.265388,73.873086,18.529378,1335.0,300.0,1269.8403652207992,0.75,1693.1204869610656,Express,3,0,0,1,0,1,0,1
1,10:15:00,LJN,Lucknow - Delhi Anand Vihar T Double Decker,NFR,0,0,35.0,1,Lucknow Jn,12583,19:40:00,12584,ANVT,1,,Anand Vihar Trm,38.0,Sf,0,2071.0,LineString,82,80.91858699999999,26.831967,77.31521255,28.6505035654,1180.0,615.0,408.189486537643,0.5833333333333334,699.7534054931023,Other,3,1,0,1,0,0,0,0
1,19:50:00,ANVT,Delhi Anand Vihar T - Lucknow Double Decker,NFR,0,0,25.0,1,Anand Vihar Trm,12584,05:25:00,12583,LJN,1,,Lucknow Jn,38.0,Sf,0,2071.0,LineString,82,77.31521255,28.6505035654,80.91858699999999,26.831967,325.0,1190.0,408.189486537643,0.4166666666666667,979.6547676903432,Other,3,0,0,1,0,0,0,0
1,15:10:00,YPR,Yesvantpur - Gorakhpur Sf Exp,NFR,0,0,20.0,1,Yesvantpur Jn,12592,16:50:00,12591,GKP,1,,Gorakhpur Jn,46.0,Sf,0,2529.0,LineString,349,77.55117399999999,13.022839,83.381499,26.759311,1010.0,910.0,1643.8222140442651,0.3333333333333333,4931.466642132796,Other,3,0,0,1,0,1,1,1
1,09:35:00,LJN,Lucknow-Bhopal Garib Rath,NER,0,0,50.0,0,Lucknow Jn,12593,22:45:00,12594,BPL,0,,Bhopal Jn,10.0,Gr,0,585.0,LineString,70,80.91858699999999,26.831967,77.4131428577,23.266884384300003,1365.0,575.0,530.822002540481,0.8333333333333334,636.9864030485771,Garib Rath,1,0,0,1,0,0,0,0
1,09:45:00,BPL,Bhopal-Lucknow Garib Rath Express,NER,0,0,0.0,0,Bhopal Jn,12594,22:45:00,12593,LJN,0,,Lucknow Jn,11.0,Gr,0,585.0,LineString,70,77.4131428577,23.266884384300003,80.91858699999999,26.831967,1365.0,585.0,530.822002540481,0.0,,Garib Rath,1,0,0,0,0,0,0,0
0,21:20:00,MS,Pallavan Superfast Express,SR,1,0,35.0,0,Chennai Egmore,12605,15:45:00,12606,TPJ,0,,Tiruchirappalli,5.0,Sf,0,336.0,LineString,70,80.260193,13.077678,78.685355,10.794067,945.0,1280.0,306.31222918816917,0.5833333333333334,525.1066786082899,Express,1,0,0,1,0,0,0,0
0,12:05:00,TPJ,Pallavan Superfast Express,SR,1,0,35.0,0,Tiruchirappalli,12606,06:30:00,12605,MS,0,,Chennai Egmore,5.0,Sf,0,336.0,LineString,70,78.685355,10.794067,80.260193,13.077678,390.0,725.0,306.31222918816917,0.5833333333333334,525.1066786082899,Express,1,0,0,1,0,0,0,0
0,21:35:00,MAS,Chennai Central - Bangalore Lalbagh Exp,SWR,1,0,0.0,0,Chennai Central,12607,15:35:00,12608,SBC,0,,Bangalore City Jn,6.0,Sf,0,358.0,LineString,75,80.27485630000001,13.0847613,77.56808299999999,12.977595,935.0,1295.0,293.4690842614261,0.0,,Other,1,0,0,0,0,0,0,0
0,12:15:00,SBC,Bangalore - Chennai Central Lalbagh Exp,SWR,1,0,45.0,0,Bangalore City Jn,12608,06:30:00,12607,MAS,0,,Chennai Central,5.0,Sf,0,362.0,LineString,75,77.56808299999999,12.977595,80.27485630000001,13.0847613,390.0,735.0,293.4690842614261,0.75,391.2921123485681,Other,1,0,0,1,0,0,0,0
0,20:05:00,MAS,Chennai Cent - Bangalore Sf Intercity Exp,SWR,1,0,30.0,0,Chennai Central,12609,13:35:00,12610,SBC,0,,Bangalore City Jn,6.0,Sf,0,362.0,LineString,75,80.27485630000001,13.0847613,77.56808299999999,12.977595,815.0,1205.0,293.4690842614261,0.5,586.9381685228522,Intercity,1,0,0,1,0,0,0,0
0,08:17:00,MSB,Chennai Beach Tambaram Emu(12 Car),SR,0,0,55.0,0,Chennai Beach,40009,07:22:00,,TBM,0,,Tambaram,0.0,Memu,0,33.0,LineString,19,80.291601,13.09034,80.1191573807,12.9260356894,442.0,497.0,26.131056336002224,0.9166666666666666,28.50660691200243,Other,0,1,0,0,0,0,0,0
1,10:00:00,HSR,Gorakhdham Express,NER,0,0,25.0,1,Hisar,12556,16:35:00,12555,GKP,1,,Gorakhpur Jn,17.0,Sf,1,962.0,LineString,141,75.724305,29.152341,83.381499,26.759311,995.0,600.0,797.5597075520275,0.4166666666666667,1914.1432981248659,Express,4,0,0,1,0,0,0,0
1,07:40:00,BSB,Shiv Ganga Express,NER,0,0,25.0,1,Varanasi Jn,12559,19:15:00,12560,NDLS,1,,New Delhi,12.0,Sf,1,758.0,LineString,111,82.986468,25.327281,77.22000399999999,28.642314,1155.0,460.0,679.813897776839,0.4166666666666667,1631.5533546644135,Express,4,1,0,1,0,0,0,0
1,07:30:00,NDLS,Shiv Ganga Express,NER,0,0,45.0,1,New Delhi,12560,18:45:00,12559,BSB,1,,Varanasi Jn,12.0,Sf,1,758.0,LineString,111,77.22000399999999,28.642314,82.986468,25.327281,1125.0,450.0,679.813897776839,0.75,906.4185303691187,Express,4,1,0,1,0,0,0,0
1,18:05:00,NDLS,Swatantrata Sainani Express,ECR,0,0,25.0,1,New Delhi,12562,20:40:00,12561,DBG,1,,Darbhanga Jn,21.0,Sf,1,1166.0,LineString,175,77.22000399999999,28.642314,85.907575,26.157088,1240.0,1085.0,900.7844513073875,0.4166666666666667,2161.88268313773,Express,4,0,0,1,0,0,0,0
1,17:40:00,LTT,Mumbai Ltt - Faizabad Sf Express,NER,0,0,10.0,1,Lokmanya Tilak Term,12563,14:30:00,12564,FD,1,,Faizabad Jn,27.0,Sf,1,1600.0,LineString,198,72.89173899999999,19.07032,82.135574,26.768996,870.0,1060.0,1275.435443271576,0.16666666666666666,7652.612659629457,Express,4,0,0,1,0,1,1,0
1,05:00:00,FD,Faizabad-Mumbai Ltt Sf Express,CR,0,0,5.0,1,Faizabad Jn,12564,23:55:00,12563,LTT,1,,Lokmanya Tilak Term,29.0,Sf,1,1600.0,LineString,198,82.135574,26.768996,72.89173899999999,19.07032,1435.0,300.0,1275.435443271576,0.08333333333333333,15305.225319258914,Express,4,0,0,1,0,1,1,0
1,05:30:00,DBG,Bihar Sampark Kranti Express,ECR,0,0,55.0,1,Darbhanga Jn,12565,08:35:00,12566,NDLS,1,,New Delhi,20.0,Skr,1,1172.0,LineString,170,85.907575,26.157088,77.22000399999999,28.642314,515.0,330.0,900.7844513073875,0.9166666666666666,982.6739468807864,Express,4,1,0,1,0,0,0,0
1,11:25:00,NDLS,Bihar Sampark Kranti Express,ECR,0,0,55.0,1,New Delhi,12566,14:30:00,12565,DBG,1,,Darbhanga Jn,20.0,Skr,1,1172.0,LineString,170,77.22000399999999,28.642314,85.907575,26.157088,870.0,685.0,900.7844513073875,0.9166666666666666,982.6739468807864,Express,4,0,0,1,0,0,0,0
0,11:25:00,KGP,Kharagpur Purulia Express,NFR,1,0,0.0,0,Kharagpur Jn,12575,07:25:00,12576,PRR,0,,Purulia Jn,4.0,Sf,0,208.0,LineString,29,87.32845599999999,22.341432,86.37787,23.324911,445.0,685.0,146.4545256406246,0.0,,Express,1,1,0,0,0,0,0,0
0,15:50:00,PRR,Purulia Khargapur Intercity Express,NFR,1,0,55.0,0,Purulia Jn,12576,11:55:00,12575,KGP,0,,Kharagpur Jn,3.0,Sf,0,208.0,LineString,29,86.37787,23.324911,87.32845599999999,22.341432,715.0,950.0,146.4545256406246,0.9166666666666666,159.76857342613593,Express,1,0,0,0,0,0,0,0
1,12:20:00,GKP,Amarnath Express,NFR,0,0,15.0,1,Gorakhpur Jn,12587,14:05:00,12588,JAT,1,,Jammu Tawi,22.0,Sf,0,1248.0,LineString,181,83.381499,26.759311,74.880117,32.706975,845.0,740.0,1053.4157688876705,0.25,4213.663075550682,Express,3,0,0,1,0,0,1,0
1,20:50:00,JAT,Amarnath Express,NFR,0,0,5.0,1,Jammu Tawi,12588,22:45:00,12587,GKP,1,,Gorakhpur Jn,22.0,Sf,0,1248.0,LineString,181,74.880117,32.706975,83.381499,26.759311,1365.0,1250.0,1053.4157688876705,0.08333333333333333,12640.989226652047,Express,3,0,0,1,0,0,1,0
1,15:10:00,GKP,Gorakhpur-Secunderabad Express,NFR,0,0,25.0,1,Gorakhpur Jn,12589,06:45:00,12590,SC,1,,Secunderabad Jn,32.0,Sf,0,1827.0,LineString,217,83.381499,26.759311,78.50148100000001,17.433146999999998,405.0,910.0,1152.1044007856322,0.4166666666666667,2765.0505618855173,Express,3,0,0,1,0,1,0,0
1,15:10:00,SC,Secunderabad - Gorakhpur Express,NFR,0,0,50.0,1,Secunderabad Jn,12590,07:20:00,12589,GKP,1,,Gorakhpur Jn,31.0,Sf,0,1827.0,LineString,217,78.50148100000001,17.433146999999998,83.381499,26.759311,440.0,910.0,1152.1044007856322,0.8333333333333334,1382.5252809427586,Express,3,1,0,1,0,1,0,0
1,12:25:00,MAS,Chennai Mangalore Mail,SR,0,1,0.0,1,Chennai Central,12601,20:25:00,12602,MAQ,1,,Mangalore Cntl,16.0,Sf,0,889.0,LineString,156,80.27485630000001,13.0847613,74.844068,12.862325,1225.0,745.0,588.9695016663954,0.0,,Mail,4,0,0,0,0,0,0,0
1,05:25:00,MAQ,Chennai Mail,SR,0,1,10.0,1,Mangalore Cntl,12602,13:15:00,12601,MAS,1,,Chennai Central,16.0,Sf,0,889.0,LineString,156,74.844068,12.862325,80.27485630000001,13.0847613,795.0,325.0,588.9695016663954,0.16666666666666666,3533.8170099983727,Mail,4,0,0,1,0,0,1,0
1,05:45:00,MAS,Chennai - Hyderabad Express,SR,0,0,0.0,1,Chennai Central,12603,16:45:00,12604,HYB,1,,Hyderabad Deccan,13.0,Sf,1,715.0,LineString,107,80.27485630000001,13.0847613,78.467377,17.393362999999997,1005.0,345.0,516.8297721476647,0.0,,Express,4,0,0,0,0,0,0,0
