date,day,station,line,zone,daily_entries,daily_exits,total_footfall,is_interchange,is_holiday,avg_dwell_time_sec,weather
2026-01-07,Wednesday,Sarai,Violet Line,2,2387,2296,4683,0,0,19,Foggy
2026-01-29,Thursday,INA,Yellow Line,1,2701,2457,5158,0,0,29,Clear
2026-02-14,Saturday,JLN Stadium,Violet Line,1,1017,930,1947,0,0,24,Cloudy
2026-01-17,Saturday,Chandni Chowk,Yellow Line,3,3693,3690,7383,0,0,44,Foggy
2026-02-27,Friday,Central Secretariat,Yellow Line,3,7096,6911,14007,1,0,43,Clear
2026-02-07,Saturday,Azadpur,Yellow Line,1,3178,3073,6251,0,0,28,Cloudy
2026-01-21,Wednesday,JLN Stadium,Violet Line,2,1688,1617,3305,0,0,19,Rainy
2026-02-05,Thursday,Kailash Colony,Violet Line,3,3337,3310,6647,0,0,32,Foggy
2026-01-29,Thursday,MG Road,Yellow Line,3,2471,2383,4854,0,0,30,Foggy
2026-01-10,Saturday,Moolchand,Violet Line,4,1144,1050,2194,0,0,37,Clear
2026-02-22,Sunday,Delhi Gate,Violet Line,2,931,883,1814,0,1,21,Clear
2026-02-13,Friday,INA,Yellow Line,1,2848,2739,5587,0,0,20,Rainy
2026-01-31,Saturday,Kanhaiya Nagar,Red Line,2,1076,965,2041,0,0,32,Clear
2026-02-10,Tuesday,Adarsh Nagar,Yellow Line,2,2303,2264,4567,0,0,26,Foggy
2026-02-26,Thursday,Ashok Park Main,Green Line,4,634,632,1266,0,1,29,Cloudy
2026-02-14,Saturday,Seelampur,Red Line,1,1614,1536,3150,0,0,27,Cloudy
2026-01-04,Sunday,Dwarka Sector 8,Blue Line,1,803,785,1588,0,1,33,Foggy
2026-02-18,Wednesday,Noida Sector 15,Blue Line,2,2167,1999,4166,0,0,27,Clear
2026-02-02,Monday,Kailash Colony,Violet Line,1,3064,2803,5867,0,0,26,Foggy
2026-02-21,Saturday,Sarai,Violet Line,2,896,813,1709,0,0,33,Cloudy
2026-02-21,Saturday,Kashmere Gate,Yellow Line,1,3655,3521,7176,1,0,26,Clear
2026-01-11,Sunday,Satguru Ram Singh Marg,Green Line,4,864,832,1696,0,1,16,Cloudy
2026-01-13,Tuesday,Kirti Nagar,Blue Line,4,3284,3222,6506,1,0,31,Clear
2026-02-14,Saturday,Pragati Maidan,Blue Line,3,1462,1345,2807,0,0,25,Cloudy
2026-02-12,Thursday,Rajiv Chowk,Blue Line,3,8476,7896,16372,1,0,37,Cloudy
2026-01-07,Wednesday,Malviya Nagar,Yellow Line,1,1655,1624,3279,0,0,22,Foggy
2026-01-28,Wednesday,Chandni Chowk,Yellow Line,1,7882,7280,15162,0,0,44,Clear
2026-01-10,Saturday,Model Town,Yellow Line,4,1766,1710,3476,0,0,16,Foggy
2026-02-21,Saturday,Rohini Sector 18,Yellow Line,2,998,945,1943,0,0,42,Foggy
2026-01-15,Thursday,Udyog Bhawan,Yellow Line,1,3630,3445,7075,0,0,15,Smoggy
2026-01-08,Thursday,Maharaja Surajmal Stadium,Green Line,2,3115,2983,6098,0,0,26,Foggy
2026-01-28,Wednesday,Peeragarhi,Green Line,1,2283,2277,4560,0,0,23,Cloudy
2026-01-16,Friday,Chawri Bazar,Yellow Line,1,2795,2542,5337,0,0,42,Smoggy
2026-02-07,Saturday,Khan Market,Violet Line,1,1007,941,1948,0,0,40,Rainy
2026-01-13,Tuesday,Chhattarpur,Yellow Line,1,2346,2314,4660,0,0,33,Rainy
2026-01-11,Sunday,Saket,Yellow Line,3,793,697,1490,0,1,39,Clear
2026-01-09,Friday,Punjabi Bagh,Green Line,2,3359,3297,6656,0,0,21,Clear
2026-02-11,Wednesday,Barakhamba Road,Blue Line,4,1695,1593,3288,0,0,20,Cloudy
2026-02-23,Monday,Neelam Chowk Ajronda,Violet Line,3,1568,1503,3071,0,0,26,Foggy
2026-01-06,Tuesday,IFFCO Chowk,Yellow Line,1,3563,3446,7009,0,0,23,Cloudy
2026-02-21,Saturday,Brigadier Hoshiar Singh,Green Line,4,1241,1206,2447,0,0,28,Clear
2026-02-01,Sunday,Shahdara,Red Line,4,698,672,1370,0,1,35,Clear
2026-02-14,Saturday,Kanhaiya Nagar,Red Line,3,1004,1014,2018,0,0,33,Rainy
2026-02-12,Thursday,Kirti Nagar,Blue Line,2,3210,3047,6257,1,0,16,Clear
2026-01-05,Monday,Central Secretariat,Yellow Line,2,6328,5891,12219,1,0,38,Foggy
2026-01-17,Saturday,Mewala Maharajpur,Violet Line,4,1040,935,1975,0,0,25,Foggy
2026-01-19,Monday,Rajouri Garden,Blue Line,1,4671,4377,9048,0,0,29,Rainy
2026-02-11,Wednesday,Maharaja Surajmal Stadium,Green Line,1,1815,1740,3555,0,0,33,Clear
2026-02-19,Thursday,Patel Chowk,Yellow Line,2,2999,2837,5836,0,0,38,Cloudy
2026-01-25,Sunday,Tughlakabad,Violet Line,3,599,569,1168,0,1,15,Clear
2026-01-14,Wednesday,Rohini East,Red Line,3,3124,3236,6360,0,0,26,Cloudy
2026-01-30,Friday,INA,Yellow Line,1,2526,2341,4867,0,0,25,Clear
2026-01-04,Sunday,Lal Quila,Violet Line,3,579,560,1139,0,1,44,Clear
2026-02-04,Wednesday,Noida Sector 16,Blue Line,2,1814,1679,3493,0,0,18,Foggy
2026-02-12,Thursday,Dilshad Garden,Red Line,4,5807,5655,11462,0,0,24,Clear
2026-01-28,Wednesday,HUDA City Centre,Yellow Line,3,5414,4967,10381,0,0,44,Foggy
2026-01-27,Tuesday,Ramesh Nagar,Blue Line,1,2807,2746,5553,0,0,37,Foggy
2026-02-21,Saturday,Escorts Mujesar,Violet Line,2,907,888,1795,0,0,16,Foggy
2026-02-26,Thursday,JLN Stadium,Violet Line,1,674,625,1299,0,1,30,Rainy
2026-02-24,Tuesday,Kohat Enclave,Red Line,3,2545,2408,4953,0,0,32,Smoggy
2026-01-02,Friday,Vidhan Sabha,Yellow Line,4,1639,1505,3144,0,0,29,Foggy
2026-02-14,Saturday,GTB Nagar,Yellow Line,3,942,881,1823,0,0,16,Cloudy
2026-01-26,Monday,Dilshad Garden,Red Line,4,1790,1752,3542,0,1,23,Rainy
2026-02-06,Friday,Vishwavidyalaya,Yellow Line,2,4774,4526,9300,0,0,30,Foggy
2026-02-13,Friday,Pitampura,Red Line,2,3067,2942,6009,0,0,41,Clear
2026-01-01,Thursday,Udyog Bhawan,Yellow Line,3,2329,2248,4577,0,0,29,Foggy
2026-01-29,Thursday,Peeragarhi,Green Line,1,1787,1633,3420,0,0,26,Clear
2026-02-24,Tuesday,Shastri Park,Red Line,1,1764,1659,3423,0,0,38,Foggy
2026-01-06,Tuesday,Mundka,Green Line,1,1854,1703,3557,0,0,41,Foggy
2026-01-17,Saturday,Patel Chowk,Yellow Line,2,911,846,1757,0,0,27,Cloudy
2026-02-16,Monday,Green Park,Yellow Line,1,1664,1566,3230,0,0,22,Smoggy
2026-02-23,Monday,Rohini Sector 18,Yellow Line,2,2750,2833,5583,0,0,40,Rainy
2026-01-21,Wednesday,Shivaji Park,Green Line,3,3477,3206,6683,0,0,41,Clear
2026-01-23,Friday,Dwarka Sector 8,Blue Line,1,2370,2160,4530,0,0,36,Rainy
2026-01-21,Wednesday,Keshav Puram,Red Line,2,2051,2001,4052,0,0,33,Foggy
2026-02-21,Saturday,Guru Dronacharya,Yellow Line,3,1513,1457,2970,0,0,36,Foggy
2026-02-21,Saturday,Sarita Vihar,Violet Line,2,1373,1301,2674,0,0,31,Clear
2026-01-01,Thursday,Rohini West,Red Line,1,2762,2795,5557,0,0,41,Foggy
2026-01-14,Wednesday,Badarpur Border,Violet Line,1,3271,3003,6274,0,0,32,Cloudy
2026-01-16,Friday,Kailash Colony,Violet Line,3,3577,3384,6961,0,0,24,Clear
2026-01-11,Sunday,Dwarka Sector 8,Blue Line,2,423,381,804,0,1,29,Foggy
2026-01-20,Tuesday,Bata Chowk,Violet Line,1,2512,2415,4927,0,0,24,Cloudy
2026-01-26,Monday,Netaji Subhash Place,Red Line,2,951,913,1864,0,1,37,Rainy
2026-02-05,Thursday,Udyog Bhawan,Yellow Line,4,2360,2300,4660,0,0,28,Rainy
2026-02-20,Friday,Seelampur,Red Line,2,1962,1878,3840,0,0,32,Clear
2026-02-25,Wednesday,Vishwavidyalaya,Yellow Line,1,6073,5426,11499,0,0,42,Cloudy
2026-02-19,Thursday,Shahdara,Red Line,3,2743,2595,5338,0,0,37,Clear
2026-01-31,Saturday,Kailash Colony,Violet Line,4,1417,1303,2720,0,0,41,Smoggy
2026-02-16,Monday,Chandni Chowk,Yellow Line,2,10235,9581,19816,0,0,35,Smoggy
2026-02-12,Thursday,Sikanderpur,Yellow Line,4,7337,7032,14369,0,0,41,Foggy
2026-01-13,Tuesday,Rohini West,Red Line,1,3338,3078,6416,0,0,30,Foggy
2026-02-28,Saturday,Shahdara,Red Line,2,1118,1050,2168,0,0,27,Rainy
2026-01-07,Wednesday,Paschim Vihar East,Green Line,1,2335,2273,4608,0,0,16,Smoggy
2026-02-07,Saturday,Hauz Khas,Yellow Line,3,4054,3793,7847,0,0,31,Foggy
2026-01-08,Thursday,Satguru Ram Singh Marg,Green Line,1,1901,1735,3636,0,0,27,Foggy
2026-01-25,Sunday,Rajiv Chowk,Blue Line,2,2294,2175,4469,1,1,36,Rainy
2026-02-25,Wednesday,Rajdhani Park,Green Line,3,3525,3342,6867,0,0,36,Foggy
2026-01-27,Tuesday,Satguru Ram Singh Marg,Green Line,4,2549,2506,5055,0,0,43,Foggy
2026-02-17,Tuesday,Chhattarpur,Yellow Line,2,1760,1698,3458,0,0,37,Rainy
2026-01-05,Monday,Pratap Nagar,Red Line,1,1714,1557,3271,0,0,26,Smoggy
2026-01-27,Tuesday,Janpath,Violet Line,4,2765,2581,5346,0,0,44,Clear
2026-01-10,Saturday,Delhi Gate,Violet Line,3,1631,1480,3111,0,0,29,Foggy
2026-02-15,Sunday,Kailash Colony,Violet Line,3,453,414,867,0,1,17,Foggy
2026-01-07,Wednesday,Chandni Chowk,Yellow Line,1,11305,9962,21267,0,0,41,Foggy
2026-02-16,Monday,Pulbangash,Red Line,2,2482,2373,4855,0,0,21,Rainy
2026-01-14,Wednesday,Kanhaiya Nagar,Red Line,3,2413,2353,4766,0,0,17,Foggy
2026-01-10,Saturday,Vishwavidyalaya,Yellow Line,3,3175,2954,6129,0,0,29,Smoggy
2026-01-17,Saturday,Kalkaji Mandir,Violet Line,3,1719,1776,3495,0,0,44,Clear
2026-02-24,Tuesday,Model Town,Yellow Line,2,2597,2441,5038,0,0,33,Cloudy
2026-01-30,Friday,Model Town,Yellow Line,4,2670,2553,5223,0,0,41,Foggy
2026-01-28,Wednesday,Nehru Place,Violet Line,2,7460,7195,14655,0,0,28,Foggy
2026-02-06,Friday,Nangloi Railway Station,Green Line,3,1602,1509,3111,0,0,29,Clear
2026-01-22,Thursday,Rohini East,Red Line,1,1639,1561,3200,0,0,42,Foggy
2026-01-02,Friday,Pulbangash,Red Line,3,2672,2551,5223,0,0,15,Foggy
2026-01-15,Thursday,Janakpuri West,Blue Line,2,5625,5501,11126,0,0,33,Clear
2026-01-11,Sunday,Mohan Estate,Violet Line,4,945,796,1741,0,1,27,Cloudy
2026-02-12,Thursday,Lal Quila,Violet Line,2,2665,2641,5306,0,0,19,Cloudy
2026-02-17,Tuesday,Janakpuri West,Blue Line,3,5304,5081,10385,0,0,27,Smoggy
2026-01-31,Saturday,Shivaji Park,Green Line,1,1411,1343,2754,0,0,28,Foggy
2026-01-25,Sunday,Sarita Vihar,Violet Line,3,922,872,1794,0,1,39,Cloudy
2026-01-26,Monday,Dilshad Garden,Red Line,1,1282,1313,2595,0,1,22,Foggy
2026-02-10,Tuesday,Rajendra Place,Blue Line,1,2976,2751,5727,0,0,25,Rainy
2026-01-15,Thursday,Saket,Yellow Line,2,2786,2674,5460,0,0,29,Rainy
2026-01-26,Monday,Arjan Garh,Yellow Line,2,692,589,1281,0,1,32,Clear
2026-01-01,Thursday,Patel Chowk,Yellow Line,2,2617,2489,5106,0,0,23,Clear
2026-01-28,Wednesday,Punjabi Bagh,Green Line,3,2847,2743,5590,0,0,16,Foggy
2026-02-25,Wednesday,Keshav Puram,Red Line,1,3479,3195,6674,0,0,33,Rainy
2026-01-28,Wednesday,Race Course,Yellow Line,2,2020,1963,3983,0,0,23,Clear
2026-01-10,Saturday,Yamuna Bank,Blue Line,2,2351,2366,4717,0,0,26,Rainy
2026-01-23,Friday,Noida Sector 15,Blue Line,1,2080,1999,4079,0,0,32,Foggy
2026-02-26,Thursday,Adarsh Nagar,Yellow Line,1,895,898,1793,0,1,20,Smoggy
2026-02-07,Saturday,Civil Lines,Yellow Line,3,1531,1466,2997,0,0,33,Cloudy
2026-02-24,Tuesday,Neelam Chowk Ajronda,Violet Line,4,2572,2537,5109,0,0,28,Foggy
2026-02-19,Thursday,Arjan Garh,Yellow Line,2,2020,1911,3931,0,0,41,Foggy
2026-01-18,Sunday,Ramesh Nagar,Blue Line,1,779,667,1446,0,1,24,Foggy
2026-02-28,Saturday,IFFCO Chowk,Yellow Line,1,845,861,1706,0,0,33,Clear
2026-01-28,Wednesday,Civil Lines,Yellow Line,2,3198,3151,6349,0,0,33,Clear
2026-02-17,Tuesday,Jama Masjid,Violet Line,1,2207,2157,4364,0,0,37,Foggy
2026-02-24,Tuesday,Rajiv Chowk,Blue Line,1,11714,11010,22724,1,0,22,Rainy
2026-01-21,Wednesday,Nangloi Railway Station,Green Line,3,2709,2560,5269,0,0,37,Rainy
2026-02-17,Tuesday,Yamuna Bank,Blue Line,2,6085,5668,11753,0,0,36,Clear
2026-01-18,Sunday,NHPC Chowk,Violet Line,1,764,807,1571,0,1,24,Clear
2026-01-13,Tuesday,Paschim Vihar East,Green Line,1,3076,2960,6036,0,0,20,Foggy
2026-01-16,Friday,Arjan Garh,Yellow Line,3,1555,1492,3047,0,0,38,Foggy
2026-01-01,Thursday,Punjabi Bagh,Green Line,1,1883,1780,3663,0,0,30,Foggy
2026-02-06,Friday,Jama Masjid,Violet Line,2,1730,1642,3372,0,0,25,Foggy
2026-02-09,Monday,Kalkaji Mandir,Violet Line,2,3508,3203,6711,0,0,27,Foggy
2026-02-12,Thursday,Patel Chowk,Yellow Line,4,1765,1689,3454,0,0,16,Cloudy
2026-01-06,Tuesday,Bata Chowk,Violet Line,2,1677,1579,3256,0,0,24,Foggy
2026-02-01,Sunday,Kirti Nagar,Blue Line,2,843,851,1694,1,1,34,Cloudy
2026-01-08,Thursday,Welcome,Red Line,3,2177,2111,4288,0,0,24,Clear
2026-02-20,Friday,Jasola Apollo,Violet Line,3,1629,1523,3152,0,0,39,Foggy
2026-01-29,Thursday,IFFCO Chowk,Yellow Line,2,3352,3151,6503,0,0,17,Cloudy
2026-01-01,Thursday,Janakpuri West,Blue Line,2,6172,5976,12148,0,0,33,Clear
2026-02-20,Friday,Old Faridabad,Violet Line,1,3198,2949,6147,0,0,23,Cloudy
2026-01-29,Thursday,Kirti Nagar,Blue Line,1,2623,2446,5069,1,0,39,Foggy
2026-01-29,Thursday,Malviya Nagar,Yellow Line,2,1906,1733,3639,0,0,26,Clear
2026-01-05,Monday,Dwarka Sector 8,Blue Line,1,2585,2432,5017,0,0,22,Foggy
2026-01-13,Tuesday,Yamuna Bank,Blue Line,4,5515,5197,10712,0,0,34,Foggy
2026-02-14,Saturday,Chhattarpur,Yellow Line,1,1696,1621,3317,0,0,18,Foggy
2026-02-28,Saturday,Vidhan Sabha,Yellow Line,1,1378,1335,2713,0,0,32,Foggy
2026-01-13,Tuesday,Old Faridabad,Violet Line,1,2765,2631,5396,0,0,32,Foggy
2026-01-10,Saturday,Noida City Centre,Blue Line,4,2404,2514,4918,0,0,18,Smoggy
2026-01-14,Wednesday,Peeragarhi,Green Line,1,2987,2853,5840,0,0,17,Cloudy
2026-01-06,Tuesday,Tis Hazari,Red Line,1,2946,2881,5827,0,0,20,Foggy
2026-02-20,Friday,IFFCO Chowk,Yellow Line,1,1949,1902,3851,0,0,32,Cloudy
2026-01-27,Tuesday,Jama Masjid,Violet Line,4,2994,2974,5968,0,0,18,Cloudy
2026-02-01,Sunday,Kalkaji Mandir,Violet Line,1,791,758,1549,0,1,17,Rainy
2026-01-19,Monday,Badarpur Border,Violet Line,2,1545,1481,3026,0,0,31,Cloudy
2026-01-23,Friday,Chawri Bazar,Yellow Line,1,2946,2884,5830,0,0,17,Foggy
2026-01-03,Saturday,Moti Nagar,Blue Line,2,1292,1197,2489,0,0,28,Clear
2026-01-22,Thursday,Chandni Chowk,Yellow Line,1,7662,7305,14967,0,0,20,Rainy
2026-01-22,Thursday,NHPC Chowk,Violet Line,2,2009,1943,3952,0,0,33,Rainy
2026-02-20,Friday,Uttam Nagar East,Blue Line,3,3139,2891,6030,0,0,16,Clear
2026-01-18,Sunday,Pragati Maidan,Blue Line,2,579,578,1157,0,1,26,Clear
2026-02-04,Wednesday,Jahangirpuri,Yellow Line,2,2167,1982,4149,0,0,20,Foggy
2026-02-21,Saturday,MG Road,Yellow Line,3,1005,917,1922,0,0,26,Foggy
2026-02-17,Tuesday,Green Park,Yellow Line,1,2022,1900,3922,0,0,21,Rainy
2026-01-21,Wednesday,Udyog Bhawan,Yellow Line,3,3629,3390,7019,0,0,33,Foggy
2026-01-08,Thursday,Janpath,Violet Line,3,2426,2263,4689,0,0,44,Clear
2026-02-24,Tuesday,Sultanpur,Yellow Line,2,3237,3174,6411,0,0,37,Clear
2026-02-22,Sunday,Mohan Estate,Violet Line,3,788,843,1631,0,1,23,Foggy
2026-01-24,Saturday,Qutab Minar,Yellow Line,1,953,883,1836,0,0,20,Smoggy
2026-02-28,Saturday,Shahdara,Red Line,2,1765,1658,3423,0,0,20,Rainy
2026-02-11,Wednesday,Raja Nahar Singh,Violet Line,1,2654,2611,5265,0,0,26,Foggy
2026-01-08,Thursday,Indraprastha,Blue Line,2,2261,2144,4405,0,0,42,Foggy
2026-01-15,Thursday,Kanhaiya Nagar,Red Line,4,3320,3106,6426,0,0,42,Foggy
2026-01-08,Thursday,Janpath,Violet Line,1,1668,1584,3252,0,0,20,Foggy
2026-01-24,Saturday,Bata Chowk,Violet Line,1,1591,1520,3111,0,0,41,Foggy
2026-02-24,Tuesday,Ghitorni,Yellow Line,1,2059,1904,3963,0,0,26,Foggy
2026-02-23,Monday,Jama Masjid,Violet Line,2,2934,2742,5676,0,0,39,Clear
2026-02-09,Monday,Sikanderpur,Yellow Line,1,6560,6348,12908,0,0,40,Cloudy
2026-01-15,Thursday,INA,Yellow Line,3,2576,2456,5032,0,0,30,Smoggy
2026-01-05,Monday,Hauz Khas,Yellow Line,3,8687,7944,16631,0,0,31,Smoggy
2026-01-25,Sunday,Mewala Maharajpur,Violet Line,1,460,424,884,0,1,25,Cloudy
2026-02-08,Sunday,IFFCO Chowk,Yellow Line,4,406,433,839,0,1,30,Clear
2026-02-10,Tuesday,Jahangirpuri,Yellow Line,4,1793,1663,3456,0,0,42,Clear
2026-02-28,Saturday,Malviya Nagar,Yellow Line,1,1109,1025,2134,0,0,39,Rainy
2026-01-10,Saturday,Mundka,Green Line,2,1678,1523,3201,0,0,15,Clear
2026-02-25,Wednesday,Kailash Colony,Violet Line,4,3270,3064,6334,0,0,35,Rainy
2026-02-02,Monday,Arjan Garh,Yellow Line,3,1509,1431,2940,0,0,24,Rainy
2026-02-14,Saturday,Jangpura,Violet Line,3,1238,1194,2432,0,0,37,Cloudy
2026-01-08,Thursday,Patel Chowk,Yellow Line,1,2677,2541,5218,0,0,27,Rainy
2026-01-22,Thursday,Mohan Estate,Violet Line,3,2999,2951,5950,0,0,38,Foggy
2026-02-11,Wednesday,IFFCO Chowk,Yellow Line,2,1704,1602,3306,0,0,20,Foggy
2026-02-17,Tuesday,Badarpur Border,Violet Line,1,3472,3263,6735,0,0,44,Clear
2026-02-01,Sunday,Rajiv Chowk,Blue Line,2,2284,2239,4523,1,1,33,Cloudy
2026-02-11,Wednesday,AIIMS,Yellow Line,2,2953,2734,5687,0,0,36,Foggy
2026-02-19,Thursday,Udyog Nagar,Green Line,1,2476,2277,4753,0,0,21,Clear
2026-01-26,Monday,Delhi Gate,Violet Line,2,560,533,1093,0,1,35,Foggy
2026-02-16,Monday,Ghitorni,Yellow Line,1,2819,2533,5352,0,0,41,Smoggy
2026-02-18,Wednesday,Noida City Centre,Blue Line,3,6847,6561,13408,0,0,38,Cloudy
2026-01-30,Friday,Sarai,Violet Line,2,2746,2625,5371,0,0,20,Smoggy
2026-01-02,Friday,Guru Dronacharya,Yellow Line,4,2230,2111,4341,0,0,37,Clear
2026-01-07,Wednesday,Mandi House,Blue Line,1,5151,4699,9850,1,0,36,Smoggy
2026-02-05,Thursday,Keshav Puram,Red Line,1,1907,1819,3726,0,0,26,Foggy
2026-02-16,Monday,Pulbangash,Red Line,4,3347,3198,6545,0,0,21,Clear
2026-01-19,Monday,Harkesh Nagar Okhla,Violet Line,1,2061,2070,4131,0,0,39,Smoggy
2026-01-31,Saturday,Ramesh Nagar,Blue Line,1,1101,1032,2133,0,0,21,Smoggy
2026-02-13,Friday,Karol Bagh,Blue Line,2,5770,5235,11005,0,0,28,Foggy
2026-01-31,Saturday,Kalkaji Mandir,Violet Line,3,1793,1574,3367,0,0,22,Clear
2026-02-26,Thursday,Sarita Vihar,Violet Line,2,733,757,1490,0,1,18,Foggy
2026-01-08,Thursday,Janakpuri West,Blue Line,2,6279,5875,12154,0,0,35,Cloudy
2026-02-02,Monday,Chhattarpur,Yellow Line,2,2396,2218,4614,0,0,17,Cloudy
2026-01-09,Friday,Pratap Nagar,Red Line,1,1773,1772,3545,0,0,32,Foggy
2026-01-03,Saturday,Tis Hazari,Red Line,1,1716,1767,3483,0,0,20,Cloudy
2026-01-24,Saturday,Jasola Apollo,Violet Line,2,867,814,1681,0,0,40,Rainy
2026-02-07,Saturday,Rohini West,Red Line,1,1551,1492,3043,0,0,37,Clear
2026-01-09,Friday,INA,Yellow Line,3,1870,1762,3632,0,0,41,Clear
2026-01-20,Tuesday,Shastri Park,Red Line,2,1579,1459,3038,0,0,38,Foggy
2026-01-22,Thursday,Pratap Nagar,Red Line,2,1632,1514,3146,0,0,32,Foggy
2026-01-23,Friday,Kanhaiya Nagar,Red Line,4,1955,1819,3774,0,0,15,Cloudy
2026-02-09,Monday,Race Course,Yellow Line,1,2566,2557,5123,0,0,33,Foggy
2026-02-10,Tuesday,Udyog Nagar,Green Line,3,1733,1654,3387,0,0,39,Clear
2026-01-12,Monday,Kanhaiya Nagar,Red Line,2,1829,1791,3620,0,0,43,Rainy
2026-01-15,Thursday,Kohat Enclave,Red Line,1,2490,2405,4895,0,0,34,Cloudy
2026-01-27,Tuesday,Lajpat Nagar,Violet Line,4,7471,6911,14382,0,0,30,Foggy
2026-01-15,Thursday,Badkhal Mor,Violet Line,3,2662,2581,5243,0,0,24,Clear
2026-01-23,Friday,Udyog Bhawan,Yellow Line,3,3446,3285,6731,0,0,39,Clear
2026-01-04,Sunday,Escorts Mujesar,Violet Line,2,500,514,1014,0,1,20,Cloudy
2026-01-04,Sunday,Peeragarhi,Green Line,2,460,460,920,0,1,29,Foggy
2026-01-20,Tuesday,MG Road,Yellow Line,3,3442,3184,6626,0,0,20,Clear
2026-01-11,Sunday,Chandni Chowk,Yellow Line,4,2210,2063,4273,0,1,28,Cloudy
2026-01-12,Monday,Green Park,Yellow Line,1,2590,2500,5090,0,0,44,Cloudy
2026-01-23,Friday,Paschim Vihar West,Green Line,1,2735,2559,5294,0,0,24,Foggy
2026-01-26,Monday,Green Park,Yellow Line,2,549,553,1102,0,1,43,Cloudy
2026-02-03,Tuesday,Rajiv Chowk,Blue Line,4,8222,7659,15881,1,0,36,Foggy
2026-02-14,Saturday,Mandi House,Blue Line,1,2671,2347,5018,1,0,28,Cloudy
2026-01-17,Saturday,Pragati Maidan,Blue Line,1,1573,1521,3094,0,0,15,Clear
2026-02-18,Wednesday,Seelampur,Red Line,2,2752,2618,5370,0,0,42,Smoggy
2026-02-20,Friday,Shivaji Park,Green Line,4,2818,2698,5516,0,0,38,Rainy
2026-02-10,Tuesday,Sarai,Violet Line,2,3434,3095,6529,0,0,37,Foggy
2026-02-02,Monday,Patel Chowk,Yellow Line,4,2146,2050,4196,0,0,25,Foggy
2026-01-22,Thursday,Sikanderpur,Yellow Line,2,5355,5113,10468,0,0,31,Smoggy
2026-02-14,Saturday,Uttam Nagar East,Blue Line,1,1316,1222,2538,0,0,36,Foggy
2026-01-27,Tuesday,Chawri Bazar,Yellow Line,3,2419,2413,4832,0,0,21,Cloudy
2026-01-04,Sunday,Janpath,Violet Line,3,441,400,841,0,1,23,Foggy
2026-02-14,Saturday,Rajiv Chowk,Blue Line,3,4358,4140,8498,1,0,41,Foggy
2026-02-18,Wednesday,Mundka,Green Line,4,3332,3190,6522,0,0,39,Cloudy
2026-02-23,Monday,Rajdhani Park,Green Line,1,2672,2554,5226,0,0,24,Foggy
2026-01-18,Sunday,AIIMS,Yellow Line,1,563,566,1129,0,1,42,Foggy
2026-01-29,Thursday,Janpath,Violet Line,1,2520,2434,4954,0,0,18,Smoggy
2026-01-30,Friday,Maharaja Surajmal Stadium,Green Line,1,2824,2679,5503,0,0,31,Cloudy
2026-01-11,Sunday,Jasola Apollo,Violet Line,3,588,561,1149,0,1,42,Rainy
2026-02-16,Monday,Sector 28,Violet Line,2,2955,2705,5660,0,0,42,Foggy
2026-01-07,Wednesday,Uttam Nagar East,Blue Line,1,2167,2045,4212,0,0,44,Clear
2026-02-25,Wednesday,Sarita Vihar,Violet Line,1,3100,2811,5911,0,0,26,Cloudy
2026-01-28,Wednesday,Shahdara,Red Line,3,1797,1746,3543,0,0,21,Foggy
2026-02-04,Wednesday,Saket,Yellow Line,2,3371,3208,6579,0,0,22,Rainy
2026-01-27,Tuesday,HUDA City Centre,Yellow Line,1,6104,5684,11788,0,0,23,Foggy
2026-01-03,Saturday,Rohini West,Red Line,4,1492,1394,2886,0,0,34,Clear
2026-02-07,Saturday,IFFCO Chowk,Yellow Line,3,1618,1484,3102,0,0,43,Cloudy
2026-01-19,Monday,Rohini West,Red Line,4,1620,1570,3190,0,0,28,Rainy
2026-02-25,Wednesday,Badkhal Mor,Violet Line,2,1550,1455,3005,0,0,44,Clear
2026-02-12,Thursday,Netaji Subhash Place,Red Line,3,2052,1953,4005,0,0,17,Foggy
2026-01-30,Friday,Madipur,Green Line,3,3405,3297,6702,0,0,41,Clear
2026-02-13,Friday,Uttam Nagar East,Blue Line,2,1958,1894,3852,0,0,18,Clear
2026-01-02,Friday,Janakpuri West,Blue Line,3,6943,6616,13559,0,0,42,Clear
2026-01-11,Sunday,Brigadier Hoshiar Singh,Green Line,1,667,630,1297,0,1,37,Clear
2026-01-02,Friday,Dwarka,Blue Line,2,1757,1637,3394,0,0,35,Clear
2026-02-12,Thursday,Govindpuri,Violet Line,3,2988,2848,5836,0,0,32,Clear
2026-01-17,Saturday,Qutab Minar,Yellow Line,1,1476,1433,2909,0,0,32,Cloudy
2026-01-16,Friday,Neelam Chowk Ajronda,Violet Line,2,3210,2963,6173,0,0,18,Foggy
2026-02-08,Sunday,Badkhal Mor,Violet Line,1,514,482,996,0,1,36,Rainy
2026-01-11,Sunday,Kanhaiya Nagar,Red Line,4,715,703,1418,0,1,37,Foggy
2026-02-25,Wednesday,Ashok Park Main,Green Line,3,2776,2587,5363,0,0,27,Foggy
2026-01-13,Tuesday,Malviya Nagar,Yellow Line,1,3499,3296,6795,0,0,31,Foggy
2026-02-25,Wednesday,Sarai,Violet Line,4,1968,1910,3878,0,0,44,Clear
2026-02-15,Sunday,Samaypur Badli,Yellow Line,4,775,670,1445,0,1,20,Smoggy
