date,day,line,total_trips,total_passengers,avg_speed_kmph,distance_km,energy_consumption_kwh,on_time_percent,revenue_inr,operational_cost_inr,is_holiday,weather
2026-01-30,Friday,Violet Line,242,63888,32.1,46.6,56328.82,76.9,1188399.27,1575944.79,0,Rainy
2026-01-18,Sunday,Green Line,66,26334,38.6,29.6,16914.59,97.9,694139.18,696673.13,1,Foggy
2026-02-01,Sunday,Green Line,94,25474,37.2,29.6,20229.17,97.2,612459.58,1002287.09,1,Foggy
2026-01-17,Saturday,Blue Line,196,73304,36.2,56.6,54121.6,78.0,1760700.68,1690658.01,0,Foggy
2026-01-17,Saturday,Red Line,320,106560,42.2,25.1,63637.21,77.3,2915886.09,1608037.09,0,Rainy
2026-02-23,Monday,Blue Line,273,116025,30.6,56.6,72798.44,95.5,2997140.45,2951734.95,0,Rainy
2026-01-25,Sunday,Yellow Line,68,15232,38.5,49.3,11752.34,75.4,285943.9,375252.82,1,Smoggy
2026-01-12,Monday,Green Line,272,73440,43.7,29.6,49471.9,93.6,1322831.31,1921553.12,0,Clear
2026-01-15,Thursday,Violet Line,255,82365,34.4,46.6,38360.67,84.2,1938581.26,2242929.55,0,Foggy
2026-01-23,Friday,Blue Line,254,113538,37.0,56.6,63354.22,82.9,3126910.36,3035966.81,0,Clear
2026-02-19,Thursday,Violet Line,270,117990,35.0,46.6,68803.74,81.3,3245613.98,2938511.34,0,Cloudy
2026-02-02,Monday,Green Line,239,106594,44.1,29.6,58053.08,97.6,2012265.51,1970664.92,0,Clear
2026-02-17,Tuesday,Violet Line,362,118374,43.9,46.6,101264.58,83.4,3084111.46,2305374.83,0,Rainy
2026-02-23,Monday,Red Line,367,97622,44.2,25.1,93673.07,91.8,2608207.9,4300490.5,0,Foggy
2026-01-05,Monday,Green Line,354,147972,33.2,29.6,69341.03,87.8,3346323.06,3504473.79,0,Foggy
2026-02-24,Tuesday,Yellow Line,234,74412,33.0,49.3,61976.78,86.9,1918150.45,1236326.5,0,Cloudy
2026-02-17,Tuesday,Yellow Line,272,68816,43.9,49.3,60628.25,77.9,1511725.25,1612272.27,0,Foggy
2026-01-20,Tuesday,Green Line,265,80825,39.8,29.6,68066.39,80.9,1525900.07,2553317.88,0,Smoggy
2026-01-19,Monday,Red Line,162,43902,31.6,25.1,26533.77,84.5,1138544.6,833175.0,0,Cloudy
2026-02-27,Friday,Green Line,221,45747,30.6,29.6,46429.76,86.6,1080538.89,1739211.82,0,Smoggy
2026-02-16,Monday,Violet Line,379,163349,42.1,46.6,103174.95,96.6,4265350.81,3973355.03,0,Clear
2026-01-09,Friday,Yellow Line,354,76110,33.8,49.3,59076.62,77.7,2099104.67,3254075.23,0,Smoggy
2026-01-04,Sunday,Violet Line,105,46620,37.5,46.6,20159.19,78.5,1031739.06,1234890.78,1,Clear
2026-02-07,Saturday,Violet Line,120,51600,34.6,46.6,21314.74,85.8,1101916.71,1034362.81,0,Cloudy
2026-01-27,Tuesday,Blue Line,125,33875,31.7,56.6,26387.26,81.3,838900.05,1096101.38,0,Cloudy
2026-02-20,Friday,Violet Line,274,121930,40.0,46.6,60299.79,92.8,3176656.44,2140776.34,0,Cloudy
2026-01-16,Friday,Violet Line,201,62913,40.4,46.6,55712.06,96.6,1697338.9,1107244.75,0,Cloudy
2026-01-25,Sunday,Blue Line,79,26307,35.0,56.6,15075.55,94.4,508883.96,937585.25,1,Foggy
2026-01-27,Tuesday,Violet Line,366,122244,37.6,46.6,64547.52,89.6,2972943.47,2834752.94,0,Foggy
2026-01-17,Saturday,Green Line,311,84903,37.8,29.6,61600.41,84.9,2288328.53,3193931.28,0,Clear
2026-01-08,Thursday,Red Line,228,65664,38.6,25.1,63619.17,95.2,1196395.58,2572822.12,0,Foggy
2026-01-12,Monday,Yellow Line,346,135632,31.0,49.3,85979.98,89.0,3110913.59,3396877.65,0,Clear
2026-02-09,Monday,Yellow Line,366,141642,36.6,49.3,90330.99,81.5,3614039.39,2846695.81,0,Foggy
2026-01-11,Sunday,Red Line,147,52626,30.5,25.1,28852.82,94.9,1006860.29,1208865.88,1,Foggy
2026-02-01,Sunday,Yellow Line,136,38080,35.7,49.3,26968.19,80.0,960602.16,894168.42,1,Smoggy
2026-01-21,Wednesday,Violet Line,134,53198,41.8,46.6,20782.48,96.8,1404109.15,1041493.03,0,Clear
2026-02-24,Tuesday,Green Line,176,58608,44.7,29.6,45656.13,86.8,1496527.25,1002050.99,0,Foggy
2026-02-10,Tuesday,Green Line,372,166284,39.0,29.6,67308.6,81.4,3120625.5,3055855.06,0,Cloudy
2026-02-05,Thursday,Yellow Line,301,113778,41.9,49.3,59961.1,87.1,3001567.73,3144289.47,0,Clear
2026-01-20,Tuesday,Violet Line,194,39770,42.7,46.6,32537.58,89.6,842361.24,1334252.09,0,Clear
2026-01-28,Wednesday,Red Line,373,135399,39.4,25.1,81416.9,80.6,3275186.52,3541045.98,0,Cloudy
2026-01-09,Friday,Green Line,297,62370,42.9,29.6,53523.32,83.0,1460243.39,3298634.19,0,Cloudy
2026-02-22,Sunday,Yellow Line,94,35344,44.8,49.3,23615.39,82.8,712860.65,510251.69,1,Foggy
2026-01-03,Saturday,Blue Line,318,110028,44.7,56.6,61087.0,78.5,2827672.93,2625940.23,0,Rainy
2026-02-17,Tuesday,Green Line,284,120984,40.1,29.6,67386.62,77.0,3331297.9,1466313.9,0,Cloudy
2026-01-24,Saturday,Yellow Line,279,75609,36.8,49.3,61515.71,76.0,2093476.07,1583071.92,0,Rainy
2026-01-05,Monday,Violet Line,293,83505,41.7,46.6,79705.3,88.6,2109100.28,3477071.49,0,Foggy
2026-01-25,Sunday,Red Line,153,55386,39.2,25.1,34071.06,91.6,1345330.21,1171556.26,1,Foggy
2026-01-05,Monday,Violet Line,369,88929,38.0,46.6,91336.06,75.6,1651184.17,2530224.96,0,Foggy
2026-01-31,Saturday,Blue Line,232,103936,44.3,56.6,39345.23,81.8,2302278.97,2275303.97,0,Clear
2026-01-03,Saturday,Blue Line,168,66192,32.3,56.6,27729.63,90.4,1342206.64,1761773.59,0,Foggy
2026-02-09,Monday,Violet Line,266,103474,38.4,46.6,52688.87,95.6,2230577.48,2881462.73,0,Foggy
2026-02-15,Sunday,Green Line,61,19764,43.3,29.6,16069.14,82.3,507588.65,535803.52,1,Foggy
2026-01-27,Tuesday,Blue Line,157,48199,43.3,56.6,27494.71,83.7,1058565.42,955363.36,0,Foggy
2026-02-03,Tuesday,Yellow Line,229,98012,36.7,49.3,39758.76,94.3,2349015.62,2172910.7,0,Cloudy
2026-01-15,Thursday,Violet Line,149,40975,32.0,46.6,23332.28,87.2,923505.07,1027241.92,0,Clear
2026-01-27,Tuesday,Green Line,364,144144,42.3,29.6,99022.26,89.3,3635492.82,3538257.56,0,Rainy
2026-01-21,Wednesday,Violet Line,222,91908,42.2,46.6,57801.39,82.4,1842170.8,1316306.01,0,Smoggy
2026-01-11,Sunday,Blue Line,177,64959,42.5,56.6,34938.41,85.0,1795117.89,1102665.11,1,Cloudy
2026-02-02,Monday,Red Line,341,77407,35.0,25.1,61096.4,83.4,1869120.27,3325667.63,0,Rainy
2026-02-07,Saturday,Violet Line,160,68640,39.9,46.6,32865.65,82.5,1689998.55,927077.66,0,Cloudy
2026-02-12,Thursday,Red Line,372,144336,33.6,25.1,60341.33,78.9,3005044.65,2853490.04,0,Clear
2026-02-26,Thursday,Blue Line,115,50025,35.0,56.6,27939.29,83.1,1241854.98,1325443.09,1,Smoggy
2026-02-16,Monday,Yellow Line,343,73402,39.4,49.3,79337.35,95.4,1376223.32,3865535.04,0,Smoggy
2026-01-11,Sunday,Red Line,182,46774,31.0,25.1,34199.47,82.7,1170600.19,911196.87,1,Smoggy
2026-02-25,Wednesday,Green Line,346,126982,35.3,29.6,79087.64,91.7,2616470.71,3850221.51,0,Smoggy
2026-02-07,Saturday,Violet Line,143,31174,33.7,46.6,32597.93,87.4,798570.77,1282733.99,0,Foggy
2026-02-26,Thursday,Green Line,134,38190,40.4,29.6,27421.59,82.7,886971.67,1187954.1,1,Foggy
2026-02-14,Saturday,Blue Line,286,68926,43.7,56.6,47636.64,78.5,1291015.58,2708698.51,0,Clear
2026-02-24,Tuesday,Red Line,152,48640,32.9,25.1,38850.57,93.1,957199.45,1382301.4,0,Cloudy
2026-01-28,Wednesday,Red Line,201,71556,37.6,25.1,50973.18,79.0,1955298.05,1689279.72,0,Clear
2026-02-02,Monday,Blue Line,317,135993,30.9,56.6,82820.97,78.7,2677998.95,3296945.87,0,Clear
2026-02-15,Sunday,Violet Line,166,56606,32.2,46.6,36533.51,85.8,1398706.58,1872415.37,1,Rainy
2026-02-13,Friday,Blue Line,350,70700,32.5,56.6,86219.33,91.9,1890515.39,2412005.93,0,Cloudy
2026-02-03,Tuesday,Red Line,265,92485,42.6,25.1,66413.48,77.4,1684790.98,1701913.38,0,Clear
2026-01-16,Friday,Yellow Line,369,123615,35.5,49.3,70590.17,89.8,2996212.81,3708716.55,0,Foggy
2026-01-29,Thursday,Blue Line,323,116603,36.4,56.6,53972.01,95.2,2855143.21,2284750.54,0,Clear
2026-02-15,Sunday,Blue Line,97,28130,33.6,56.6,15742.38,90.6,676593.42,779550.17,1,Foggy
2026-02-21,Saturday,Violet Line,169,58305,35.9,46.6,32547.9,90.8,1381375.33,1650063.67,0,Foggy
2026-02-12,Thursday,Red Line,362,94120,36.3,25.1,92578.31,77.9,1894682.56,2932903.78,0,Cloudy
2026-02-10,Tuesday,Yellow Line,350,97650,33.2,49.3,68053.61,97.7,2270913.92,2186249.88,0,Smoggy
2026-01-10,Saturday,Yellow Line,288,97920,33.0,49.3,62452.62,84.6,2156695.09,3235868.56,0,Clear
2026-01-19,Monday,Red Line,215,81485,41.3,25.1,41370.71,85.2,2221294.91,2387793.99,0,Foggy
2026-02-24,Tuesday,Blue Line,130,40560,35.3,56.6,19790.4,84.4,1085988.22,804481.97,0,Clear
2026-01-15,Thursday,Green Line,192,45504,40.2,29.6,42689.95,88.8,930094.67,1521361.26,0,Clear
2026-02-03,Tuesday,Yellow Line,351,152334,36.1,49.3,87565.17,86.3,3045350.23,2163970.28,0,Clear
2026-02-15,Sunday,Red Line,176,67056,40.2,25.1,42123.34,89.2,1817651.96,1068365.98,1,Clear
2026-01-12,Monday,Blue Line,168,67704,43.4,56.6,46227.55,76.0,1670065.5,934613.39,0,Rainy
2026-01-11,Sunday,Blue Line,75,20925,34.7,56.6,18895.34,94.2,468955.55,519041.85,1,Cloudy
2026-01-24,Saturday,Red Line,126,35154,37.0,25.1,28330.89,95.0,755497.49,631837.21,0,Clear
2026-01-08,Thursday,Blue Line,210,64260,33.2,56.6,32770.94,80.2,1669577.99,1505898.18,0,Foggy
2026-01-13,Tuesday,Yellow Line,154,67914,37.0,49.3,32047.9,86.2,1748935.29,1014331.93,0,Clear
2026-02-17,Tuesday,Blue Line,164,69044,43.5,56.6,31684.27,81.2,1327260.92,1508049.68,0,Cloudy
2026-01-12,Monday,Yellow Line,207,91908,38.0,49.3,38164.68,80.3,2507518.93,1364001.44,0,Clear
2026-01-17,Saturday,Blue Line,292,84096,31.8,56.6,75275.95,81.3,1649485.42,2567740.11,0,Foggy
2026-02-17,Tuesday,Violet Line,377,90857,37.0,46.6,101971.54,88.5,1825524.77,2228910.34,0,Clear
2026-01-07,Wednesday,Blue Line,300,62100,30.2,56.6,63186.51,89.9,1645638.94,2589228.6,0,Foggy
2026-02-07,Saturday,Red Line,300,128400,38.5,25.1,71599.32,81.2,2382422.35,3273446.4,0,Clear
2026-01-09,Friday,Blue Line,265,89570,42.2,56.6,52487.16,97.9,2119958.79,1755647.96,0,Foggy
2026-01-08,Thursday,Violet Line,211,71107,33.2,46.6,46907.98,79.2,1720467.59,1164790.52,0,Cloudy
2026-02-16,Monday,Yellow Line,352,124960,40.0,49.3,70034.47,83.7,2568374.65,3463007.16,0,Clear
2026-01-01,Thursday,Blue Line,157,40663,32.5,56.6,27636.26,81.1,802419.74,986650.44,0,Foggy
2026-02-17,Tuesday,Red Line,358,126374,43.3,25.1,64188.11,92.4,3348545.15,2257674.98,0,Clear
2026-01-11,Sunday,Violet Line,179,62650,39.7,46.6,44912.51,89.2,1545787.42,1757585.02,1,Clear
2026-01-12,Monday,Yellow Line,323,97546,33.9,49.3,84172.82,76.4,1872795.13,3279017.79,0,Smoggy
2026-01-10,Saturday,Yellow Line,326,96170,31.5,49.3,56314.37,91.6,2106590.13,3695134.28,0,Smoggy
2026-01-22,Thursday,Violet Line,148,33448,36.0,46.6,39561.49,75.4,790727.07,811032.68,0,Clear
2026-01-17,Saturday,Green Line,240,102480,38.8,29.6,46323.01,80.4,2096163.03,2872647.0,0,Smoggy
2026-01-16,Friday,Blue Line,339,72546,30.1,56.6,55947.4,76.8,1517132.05,3844558.72,0,Cloudy
2026-02-23,Monday,Yellow Line,252,84168,34.3,49.3,61525.45,75.8,2321317.47,2388444.65,0,Foggy
2026-01-30,Friday,Green Line,325,87100,31.5,29.6,55054.22,77.8,1738195.31,1858474.59,0,Clear
2026-02-12,Thursday,Red Line,288,86112,41.1,25.1,51160.25,87.3,1983929.17,2566341.84,0,Clear
2026-02-20,Friday,Yellow Line,269,90922,43.9,49.3,67176.65,90.1,1852865.41,2165424.13,0,Clear
2026-01-23,Friday,Green Line,144,47088,39.7,29.6,35474.7,90.6,1161528.23,1257559.13,0,Rainy
2026-02-08,Sunday,Red Line,101,30502,36.4,25.1,23341.15,81.6,816730.0,788586.47,1,Foggy
2026-01-20,Tuesday,Yellow Line,316,106808,39.2,49.3,51328.53,76.6,2786217.35,3559372.92,0,Foggy
2026-01-26,Monday,Red Line,137,51238,34.5,25.1,29149.03,84.0,1004881.71,748319.07,1,Clear
2026-01-03,Saturday,Blue Line,270,106650,43.0,56.6,62535.2,87.8,2862422.44,2708630.02,0,Foggy
2026-02-21,Saturday,Red Line,303,129078,34.1,25.1,61831.85,95.8,2324399.97,3570636.81,0,Foggy
2026-01-24,Saturday,Yellow Line,124,48112,43.3,49.3,26456.5,95.1,1212934.44,972715.97,0,Foggy
2026-01-10,Saturday,Yellow Line,178,71022,43.1,49.3,29973.12,79.4,1392901.16,2007865.38,0,Foggy
2026-02-13,Friday,Green Line,159,60420,36.2,29.6,30265.45,79.9,1287061.21,960737.45,0,Cloudy
2026-01-25,Sunday,Yellow Line,136,56440,36.7,49.3,20989.15,80.2,1023822.73,1212638.74,1,Clear
2026-01-02,Friday,Red Line,342,76950,41.0,25.1,53596.24,75.6,1642385.33,2191319.15,0,Foggy
2026-01-18,Sunday,Yellow Line,80,24400,31.1,49.3,14545.84,81.9,495410.1,560080.86,1,Foggy
2026-02-24,Tuesday,Violet Line,299,68770,43.5,46.6,77306.46,87.9,1489536.84,2805837.37,0,Foggy
2026-02-16,Monday,Blue Line,182,73528,43.5,56.6,42520.51,83.3,1424527.34,1203049.57,0,Clear
2026-02-22,Sunday,Yellow Line,168,54096,32.1,49.3,37678.91,77.1,1488571.01,1410963.65,1,Foggy
2026-01-09,Friday,Green Line,128,45824,33.2,29.6,30848.2,90.8,1173870.08,963405.68,0,Foggy
2026-01-14,Wednesday,Red Line,227,69916,41.9,25.1,38244.09,83.1,1704346.41,2040569.9,0,Cloudy
2026-02-27,Friday,Red Line,131,52400,43.6,25.1,33955.33,85.1,1332489.4,1190572.3,0,Smoggy
2026-02-10,Tuesday,Yellow Line,279,121086,32.1,49.3,64119.05,85.6,2576119.0,1817430.22,0,Cloudy
2026-02-09,Monday,Blue Line,149,32929,31.9,56.6,41284.69,97.9,903405.15,804122.5,0,Clear
2026-02-18,Wednesday,Red Line,278,95632,33.8,25.1,65142.8,76.6,2125717.54,1870816.73,0,Foggy
2026-01-07,Wednesday,Blue Line,354,83898,37.4,56.6,67162.53,90.2,1782506.4,1861918.98,0,Foggy
2026-01-16,Friday,Red Line,337,113569,41.5,25.1,82890.27,95.7,2696942.34,2463520.84,0,Rainy
2026-01-05,Monday,Blue Line,137,42196,32.3,56.6,37853.43,93.2,920137.81,1537099.52,0,Foggy
2026-02-17,Tuesday,Violet Line,330,81840,44.0,46.6,89659.78,77.6,1752145.91,2682420.74,0,Smoggy
2026-02-03,Tuesday,Red Line,361,105773,40.4,25.1,92563.69,83.7,1975785.65,2693093.31,0,Foggy
2026-01-12,Monday,Blue Line,228,85272,41.9,56.6,51544.51,83.3,2047460.79,1153647.8,0,Cloudy
2026-01-07,Wednesday,Yellow Line,342,130986,34.0,49.3,72573.77,95.5,3553901.27,3764961.55,0,Clear
2026-01-23,Friday,Violet Line,179,63724,43.4,46.6,41053.8,94.6,1447684.3,1140100.25,0,Clear
2026-02-15,Sunday,Red Line,99,43758,42.0,25.1,18136.59,91.6,1003211.81,567801.39,1,Clear
2026-02-02,Monday,Yellow Line,197,57130,36.8,49.3,43750.94,81.0,1544950.72,1064243.04,0,Foggy
2026-02-02,Monday,Blue Line,371,92750,43.6,56.6,60215.1,87.9,2503253.89,2313951.44,0,Cloudy
2026-02-06,Friday,Green Line,188,77644,36.7,29.6,44117.62,94.4,1434496.45,1244333.15,0,Foggy
2026-02-12,Thursday,Blue Line,323,77197,40.8,56.6,62863.93,76.5,2134460.62,2582875.53,0,Cloudy
2026-02-27,Friday,Yellow Line,353,118961,31.6,49.3,76497.39,93.2,3155455.63,2380646.54,0,Foggy
2026-01-14,Wednesday,Red Line,336,108192,34.9,25.1,54077.46,96.7,2464074.24,2544639.37,0,Clear
2026-01-05,Monday,Blue Line,251,94627,41.5,56.6,57953.51,76.8,2491942.01,2075974.95,0,Clear
2026-01-14,Wednesday,Green Line,161,42182,36.2,29.6,34297.33,96.6,1046868.45,1404760.89,0,Clear
2026-01-06,Tuesday,Red Line,325,135850,42.5,25.1,90869.28,92.7,2538401.27,3064997.79,0,Foggy
2026-01-01,Thursday,Yellow Line,313,130521,42.7,49.3,69572.26,79.6,2917742.12,2574098.51,0,Cloudy
2026-01-29,Thursday,Green Line,146,40004,30.4,29.6,33532.23,89.0,740728.18,873458.34,0,Cloudy
2026-01-29,Thursday,Violet Line,223,99681,43.8,46.6,49138.1,75.8,2322520.14,2007182.68,0,Foggy
2026-02-24,Tuesday,Green Line,239,66920,39.2,29.6,54341.81,76.5,1857849.46,2187233.56,0,Rainy
2026-02-19,Thursday,Green Line,138,56580,44.0,29.6,30843.23,79.1,1275636.31,799931.44,0,Smoggy
2026-02-17,Tuesday,Red Line,319,126643,41.7,25.1,72010.32,85.1,3259707.87,2265989.92,0,Clear
2026-02-02,Monday,Violet Line,329,109886,34.1,46.6,76379.65,96.2,2768506.95,1881049.49,0,Foggy
2026-01-14,Wednesday,Violet Line,362,118736,39.4,46.6,60626.09,91.2,2566997.51,2417922.01,0,Cloudy
2026-02-23,Monday,Red Line,122,29036,32.0,25.1,28949.27,75.1,639787.44,917293.56,0,Cloudy
2026-02-14,Saturday,Yellow Line,221,49062,33.9,49.3,56278.59,84.0,1303343.59,1518096.08,0,Foggy
2026-01-23,Friday,Red Line,190,59090,39.9,25.1,52848.51,91.9,1300370.23,1377364.23,0,Smoggy
2026-02-04,Wednesday,Violet Line,338,88218,31.8,46.6,79733.62,81.2,2448060.47,3799993.91,0,Cloudy
2026-01-20,Tuesday,Red Line,219,87381,33.9,25.1,45351.95,75.9,2248343.87,1766041.71,0,Cloudy
2026-01-25,Sunday,Blue Line,115,35765,43.4,56.6,21774.56,87.5,845167.57,744381.3,1,Foggy
2026-01-02,Friday,Violet Line,132,36960,37.7,46.6,34082.43,93.2,896643.5,1536458.97,0,Clear
2026-01-09,Friday,Red Line,335,114905,37.3,25.1,91931.36,91.1,3055596.55,3950256.44,0,Clear
2026-02-04,Wednesday,Red Line,377,102167,35.2,25.1,64752.38,92.6,2123834.76,2028929.64,0,Clear
2026-01-28,Wednesday,Yellow Line,274,77542,38.2,49.3,61767.06,83.7,2081070.44,2695207.75,0,Foggy
2026-01-31,Saturday,Yellow Line,305,114070,33.2,49.3,74265.4,84.5,2823695.48,2392762.78,0,Rainy
2026-01-14,Wednesday,Yellow Line,155,49910,32.6,49.3,42527.13,82.9,1339975.07,1558765.34,0,Cloudy
2026-01-17,Saturday,Violet Line,238,61880,34.5,46.6,38633.66,90.8,1672619.69,2629287.31,0,Clear
2026-01-28,Wednesday,Violet Line,190,75430,42.0,46.6,51896.63,80.2,1360519.63,1852842.56,0,Clear
2026-01-03,Saturday,Red Line,206,66744,38.8,25.1,42300.95,86.2,1687357.56,1322397.51,0,Clear
2026-02-09,Monday,Yellow Line,277,101382,36.5,49.3,74106.37,91.5,1927389.18,3120226.71,0,Clear
2026-01-01,Thursday,Green Line,292,125560,37.5,29.6,80689.83,96.4,2553788.56,2449855.12,0,Foggy
2026-02-10,Tuesday,Red Line,338,137904,40.4,25.1,53002.61,96.4,3385538.91,3430663.73,0,Rainy
2026-01-02,Friday,Green Line,186,75702,38.0,29.6,41307.57,97.9,1772286.01,1178399.9,0,Clear
2026-02-17,Tuesday,Blue Line,133,43624,38.2,56.6,24229.81,86.7,1205022.38,1591548.96,0,Foggy
2026-01-14,Wednesday,Violet Line,131,52007,31.2,46.6,31084.66,96.2,1413486.64,1196524.68,0,Smoggy
2026-01-25,Sunday,Yellow Line,84,17136,44.4,49.3,20235.09,89.8,435139.32,543555.85,1,Clear
2026-01-26,Monday,Red Line,193,85692,35.5,25.1,28962.84,97.8,2287583.04,2187331.78,1,Clear
2026-02-07,Saturday,Violet Line,327,127530,35.2,46.6,90750.98,92.7,2602090.94,1698445.15,0,Rainy
2026-01-14,Wednesday,Violet Line,137,46991,31.2,46.6,24917.65,78.8,1202103.06,752967.99,0,Clear
2026-02-07,Saturday,Yellow Line,329,84224,34.6,49.3,67550.98,86.4,2214903.58,3705139.81,0,Clear
2026-02-27,Friday,Violet Line,332,135456,30.6,46.6,77649.32,88.7,2593655.68,2267370.85,0,Cloudy
2026-01-09,Friday,Violet Line,280,107800,31.3,46.6,73060.28,83.0,2234101.05,2254624.45,0,Smoggy
2026-01-05,Monday,Green Line,272,70720,35.8,29.6,61067.22,82.7,1679634.52,3050729.84,0,Rainy
2026-01-02,Friday,Violet Line,254,78232,37.6,46.6,68852.31,76.8,2134143.43,2077836.07,0,Smoggy
2026-01-04,Sunday,Green Line,114,39330,43.8,29.6,20869.38,97.6,907068.37,1068458.75,1,Rainy
2026-02-21,Saturday,Violet Line,319,120582,42.0,46.6,86654.32,87.0,2768828.33,3487063.49,0,Foggy
2026-02-06,Friday,Green Line,289,88434,30.2,29.6,79244.43,79.3,2475828.09,1461118.81,0,Smoggy
2026-01-17,Saturday,Blue Line,250,103000,37.8,56.6,59146.02,92.6,2805148.8,2204070.48,0,Rainy
2026-01-09,Friday,Green Line,154,51436,31.1,29.6,24757.5,97.2,1142610.45,1413494.01,0,Foggy
2026-02-15,Sunday,Yellow Line,82,29520,39.6,49.3,13897.42,82.1,662817.15,676895.88,1,Foggy
2026-02-08,Sunday,Green Line,119,32963,43.9,29.6,18132.85,88.6,748004.25,1325978.95,1,Clear
2026-02-05,Thursday,Green Line,375,158250,31.0,29.6,97264.3,91.2,3971798.82,2587896.76,0,Clear
2026-01-25,Sunday,Violet Line,184,42320,31.8,46.6,50203.09,75.3,1032184.87,1443608.17,1,Clear
2026-02-07,Saturday,Red Line,129,33540,42.3,25.1,22921.87,95.4,624802.75,1189487.81,0,Foggy
2026-01-21,Wednesday,Violet Line,268,82008,33.9,46.6,69233.76,94.9,2129135.51,1883127.52,0,Clear
2026-02-16,Monday,Violet Line,273,69342,44.3,46.6,52484.15,93.8,1328841.71,2357825.52,0,Cloudy
2026-02-12,Thursday,Green Line,170,47770,35.0,29.6,40769.7,92.6,1326051.48,1828701.13,0,Smoggy
2026-02-19,Thursday,Red Line,267,103596,30.8,25.1,42078.22,79.3,2206928.97,2009917.05,0,Clear
2026-02-07,Saturday,Violet Line,130,27170,36.8,46.6,36099.7,92.4,503193.99,1054435.46,0,Smoggy
2026-02-27,Friday,Red Line,316,81212,41.5,25.1,76318.96,85.1,1609184.61,1669830.61,0,Clear
2026-01-18,Sunday,Red Line,141,47376,43.9,25.1,30079.06,95.0,1240150.7,746911.4,1,Rainy
2026-02-18,Wednesday,Green Line,299,134251,32.8,29.6,48532.47,97.1,3100216.6,1526050.79,0,Foggy
2026-02-06,Friday,Red Line,247,93860,30.8,25.1,68834.07,87.3,1903485.96,2827891.77,0,Smoggy
2026-01-20,Tuesday,Green Line,331,103934,30.9,29.6,82131.0,85.9,2301328.18,1708825.71,0,Cloudy
2026-02-18,Wednesday,Red Line,220,78760,37.1,25.1,38144.13,83.0,2001679.48,1301670.65,0,Smoggy
2026-02-11,Wednesday,Green Line,373,94369,39.0,29.6,57693.63,80.5,1882505.08,4216333.22,0,Foggy
2026-01-26,Monday,Blue Line,61,19642,34.7,56.6,13648.91,90.3,549668.46,639186.69,1,Rainy
2026-02-17,Tuesday,Red Line,147,39249,36.5,25.1,37010.88,83.1,836212.4,1431491.33,0,Foggy
2026-01-24,Saturday,Red Line,333,130536,31.2,25.1,67980.18,95.8,2382484.85,3824967.56,0,Clear
2026-01-29,Thursday,Violet Line,303,117867,35.9,46.6,58476.97,86.6,2944102.34,1656485.95,0,Cloudy
2026-02-26,Thursday,Yellow Line,92,37444,30.6,49.3,22969.2,94.8,954395.38,849758.64,1,Foggy
2026-02-23,Monday,Violet Line,334,123246,33.4,46.6,77966.75,90.9,2258812.46,3143672.77,0,Cloudy
2026-01-02,Friday,Yellow Line,175,35175,35.5,49.3,28294.72,91.5,753210.76,1954821.66,0,Foggy
2026-02-12,Thursday,Green Line,204,57528,42.3,29.6,43833.97,89.0,1160565.42,2004610.19,0,Cloudy
2026-01-29,Thursday,Yellow Line,331,127104,42.7,49.3,60904.21,75.6,2827808.94,3415574.68,0,Foggy
2026-01-27,Tuesday,Yellow Line,135,46170,41.4,49.3,26794.6,82.9,947328.63,855967.42,0,Foggy
2026-01-01,Thursday,Violet Line,198,80586,40.9,46.6,45840.64,80.2,2010257.79,2354469.06,0,Foggy
2026-02-13,Friday,Green Line,289,79186,38.5,29.6,52590.26,88.8,1426078.55,3318285.45,0,Foggy
2026-01-16,Friday,Red Line,197,88256,30.2,25.1,36491.79,89.8,1925530.2,2269056.66,0,Rainy
2026-02-23,Monday,Red Line,163,42543,44.3,25.1,28991.65,81.3,949086.98,1081589.14,0,Clear
2026-02-25,Wednesday,Red Line,258,68112,30.7,25.1,71112.08,88.9,1330625.55,2126305.9,0,Clear
2026-01-17,Saturday,Red Line,322,104328,44.5,25.1,53502.99,95.9,2250129.78,3572952.09,0,Clear
2026-01-17,Saturday,Blue Line,256,113408,43.6,56.6,46565.6,81.3,2625942.27,1776075.69,0,Clear
2026-02-11,Wednesday,Green Line,135,28350,41.3,29.6,20652.62,97.7,744300.97,1221995.44,0,Smoggy
2026-02-05,Thursday,Yellow Line,348,153468,33.7,49.3,64973.5,90.5,3418124.36,1986211.6,0,Foggy
2026-01-23,Friday,Blue Line,131,33536,44.8,56.6,24915.0,94.3,711311.81,907163.71,0,Smoggy
2026-01-01,Thursday,Green Line,357,124950,30.8,29.6,61907.73,79.1,2493772.53,3283303.12,0,Cloudy
2026-02-10,Tuesday,Yellow Line,226,96050,34.4,49.3,62030.06,80.6,1779828.44,1205345.0,0,Rainy
2026-01-28,Wednesday,Yellow Line,290,81780,41.9,49.3,58884.96,83.4,1483936.5,2926068.12,0,Foggy
2026-01-30,Friday,Red Line,359,115957,40.7,25.1,78723.12,93.4,2782777.0,1896471.96,0,Clear
2026-01-05,Monday,Violet Line,225,59850,36.7,46.6,47124.51,88.9,1301849.19,2317857.52,0,Cloudy
2026-01-03,Saturday,Violet Line,296,132904,35.4,46.6,81171.53,79.8,2918495.26,2314989.37,0,Rainy
