timestamp,sensor_id,station,line,sensor_type,value,unit,status,alert_flag,maintenance_required,last_calibration_date,weather
2026-01-27 11:02:13,SEN-KOH-TEM-1844,Kohat Enclave,Red Line,Temperature,21.37,°C,Normal,0,0,2025-12-20,Foggy
2026-01-12 08:45:14,SEN-ROH-DOO-1845,Rohini Sector 18,Yellow Line,Door_Cycle_Count,259.51,cycles,Normal,0,0,2025-11-20,Foggy
2026-02-16 07:52:41,SEN-CEN-PLA-1846,Central Secretariat,Yellow Line,Platform_Weight,12824.08,kg,Normal,0,0,2025-11-19,Rainy
2026-02-09 09:30:58,SEN-UTT-NOI-1847,Uttam Nagar East,Blue Line,Noise_Level,64.1,dB,Normal,0,0,2025-12-12,Cloudy
2026-02-02 06:12:38,SEN-NAN-VIB-1848,Nangloi Railway Station,Green Line,Vibration,14.52,mm/s,Alert,1,0,2025-11-27,Cloudy
2026-01-09 23:07:29,SEN-JAN-HUM-1849,Janakpuri West,Blue Line,Humidity,88.41,%,Alert,1,1,2025-11-24,Foggy
2026-01-10 18:21:55,SEN-JAN-HUM-1850,Janpath,Violet Line,Humidity,41.83,%,Normal,0,0,2025-11-22,Cloudy
2026-01-27 22:11:52,SEN-RAJ-BRA-1851,Rajiv Chowk,Blue Line,Brake_Pressure,5.02,bar,Normal,0,0,2025-12-11,Cloudy
2026-02-14 07:54:46,SEN-ROH-AIR-1852,Rohini East,Red Line,Air_Quality_Index,153.62,AQI,Normal,0,0,2025-12-07,Smoggy
2026-02-26 16:16:59,SEN-SAR-VIB-1853,Sarai,Violet Line,Vibration,14.24,mm/s,Alert,1,1,2025-12-15,Cloudy
2026-01-02 19:08:20,SEN-RAJ-AIR-1854,Raja Nahar Singh,Violet Line,Air_Quality_Index,332.42,AQI,Alert,1,0,2025-12-06,Foggy
2026-02-05 22:46:59,SEN-MAN-NOI-1855,Mandi House,Blue Line,Noise_Level,108.23,dB,Alert,1,1,2026-02-01,Foggy
2026-01-04 06:44:09,SEN-IND-VIB-1856,Inderlok,Red Line,Vibration,10.76,mm/s,Alert,1,0,2025-10-22,Cloudy
2026-02-16 14:15:28,SEN-SAM-POW-1857,Samaypur Badli,Yellow Line,Power_Consumption,519.09,kW,Normal,0,0,2025-11-25,Cloudy
2026-02-01 17:15:25,SEN-NEE-CO2-1858,Neelam Chowk Ajronda,Violet Line,CO2_Level,1670.19,ppm,Alert,1,1,2025-12-29,Clear
2026-01-19 19:30:26,SEN-KAR-DOO-1859,Karol Bagh,Blue Line,Door_Cycle_Count,175.41,cycles,Normal,0,0,2025-12-11,Rainy
2026-01-04 11:28:56,SEN-ADA-TEM-1860,Adarsh Nagar,Yellow Line,Temperature,28.05,°C,Normal,0,0,2025-12-12,Foggy
2026-02-06 23:13:04,SEN-JLN-AIR-1861,JLN Stadium,Violet Line,Air_Quality_Index,236.36,AQI,Normal,0,0,2025-11-12,Clear
2026-02-06 12:34:39,SEN-VIS-CO2-1862,Vishwavidyalaya,Yellow Line,CO2_Level,1832.05,ppm,Alert,1,0,2025-12-08,Foggy
2026-01-25 11:01:28,SEN-KAR-PLA-1863,Karol Bagh,Blue Line,Platform_Weight,32195.39,kg,Warning,0,0,2025-12-06,Clear
2026-02-26 14:37:44,SEN-JAN-POW-1864,Jangpura,Violet Line,Power_Consumption,152.5,kW,Normal,0,0,2025-12-24,Clear
2026-01-27 13:57:09,SEN-NHP-VIB-1865,NHPC Chowk,Violet Line,Vibration,3.58,mm/s,Normal,0,0,2026-01-14,Cloudy
2026-01-11 21:46:04,SEN-MOO-PLA-1866,Moolchand,Violet Line,Platform_Weight,34015.23,kg,Normal,0,0,2026-01-08,Cloudy
2026-02-10 15:28:17,SEN-NHP-BRA-1867,NHPC Chowk,Violet Line,Brake_Pressure,8.0,bar,Normal,0,0,2026-01-10,Cloudy
2026-01-18 13:45:02,SEN-PUN-VIB-1868,Punjabi Bagh,Green Line,Vibration,11.09,mm/s,Alert,1,0,2026-01-09,Cloudy
2026-01-30 20:36:19,SEN-YAM-VIB-1869,Yamuna Bank,Blue Line,Vibration,2.2,mm/s,Normal,0,0,2025-12-06,Clear
2026-01-18 10:55:03,SEN-ITO-PLA-1870,ITO,Violet Line,Platform_Weight,43553.86,kg,Alert,1,1,2025-11-20,Cloudy
2026-01-28 21:01:16,SEN-BAR-HUM-1871,Barakhamba Road,Blue Line,Humidity,82.99,%,Alert,1,1,2025-11-09,Clear
2026-01-15 18:38:09,SEN-RAJ-NOI-1872,Rajouri Garden,Blue Line,Noise_Level,94.57,dB,Normal,0,0,2025-12-29,Clear
2026-02-12 21:23:54,SEN-KHA-PLA-1873,Khan Market,Violet Line,Platform_Weight,35923.91,kg,Normal,0,0,2025-12-01,Foggy
2026-01-23 11:20:41,SEN-RAJ-NOI-1874,Rajiv Chowk,Blue Line,Noise_Level,103.2,dB,Alert,1,0,2025-11-02,Cloudy
2026-01-29 22:58:37,SEN-UDY-VIB-1875,Udyog Nagar,Green Line,Vibration,8.71,mm/s,Normal,0,0,2025-12-12,Foggy
2026-02-17 15:32:57,SEN-GOV-DOO-1876,Govindpuri,Violet Line,Door_Cycle_Count,79.61,cycles,Normal,0,0,2026-01-13,Cloudy
2026-02-14 18:05:16,SEN-VID-DOO-1877,Vidhan Sabha,Yellow Line,Door_Cycle_Count,69.26,cycles,Normal,0,0,2026-01-03,Cloudy
2026-01-29 14:27:35,SEN-NAN-PLA-1878,Nangloi Railway Station,Green Line,Platform_Weight,750.85,kg,Normal,0,0,2025-12-09,Foggy
2026-02-23 12:30:37,SEN-BAD-NOI-1879,Badkhal Mor,Violet Line,Noise_Level,52.73,dB,Normal,0,0,2026-01-15,Clear
2026-01-20 06:55:16,SEN-UDY-DOO-1880,Udyog Bhawan,Yellow Line,Door_Cycle_Count,27.3,cycles,Normal,0,0,2025-12-04,Clear
2026-01-26 07:10:41,SEN-ARJ-POW-1881,Arjan Garh,Yellow Line,Power_Consumption,228.55,kW,Normal,0,0,2025-11-29,Clear
2026-01-30 12:13:52,SEN-HUD-BRA-1882,HUDA City Centre,Yellow Line,Brake_Pressure,4.32,bar,Normal,0,0,2025-11-30,Cloudy
2026-02-02 13:18:22,SEN-PUL-TEM-1883,Pulbangash,Red Line,Temperature,26.59,°C,Warning,0,0,2025-12-28,Foggy
2026-01-14 23:40:51,SEN-YAM-AIR-1884,Yamuna Bank,Blue Line,Air_Quality_Index,45.41,AQI,Normal,0,0,2025-12-18,Cloudy
2026-01-20 19:19:37,SEN-TUG-AIR-1885,Tughlakabad,Violet Line,Air_Quality_Index,356.21,AQI,Alert,1,1,2025-11-13,Foggy
2026-02-12 22:43:21,SEN-PAS-CO2-1886,Paschim Vihar East,Green Line,CO2_Level,1090.27,ppm,Normal,0,0,2026-01-07,Foggy
2026-01-04 05:46:02,SEN-ARJ-NOI-1887,Arjan Garh,Yellow Line,Noise_Level,40.96,dB,Normal,0,0,2025-11-28,Cloudy
2026-01-04 18:39:41,SEN-KAR-DOO-1888,Karol Bagh,Blue Line,Door_Cycle_Count,300.12,cycles,Normal,0,0,2025-11-23,Cloudy
2026-02-23 18:12:58,SEN-QUT-CO2-1889,Qutab Minar,Yellow Line,CO2_Level,2297.73,ppm,Alert,1,1,2025-12-05,Foggy
2026-01-13 15:21:34,SEN-ROH-DOO-1890,Rohini East,Red Line,Door_Cycle_Count,386.61,cycles,Normal,0,0,2025-11-18,Foggy
2026-01-26 17:53:19,SEN-CHA-DOO-1891,Chawri Bazar,Yellow Line,Door_Cycle_Count,211.97,cycles,Normal,0,0,2025-12-18,Clear
2026-02-23 07:39:27,SEN-BAD-DOO-1892,Badarpur Border,Violet Line,Door_Cycle_Count,269.82,cycles,Normal,0,0,2026-02-02,Foggy
2026-02-18 17:59:06,SEN-CEN-PLA-1893,Central Secretariat,Yellow Line,Platform_Weight,39204.37,kg,Normal,0,0,2026-01-13,Smoggy
2026-02-21 14:48:53,SEN-MOH-PLA-1894,Mohan Estate,Violet Line,Platform_Weight,5083.14,kg,Normal,0,0,2026-01-30,Foggy
2026-01-17 16:30:09,SEN-IFF-DOO-1895,IFFCO Chowk,Yellow Line,Door_Cycle_Count,107.91,cycles,Normal,0,0,2025-11-08,Foggy
2026-01-28 18:12:45,SEN-LAL-BRA-1896,Lal Quila,Violet Line,Brake_Pressure,6.89,bar,Normal,0,0,2025-12-28,Cloudy
2026-01-06 11:57:39,SEN-PRA-AIR-1897,Pratap Nagar,Red Line,Air_Quality_Index,260.53,AQI,Normal,0,0,2025-10-23,Clear
2026-01-17 06:35:15,SEN-AZA-AIR-1898,Azadpur,Yellow Line,Air_Quality_Index,118.83,AQI,Normal,0,0,2026-01-08,Clear
2026-01-04 09:09:38,SEN-TIS-POW-1899,Tis Hazari,Red Line,Power_Consumption,500.95,kW,Normal,0,0,2025-11-10,Clear
2026-02-25 22:52:33,SEN-CHA-NOI-1900,Chawri Bazar,Yellow Line,Noise_Level,69.19,dB,Normal,0,0,2025-12-10,Smoggy
2026-01-09 08:51:44,SEN-ESC-CO2-1901,Escorts Mujesar,Violet Line,CO2_Level,1885.65,ppm,Alert,1,1,2025-12-29,Clear
2026-01-13 19:16:16,SEN-KAN-POW-1902,Kanhaiya Nagar,Red Line,Power_Consumption,355.08,kW,Normal,0,0,2025-11-22,Rainy
2026-02-06 05:22:31,SEN-PAS-CO2-1903,Paschim Vihar West,Green Line,CO2_Level,1218.26,ppm,Normal,0,0,2026-01-13,Cloudy
2026-01-05 17:24:03,SEN-MOH-POW-1904,Mohan Estate,Violet Line,Power_Consumption,154.3,kW,Normal,0,0,2025-12-20,Foggy
2026-02-25 15:57:04,SEN-SAR-POW-1905,Sarai,Violet Line,Power_Consumption,248.57,kW,Normal,0,0,2026-02-10,Cloudy
2026-01-30 13:49:52,SEN-OLD-DOO-1906,Old Faridabad,Violet Line,Door_Cycle_Count,284.06,cycles,Normal,0,0,2025-12-22,Foggy
2026-01-30 14:59:17,SEN-ROH-POW-1907,Rohini Sector 18,Yellow Line,Power_Consumption,133.73,kW,Normal,0,0,2026-01-23,Foggy
2026-02-06 14:51:30,SEN-NAN-HUM-1908,Nangloi,Green Line,Humidity,61.4,%,Normal,0,0,2025-12-05,Clear
2026-02-05 16:00:37,SEN-BAD-BRA-1909,Badarpur Border,Violet Line,Brake_Pressure,8.27,bar,Normal,0,0,2026-01-15,Clear
2026-01-20 13:42:36,SEN-GUR-DOO-1910,Guru Dronacharya,Yellow Line,Door_Cycle_Count,19.42,cycles,Normal,0,0,2025-10-31,Smoggy
2026-02-14 05:50:29,SEN-MG -PLA-1911,MG Road,Yellow Line,Platform_Weight,31463.66,kg,Normal,0,0,2026-02-13,Foggy
2026-02-15 21:36:38,SEN-ARJ-DOO-1912,Arjan Garh,Yellow Line,Door_Cycle_Count,374.91,cycles,Normal,0,0,2026-02-09,Foggy
2026-02-14 15:14:44,SEN-ASH-NOI-1913,Ashok Park Main,Green Line,Noise_Level,51.64,dB,Normal,0,0,2026-01-02,Smoggy
2026-01-23 11:23:36,SEN-MAN-CO2-1914,Mandi House,Blue Line,CO2_Level,1521.12,ppm,Alert,1,0,2026-01-17,Clear
2026-02-06 14:21:25,SEN-ASH-AIR-1915,Ashok Park Main,Green Line,Air_Quality_Index,355.21,AQI,Alert,1,1,2026-01-21,Clear
2026-02-22 15:44:46,SEN-OLD-DOO-1916,Old Faridabad,Violet Line,Door_Cycle_Count,430.79,cycles,Alert,1,1,2026-01-04,Rainy
2026-01-11 13:33:45,SEN-KOH-DOO-1917,Kohat Enclave,Red Line,Door_Cycle_Count,106.59,cycles,Warning,0,0,2025-11-23,Smoggy
2026-02-23 19:19:45,SEN-INA-CO2-1918,INA,Yellow Line,CO2_Level,2217.19,ppm,Alert,1,1,2025-12-16,Rainy
2026-02-16 22:08:04,SEN-GRE-AIR-1919,Green Park,Yellow Line,Air_Quality_Index,129.27,AQI,Normal,0,0,2026-01-28,Clear
2026-02-27 14:31:40,SEN-HAI-TEM-1920,Haiderpur Badli Mor,Yellow Line,Temperature,34.64,°C,Normal,0,0,2025-12-20,Foggy
2026-01-05 14:05:40,SEN-VID-CO2-1921,Vidhan Sabha,Yellow Line,CO2_Level,2119.68,ppm,Alert,1,0,2025-11-13,Smoggy
2026-02-19 20:10:08,SEN-MAH-NOI-1922,Maharaja Surajmal Stadium,Green Line,Noise_Level,93.73,dB,Normal,0,0,2025-11-24,Clear
2026-02-15 16:39:13,SEN-GRE-CO2-1923,Green Park,Yellow Line,CO2_Level,432.3,ppm,Normal,0,0,2025-12-09,Cloudy
2026-02-08 06:24:55,SEN-VIS-VIB-1924,Vishwavidyalaya,Yellow Line,Vibration,0.11,mm/s,Normal,0,0,2025-12-01,Rainy
2026-02-14 23:13:34,SEN-HUD-DOO-1925,HUDA City Centre,Yellow Line,Door_Cycle_Count,0.5,cycles,Normal,0,0,2025-12-10,Clear
2026-02-12 17:45:44,SEN-KES-HUM-1926,Keshav Puram,Red Line,Humidity,30.69,%,Normal,0,0,2025-12-16,Clear
2026-01-28 19:45:57,SEN-DWA-AIR-1927,Dwarka Sector 21,Blue Line,Air_Quality_Index,225.48,AQI,Normal,0,0,2025-11-25,Cloudy
2026-01-03 15:01:36,SEN-SEE-PLA-1928,Seelampur,Red Line,Platform_Weight,20837.14,kg,Normal,0,0,2025-11-05,Clear
2026-02-16 06:11:46,SEN-ARJ-POW-1929,Arjan Garh,Yellow Line,Power_Consumption,447.85,kW,Normal,0,0,2026-01-12,Rainy
2026-01-03 20:08:03,SEN-SHI-VIB-1930,Shivaji Park,Green Line,Vibration,4.76,mm/s,Normal,0,0,2025-11-10,Foggy
2026-01-26 21:40:57,SEN-NOI-CO2-1931,Noida Sector 16,Blue Line,CO2_Level,1844.14,ppm,Alert,1,1,2025-12-20,Smoggy
2026-01-07 16:24:20,SEN-JAN-NOI-1932,Janakpuri West,Blue Line,Noise_Level,55.38,dB,Normal,0,0,2025-10-14,Rainy
2026-02-17 17:16:26,SEN-SEE-CO2-1933,Seelampur,Red Line,CO2_Level,1489.12,ppm,Normal,0,0,2025-12-23,Rainy
2026-02-01 23:43:32,SEN-JLN-HUM-1934,JLN Stadium,Violet Line,Humidity,48.81,%,Normal,0,0,2026-01-18,Clear
2026-02-14 09:49:16,SEN-ROH-AIR-1935,Rohini East,Red Line,Air_Quality_Index,110.53,AQI,Normal,0,0,2026-01-23,Clear
2026-02-03 07:17:00,SEN-SHA-PLA-1936,Shastri Nagar,Red Line,Platform_Weight,44680.66,kg,Alert,1,0,2025-11-19,Cloudy
2026-02-03 16:50:30,SEN-ADA-CO2-1937,Adarsh Nagar,Yellow Line,CO2_Level,2359.78,ppm,Alert,1,0,2025-11-07,Clear
2026-01-15 17:30:56,SEN-NAN-HUM-1938,Nangloi,Green Line,Humidity,83.39,%,Alert,1,1,2026-01-05,Clear
2026-01-16 16:09:08,SEN-IND-BRA-1939,Inderlok,Red Line,Brake_Pressure,4.64,bar,Normal,0,0,2025-11-18,Clear
2026-01-25 05:25:43,SEN-PEE-POW-1940,Peeragarhi,Green Line,Power_Consumption,670.81,kW,Normal,0,0,2025-12-11,Cloudy
2026-01-19 18:38:03,SEN-GTB-PLA-1941,GTB Nagar,Yellow Line,Platform_Weight,7681.05,kg,Normal,0,0,2026-01-02,Clear
2026-02-06 14:29:20,SEN-LAJ-DOO-1942,Lajpat Nagar,Violet Line,Door_Cycle_Count,354.4,cycles,Normal,0,0,2026-01-16,Smoggy
2026-02-10 17:26:04,SEN-DWA-CO2-1943,Dwarka Sector 8,Blue Line,CO2_Level,1666.85,ppm,Alert,1,1,2025-12-10,Foggy
2026-02-23 15:38:11,SEN-MOT-TEM-1944,Moti Nagar,Blue Line,Temperature,37.67,°C,Warning,0,0,2026-01-12,Cloudy
2026-02-04 19:20:11,SEN-CHA-HUM-1945,Chawri Bazar,Yellow Line,Humidity,32.34,%,Normal,0,0,2025-12-04,Cloudy
2026-01-27 17:51:38,SEN-JAN-HUM-1946,Janpath,Violet Line,Humidity,84.36,%,Alert,1,1,2026-01-24,Foggy
2026-01-06 17:47:30,SEN-GUR-PLA-1947,Guru Dronacharya,Yellow Line,Platform_Weight,20356.13,kg,Normal,0,0,2025-12-10,Cloudy
2026-02-18 20:28:06,SEN-DEL-PLA-1948,Delhi Gate,Violet Line,Platform_Weight,40269.65,kg,Alert,1,1,2026-02-09,Smoggy
2026-01-27 12:02:09,SEN-MUN-NOI-1949,Mundka,Green Line,Noise_Level,57.74,dB,Normal,0,0,2025-12-12,Smoggy
2026-01-06 19:52:08,SEN-DWA-AIR-1950,Dwarka,Blue Line,Air_Quality_Index,132.58,AQI,Warning,0,0,2025-12-30,Clear
2026-02-17 17:42:20,SEN-RAJ-TEM-1951,Rajouri Garden,Blue Line,Temperature,41.24,°C,Alert,1,0,2026-02-01,Foggy
2026-01-26 23:32:42,SEN-JAM-PLA-1952,Jama Masjid,Violet Line,Platform_Weight,11645.3,kg,Normal,0,0,2025-12-17,Cloudy
2026-01-23 14:12:21,SEN-KAI-DOO-1953,Kailash Colony,Violet Line,Door_Cycle_Count,356.55,cycles,Normal,0,0,2025-11-19,Cloudy
2026-01-01 21:19:35,SEN-UTT-HUM-1954,Uttam Nagar East,Blue Line,Humidity,63.15,%,Normal,0,0,2025-10-04,Clear
2026-02-13 17:39:02,SEN-NOI-BRA-1955,Noida Sector 15,Blue Line,Brake_Pressure,7.55,bar,Normal,0,0,2025-12-02,Smoggy
2026-02-14 07:00:47,SEN-RIT-CO2-1956,Rithala,Red Line,CO2_Level,2457.51,ppm,Alert,1,1,2025-12-27,Foggy
2026-02-16 07:25:04,SEN-CHA-CO2-1957,Chandni Chowk,Yellow Line,CO2_Level,1908.89,ppm,Alert,1,1,2025-12-17,Clear
2026-01-15 22:54:53,SEN-DWA-PLA-1958,Dwarka Sector 8,Blue Line,Platform_Weight,8313.98,kg,Warning,0,0,2025-12-22,Clear
2026-02-25 07:39:00,SEN-KAS-HUM-1959,Kashmere Gate,Yellow Line,Humidity,66.14,%,Normal,0,0,2026-02-23,Smoggy
2026-01-02 10:04:06,SEN-SAK-NOI-1960,Saket,Yellow Line,Noise_Level,73.35,dB,Normal,0,0,2025-12-06,Cloudy
2026-02-07 07:35:42,SEN-DWA-BRA-1961,Dwarka Sector 21,Blue Line,Brake_Pressure,7.79,bar,Normal,0,0,2026-01-11,Foggy
2026-01-24 09:38:17,SEN-JAN-TEM-1962,Janpath,Violet Line,Temperature,21.94,°C,Warning,0,0,2025-12-22,Cloudy
2026-01-29 19:48:08,SEN-PAS-TEM-1963,Paschim Vihar West,Green Line,Temperature,18.21,°C,Normal,0,0,2025-12-10,Foggy
2026-01-07 14:10:04,SEN-MUN-CO2-1964,Mundka,Green Line,CO2_Level,417.64,ppm,Normal,0,0,2025-11-12,Clear
2026-01-26 07:40:35,SEN-HAI-HUM-1965,Haiderpur Badli Mor,Yellow Line,Humidity,79.54,%,Normal,0,0,2025-11-24,Foggy
2026-02-11 22:13:57,SEN-OLD-PLA-1966,Old Faridabad,Violet Line,Platform_Weight,46045.05,kg,Alert,1,1,2025-12-10,Foggy
2026-01-04 07:41:28,SEN-SEC-VIB-1967,Sector 28,Violet Line,Vibration,5.17,mm/s,Normal,0,0,2025-10-31,Cloudy
2026-02-07 05:10:23,SEN-WEL-HUM-1968,Welcome,Red Line,Humidity,33.47,%,Normal,0,0,2025-11-29,Cloudy
2026-02-06 08:24:58,SEN-UDY-VIB-1969,Udyog Bhawan,Yellow Line,Vibration,0.55,mm/s,Normal,0,0,2026-01-24,Cloudy
2026-01-18 22:27:43,SEN-HAI-CO2-1970,Haiderpur Badli Mor,Yellow Line,CO2_Level,1488.34,ppm,Normal,0,0,2026-01-15,Cloudy
2026-01-30 19:29:44,SEN-JAN-HUM-1971,Janpath,Violet Line,Humidity,84.17,%,Alert,1,0,2025-12-30,Smoggy
2026-02-23 06:14:22,SEN-NOI-POW-1972,Noida City Centre,Blue Line,Power_Consumption,633.7,kW,Normal,0,0,2025-12-09,Clear
2026-02-07 13:58:00,SEN-HAU-CO2-1973,Hauz Khas,Yellow Line,CO2_Level,655.59,ppm,Normal,0,0,2025-11-30,Clear
2026-02-14 19:48:38,SEN-SHA-AIR-1974,Shastri Nagar,Red Line,Air_Quality_Index,197.5,AQI,Normal,0,0,2026-01-09,Foggy
2026-02-04 18:34:30,SEN-NAN-NOI-1975,Nangloi,Green Line,Noise_Level,54.2,dB,Normal,0,0,2025-12-20,Cloudy
2026-02-16 21:57:30,SEN-CHH-DOO-1976,Chhattarpur,Yellow Line,Door_Cycle_Count,91.0,cycles,Normal,0,0,2025-11-22,Rainy
2026-02-04 11:40:02,SEN-PAS-BRA-1977,Paschim Vihar East,Green Line,Brake_Pressure,4.89,bar,Warning,0,0,2026-01-02,Clear
2026-01-05 06:54:19,SEN-UDY-VIB-1978,Udyog Bhawan,Yellow Line,Vibration,9.46,mm/s,Normal,0,0,2025-10-16,Clear
2026-02-14 15:35:49,SEN-KAS-CO2-1979,Kashmere Gate,Yellow Line,CO2_Level,391.95,ppm,Normal,0,0,2026-01-28,Smoggy
2026-01-25 18:46:11,SEN-MAH-CO2-1980,Maharaja Surajmal Stadium,Green Line,CO2_Level,1788.24,ppm,Alert,1,0,2025-11-14,Foggy
2026-01-29 07:39:58,SEN-JAH-DOO-1981,Jahangirpuri,Yellow Line,Door_Cycle_Count,106.01,cycles,Normal,0,0,2025-12-22,Clear
2026-01-23 06:45:13,SEN-KIR-POW-1982,Kirti Nagar,Blue Line,Power_Consumption,472.5,kW,Normal,0,0,2026-01-07,Foggy
2026-01-18 19:42:32,SEN-PAS-HUM-1983,Paschim Vihar East,Green Line,Humidity,33.42,%,Warning,0,0,2025-11-12,Clear
2026-01-31 05:55:40,SEN-INA-TEM-1984,INA,Yellow Line,Temperature,38.1,°C,Alert,1,1,2026-01-16,Foggy
2026-01-28 22:59:07,SEN-WEL-NOI-1985,Welcome,Red Line,Noise_Level,69.41,dB,Normal,0,0,2025-11-15,Smoggy
2026-01-19 18:38:07,SEN-RAJ-AIR-1986,Rajendra Place,Blue Line,Air_Quality_Index,47.62,AQI,Normal,0,0,2025-12-16,Clear
2026-02-12 07:15:22,SEN-RIT-CO2-1987,Rithala,Red Line,CO2_Level,2027.58,ppm,Alert,1,0,2026-01-07,Foggy
2026-01-01 16:11:39,SEN-PIT-DOO-1988,Pitampura,Red Line,Door_Cycle_Count,396.31,cycles,Normal,0,0,2025-10-17,Clear
2026-02-10 16:01:18,SEN-KAR-POW-1989,Karol Bagh,Blue Line,Power_Consumption,305.98,kW,Normal,0,0,2025-12-05,Rainy
2026-01-30 11:40:47,SEN-NOI-POW-1990,Noida Sector 15,Blue Line,Power_Consumption,704.71,kW,Alert,1,1,2025-12-11,Clear
2026-01-23 11:31:35,SEN-HAU-HUM-1991,Hauz Khas,Yellow Line,Humidity,40.11,%,Normal,0,0,2025-12-05,Foggy
2026-01-03 11:16:42,SEN-KAR-POW-1992,Karol Bagh,Blue Line,Power_Consumption,350.47,kW,Normal,0,0,2025-10-30,Foggy
2026-02-07 12:56:50,SEN-AZA-HUM-1993,Azadpur,Yellow Line,Humidity,51.12,%,Normal,0,0,2026-01-12,Foggy
2026-02-15 16:14:09,SEN-ESC-CO2-1994,Escorts Mujesar,Violet Line,CO2_Level,1697.84,ppm,Alert,1,0,2026-02-12,Foggy
2026-02-14 16:19:50,SEN-PAS-NOI-1995,Paschim Vihar West,Green Line,Noise_Level,64.62,dB,Normal,0,0,2025-12-28,Rainy
2026-02-14 12:33:36,SEN-UDY-VIB-1996,Udyog Nagar,Green Line,Vibration,12.84,mm/s,Alert,1,1,2026-02-02,Foggy
2026-02-09 22:48:44,SEN-SAR-BRA-1997,Sarita Vihar,Violet Line,Brake_Pressure,3.81,bar,Normal,0,0,2026-01-07,Foggy
2026-02-13 21:25:50,SEN-OLD-AIR-1998,Old Faridabad,Violet Line,Air_Quality_Index,284.9,AQI,Warning,0,0,2025-12-28,Cloudy
2026-01-05 23:56:09,SEN-JLN-DOO-1999,JLN Stadium,Violet Line,Door_Cycle_Count,113.81,cycles,Normal,0,0,2025-11-26,Foggy
2026-02-09 06:21:10,SEN-UDY-BRA-2000,Udyog Nagar,Green Line,Brake_Pressure,4.18,bar,Normal,0,0,2026-01-07,Foggy
2026-02-14 12:58:45,SEN-ROH-CO2-2001,Rohini West,Red Line,CO2_Level,684.4,ppm,Normal,0,0,2026-02-11,Foggy
2026-02-23 15:39:28,SEN-RAC-PLA-2002,Race Course,Yellow Line,Platform_Weight,27626.72,kg,Normal,0,0,2026-02-14,Foggy
2026-01-22 11:33:42,SEN-MUN-AIR-2003,Mundka,Green Line,Air_Quality_Index,225.09,AQI,Normal,0,0,2026-01-21,Clear
2026-02-11 17:00:58,SEN-QUT-VIB-2004,Qutab Minar,Yellow Line,Vibration,1.11,mm/s,Normal,0,0,2025-11-28,Clear
2026-02-01 10:16:50,SEN-JAS-AIR-2005,Jasola Apollo,Violet Line,Air_Quality_Index,263.75,AQI,Normal,0,0,2025-11-11,Cloudy
2026-01-14 18:06:14,SEN-ADA-NOI-2006,Adarsh Nagar,Yellow Line,Noise_Level,47.52,dB,Normal,0,0,2025-12-06,Foggy
2026-01-22 05:14:24,SEN-KIR-TEM-2007,Kirti Nagar,Blue Line,Temperature,25.15,°C,Normal,0,0,2026-01-08,Cloudy
2026-02-16 22:14:56,SEN-LAL-POW-2008,Lal Quila,Violet Line,Power_Consumption,539.44,kW,Normal,0,0,2025-12-09,Smoggy
2026-02-26 21:59:01,SEN-SAK-BRA-2009,Saket,Yellow Line,Brake_Pressure,4.65,bar,Normal,0,0,2025-12-31,Clear
2026-01-03 10:25:42,SEN-JAN-BRA-2010,Janpath,Violet Line,Brake_Pressure,4.1,bar,Warning,0,0,2025-12-07,Clear
2026-02-03 19:46:28,SEN-ASH-AIR-2011,Ashok Park Main,Green Line,Air_Quality_Index,130.11,AQI,Normal,0,0,2025-12-16,Cloudy
2026-01-20 05:47:55,SEN-SEE-VIB-2012,Seelampur,Red Line,Vibration,14.49,mm/s,Alert,1,0,2025-12-05,Foggy
2026-01-18 07:29:53,SEN-ADA-PLA-2013,Adarsh Nagar,Yellow Line,Platform_Weight,41467.81,kg,Alert,1,1,2025-12-10,Clear
2026-01-14 06:05:56,SEN-BRI-VIB-2014,Brigadier Hoshiar Singh,Green Line,Vibration,0.91,mm/s,Normal,0,0,2025-12-14,Smoggy
2026-01-06 10:17:11,SEN-SAT-DOO-2015,Satguru Ram Singh Marg,Green Line,Door_Cycle_Count,128.99,cycles,Warning,0,0,2025-11-26,Foggy
2026-02-01 08:44:40,SEN-SHI-NOI-2016,Shivaji Park,Green Line,Noise_Level,68.68,dB,Normal,0,0,2025-12-21,Clear
2026-02-24 13:05:56,SEN-SHA-VIB-2017,Shahdara,Red Line,Vibration,0.4,mm/s,Normal,0,0,2026-02-06,Clear
2026-02-04 05:01:16,SEN-KAR-DOO-2018,Karol Bagh,Blue Line,Door_Cycle_Count,328.85,cycles,Normal,0,0,2025-11-24,Clear
2026-01-25 21:10:15,SEN-SHA-PLA-2019,Shastri Nagar,Red Line,Platform_Weight,26209.44,kg,Normal,0,0,2025-11-16,Foggy
2026-02-09 10:49:53,SEN-RAC-TEM-2020,Race Course,Yellow Line,Temperature,41.14,°C,Alert,1,1,2026-02-04,Clear
2026-01-10 05:02:38,SEN-MEW-PLA-2021,Mewala Maharajpur,Violet Line,Platform_Weight,25609.86,kg,Normal,0,0,2025-11-10,Cloudy
2026-01-31 15:32:39,SEN-JAN-DOO-2022,Janakpuri West,Blue Line,Door_Cycle_Count,159.94,cycles,Normal,0,0,2026-01-01,Rainy
