date,day,line,ridership_count,avg_trip_duration_min,revenue_inr,transport_type,total_trips,operational_hours,is_holiday,weather
2026-01-05,Monday,Violet Line,54033,50.6,1177725.62,Metro Rail,390,18.158925009536627,0,Smoggy
2026-02-18,Wednesday,Violet Line,54482,46.9,1094395.8,Metro Rail,388,17.757395976718108,0,Cloudy
2026-01-25,Sunday,Green Line,10356,35.7,210967.41,Metro Rail,389,17.614036101769763,1,Cloudy
2026-01-12,Monday,Violet Line,54244,24.4,1134628.05,Metro Rail,344,17.503640929191477,0,Foggy
2026-02-06,Friday,Green Line,31285,21.4,697085.79,Metro Rail,359,17.551792620261484,0,Foggy
2026-01-21,Wednesday,Blue Line,67080,21.8,1215028.56,Metro Rail,197,17.902943042104617,0,Smoggy
2026-01-14,Wednesday,Violet Line,54016,46.2,1584034.62,Metro Rail,236,18.383089284643166,0,Foggy
2026-02-09,Monday,Violet Line,54060,48.9,1402538.93,Metro Rail,308,17.5158224193054,0,Smoggy
2026-01-20,Tuesday,Yellow Line,81046,26.9,1597739.16,Metro Rail,175,18.147534609196573,0,Clear
2026-01-18,Sunday,Green Line,10633,31.8,218725.14,Metro Rail,340,17.99523149763374,1,Clear
2026-01-14,Wednesday,Violet Line,53620,51.0,1208805.36,Metro Rail,188,18.27282527290499,0,Foggy
2026-01-25,Sunday,Violet Line,17998,44.9,350437.86,Metro Rail,271,18.576909013620845,1,Foggy
2026-02-07,Saturday,Green Line,17670,54.4,373920.28,Metro Rail,232,18.462290650656016,0,Clear
2026-02-04,Wednesday,Yellow Line,80220,37.2,2205779.92,Metro Rail,326,18.51403474411588,0,Foggy
2026-02-02,Monday,Green Line,31666,28.8,577586.64,Metro Rail,370,17.54192502914806,0,Foggy
2026-02-05,Thursday,Blue Line,67578,38.4,1965237.71,Metro Rail,259,18.674125899022776,0,Smoggy
2026-02-21,Saturday,Violet Line,29942,41.6,735068.1,Metro Rail,315,18.922852901932075,0,Smoggy
2026-01-04,Sunday,Violet Line,17979,24.5,400580.97,Metro Rail,386,18.59201426500528,1,Cloudy
2026-01-21,Wednesday,Blue Line,67443,41.4,1845468.3,Metro Rail,295,18.07962339869823,0,Clear
2026-02-03,Tuesday,Blue Line,67225,15.8,1579214.99,Metro Rail,214,17.61030741298217,0,Rainy
2026-02-19,Thursday,Green Line,31719,33.6,779170.17,Metro Rail,185,18.193853943822692,0,Foggy
2026-01-10,Saturday,Red Line,24978,31.1,632404.35,Metro Rail,199,18.81171464036214,0,Clear
2026-02-17,Tuesday,Blue Line,67546,19.6,1403485.84,Metro Rail,305,18.525269053746552,0,Clear
2026-02-24,Tuesday,Violet Line,53701,28.5,1536416.03,Metro Rail,393,18.513508024470564,0,Foggy
2026-01-30,Friday,Blue Line,67449,43.1,1855734.48,Metro Rail,336,17.509574952968194,0,Foggy
2026-02-09,Monday,Yellow Line,80811,53.7,2155966.36,Metro Rail,300,18.875401247103593,0,Cloudy
2026-02-22,Sunday,Yellow Line,27032,47.2,702112.23,Metro Rail,307,18.863530285735788,1,Clear
2026-01-08,Thursday,Blue Line,68155,22.6,2133200.65,Metro Rail,219,18.497357483892756,0,Smoggy
2026-02-13,Friday,Red Line,44653,26.7,1400055.38,Metro Rail,234,17.664680079517552,0,Cloudy
2026-02-25,Wednesday,Violet Line,53684,47.5,1209515.78,Metro Rail,335,18.446392999292797,0,Smoggy
2026-02-09,Monday,Yellow Line,81329,21.4,1868870.28,Metro Rail,161,17.904657974137695,0,Clear
2026-02-02,Monday,Blue Line,68262,38.6,1296007.46,Metro Rail,244,17.8006224304709,0,Clear
2026-01-03,Saturday,Violet Line,29944,45.8,646072.5,Metro Rail,233,17.7228260555028,0,Rainy
2026-02-07,Saturday,Red Line,25028,28.2,635821.3,Metro Rail,373,17.60657766641216,0,Smoggy
2026-02-16,Monday,Blue Line,67332,32.9,1472356.69,Metro Rail,288,17.71568445965303,0,Cloudy
2026-02-22,Sunday,Red Line,14871,16.0,463771.85,Metro Rail,262,18.733135760301753,1,Foggy
2026-01-26,Monday,Red Line,14919,37.4,298075.93,Metro Rail,250,17.83338839228323,1,Foggy
2026-01-14,Wednesday,Violet Line,54294,34.7,1255196.18,Metro Rail,258,18.738407369593727,0,Foggy
2026-02-04,Wednesday,Violet Line,53947,17.0,1269616.84,Metro Rail,289,17.932782127465963,0,Smoggy
2026-01-30,Friday,Yellow Line,80935,22.6,2570947.14,Metro Rail,196,17.62572429374047,0,Cloudy
2026-02-18,Wednesday,Blue Line,67480,30.8,2140938.11,Metro Rail,274,18.931532508864336,0,Foggy
2026-02-13,Friday,Blue Line,67825,53.9,1855286.1,Metro Rail,232,17.809774570160762,0,Rainy
2026-01-23,Friday,Green Line,31498,46.5,876274.84,Metro Rail,174,18.5159005807741,0,Foggy
2026-01-12,Monday,Blue Line,67309,31.1,1384065.82,Metro Rail,167,18.792022486452154,0,Foggy
2026-01-20,Tuesday,Yellow Line,81241,53.8,2025692.96,Metro Rail,357,17.68255416166159,0,Cloudy
2026-02-03,Tuesday,Blue Line,67435,44.1,1843242.12,Metro Rail,156,18.362119317458763,0,Clear
2026-01-02,Friday,Green Line,31485,28.6,774661.37,Metro Rail,150,18.522171110033995,0,Cloudy
2026-01-29,Thursday,Violet Line,54322,35.5,1301029.76,Metro Rail,218,18.115178696055757,0,Smoggy
2026-02-21,Saturday,Violet Line,30016,22.1,574765.1,Metro Rail,205,17.917406372546296,0,Foggy
2026-01-22,Thursday,Red Line,44880,41.0,1400794.23,Metro Rail,177,18.771815851641417,0,Clear
2026-01-25,Sunday,Green Line,10458,26.0,228683.79,Metro Rail,349,17.922944886146517,1,Cloudy
2026-01-03,Saturday,Green Line,17558,52.6,466898.33,Metro Rail,384,18.02637605089234,0,Cloudy
2026-01-07,Wednesday,Violet Line,53941,33.3,1497218.91,Metro Rail,386,18.330343991603257,0,Cloudy
2026-01-25,Sunday,Green Line,10556,42.6,320516.1,Metro Rail,354,18.143826785374454,1,Rainy
2026-02-14,Saturday,Violet Line,30182,45.3,893322.72,Metro Rail,230,18.964367006048718,0,Rainy
2026-02-09,Monday,Blue Line,67984,52.9,1932136.18,Metro Rail,375,17.92501191416749,0,Foggy
2026-01-01,Thursday,Violet Line,54109,35.8,1680557.04,Metro Rail,301,17.90460604529208,0,Rainy
2026-01-21,Wednesday,Blue Line,67180,50.1,1714143.1,Metro Rail,277,17.788816444584448,0,Clear
2026-01-10,Saturday,Blue Line,37806,34.7,1034612.86,Metro Rail,355,17.867567268624075,0,Foggy
2026-02-05,Thursday,Red Line,45066,46.1,1203145.95,Metro Rail,381,18.37628062075641,0,Foggy
2026-01-23,Friday,Green Line,31513,47.7,994206.23,Metro Rail,304,18.373018265437526,0,Foggy
2026-02-02,Monday,Yellow Line,81268,39.8,2311751.01,Metro Rail,202,18.82430599490876,0,Clear
2026-02-15,Sunday,Red Line,15055,31.2,366861.04,Metro Rail,323,18.192882916896064,1,Clear
2026-01-29,Thursday,Violet Line,53874,40.3,1412498.7,Metro Rail,182,17.625801317994377,0,Foggy
2026-01-20,Tuesday,Green Line,31652,41.1,738538.01,Metro Rail,178,18.718560997094787,0,Cloudy
2026-02-15,Sunday,Red Line,15042,21.0,417295.38,Metro Rail,215,18.32767760711763,1,Smoggy
2026-01-17,Saturday,Blue Line,37594,48.2,1038415.79,Metro Rail,336,18.24660698543824,0,Rainy
2026-01-03,Saturday,Green Line,17442,44.7,334566.0,Metro Rail,179,18.10509842598646,0,Rainy
2026-02-18,Wednesday,Yellow Line,80125,51.0,1692382.64,Metro Rail,173,18.07574600214673,0,Foggy
2026-01-28,Wednesday,Green Line,31565,18.3,975501.5,Metro Rail,186,18.953022352792868,0,Cloudy
2026-01-04,Sunday,Blue Line,22413,46.1,687972.11,Metro Rail,236,18.44344843443991,1,Clear
2026-01-05,Monday,Yellow Line,81221,22.4,1931040.71,Metro Rail,322,17.672461541674796,0,Rainy
2026-01-31,Saturday,Green Line,17484,53.1,327404.61,Metro Rail,187,18.578528943090905,0,Foggy
2026-02-19,Thursday,Yellow Line,80190,30.9,1446683.22,Metro Rail,356,18.155916471404826,0,Cloudy
2026-02-19,Thursday,Green Line,31237,21.8,695444.46,Metro Rail,267,17.666411349477936,0,Cloudy
2026-01-27,Tuesday,Blue Line,67410,49.9,1572960.73,Metro Rail,263,18.987898672055533,0,Clear
2026-02-28,Saturday,Violet Line,29886,27.2,591636.02,Metro Rail,394,18.662129965735886,0,Cloudy
2026-02-07,Saturday,Red Line,24990,20.0,663175.91,Metro Rail,302,17.982978592688823,0,Foggy
2026-01-22,Thursday,Yellow Line,81003,52.5,2197026.99,Metro Rail,184,17.97557306229053,0,Clear
2026-01-28,Wednesday,Green Line,31407,30.3,770656.24,Metro Rail,326,18.759323794786905,0,Clear
2026-01-18,Sunday,Yellow Line,26974,54.1,493953.36,Metro Rail,343,18.47019164115259,1,Clear
2026-01-11,Sunday,Red Line,15064,39.5,380059.5,Metro Rail,320,17.673287449024645,1,Rainy
2026-02-05,Thursday,Violet Line,53846,39.0,1558260.74,Metro Rail,364,17.832383713707728,0,Clear
2026-01-12,Monday,Violet Line,54004,50.9,1236096.22,Metro Rail,223,17.636514408997694,0,Clear
2026-01-19,Monday,Red Line,45166,35.7,1403318.76,Metro Rail,226,18.203591718639128,0,Foggy
2026-01-10,Saturday,Yellow Line,45372,30.0,924983.46,Metro Rail,225,17.619989743372784,0,Clear
2026-01-19,Monday,Green Line,31408,33.8,726322.69,Metro Rail,331,17.859326082628055,0,Clear
2026-02-22,Sunday,Green Line,10460,36.8,259431.82,Metro Rail,291,17.860858333056626,1,Cloudy
2026-01-23,Friday,Blue Line,68013,47.3,1855910.24,Metro Rail,357,18.08435491538139,0,Smoggy
2026-01-16,Friday,Red Line,45104,16.8,857891.77,Metro Rail,362,18.766899003592396,0,Clear
2026-01-09,Friday,Yellow Line,80859,20.2,1806413.47,Metro Rail,348,18.05392260823523,0,Clear
2026-01-21,Wednesday,Green Line,31618,32.4,666981.16,Metro Rail,186,17.915387963796373,0,Foggy
2026-02-04,Wednesday,Red Line,45354,54.8,1142621.22,Metro Rail,243,18.120417777019046,0,Rainy
2026-01-13,Tuesday,Violet Line,53882,42.6,1512487.32,Metro Rail,369,18.50847782047444,0,Foggy
2026-02-03,Tuesday,Red Line,45229,26.8,1063080.55,Metro Rail,337,18.459843570378016,0,Foggy
2026-01-31,Saturday,Blue Line,37236,30.8,1183737.85,Metro Rail,278,17.665702828200025,0,Clear
2026-01-15,Thursday,Red Line,44807,47.4,994674.46,Metro Rail,246,18.832245298408118,0,Cloudy
2026-01-19,Monday,Red Line,44993,20.6,1130214.15,Metro Rail,391,18.8664210352144,0,Foggy
2026-02-24,Tuesday,Yellow Line,80485,15.5,1608975.45,Metro Rail,160,18.39922565183545,0,Rainy
2026-01-17,Saturday,Yellow Line,44888,52.2,995653.22,Metro Rail,276,17.677831840146737,0,Smoggy
2026-02-05,Thursday,Violet Line,53955,37.6,1634524.91,Metro Rail,354,18.73717365086487,0,Foggy
2026-01-22,Thursday,Green Line,31576,27.4,898175.14,Metro Rail,372,18.13690010126067,0,Clear
2026-01-03,Saturday,Blue Line,37752,54.3,864696.1,Metro Rail,332,17.56046218706339,0,Smoggy
2026-02-02,Monday,Green Line,31478,23.6,834955.15,Metro Rail,188,18.18800692045784,0,Clear
2026-02-07,Saturday,Blue Line,37296,39.4,1076791.54,Metro Rail,291,17.595885582660205,0,Cloudy
2026-01-24,Saturday,Green Line,17444,22.3,318223.13,Metro Rail,154,18.195543571116755,0,Foggy
2026-02-15,Sunday,Yellow Line,27219,50.7,794754.26,Metro Rail,152,18.54724120629558,1,Foggy
2026-01-03,Saturday,Violet Line,30210,54.8,873489.71,Metro Rail,247,17.760472072439534,0,Clear
2026-01-18,Sunday,Blue Line,22459,15.7,673240.28,Metro Rail,358,18.334269911193477,1,Cloudy
2026-02-25,Wednesday,Yellow Line,80397,30.8,2248288.79,Metro Rail,272,17.543252624804673,0,Foggy
2026-01-09,Friday,Red Line,45241,44.2,1192459.09,Metro Rail,303,18.528693037447336,0,Clear
2026-01-22,Thursday,Green Line,31341,23.2,787055.65,Metro Rail,246,18.07979414083325,0,Foggy
2026-01-06,Tuesday,Blue Line,67509,48.2,1371123.62,Metro Rail,206,18.048792632203615,0,Clear
2026-02-11,Wednesday,Violet Line,54052,40.3,1410251.29,Metro Rail,247,18.65754205900658,0,Smoggy
2026-01-01,Thursday,Violet Line,54013,37.6,1178042.05,Metro Rail,236,18.931574601366012,0,Cloudy
2026-01-28,Wednesday,Violet Line,53857,21.1,1481955.94,Metro Rail,263,18.157415048105154,0,Foggy
2026-01-05,Monday,Red Line,44842,47.5,980019.82,Metro Rail,327,17.696241393108156,0,Clear
2026-01-03,Saturday,Blue Line,37324,24.1,908982.43,Metro Rail,262,18.477774895712614,0,Clear
2026-01-24,Saturday,Blue Line,37690,45.2,892290.76,Metro Rail,344,18.867737880722782,0,Foggy
2026-02-11,Wednesday,Blue Line,67146,44.1,1963945.55,Metro Rail,274,17.66189014341498,0,Foggy
2026-02-16,Monday,Red Line,45384,27.8,985806.95,Metro Rail,236,18.804023356244706,0,Clear
2026-01-18,Sunday,Blue Line,22477,44.8,534097.63,Metro Rail,250,17.593920007301552,1,Clear
2026-01-27,Tuesday,Violet Line,54115,30.6,1520290.33,Metro Rail,308,18.97846674301342,0,Cloudy
2026-01-30,Friday,Yellow Line,80582,52.5,1810742.65,Metro Rail,191,18.444283567270396,0,Clear
2026-01-12,Monday,Red Line,45401,23.0,1144752.54,Metro Rail,229,18.53682979745741,0,Foggy
2026-02-19,Thursday,Blue Line,67243,36.4,1704542.74,Metro Rail,385,18.464391777685215,0,Foggy
2026-02-12,Thursday,Green Line,31409,24.3,673568.11,Metro Rail,185,17.6044283047306,0,Clear
2026-01-20,Tuesday,Green Line,31356,25.5,591293.33,Metro Rail,246,17.901043229617972,0,Foggy
2026-01-20,Tuesday,Violet Line,53652,15.1,1346734.94,Metro Rail,228,18.308027788303427,0,Foggy
2026-02-23,Monday,Blue Line,67537,37.2,2094898.51,Metro Rail,286,18.340878157628186,0,Cloudy
2026-01-11,Sunday,Red Line,15058,51.3,276078.53,Metro Rail,237,18.990679816311108,1,Cloudy
2026-01-12,Monday,Blue Line,67311,32.7,1406436.12,Metro Rail,200,18.256665561010607,0,Clear
2026-02-14,Saturday,Blue Line,37285,48.4,801300.61,Metro Rail,196,18.4995099652738,0,Foggy
2026-01-11,Sunday,Yellow Line,27207,45.1,810206.55,Metro Rail,314,18.359522219258437,1,Clear
2026-02-04,Wednesday,Red Line,44554,25.4,1070036.56,Metro Rail,259,18.377501392646707,0,Foggy
2026-01-06,Tuesday,Violet Line,53894,44.4,1042333.82,Metro Rail,333,17.787800176300635,0,Cloudy
2026-02-03,Tuesday,Blue Line,67186,34.7,1497921.45,Metro Rail,205,18.93536871975887,0,Clear
2026-01-11,Sunday,Yellow Line,26884,34.2,666528.62,Metro Rail,198,18.120187713598447,1,Foggy
2026-02-26,Thursday,Green Line,10539,37.0,266665.5,Metro Rail,317,18.060009950778262,1,Rainy
2026-01-07,Wednesday,Red Line,45278,51.2,1358976.16,Metro Rail,314,17.622176177883293,0,Smoggy
2026-02-04,Wednesday,Red Line,45070,37.4,1015632.02,Metro Rail,274,18.201854285008853,0,Rainy
2026-02-22,Sunday,Yellow Line,27282,15.2,595313.29,Metro Rail,339,18.51615604208082,1,Clear
2026-02-06,Friday,Yellow Line,81442,15.7,2416736.34,Metro Rail,193,18.60653875623289,0,Clear
2026-01-12,Monday,Yellow Line,80312,33.1,2197672.52,Metro Rail,318,18.706541424160807,0,Foggy
2026-01-02,Friday,Green Line,31641,15.8,627216.06,Metro Rail,361,17.769696834071695,0,Clear
2026-01-14,Wednesday,Yellow Line,80332,45.8,1986024.9,Metro Rail,286,18.62737023758212,0,Rainy
2026-01-29,Thursday,Blue Line,67777,16.7,2142845.34,Metro Rail,169,17.93975450220008,0,Clear
2026-01-11,Sunday,Yellow Line,27318,47.3,570064.38,Metro Rail,284,18.935070591974252,1,Foggy
2026-02-26,Thursday,Violet Line,18160,24.8,491907.75,Metro Rail,342,17.70817359938467,1,Foggy
2026-01-15,Thursday,Violet Line,53858,29.9,1611769.99,Metro Rail,383,18.59811799326657,0,Clear
2026-01-05,Monday,Red Line,45034,51.4,1033524.92,Metro Rail,340,18.06311516735859,0,Clear
2026-01-27,Tuesday,Green Line,31565,50.1,986974.53,Metro Rail,334,17.874885619197595,0,Clear
2026-01-11,Sunday,Violet Line,17944,45.9,526480.82,Metro Rail,170,17.787907589137397,1,Foggy
2026-01-26,Monday,Violet Line,17781,28.4,533578.49,Metro Rail,343,17.620010417155292,1,Clear
2026-01-29,Thursday,Red Line,44628,24.2,870886.99,Metro Rail,373,18.400919542155464,0,Clear
2026-02-05,Thursday,Violet Line,53817,54.2,981363.19,Metro Rail,294,17.913978040664016,0,Clear
2026-02-19,Thursday,Blue Line,68098,54.9,1613133.19,Metro Rail,223,18.99152860181819,0,Smoggy
2026-02-08,Sunday,Violet Line,17691,24.0,327536.13,Metro Rail,298,18.909760122334806,1,Cloudy
2026-02-20,Friday,Red Line,44975,24.6,1056531.39,Metro Rail,157,18.970144325717442,0,Foggy
2026-01-14,Wednesday,Blue Line,67945,42.4,1694342.96,Metro Rail,158,17.899911607590667,0,Clear
2026-01-07,Wednesday,Yellow Line,81279,44.2,2318404.94,Metro Rail,155,17.71294160695327,0,Clear
2026-02-18,Wednesday,Yellow Line,80904,36.6,1523440.29,Metro Rail,174,18.571448950120228,0,Foggy
2026-01-08,Thursday,Red Line,45099,25.7,1204175.46,Metro Rail,274,18.382835509258108,0,Foggy
2026-01-04,Sunday,Blue Line,22417,54.6,678092.65,Metro Rail,187,18.151583631130766,1,Clear
2026-01-31,Saturday,Green Line,17558,27.9,348460.34,Metro Rail,275,17.836075357124333,0,Cloudy
2026-01-22,Thursday,Blue Line,67663,38.6,1826874.66,Metro Rail,330,18.03926867419785,0,Smoggy
2026-01-27,Tuesday,Yellow Line,80740,30.5,1757314.27,Metro Rail,254,17.88253263759902,0,Smoggy
2026-02-20,Friday,Red Line,44797,35.9,922738.52,Metro Rail,364,17.99618717747363,0,Foggy
2026-02-12,Thursday,Violet Line,53986,46.8,1103980.72,Metro Rail,282,18.436392472145208,0,Cloudy
2026-01-09,Friday,Yellow Line,80901,34.2,1736730.74,Metro Rail,191,17.826753864963127,0,Cloudy
2026-01-29,Thursday,Green Line,31766,25.7,572071.04,Metro Rail,383,18.531509774826432,0,Smoggy
2026-02-12,Thursday,Red Line,45116,42.7,1101754.21,Metro Rail,212,17.66599949634952,0,Cloudy
2026-01-24,Saturday,Blue Line,37152,19.5,936526.37,Metro Rail,318,17.630469359560152,0,Cloudy
2026-02-27,Friday,Red Line,45110,16.8,843643.6,Metro Rail,194,18.88279352298922,0,Smoggy
2026-02-10,Tuesday,Yellow Line,81225,39.0,1764021.97,Metro Rail,296,17.631412977334243,0,Cloudy
2026-01-12,Monday,Yellow Line,80985,20.9,1712154.39,Metro Rail,284,17.89187174801792,0,Clear
2026-01-02,Friday,Violet Line,53888,36.2,1379969.72,Metro Rail,335,17.713502831372697,0,Rainy
2026-01-30,Friday,Blue Line,67606,30.3,1281469.77,Metro Rail,375,18.12883261802623,0,Foggy
2026-02-27,Friday,Violet Line,53899,21.7,1428437.54,Metro Rail,180,18.18095628617019,0,Clear
2026-01-19,Monday,Green Line,31437,21.7,767451.72,Metro Rail,203,17.590963489515968,0,Clear
2026-01-14,Wednesday,Violet Line,54016,40.0,1133018.24,Metro Rail,239,18.22648682210115,0,Clear
2026-02-21,Saturday,Green Line,17649,42.9,406921.35,Metro Rail,319,18.02271615043064,0,Cloudy
2026-01-11,Sunday,Violet Line,18042,39.0,439093.85,Metro Rail,169,17.716634075541826,1,Clear
2026-02-10,Tuesday,Yellow Line,80780,50.4,2424043.0,Metro Rail,390,18.044423962435594,0,Foggy
2026-02-10,Tuesday,Blue Line,67585,54.3,2016418.93,Metro Rail,315,18.32445877147772,0,Foggy
2026-01-17,Saturday,Green Line,17471,32.7,444438.61,Metro Rail,254,18.2899406234256,0,Cloudy
2026-01-28,Wednesday,Green Line,31317,31.8,655966.64,Metro Rail,355,17.50892447363593,0,Clear
2026-02-28,Saturday,Violet Line,29958,35.7,726915.93,Metro Rail,303,18.103959768660673,0,Rainy
2026-01-22,Thursday,Violet Line,53908,46.8,1438085.69,Metro Rail,387,18.761877518218476,0,Rainy
2026-02-23,Monday,Violet Line,54314,40.2,1522706.19,Metro Rail,174,17.569727272496646,0,Foggy
2026-01-10,Saturday,Green Line,17495,39.2,459868.44,Metro Rail,218,17.95234883045776,0,Clear
2026-01-27,Tuesday,Violet Line,53778,39.0,1703840.93,Metro Rail,308,17.61304062835131,0,Foggy
2026-01-03,Saturday,Green Line,17609,53.7,469545.7,Metro Rail,296,17.534436458114026,0,Rainy
2026-02-04,Wednesday,Blue Line,67854,24.2,1552677.71,Metro Rail,398,18.961689658409608,0,Cloudy
2026-01-29,Thursday,Green Line,31663,34.7,773167.04,Metro Rail,265,17.79237773835577,0,Foggy
2026-01-27,Tuesday,Red Line,44832,43.4,1205066.66,Metro Rail,394,17.685151295446047,0,Cloudy
2026-01-27,Tuesday,Yellow Line,81043,30.4,2268963.34,Metro Rail,258,17.89385154605508,0,Foggy
2026-02-08,Sunday,Red Line,14886,20.5,398483.52,Metro Rail,216,17.975010089887487,1,Smoggy
2026-01-20,Tuesday,Blue Line,66784,45.4,1520603.16,Metro Rail,218,18.3052085347703,0,Foggy
2026-01-29,Thursday,Red Line,44527,21.6,918657.53,Metro Rail,387,18.14438228614667,0,Foggy
2026-02-18,Wednesday,Green Line,31431,37.8,588164.47,Metro Rail,291,18.670922248061682,0,Clear
2026-01-03,Saturday,Green Line,17385,54.4,446099.8,Metro Rail,285,18.65046757513136,0,Foggy
2026-01-24,Saturday,Yellow Line,44631,17.0,936849.17,Metro Rail,221,18.866385218795465,0,Foggy
2026-02-17,Tuesday,Red Line,44922,32.9,1320513.75,Metro Rail,271,18.226996103446478,0,Smoggy
2026-01-29,Thursday,Green Line,31557,44.9,937854.27,Metro Rail,168,18.003150424058234,0,Smoggy
2026-02-15,Sunday,Violet Line,17802,43.4,551354.12,Metro Rail,260,18.39946562970613,1,Foggy
2026-02-22,Sunday,Blue Line,22573,29.4,656093.29,Metro Rail,258,17.895265461036576,1,Foggy
2026-02-27,Friday,Blue Line,67693,30.4,2104642.05,Metro Rail,158,18.56424476207455,0,Foggy
2026-01-21,Wednesday,Violet Line,54238,47.1,1034074.94,Metro Rail,302,18.95033888925611,0,Foggy
2026-01-01,Thursday,Blue Line,67419,20.4,1833188.83,Metro Rail,391,18.87319705397828,0,Clear
2026-01-14,Wednesday,Violet Line,53984,35.1,1351070.0,Metro Rail,249,18.20020396949172,0,Foggy
2026-01-03,Saturday,Red Line,25166,47.9,563887.18,Metro Rail,296,18.301893831010492,0,Foggy
2026-01-08,Thursday,Red Line,44820,48.4,976118.39,Metro Rail,278,17.73939937213577,0,Cloudy
2026-01-30,Friday,Blue Line,68113,34.1,1752088.84,Metro Rail,359,18.385813572248274,0,Foggy
2026-01-18,Sunday,Violet Line,18019,32.5,420283.16,Metro Rail,334,18.419013945918646,1,Foggy
2026-02-04,Wednesday,Violet Line,53901,15.9,1618884.99,Metro Rail,180,17.869008927204924,0,Clear
2026-01-08,Thursday,Yellow Line,81302,44.7,1566635.13,Metro Rail,305,17.769320885600067,0,Clear
2026-01-13,Tuesday,Green Line,31162,28.9,619856.09,Metro Rail,346,17.818549725515357,0,Cloudy
2026-02-13,Friday,Yellow Line,81183,36.1,2388051.71,Metro Rail,203,18.44220513202629,0,Foggy
2026-02-26,Thursday,Violet Line,18069,35.1,330394.03,Metro Rail,357,17.93602349411262,1,Foggy
2026-01-21,Wednesday,Green Line,31470,49.1,696387.22,Metro Rail,266,17.916326596716846,0,Clear
2026-02-27,Friday,Yellow Line,80901,19.5,1615727.46,Metro Rail,242,17.561039540181955,0,Cloudy
2026-01-08,Thursday,Violet Line,54236,49.8,1474098.7,Metro Rail,207,17.738432730563208,0,Cloudy
2026-02-02,Monday,Yellow Line,81336,25.2,1828351.94,Metro Rail,229,18.94676233360137,0,Clear
2026-02-28,Saturday,Yellow Line,45054,25.8,1318756.16,Metro Rail,290,18.071609363226,0,Cloudy
2026-02-07,Saturday,Yellow Line,44902,28.5,1329402.05,Metro Rail,247,18.036478684719338,0,Cloudy
2026-02-14,Saturday,Blue Line,37753,47.4,712268.11,Metro Rail,239,17.807748214007965,0,Clear
2026-02-15,Sunday,Green Line,10541,17.6,251506.62,Metro Rail,321,17.95881160153771,1,Foggy
2026-02-12,Thursday,Red Line,44514,27.9,1242038.93,Metro Rail,319,18.371121805302703,0,Cloudy
2026-01-26,Monday,Blue Line,22206,29.6,446382.46,Metro Rail,287,18.322708905898672,1,Cloudy
2026-02-09,Monday,Blue Line,67213,25.8,1801384.46,Metro Rail,189,18.166977490224998,0,Clear
2026-02-25,Wednesday,Blue Line,66955,49.4,1729930.81,Metro Rail,259,18.73294403757312,0,Cloudy
2026-02-10,Tuesday,Violet Line,53917,22.7,1701615.22,Metro Rail,265,18.322188960825404,0,Clear
2026-01-05,Monday,Blue Line,67575,41.4,1289137.64,Metro Rail,171,18.32063994639751,0,Cloudy
2026-02-23,Monday,Violet Line,53965,37.5,1454280.55,Metro Rail,281,18.4488959018547,0,Cloudy
2026-02-12,Thursday,Blue Line,67255,48.9,1285866.56,Metro Rail,228,18.973363619919724,0,Clear
2026-01-11,Sunday,Violet Line,18140,54.7,469750.75,Metro Rail,281,18.974377729172534,1,Smoggy
2026-01-24,Saturday,Red Line,25039,16.0,696753.34,Metro Rail,265,18.2362161114495,0,Cloudy
2026-02-20,Friday,Yellow Line,81392,37.1,1667365.85,Metro Rail,195,18.268625065301784,0,Rainy
2026-02-21,Saturday,Blue Line,37542,46.4,807988.29,Metro Rail,339,17.90240325537232,0,Clear
2026-02-12,Thursday,Yellow Line,80811,28.4,1710615.59,Metro Rail,383,18.900517486104278,0,Foggy
2026-01-28,Wednesday,Violet Line,53796,45.4,1070991.33,Metro Rail,386,18.262720981098028,0,Smoggy
2026-02-15,Sunday,Blue Line,22581,20.4,598838.13,Metro Rail,307,17.81890165074339,1,Foggy
2026-01-25,Sunday,Green Line,10509,27.5,278965.07,Metro Rail,314,18.63393249117649,1,Clear
2026-01-24,Saturday,Red Line,25100,40.4,483318.87,Metro Rail,343,18.41762699061791,0,Rainy
2026-01-31,Saturday,Violet Line,30255,47.7,795939.06,Metro Rail,373,17.68152324288822,0,Cloudy
2026-01-08,Thursday,Yellow Line,80911,51.9,2085672.13,Metro Rail,397,18.59150607999535,0,Foggy
2026-02-03,Tuesday,Green Line,31660,36.8,732729.89,Metro Rail,337,17.614994468013784,0,Clear
2026-01-22,Thursday,Yellow Line,80904,48.3,2471322.08,Metro Rail,399,18.638889163845278,0,Clear
2026-02-28,Saturday,Blue Line,37401,54.0,1085947.5,Metro Rail,259,18.829086813798945,0,Clear
2026-01-03,Saturday,Green Line,17349,42.0,405479.0,Metro Rail,384,18.06652771738028,0,Foggy
2026-01-13,Tuesday,Green Line,31631,38.1,921453.32,Metro Rail,221,18.099776098282376,0,Smoggy
2026-01-07,Wednesday,Green Line,31147,37.0,846110.56,Metro Rail,217,18.698058762329,0,Cloudy
2026-02-08,Sunday,Green Line,10509,30.9,206475.17,Metro Rail,153,18.269086935992952,1,Clear
2026-02-04,Wednesday,Violet Line,53454,44.0,1330179.45,Metro Rail,167,17.503939518164753,0,Clear
2026-01-02,Friday,Yellow Line,80523,44.3,1650235.34,Metro Rail,358,17.971978931383436,0,Cloudy
